Team Number,Prospect Name,Year,Overall Pick
12,Reilly Walsh,2017,94
30,Zach Philips,2011,26
2,Tyler Benson,2016,33
7,Steven Shipley,2010,100
9,Zachary Sanford,2013,63
7,Alex Tuch,2014,20
14,Adam Janosik,2010,101
10,Cal Foote,2017,22
7,Anthony DeAngelo,2014,21
4,Thomas Vannelli,2013,61
11,Libor Hajek,2016,34
1,Trent Frederic,2016,35
23,Joey Hishon,2010,5
26,Robert Thomas,2017,23
18,Jakob Stukel,2016,170
26,Kristian Vesalainen,2017,24
23,Dylan Strome,2015,4
22,Eeli Tolvanen,2017,25
5,Rasmus Asplund,2016,36
22,Cameron Morrison,2016,37
30,Klim Kostin,2017,26
31,Nick Henry,2017,95
27,Adam Polasek,2010,106
24,Johan Fransson,0,0
22,Ryan Poehling,2017,27
17,Morgan Frost,2017,28
30,Kale Clague,2016,38
9,Sam Steel,2016,39
20,Yegor Korshkov,2016,40
16,Carter Hart,2016,41
10,Ryan Sproul,2011,40
22,Samuel Girard,2016,42
2,Nicolas Hague,2017,29
6,Markus Phillips,2017,96
19,Austin Levi,2010,107
9,Kole Lind,2017,30
31,Pierre-Olivier Joseph,2017,31
11,Filip Gustavsson,2016,43
5,Vitaly Abramov,2016,44
1,Jordan Kyrou,2016,45
1,Tyler Parsons,2016,46
11,Isaac Ratcliffe,2017,32
31,Henri Jokiharju,2017,33
22,Conor Timmins,2017,34
31,Shane Bowers,2017,35
11,Peter Cehlarik,2013,94
2,Eetu Luostarinen,2017,36
2,Lukas Elvenes,2017,97
7,Igor Shesterkin,2014,105
5,Jason Robertson,2017,37
29,Mario Lucia,2011,45
1,Dillon Dube,2016,47
22,Maxime Comtois,2017,38
30,Jaret Anderson-Dolan,2017,39
15,Jesper Boqvist,2017,40
19,William Bitten,2016,48
1,Dylan Samberg,2017,41
18,Johan Sundstrom,2011,49
11,Ivan Barbashev,2014,26
31,Travis Sanheim,2014,27
24,Luke Martin,2017,42
31,Aleksi Heponiemi,2017,43
29,Michael Downing,2013,96
5,Oscar Dansk,2012,23
2,Matthew Finn,2012,24
9,Filip Hronek,2016,49
9,Jonah Gadjovich,2017,44
30,Dylan Gambrell,2016,50
5,Ukko-Pekka Luukkonen,2017,45
19,Matt Barzal,2015,10
29,Boris Katchouk,2016,51
11,Joni Ikonen,2017,46
15,Carl Grundstrom,2016,52
8,Nathan Bastian,2016,53
2,Taylor Raddysh,2016,54
19,Keaton Thompson,2013,98
28,Marcus Davidsson,2017,47
17,Adrian Kempe,2014,28
1,Wade Allison,2016,55
6,Jonathan Dahlen,2016,56
30,Connor Crisp,2013,101
7,Artur Kayumov,2016,57
1,Alexander Volkov,2017,48
16,Eric Roy,2013,102
11,Jan Kostalek,2013,103
9,Thatcher Demko,2014,29
23,Filip Westerlund,2017,49
9,Zachary Lauzon,2017,50
15,Adam Fox,2016,58
4,Anthony Florentino,2013,105
17,Joseph Woll,2016,59
27,Janne Kuokkanen,2016,60
19,Ryan Graves,2013,106
2,Ryan Lindgren,2016,61
31,Gustav Lindstrom,2017,51
12,Michael DiPietro,2017,52
17,Stefan Matteau,2012,33
28,Mitch Wheaton,2013,108
21,Martin Reway,2013,109
3,Santeri Virtanen,2017,98
13,Josh Anderson,2016,84
19,Nikolay Goldobin,2014,30
19,Rasmus Bengtsson,2011,56
27,Samu Perhonen,2011,57
22,Alexandre Texier,2017,53
24,Ian Mitchell,2017,54
18,Timo Meier,2015,11
9,Kyle Connor,2015,12
24,Alexander Ruuttu,2011,59
3,Philip Nyberg,2016,171
6,Yegor Rykov,2016,172
29,Alex Formenton,2017,55
12,Joseph Anderson,2016,62
23,Linus Soderstrom,2014,107
2,Markus Niemelainen,2016,63
8,Evgeny Svechnikov,2015,14
1,Grant Mismash,2017,56
28,James Greenway,2016,85
10,Michael McCarron,2013,23
15,Dmitri Samorukov,2017,99
7,Jake Leschyshyn,2017,57
4,Chad Krys,2016,65
21,Daniel Audette,2014,108
1,Morgan Klimchuk,2013,25
4,Ilya Samsonov,2015,16
15,John Quenneville,2014,32
5,Brendan Lemieux,2014,33
8,Joseph Cramarossa,2011,66
23,Andrei Pedan,2011,67
14,Daniel Catenacci,2011,68
28,Zachary Fucale,2013,26
19,Anatoli Golyshev,2016,66
19,Ludwig Bystrom,2012,36
9,Daniil Tarasov,2017,58
1,Cam Dineen,2016,67
14,Eemeli Rasanen,2017,59
28,Denis Guryanov,2015,17
23,Matthew Hellickson,2017,216
1,Cliff Pu,2016,68
1,Luke Green,2016,69
22,Mario Ferraro,2017,60
15,Jordan Binnington,2011,72
19,Michael Paliotta,2011,73
15,Jayce Hawryluk,2014,34
26,Oskar Lindblom,2014,109
8,Carson Soucy,2013,164
22,Nick Merkley,2015,18
1,Mason McDonald,2014,35
4,Will Reilly,2017,217
9,William Lockwood,2016,70
27,Robin Salo,2017,61
1,Givani Smith,2016,71
1,Marcus Pettersson,2014,36
24,Roland McKeown,2014,37
11,Jack Dougherty,2014,38
2,Kasper Bjorkqvist,2016,72
6,Dmitry Sokolov,2016,86
1,Alexei Lipanov,2017,62
28,Sean Day,2016,73
22,Fabian Zetterlund,2017,63
27,Wouter Peeters,2016,74
31,Josh Brook,2017,64
18,Antoine Morand,2017,65
31,Morgan Geekie,2017,66
9,Jordan Schmaltz,2012,41
28,Jack Studnicka,2017,67
7,Ville Pokka,2012,42
18,Connor Hall,2016,75
21,Brandon Gormley,2010,16
2,Matt Filipe,2016,76
19,Sebastian Aho,2017,68
11,Cale Fleury,2017,69
29,Jonathan Kovacevic,2017,70
29,Steven Fogarty,2011,84
7,Matthew Strome,2017,71
21,Frederic Allard,2016,77
19,Jakub Zboril,2015,20
6,Rem Pitlick,2016,78
24,Gregory Hofmann,2011,87
23,Scott Kosmachuk,2012,44
21,Jonas Rondbjerg,2017,72
28,Alexis Vanier,2014,110
11,Evan Barratt,2017,100
11,Martin Frk,2012,45
21,Zach Senyshyn,2015,21
11,Joshua Mahura,2016,79
8,Andreas Englund,2014,42
18,Nathan Noel,2016,80
19,Hudson Elynuik,2016,87
19,Louis Belpedio,2014,111
11,Noah Gregor,2016,81
8,Jack Lafontaine,2016,88
2,Linus Lindstrom,2016,82
15,Adam Brooks,2016,83
17,Brandon Gignac,2016,89
24,Nikita Popugaev,2017,73
18,Joe Wegwerth,2014,112
18,Tom Nilsson,2011,92
1,Keith Petruzzelli,2017,74
27,Andrei Altybarmakyan,2017,75
30,Jacob Moverare,2016,90
21,Jack Kopacka,2016,91
21,Max Gildon,2017,76
6,Victor Mete,2016,92
9,Robert Hagg,2013,37
20,Ian McCoshen,2013,38
9,Felix Girard,2013,110
15,Dillon Simpson,2011,95
22,Mason Shaw,2017,77
23,Harrison Ruopp,2011,97
17,Julius Bergman,2014,43
6,Stelio Mattheos,2017,78
20,Anthony Camara,2011,98
2,Carsen Twarynski,2016,93
11,Jordan Sambrook,2016,94
3,Matthew Cairns,2016,95
10,Olivier Archambault,2011,100
23,Oskar Sundqvist,2012,101
26,Eric Cornel,2014,44
21,Scott Walford,2017,79
1,Ryan MacInnis,2014,45
5,Jack Roslovic,2015,22
10,Jonathan Racine,2011,103
21,Jonathan Ang,2016,96
23,Thomas Chabot,2015,23
21,Matthew Phillips,2016,97
13,Jake DeBrusk,2015,24
1,Linus Nassen,2016,98
23,Dominik Masin,2014,46
14,Brock Boeser,2015,25
8,Brian Hart,2012,52
20,Cristoval Nieves,2012,53
9,Nicolas Aube-Kubel,2014,47
1,Eetu Tuulola,2016,99
8,Mattias Backman,2011,106
4,Josiah Didier,2011,107
16,Adam Tambellini,2013,62
26,David Farrance,2017,80
13,Carl Dahlstrom,2013,41
31,Lane Zablocki,2017,81
6,Maxime Lajoie,2016,100
3,Ivan Lodnia,2017,82
8,MacKenzie Entwistle,2017,83
26,Connor Hurley,2013,43
12,Kasper Kotkansalo,2017,84
4,Nikolay Prokhorkin,2012,78
24,Yannick Veilleux,2011,109
3,Connor Ingram,2016,101
15,Ostap Safin,2017,85
21,Cole Candella,2016,102
12,Brandon Montour,2014,48
16,Colton Point,2016,103
4,Jonas Johansson,2014,49
4,Justin Bailey,2013,46
13,Casey Fitzgerald,2016,104
3,Otto Koivula,2016,105
27,Matthew Villalta,2017,86
9,Dylan Blujus,2012,58
30,Fredrik Pettersson,0,0
26,Stuart Skinner,2017,87
17,Connor Bunnaman,2016,109
2,Scott Reedy,2017,88
24,Dakota Joshua,2014,154
22,Ross Colton,2016,106
9,Joel Lowry,2011,114
22,Samuel Kurker,2012,62
20,Colin White,2015,26
2,Brett Pollock,2014,50
20,Fredrik Karlstrom,2016,107
31,Dominic Turgeon,2014,51
31,Cameron Crotty,2017,101
4,Nick Sorensen,2013,47
9,Troy Bourke,2012,65
16,Austen Brassard,2011,115
27,Anton Rodin,2009,37
29,Emil Molin,2011,116
27,Otto Somppi,2016,108
17,Philippe Paradis,2009,39
27,Kirill Kabanov,2010,24
31,Zachary Gallant,2017,89
27,Marcel Noebels,2011,117
26,Eric Comrie,2013,48
19,Zach Nastasiuk,2013,49
26,Tarmo Reunanen,2016,110
9,Chase Perry,2014,113
13,Vladimir Ruzicka,0,0
29,Mackenzie MacEachern,2012,79
2,Brady Vail,2012,70
8,Marco Roy,2013,50
11,Theodor Blueger,2012,71
26,Maksim Zhukov,2017,90
19,Paul Bittner,2015,27
1,Hunter Smith,2014,53
17,Gabryel Paquin-Boudreau,2013,52
8,Nate Schnarr,2017,91
10,Matia Marcantuoni,2012,73
15,Ryan Donato,2014,54
14,Mikhail Maltsev,2016,112
30,Chandler Stephenson,2012,80
23,Justin Kea,2012,74
30,Drake Rymsha,2017,92
19,Brandon Halverson,2014,55
2,Jarret Tyszka,2017,102
21,Mikhail Berdin,2016,113
8,Garrett Noonan,2011,119
9,Kale Howarth,2017,103
29,Garrett Pilon,2016,114
20,Vaclav Karabacek,2014,56
9,Jedd Soleway,2013,165
24,Tyler Inamoto,2017,104
26,Jack Glover,2014,57
6,Aapeli Rasanen,2016,115
6,Tyler Steenbergen,2017,105
7,Daniel Sprong,2015,28
5,Vladimir Bobylev,2016,116
11,Jordan Stallard,2016,117
14,Joonas Lehtivuori,0,0
27,Alexei Toropchenko,2017,106
26,Mitchell Mattson,2016,118
8,Chris Calnan,2012,76
21,Riley Stillman,2016,119
19,Alexandre Mallet,2012,77
26,Filip Berglund,2016,120
29,Maxim Shalunov,2011,122
9,Parker Foo,2017,107
4,Ivan Chekhovich,2017,108
22,Emil Bemstrom,2017,109
20,Bradley Ross,2010,33
21,David Quenneville,2016,121
17,Noel Hoefenmayer,2017,110
6,Ian Scott,2017,111
18,Igor Shvyrev,2017,112
20,Dillon Heatherington,2013,58
17,Jonathan-Ismael Diaby,2013,59
22,Brandon Duhaime,2016,122
2,Max Zimmer,2016,123
11,Brett Murray,2016,124
22,Keegan Kanzig,2013,65
1,Brandon Hickey,2014,58
8,Joshua Jacobs,2014,59
6,Nicholas Caamano,2016,125
16,Patrick Harper,2016,126
27,Noah Rod,2014,60
14,Ryan Kujawinski,2013,66
12,John Hayden,2013,67
23,Philippe Desrosiers,2013,68
16,Tyler Soy,2016,127
19,Kirill Ustimenko,2017,113
22,Ben Mirageas,2017,114
22,Linus Arnesson,2013,72
16,Chase Priskie,2016,128
27,Nick Ebert,2012,84
3,Todd Burgess,2016,129
24,Toni Rajala,2009,54
5,Taylor Cammarata,2013,73
22,Nolan Stevens,2016,130
31,Mackenzie Blackwood,2015,30
31,Kyle Olson,2017,115
4,Michael Anderson,2017,116
11,Graham McPhee,2016,131
9,Justin Kirkland,2014,61
6,Sasha Chmelevski,2017,117
11,Nicolas Mattinen,2016,132
19,Yan Pavel Laplante,2013,74
1,Linus Hogberg,2016,133
23,Kale Kessy,2011,127
1,Noah Cates,2017,118
5,Jacob Cederholm,2016,134
6,Jack Badini,2017,119
13,Ilya Sorokin,2014,63
9,Lars Volden,2011,129
15,Tony Cameranesi,2011,130
13,Noah Juulsen,2015,31
22,Denis Smirnov,2017,120
9,Jacob Larsson,2015,32
15,Mathias From,2016,135
10,Magnus Nygren,2011,133
18,Jeremy Roy,2015,33
3,Ryan Collins,2014,64
18,Ludwig Blomstrand,2011,134
19,Brian Ferlin,2011,135
2,Martin Gernat,2011,137
12,Rhett Gardner,2016,136
8,Blake Pietila,2011,138
24,Thomas Novak,2015,34
13,Garrett Meurs,2011,139
5,Oskari Laaksonen,2017,121
3,Anton Karlsson,2014,65
23,Yaroslav Kosov,2011,143
14,John Persson,2011,144
20,Kevin Roy,2012,90
5,Brenden Kichton,2011,145
26,Timothy Gettinger,2016,137
25,Nick Seeler,2011,147
2,Troy Vance,2011,148
2,Jansen Harkins,2015,36
10,Alex Lepkowski,2011,149
6,Sebastian Repo,2017,122
28,Keaton Middleton,2016,138
1,Warren Foegele,2014,66
6,Kirill Maksimov,2017,123
25,Dominik Uher,2011,152
6,Pavel Koltygin,2017,124
10,Anton Zlobin,2012,91
14,Adam Gilmour,2012,92
14,Carter Verhaeghe,2013,76
13,Alexander Delnov,2012,93
1,Johnathan MacLeod,2014,67
9,Mason Geertsen,2013,77
14,Kenny Ryan,2009,58
8,Maxim Letunov,2014,68
20,Tanner Laczynski,2016,139
29,Clayton Phillips,2017,125
28,Keegan Iverson,2014,69
18,Lucas Carlsson,2016,140
31,Drake Batherson,2017,126
27,James Melindy,2012,96
2,Alex Lintuniemi,2014,71
8,Connor Chatham,2014,72
4,Michael Eyssimont,2016,141
5,Evan Cormier,2016,142
29,Igor Bobkov,2009,63
27,Austin Poganski,2014,73
19,Ludvig Rensfeldt,2010,42
6,Cayden Primeau,2017,127
8,Alfons Malmstrom,2016,143
15,Petr Straka,2010,44
14,Ryan Mantha,2014,115
8,Daniel Altshuller,2012,102
19,Rinat Valiev,2014,74
13,Hardy Haman-Aktell,2016,144
18,Mark Friedman,2014,75
6,D'Artagnan Joly,2017,128
28,Travis Dermott,2015,37
10,Olivier Roy,2009,65
18,Christopher Paquette,2016,145
9,Gabriel Carlsson,2015,38
24,Malte Setkov,2017,129
15,Brycen Martin,2014,76
5,Alex Dostie,2016,146
22,Olle Eriksson-Ek,2017,130
11,Dylan Ferguson,2017,131
29,Tanner Kaspick,2016,147
28,Jeremy Bracco,2015,39
28,Dylan Wells,2016,148
24,Keith Seabrook,0,0
17,Brandon Hagel,2016,149
27,David Bernhardt,2016,150
28,Jack Rathbone,2017,132
8,Damien Riat,2016,173
12,Elvis Merzlikins,2014,78
30,Ville Husso,2014,79
23,Kaapo Kahkonen,2014,80
18,Zachary Stepan,2012,108
30,Nikita Gusev,2012,109
18,Ben Thomson,2012,110
15,Branden Troock,2012,111
3,Manuel Wiederer,2016,151
11,Travis Barron,2016,152
15,Gustav Possler,2013,111
4,Felix Sandstrom,2015,40
19,Jacob Bryson,2017,133
2,Jeremy Helvig,2016,153
9,Adam Wilcox,2011,156
22,Dylan Sadowy,2014,81
2,Juho Lammikko,2014,82
5,Eetu Makiniemi,2017,134
24,Cole Fraser,2017,135
31,Jordan Subban,2013,78
27,Petr Kvaca,2017,136
17,Charles Hudon,2012,118
4,Tim Soderlund,2017,137
26,Joey LaLeggia,2012,120
7,Peter Leblanc,0,0
28,Jeremy Swayman,2017,138
31,David Noel,2017,139
11,Ty Ronning,2016,154
11,Jake Paterson,2012,122
5,Ryan Culkin,2012,123
20,Mattias Elfstrom,2016,155
12,Nathan Clurman,2016,156
23,Maksim Sushko,2017,140
27,Ryan Rupert,2012,126
28,Jonathan Walker,2016,157
28,Jackson Houck,2013,79
26,Bryce Misley,2017,141
21,Nick Moutrey,2013,80
19,Austin Wuthrich,2012,128
16,Samuel Montembeault,2015,41
22,Fredrik Olofsson,2014,117
15,Jake Ryczek,2016,158
15,Jake Walman,2014,83
14,Nikolai Chebykin,2016,159
3,Axel Jonsson-Fjallby,2016,160
3,Markus Nurmi,2016,161
26,Joakim Ryan,2012,131
12,Dominic Toninato,2012,132
9,Artur Gavrus,2012,133
23,Daniel Gunnarsson,2012,134
9,Robert Baillargeon,2012,135
15,Thomas di Pauli,2012,136
21,Vojtech Budik,2016,162
6,Peter Thome,2016,163
21,Niklas Hansson,2013,82
21,Mitchell Stephens,2015,42
20,Joshua Brown,2013,167
23,Eamon McAdam,2013,83
27,Francois Brassard,2012,139
26,Alexander Peters,2014,84
22,Tyler Wall,2016,164
21,Michael Bunting,2014,86
11,Marcus Hogberg,2013,84
28,Oleg Sosunov,2016,165
27,Axel Holmström,2014,87
9,Rourke Chartier,2014,118
23,Roope Laavainen,2017,142
14,Alexis Pepin,2014,88
12,Oskar Steen,2016,166
27,William Lagesson,2014,90
14,Gabriel Beaupre,2011,158
29,Nick Pastujov,2016,174
12,Marian Studenic,2017,143
5,Edward Wittchow,2011,159
15,Hudson Fasching,2013,86
3,Joona Koppanen,2016,167
19,Evan Cowley,2013,112
9,Michael Prapavessis,2014,119
8,Brendan Woods,2012,145
15,Kyle Wood,2014,91
21,Miles Gendron,2014,92
21,Blake Siebenaler,2014,93
3,Daniel Zaar,2012,147
4,Ryan Fitzgerald,2013,87
18,Leon Gawanke,2017,144
8,Liam Hawel,2017,145
28,Jeremy Davies,2016,168
5,Graham Black,2012,148
28,Stepan Falkovsky,2016,169
7,Michael Lee,2009,82
16,Alex Schoenborn,2014,94
3,Cameron Clarke,2016,175
26,Andrei Svetlakov,2017,146
28,Konstantin Volkov,2016,176
10,Matt Mahalak,2011,160
8,Daniel Pribyl,2011,161
3,Petrus Palmu,2017,147
24,Avery Peterson,2013,168
3,Adam Werner,2016,177
20,Sondre Olden,2010,59
15,Riley Barber,2012,152
27,Jan Drozg,2017,148
23,Jacob Peterson,2017,149
1,Vasily Glotov,2016,178
1,Cole Cassels,2013,89
12,Linus Olund,2017,150
11,Vince Dunn,2015,43
9,Brian Cooper,2012,155
9,Alexander Kerfoot,2012,156
22,Brett McKenzie,2016,179
10,Mac Bennett,2009,84
2,Matheson Iacopelli,2014,97
28,Ben Thomas,2014,98
11,Jacob Paquette,2017,151
27,Rodrigo Abols,2016,180
15,Casey Staum,2016,181
2,Andrew Fritsch,2011,164
22,Joseph Masonius,2016,182
23,Jonathan Dugan,2017,152
8,Kurtis Gabriel,2013,90
10,Jase Weslosky,0,0
21,Dysin Mayo,2014,99
4,Logan Cockerill,2017,153
18,Tomas Vomacka,2017,154
17,Jason Kasdorf,2011,166
4,Jocktan Chainey,2017,155
10,Brent Pedersen,2013,113
1,Filip Chlapik,2015,45
15,Matt Buckles,2013,114
24,Andrew Bodnarchuk,0,0
29,Michael Karow,2017,156
31,Tobias Geisser,2017,157
13,Christopher Clapperton,2013,115
5,Tyrell Goulbourne,2013,116
11,Collin Adams,2016,183
15,Beau Starrett,2014,100
24,Erik Nystrom,2012,162
28,Brandon Crawley,2017,158
8,Matej Stransky,2011,168
22,Olle Lycksell,2017,159
22,Blake Hillman,2016,184
26,Patrik Westerholm,2011,170
2,Beck Malenstyn,2016,185
27,Richard Nejezchleb,2014,120
19,Vladislav Kara,2017,160
5,Ryan Jones,2016,186
8,Andrew O'Brien,2012,165
21,Gilles Senn,2017,161
21,Reece Scarlett,2011,173
27,Jakob Stenqvist,2016,187
11,Reece Willcox,2012,166
14,Tyler Bird,2014,121
22,Linus Weissbach,2017,162
27,Matt Tomkins,2012,168
20,Garret Ross,2012,169
9,Henrik Tommernes,2011,174
29,Max Gortz,2012,170
4,Samuel Fejes,2012,171
14,Fedor Gordeev,2017,163
31,Arnaud Durandeau,2017,164
18,Michael McKee,2012,172
6,Jack Adams,2017,165
26,Luc Snuggerud,2014,122
5,Shane Eiserman,2014,123
21,Alexander Kadeikin,2014,124
21,Grant Besse,2013,118
29,C.J. Franklin,2014,155
3,Joachim Blichfeld,2016,188
1,Anthony Salinitri,2016,189
24,Aarne Talvitte,2017,166
14,Jordan Hollett,2017,167
25,Niclas Almari,2016,190
23,Filip Larsson,2016,191
22,Michael Pezzetta,2016,192
22,Matthew DeBlouw,2012,178
3,Gabriel Fontaine,2016,193
29,John McCarron,2012,180
27,Ryan Tesink,2011,177
24,Colin Sullivan,2011,178
19,Colin Smith,2012,181
25,Petteri Lindbohm,2012,183
15,Mikael Wikstrand,2012,184
22,Zach Fischer,2017,168
24,Skyler Brind'Amour,2017,169
2,Jesse Graham,2012,185
30,Mattias Lindstrom,2009,91
9,Aaron Irving,2014,127
5,Patrick Kudla,2016,194
29,Santeri Saari,2013,169
3,Markus Soberg,2013,170
14,Arvid Holm,2017,170
3,Calvin Thurkauf,2016,195
8,Dominik Lakatos,2017,171
29,Pavel Kraskovsky,2014,128
14,Noah Carroll,2016,196
22,Nick Swaney,2017,172
14,Ryan O'Connell,2017,173
18,Filip Sveningsson,2017,174
10,Gleason Fournier,2009,92
3,Robin Press,2013,173
10,Mark Shoemaker,2016,197
3,J.J. Piccinich,2014,129
2,Clark Bishop,2014,130
13,Miguel Fidler,2014,156
24,Calle Sjalin,2017,175
21,Henri Ikonen,2013,120
3,Adam Ollas Mattsson,2014,157
14,Peter Ceresnak,2011,184
8,Merrick Madsen,2013,174
21,Francis Perron,2014,131
20,Saku Maenalanen,2013,123
21,Jake Dotchin,2012,191
17,Dennis Robertson,2011,185
3,James de Haas,2012,192
23,Dean Stewart,2016,198
23,Dmitry Sinitsyn,2012,194
8,Julien Pelletier,2014,132
14,Maxim Mamin,2016,199
18,Ryan Lohin,2016,200
15,Kenton Helgesen,2012,195
13,David Pope,2013,121
5,Christoffer Ehn,2014,133
5,Devon Toews,2014,134
3,Nikolaj Krag Christensen,2016,201
11,Jake Bischoff,2012,196
23,Christian Fischer,2015,47
30,Paul Ladue,2012,197
3,Dmitriy Zaitsev,2016,202
29,Collin Olson,2012,198
8,Brett Davis,2017,176
10,Jacob Golden,2017,177
10,Teemu Eronen,2011,193
8,Vincent Desharnais,2016,203
3,Cole Guttman,2017,178
5,Colin Blackwell,2011,195
17,Zac Larraza,2011,196
22,Zach Nagelvoort,2014,135
27,Jakub Galvas,2017,179
13,Filip Helt,2016,204
22,Alexander Broadhurst,2011,197
24,Alex Velischek,2009,96
26,Arvid Henrikson,2016,205
2,Adam Smith,2016,206
26,Edgars Kulda,2014,136
29,Sam Lafferty,2014,137
14,Fabrice Herzog,2013,122
24,Colton Hargrove,2012,202
29,Clifford Watson,2012,203
15,Jordan Fransoo,2011,199
2,Judd Peterson,2012,204
5,Brent Moran,2014,138
7,Maxwell Willman,2014,139
28,Sebastian Walfridsson,2017,180
10,Jamie Phillips,2012,205
1,Joonas Lyytinen,2014,140
3,Erik Walli-Walterholm,2017,181
5,Valeri Vasiliev,2012,207
26,Austin Osmanski,2016,207
3,Victor Berglund,2017,182
28,Jiri Patera,2017,183
30,Steven Johnson,2014,141
21,Benjamin Finkelstein,2016,208
17,Brayden Chizen,2016,209
8,Reid Duke,2014,142
4,Jacob Friend,2016,210
29,Jacob McGrew,2017,184
8,Danton Heinen,2014,143
24,Morgan Barron,2017,185
28,Nick Campoli,2017,186
14,Antoine Bibeau,2013,126
28,Brendan De Jong,2017,187
29,Cole Ully,2013,127
31,Cole Hults,2017,188
2,Patrik Virta,2017,189
27,Matthew Berkovitz,2014,144
30,Nicolas Meloche,2015,49
7,Andrei Popov,0,0
30,Reilly Webb,2017,190
14,Tucker Poolman,2013,130
15,Kyle Platzer,2013,131
17,Zachary Pochiro,2013,132
18,Anders Bjork,2014,158
5,Benton Maass,2017,191
21,Calvin Petersen,2013,134
15,Teemu Kivihalme,2013,135
21,Jeremy Gregoire,2013,136
15,Gage Ausmus,2013,137
11,Justin Holl,2010,75
19,Nikolas Koberstein,2014,145
22,Skyler McKenzie,2017,192
14,Marc McNulty,2013,138
11,Robin Kovacs,2015,51
19,Tyler Ganly,2013,139
14,Nolan Vesey,2014,146
11,Kristoffer Gunnarsson,2017,193
15,Aaron Haydon,2014,147
15,Shane Gersich,2014,148
27,Michael Brodzinski,2013,141
28,Aidan Muir,2013,142
22,Carson Meyer,2017,194
22,Kristian Roykas-Marthinsen,2017,195
28,Jonathan Davidsson,2017,196
24,Brady Gilmour,2017,197
24,Fredrik Bergvik,2013,144
19,Rushan Rafikov,2013,145
15,Quentin Shore,2013,146
31,Nicklaus Perbix,2017,198
3,Philip Kemp,2017,199
3,Robbie Stucker,2017,200
10,Ryan McGregor,2017,201
3,Ivan Nalimov,2014,150
25,Daniel Bukac,2017,202
5,Derek Mathers,2011,205
18,Wilhelm Westlund,2013,147
19,Jordan Greenway,2015,52
27,Maxim Kitsyn,2010,81
28,Cedric Pare,2017,203
3,Gregory Chase,2013,149
5,Patrik Bartosak,2013,150
14,Pierre Engvall,2014,151
25,Dillon Donnelly,2011,207
7,Ryan Segalla,2013,153
23,Trenton Bourque,2017,204
27,Matt MacKenzie,2010,82
24,Ben Storm,2013,151
2,Ville Rasanen,2017,205
17,Aaron Harstad,2011,209
26,Ondrej Kase,2014,152
20,Robin Norell,2013,152
3,Antti Palojarvi,2017,206
28,Nick Leivermann,2017,207
9,Dane Birks,2013,155
20,Louis-Marc Aubry,2010,84
27,Patrick McNally,2010,85
17,Anton Andersson,2017,208
4,Sean Malone,2013,156
2,Ryan Gropp,2015,53
9,Kelly Summers,2014,153
15,Stephon Williams,2013,157
27,Yegor Zaitsev,2017,209
17,Terrance Amorosa,2013,159
24,Gabriel Gagne,2015,54
5,Liam Coughlin,2014,159
5,Will Butcher,2013,161
27,Josh Ess,2017,210
28,Matt Brassard,2017,211
28,Samuel Walker,2017,212
7,Wyatt Kalynuk,2017,213
