Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
13,Pirates,POR,Portland,Southeast Division,Eastern Conference,0,0,0,154094,90833,466,29,0,50,False,25,0,E,L2,3,7,0,0,0,0,0,76,18,56,0,0,1,0,1,38,238,488,38,9,28,0,0,1,0,0,126,231,81,7,54,14,0,3174,5356,1405,1067,1014,1086,10,113,78,47,0,149131,74949,50068,30248,52050,21288,0,238,463,701,123,1614,1283,3415,924,2194,502,1388,1,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,701972,610667,3132,16,0,50,False,23,0,E,L1,2,8,0,0,0,0,0,68,17,48,0,1,2,0,0,38,222,358,34,11,22,0,1,0,0,0,126,156,105,22,115,32,1,2450,3217,985,840,783,821,6,89,76,56,1,111992,86966,46367,25882,63196,21875,0,222,379,601,280,1537,811,2243,852,2042,472,1208,1,
15,Wild,IOA,Iowa,Northwest Division,Western Conference,0,0,0,752120,853833,4379,94,0,50,False,16,0,X,W1,3,5,0,1,0,0,1,76,33,37,0,4,1,0,1,76,331,355,38,19,15,0,3,0,0,1,179,165,70,22,59,10,1,3851,4229,1189,1243,1296,1295,22,141,109,77,4,116800,104463,53693,29137,76505,26240,4,331,623,954,138,1802,1280,2776,1132,2431,669,1393,2,
16,Icecaps,STJ,St. John's,Northeast Division,Eastern Conference,0,0,0,1348505,1708917,8764,73,0,50,False,26,0,E,L2,1,8,0,0,0,0,1,76,6,64,0,1,1,3,1,22,183,564,38,4,33,0,0,0,0,1,96,264,70,8,40,9,0,2664,5352,1434,910,899,817,110,79,59,41,4,159056,64864,51213,32257,43383,20360,0,183,353,536,88,1576,978,2786,768,2002,478,1416,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,641815,136250,699,8,0,50,False,18,0,E,W1,5,5,0,0,0,0,0,76,33,38,0,1,2,0,2,72,415,451,38,14,21,0,0,1,0,2,194,227,64,15,88,31,1,4649,4065,1152,1529,1473,1625,56,200,127,87,1,112045,110767,51956,27951,84109,25109,0,415,743,1158,197,1861,1147,2241,1534,2795,835,1565,3,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,1318474,1240750,6363,79,0,50,False,19,0,X,W1,3,7,0,0,0,0,0,76,29,40,0,2,1,2,2,69,292,363,38,21,13,0,1,1,1,1,172,150,87,10,91,25,1,3285,3681,1046,1049,1064,1151,34,137,94,57,5,111994,110780,52553,27829,82162,26486,2,292,526,818,259,1538,1099,2357,1325,2402,657,1337,1,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,913760,1047417,5371,126,0,50,False,22,0,X,W1,4,6,0,0,0,0,0,76,40,29,0,1,2,2,2,90,397,324,38,22,11,0,1,1,1,2,222,151,81,22,78,9,1,4214,3522,971,1426,1405,1355,129,177,127,90,4,100345,123728,50894,26360,95301,26285,1,397,694,1091,195,1728,1274,2399,1606,2755,776,1390,1,
20,Wolf Pack,HFD,Hartford,Orr Division,Eastern Conference,0,0,0,627152,580917,2979,115,0,50,False,7,0,E,W4,8,2,0,0,0,0,0,76,32,43,0,1,0,0,0,66,297,426,38,14,23,0,1,0,0,0,144,215,90,11,63,15,0,3364,4362,1192,1142,1132,1084,6,135,104,57,1,125659,96737,51319,28227,70912,24306,0,297,556,853,153,1720,1163,2781,969,2258,621,1402,0,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,1458548,952833,4886,48,0,50,False,3,0,Z,W4,9,1,0,0,0,0,0,76,67,7,0,0,0,2,0,138,584,131,38,33,3,0,0,0,2,0,290,61,126,32,99,12,1,4967,1872,510,1677,1634,1650,11,297,174,111,2,72318,153382,48500,22251,124031,28076,15,584,1013,1597,256,1538,1168,1879,1967,2869,939,1392,0,
22,Phantoms,LVP,Lehigh Valley,Orr Division,Eastern Conference,0,0,0,310609,541750,2778,60,0,50,False,13,0,E,L1,6,4,0,0,0,0,0,76,17,55,0,1,1,1,1,40,272,511,38,9,25,0,1,1,1,1,146,261,91,16,68,16,2,3235,4691,1341,1061,1134,1027,18,130,82,58,2,126925,96452,51065,28181,70893,23994,2,272,485,757,177,1676,1112,2486,1156,2310,673,1451,1,
23,Falcons,SPG,Springfield,Pacific Division,Western Conference,0,0,0,1625232,1847917,9476,95,0,50,False,4,0,Y,W7,9,1,0,0,0,0,0,76,53,15,0,0,3,1,4,115,471,221,38,26,9,0,0,2,1,0,238,116,106,26,106,14,6,4670,2423,720,1447,1570,1629,41,206,155,109,3,82196,143014,50327,23560,113370,27895,2,471,779,1250,238,1679,1302,2068,1996,2991,957,1414,3,
24,Penguins,WBS,Wilkes-Barre/Scranton,Orr Division,Eastern Conference,0,0,0,1222615,629944,3230,100,0,50,False,5,0,Y,W6,8,2,0,0,0,0,0,76,47,26,0,2,0,1,0,100,425,304,38,22,14,0,1,0,1,0,215,162,56,7,96,22,1,4418,3447,970,1452,1442,1518,8,206,123,93,3,105442,117960,50634,26618,90958,25381,4,425,759,1184,220,1991,1137,2525,1259,2594,656,1418,0,
25,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,419193,367000,1882,92,0,50,False,14,0,E,L1,5,3,0,0,0,1,1,76,31,37,0,3,2,2,1,75,319,359,38,18,16,0,2,1,0,1,174,175,73,27,65,20,0,3717,4126,1156,1227,1286,1176,42,150,89,75,7,112982,108663,53720,28631,80426,26378,1,319,581,900,142,2052,1139,2754,1017,2306,589,1394,2,
26,Barracuda,SJB,San Jose,Pacific Division,Western Conference,0,0,0,992770,609833,3127,6,0,50,False,30,0,E,L10,0,10,0,0,0,0,0,68,31,34,0,0,0,2,1,67,268,283,34,19,14,0,0,0,1,0,152,125,85,18,77,19,3,2721,2878,851,912,887,913,17,122,78,66,2,96058,104105,45537,23728,79153,23364,3,268,454,722,164,1329,938,2065,1113,2106,538,1137,3,
27,Crunch,SYR,Syracuse,Southeast Division,Eastern Conference,0,0,0,2197307,1666083,8544,75,0,50,False,2,0,Y,W6,8,1,0,1,0,0,0,76,53,14,0,1,1,5,2,121,431,162,38,26,8,0,1,1,2,0,223,86,98,24,149,17,5,3898,2151,581,1214,1290,1374,76,200,127,98,9,75629,148573,52011,23552,115745,30363,22,431,781,1212,373,1597,1135,1926,1782,2684,850,1316,1,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,955083,910875,4671,127,0,50,False,28,0,X,L8,2,8,0,0,0,0,0,76,39,32,0,0,1,1,3,84,352,321,38,19,17,0,0,1,0,1,167,171,66,21,124,24,1,3616,3247,899,1176,1180,1240,36,163,102,86,3,101307,122093,51608,26136,93616,26724,4,352,633,985,277,1784,1199,2383,1353,2373,728,1367,0,
29,Comets,UTI,Utica,Northwest Division,Western Conference,0,0,0,808182,401333,2058,103,0,50,False,29,0,E,L3,0,9,0,0,0,1,0,76,30,37,0,2,2,3,2,74,346,372,38,17,16,0,0,1,2,2,192,172,92,15,69,13,1,3726,3933,1080,1194,1309,1191,48,151,106,84,7,120931,103892,50788,28187,78449,24001,4,346,600,946,161,1664,1069,2539,1161,2409,664,1408,0,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,702403,812222,4165,88,0,50,False,27,0,E,L9,1,9,0,0,0,0,0,76,16,55,0,1,1,1,2,39,257,534,38,10,27,0,0,0,0,1,134,252,60,8,40,12,0,3305,5351,1490,1086,1094,1107,27,115,68,72,2,141852,81120,51785,30293,56885,22669,0,257,495,752,118,1778,1094,2863,875,2145,581,1501,0,
