Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
13,Thunderbirds,SPR,Springfield,Atlantic,Eastern Conference,0,0,0,890019,2370404,12744,235,82,50,False,3,0,,SOW1,8,1,0,0,0,1,0,33,21,7,0,0,1,2,2,49,164,66,19,14,2,0,0,1,1,1,100,35,141,30,153,18,3,1001,594,152,322,361,311,17,66,55,41,5,34986,63319,21818,10945,48553,12429,8,164,289,453,375,638,416,724,655,968,333,523,0,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,421633,967133,5200,125,82,50,False,23,0,,L4,2,6,0,0,1,0,1,36,9,25,0,0,1,0,1,20,102,165,17,6,11,0,0,0,0,0,59,71,131,22,125,24,4,801,1125,302,262,254,283,5,41,33,28,0,60701,45443,23914,14327,32372,11033,0,102,172,274,283,691,396,975,351,835,217,552,1,
15,Wild,IOA,Iowa,Central Division,Western Conference,0,0,0,518303,1094900,5887,137,82,50,False,31,0,,L11,0,10,0,0,0,0,0,35,3,30,0,0,2,0,0,8,72,277,13,1,11,0,0,1,0,0,24,103,76,6,57,15,0,748,1921,546,244,230,273,1,21,24,27,0,79295,25376,21587,14814,16700,7848,0,72,141,213,135,475,315,1138,193,571,162,620,1,
16,Rocket,LAV,Laval,North,Eastern Conference,0,0,0,501066,1219833,6558,129,82,50,False,17,0,,L2,4,3,0,1,1,1,0,34,16,10,0,2,1,4,1,46,117,70,19,8,6,0,2,1,2,0,58,35,129,27,160,18,2,678,657,182,204,229,237,30,33,48,30,12,39479,61719,23264,12015,46342,13002,5,117,203,320,396,674,398,804,481,834,259,463,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,649314,1524034,8194,50,82,50,False,4,0,,W4,8,2,0,0,0,0,0,33,26,5,0,0,0,1,1,55,193,80,19,16,2,0,0,0,1,0,112,44,130,21,143,26,3,1287,593,151,450,424,411,6,79,57,56,2,32913,65512,20975,10813,51854,11857,1,193,339,532,336,609,450,713,719,1019,355,527,0,
18,Devils,BNG,Binghamton,North,Eastern Conference,0,0,0,820405,1958283,10528,255,82,50,False,21,0,,OTL1,4,4,0,0,2,0,0,33,15,10,0,1,3,2,2,41,115,85,17,7,5,0,1,2,2,0,62,37,165,19,120,17,1,841,647,198,261,282,289,22,45,30,37,5,41967,55832,22593,12578,41986,11950,3,115,196,311,292,570,295,676,499,931,258,496,0,
19,Sound Tigers,BPT,Bridgeport,Atlantic,Eastern Conference,0,0,0,399208,940417,5056,164,82,50,False,25,0,,L26,0,10,0,0,0,0,0,32,2,30,0,0,0,0,0,4,43,225,17,2,15,0,0,0,0,0,30,114,93,7,42,6,0,603,1559,421,221,184,198,0,19,13,11,0,75227,20906,19067,13520,13519,6606,0,43,86,129,103,416,259,936,161,573,129,536,0,
20,Wolf Pack,HFD,Hartford,Atlantic,Eastern Conference,0,0,0,260683,526500,2831,238,82,50,False,30,0,,L33,0,10,0,0,0,0,0,33,0,33,0,0,0,0,0,0,48,243,17,0,17,0,0,0,0,0,27,121,84,8,55,16,0,626,1675,477,202,204,220,0,19,17,12,0,76878,22539,19383,13538,14947,6766,0,48,93,141,119,440,266,982,155,534,144,555,0,
21,Senators,BEL,Belleville,North,Eastern Conference,0,0,0,427148,1597444,8588,155,82,50,False,22,0,,L1,2,5,0,0,1,0,2,35,18,12,0,1,1,0,3,42,132,104,14,9,3,0,1,0,0,1,59,33,131,25,143,17,3,920,913,291,257,323,331,17,44,42,45,2,50378,53172,23492,13281,39328,11847,1,132,230,362,343,722,461,945,480,926,291,571,0,
22,Phantoms,LVP,Lehigh Valley,Atlantic,Eastern Conference,2094,3111,0,627800,1237083,6651,260,82,50,False,18,0,,W1,5,4,0,1,0,0,0,34,17,13,0,2,0,2,0,42,114,77,17,9,7,0,0,0,1,0,58,44,171,25,195,24,5,801,622,203,265,259,265,17,47,28,35,6,43110,56263,24101,13950,41019,12897,3,114,203,317,479,656,490,815,641,963,306,492,0,
23,Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,386478,836417,4497,181,82,50,False,27,0,,L16,0,10,0,0,0,0,0,36,8,28,0,0,0,0,0,16,114,228,17,2,15,0,0,0,0,0,51,114,139,20,86,26,0,994,1324,373,327,345,322,0,51,37,26,0,65631,40749,23220,14497,29564,9997,1,114,186,300,198,512,358,910,410,838,293,631,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Atlantic,Eastern Conference,0,0,0,442369,865916,4655,149,82,50,False,10,0,,L1,7,3,0,0,0,0,0,34,19,12,0,0,1,0,2,41,148,84,20,10,8,0,0,1,0,1,79,52,155,17,111,14,2,1082,810,223,347,339,392,12,65,39,44,2,46710,54555,21988,12562,41676,11200,1,148,256,404,277,585,438,883,535,940,316,514,0,
25,Rampage ,SAR,Rampage,Central Division,Western Conference,0,0,0,1001291,1979167,10641,58,82,50,False,29,0,,L1,1,9,0,0,0,0,0,36,4,32,0,0,0,0,0,8,59,267,19,4,15,0,0,0,0,0,45,131,87,5,54,14,0,682,1779,538,220,224,238,0,20,17,22,0,81217,25777,22606,15263,16759,8094,0,59,113,172,121,505,278,1051,197,637,156,631,0,
26,Barracudas,SJB,San Jose,Pacific Division,Western Conference,0,0,0,629781,1528451,8217,16,82,50,False,6,0,,W1,7,2,0,0,1,0,0,36,22,8,0,1,1,3,1,54,164,84,19,12,3,0,1,0,3,0,95,34,151,24,157,28,1,1149,780,253,387,379,376,22,72,48,40,7,51658,55216,24115,14134,41001,12215,4,164,250,414,385,746,324,933,435,1018,217,570,0,
27,Crunch,SYR,Syracuse,North,Eastern Conference,0,0,0,358075,838166,4506,54,82,50,False,9,0,,W2,6,3,0,1,0,0,0,32,16,14,0,1,0,0,1,35,155,106,17,10,6,0,1,0,0,0,85,55,131,18,118,18,3,1204,786,228,414,396,393,4,68,51,35,1,44642,50054,20854,11898,37873,10474,5,155,245,400,293,661,343,807,415,886,256,544,0,
28,Marlies,TOR,Toronto,North,Eastern Conference,0,0,0,962215,2258451,12142,51,82,50,False,19,0,,L4,5,5,0,0,0,0,0,35,23,10,0,0,1,0,1,48,134,70,16,11,3,0,0,1,0,1,72,37,144,21,249,28,2,905,607,179,300,288,314,6,57,32,45,0,40493,61530,24506,13473,45510,13304,8,134,244,378,571,741,510,873,708,995,351,527,0,
29,Comets,UTI,Utica,North,Eastern Conference,0,0,0,1215175,2962056,15925,201,82,50,False,12,0,,W1,8,2,0,0,0,0,0,35,26,5,0,1,0,2,1,59,146,52,16,13,0,0,1,0,2,0,80,23,164,22,162,14,3,983,538,164,343,294,341,14,56,47,40,6,38764,64267,23889,12742,48532,13584,9,146,259,405,404,608,445,792,625,1014,336,534,1,
30,Bears,HER,Hershey,Atlantic,Eastern Conference,0,0,0,427080,1032583,5552,52,82,50,False,26,0,,L11,0,10,0,0,0,0,0,35,5,30,0,0,0,0,0,10,69,234,16,3,13,0,0,0,0,0,36,98,101,7,69,21,0,761,1489,451,251,236,274,0,29,22,18,0,75166,28532,22302,14757,18974,8392,0,69,122,191,155,546,266,996,222,706,172,592,0,
31,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,680662,1554584,8358,288,82,50,False,2,0,,W2,9,1,0,0,0,0,0,37,27,6,0,0,0,2,2,60,153,61,19,13,2,0,0,0,2,2,73,29,158,32,168,16,5,1002,617,170,338,328,332,20,65,48,38,4,41621,66430,26349,13654,49407,14787,9,153,275,428,380,719,541,839,693,1054,378,554,0,
