Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,ShootOut,Farm Play,Farm Visitor Team,Farm Visitor Score,Farm Home Team,Farm Home Score,Farm Overtime,Farm ShootOut
28,6,True,Lightning,1,Hurricanes,3,False,False,True,Norfolk,8,Albany,4,False,False
29,6,True,Ducks,3,Wild,2,False,False,True,Iowa,9,Houston,4,False,False
30,6,True,Canadiens,4,Flames,8,False,False,True,Hamilton,9,Quad City,4,False,False
31,6,True,Stars,3,Oilers,1,False,False,True,Texas,7,Springfield,2,False,False
32,6,True,Sharks,3,Kings,0,False,False,True,Worcester,6,Manchester,5,False,False
33,7,True,Coyotes,3,Penguins,8,False,False,True,San Ant.,6,WB/Scrant.,5,False,False
34,7,True,Canadiens,3,Canucks,2,False,False,True,Hamilton,3,Manitoba,4,False,False
35,8,True,Ducks,2,Bruins,0,False,False,True,Iowa,5,Providence,4,False,False
36,8,True,Coyotes,1,Sabres,5,False,False,True,San Ant.,2,Portland,4,False,False
37,8,True,Islanders,2,Senators,7,False,False,True,Bridgeport,6,Binghamton,2,False,False
38,8,True,Penguins,4,Flyers,2,False,False,True,WB/Scrant.,6,Philly,5,True,True
39,8,True,Rangers,2,Capitals,3,False,False,True,Hartford,3,Hershey,5,False,False
40,8,True,Devils,5,Lightning,4,True,True,True,Lowell,5,Norfolk,8,False,False
41,8,True,Blackhawks,0,Red Wings,7,False,False,True,Rockford,4,GrandRapid,1,False,False
42,8,True,Thrashers,3,Blues,2,False,False,True,Chicago,4,Peoria,2,False,False
43,8,True,Avalanche,1,Predators,6,False,False,True,Lake Erie,1,Milwaukee,5,False,False
44,8,True,Flames,3,Oilers,2,False,False,True,Quad City,3,Springfield,7,False,False
45,8,True,Wild,1,Kings,5,False,False,True,Houston,4,Manchester,7,False,False
46,8,True,Blue Jackets,3,Sharks,2,False,False,True,Syracuse,4,Worcester,3,True,True
47,9,True,Panthers,2,Hurricanes,3,True,True,True,Rochester,8,Albany,4,False,False
48,9,True,Stars,4,Flames,1,False,False,True,Texas,6,Quad City,4,False,False
49,10,True,Islanders,1,Bruins,5,False,False,True,Bridgeport,5,Providence,4,False,False
50,10,True,Penguins,2,Maple Leafs,3,False,False,True,WB/Scrant.,3,Toronto,5,False,False
51,10,True,Thrashers,3,Senators,7,False,False,True,Chicago,7,Binghamton,8,False,False
52,10,True,Ducks,4,Flyers,3,False,False,True,Iowa,6,Philly,4,False,False
53,10,True,Devils,0,Panthers,2,False,False,True,Lowell,2,Rochester,8,False,False
54,10,True,Capitals,3,Red Wings,5,False,False,True,Hershey,6,GrandRapid,7,False,False
55,10,True,Hurricanes,2,Lightning,1,False,False,True,Albany,2,Norfolk,9,False,False
56,10,True,Kings,3,Blues,2,False,False,True,Manchester,2,Peoria,6,False,False
57,10,True,Sabres,3,Predators,2,True,True,True,Portland,8,Milwaukee,2,False,False
58,10,True,Avalanche,1,Blackhawks,7,False,False,True,Lake Erie,3,Rockford,7,False,False
59,10,True,Blue Jackets,3,Coyotes,2,False,False,True,Syracuse,5,San Ant.,0,False,False
60,10,True,Canadiens,1,Oilers,2,False,False,True,Hamilton,3,Springfield,11,False,False
61,10,True,Wild,1,Sharks,4,False,False,True,Houston,1,Worcester,5,False,False
62,11,True,Ducks,0,Rangers,7,False,False,True,Iowa,5,Hartford,6,True,True
63,11,True,Stars,3,Canucks,2,False,False,True,Texas,4,Manitoba,7,False,False
64,12,True,Avalanche,0,Bruins,2,False,False,True,Lake Erie,5,Providence,4,False,False
65,12,True,Kings,5,Islanders,3,False,False,True,Manchester,6,Bridgeport,3,False,False
66,12,True,Maple Leafs,5,Rangers,6,False,False,True,Toronto,3,Hartford,6,False,False
67,12,True,Devils,1,Capitals,2,False,False,True,Lowell,4,Hershey,5,False,False
68,12,True,Penguins,3,Senators,2,False,False,True,WB/Scrant.,6,Binghamton,3,False,False
69,12,True,Panthers,5,Lightning,6,False,False,True,Rochester,6,Norfolk,8,False,False
70,12,True,Oilers,4,Predators,3,True,True,True,Springfield,10,Milwaukee,3,False,False
71,12,True,Flames,6,Blackhawks,1,False,False,True,Quad City,0,Rockford,7,False,False
72,12,True,Coyotes,2,Sharks,3,True,True,True,San Ant.,4,Worcester,8,False,False
73,13,True,Red Wings,4,Sabres,5,False,False,True,GrandRapid,1,Portland,8,False,False
74,13,True,Flames,1,Blue Jackets,4,False,False,True,Quad City,0,Syracuse,7,False,False
75,13,True,Avalanche,3,Maple Leafs,4,True,True,True,Lake Erie,6,Toronto,2,False,False
76,14,True,Kings,5,Rangers,4,True,True,True,Manchester,5,Hartford,4,False,False
77,14,True,Penguins,5,Hurricanes,2,False,False,True,WB/Scrant.,9,Albany,0,False,False
78,14,True,Oilers,2,Blackhawks,5,False,False,True,Springfield,2,Rockford,3,False,False
79,14,True,Predators,4,Stars,5,False,False,True,Milwaukee,2,Texas,3,False,False
80,14,True,Wild,0,Ducks,4,False,False,True,Houston,1,Iowa,6,False,False
81,15,True,Sharks,4,Capitals,5,True,False,True,Worcester,8,Hershey,2,False,False
82,15,True,Avalanche,1,Canadiens,2,False,False,True,Lake Erie,4,Hamilton,3,True,False
83,15,True,Lightning,2,Senators,1,False,False,True,Norfolk,4,Binghamton,6,False,False
84,15,True,Kings,1,Red Wings,4,False,False,True,Manchester,8,GrandRapid,2,False,False
85,15,True,Blackhawks,3,Predators,4,True,True,True,Rockford,4,Milwaukee,3,False,False
86,15,True,Blues,2,Coyotes,4,False,False,True,Peoria,5,San Ant.,6,False,False
87,16,True,Thrashers,3,Devils,5,False,False,True,Chicago,5,Lowell,3,False,False
88,16,True,Islanders,1,Sabres,3,False,False,True,Bridgeport,5,Portland,3,False,False
89,16,True,Flyers,3,Panthers,5,False,False,True,Philly,8,Rochester,4,False,False
90,16,True,Bruins,1,Stars,4,False,False,True,Providence,1,Texas,7,False,False
91,16,True,Canucks,4,Flames,3,False,False,True,Manitoba,6,Quad City,0,False,False
92,16,True,Wild,5,Oilers,3,False,False,True,Houston,2,Springfield,4,False,False
93,17,True,Thrashers,4,Sabres,5,True,True,True,Chicago,1,Portland,6,False,False
94,17,True,Rangers,3,Maple Leafs,2,False,False,True,Hartford,5,Toronto,3,False,False
95,17,True,Senators,3,Canadiens,1,False,False,True,Binghamton,8,Hamilton,2,False,False
96,17,True,Hurricanes,2,Devils,1,False,False,True,Albany,6,Lowell,7,False,False
97,17,True,Sharks,1,Islanders,6,False,False,True,Worcester,1,Bridgeport,3,False,False
98,17,True,Predators,4,Capitals,6,False,False,True,Milwaukee,6,Hershey,1,False,False
99,17,True,Avalanche,5,Red Wings,2,False,False,True,Lake Erie,4,GrandRapid,2,False,False
100,17,True,Kings,3,Blue Jackets,4,False,False,True,Manchester,3,Syracuse,5,False,False
101,17,True,Lightning,1,Penguins,5,False,False,True,Norfolk,3,WB/Scrant.,2,False,False
102,17,True,Stars,2,Blackhawks,3,False,False,True,Texas,5,Rockford,7,False,False
103,17,True,Bruins,4,Coyotes,3,True,True,True,Providence,4,San Ant.,3,False,False
104,17,True,Wild,5,Canucks,6,True,False,True,Houston,2,Manitoba,4,False,False
105,17,True,Blues,6,Ducks,0,False,False,True,Peoria,7,Iowa,6,False,False
106,19,True,Sharks,3,Rangers,2,True,True,True,Worcester,3,Hartford,2,False,False
107,19,True,Kings,3,Stars,2,False,False,True,Manchester,6,Texas,5,True,False
108,19,True,Canucks,2,Oilers,1,False,False,True,Manitoba,3,Springfield,4,True,True
109,20,True,Blues,5,Penguins,3,False,False,True,Peoria,4,WB/Scrant.,3,False,False
110,20,True,Thrashers,4,Canadiens,1,False,False,True,Chicago,8,Hamilton,1,False,False
111,20,True,Blue Jackets,3,Flames,4,True,True,True,Syracuse,6,Quad City,2,False,False
112,21,True,Predators,3,Bruins,5,False,False,True,Milwaukee,5,Providence,2,False,False
113,21,True,Hurricanes,2,Islanders,1,False,False,True,Albany,4,Bridgeport,3,True,True
114,21,True,Sabres,4,Panthers,3,False,False,True,Portland,7,Rochester,4,False,False
115,21,True,Avalanche,4,Wild,7,False,False,True,Lake Erie,4,Houston,8,False,False
116,21,True,Canucks,4,Blackhawks,3,False,False,True,Manitoba,2,Rockford,5,False,False
117,21,True,Stars,2,Ducks,4,False,False,True,Texas,2,Iowa,4,False,False
118,22,True,Islanders,3,Canadiens,2,False,False,True,Bridgeport,10,Hamilton,3,False,False
119,22,True,Devils,1,Rangers,2,False,False,True,Lowell,5,Hartford,6,False,False
120,22,True,Bruins,3,Flyers,2,False,False,True,Providence,6,Philly,3,False,False
121,22,True,Capitals,2,Thrashers,3,False,False,True,Hershey,0,Chicago,4,False,False
122,22,True,Predators,5,Senators,4,True,True,True,Milwaukee,5,Binghamton,2,False,False
123,22,True,Sharks,4,Lightning,1,False,False,True,Worcester,4,Norfolk,3,False,False
124,22,True,Blue Jackets,2,Oilers,1,False,False,True,Syracuse,2,Springfield,4,False,False
125,22,True,Red Wings,0,Coyotes,2,False,False,True,GrandRapid,3,San Ant.,5,False,False
126,22,True,Stars,3,Kings,6,False,False,True,Texas,5,Manchester,4,False,False
127,23,True,Panthers,3,Penguins,6,False,False,True,Rochester,7,WB/Scrant.,4,False,False
128,23,True,Wild,3,Blues,2,True,True,True,Houston,3,Peoria,2,False,False
129,23,True,Hurricanes,4,Avalanche,2,False,False,True,Albany,3,Lake Erie,6,False,False
130,24,True,Rangers,7,Canadiens,1,False,False,True,Hartford,7,Hamilton,3,False,False
131,24,True,Bruins,3,Senators,2,False,False,True,Providence,5,Binghamton,7,False,False
132,24,True,Capitals,2,Islanders,3,False,False,True,Hershey,4,Bridgeport,8,False,False
133,24,True,Panthers,2,Flyers,1,False,False,True,Rochester,5,Philly,11,False,False
134,24,True,Sharks,1,Thrashers,2,True,False,True,Worcester,10,Chicago,4,False,False
135,24,True,Maple Leafs,3,Canucks,0,False,False,True,Toronto,4,Manitoba,7,False,False
136,24,True,Devils,4,Penguins,5,False,False,True,Lowell,3,WB/Scrant.,6,False,False
137,24,True,Sabres,4,Lightning,1,False,False,True,Portland,6,Norfolk,3,False,False
138,24,True,Stars,6,Blues,4,False,False,True,Texas,4,Peoria,7,False,False
139,24,True,Hurricanes,1,Wild,3,False,False,True,Albany,8,Houston,4,False,False
140,24,True,Predators,3,Blackhawks,5,False,False,True,Milwaukee,2,Rockford,5,False,False
141,24,True,Red Wings,4,Avalanche,1,False,False,True,GrandRapid,4,Lake Erie,3,True,True
142,24,True,Kings,2,Coyotes,0,False,False,True,Manchester,5,San Ant.,9,False,False
143,24,True,Oilers,5,Flames,1,False,False,True,Springfield,10,Quad City,4,False,False
144,24,True,Blue Jackets,3,Ducks,1,False,False,True,Syracuse,2,Iowa,1,False,False
145,25,True,Sharks,3,Flyers,2,True,True,True,Worcester,4,Philly,1,False,False
146,25,True,Blue Jackets,2,Kings,3,False,False,True,Syracuse,6,Manchester,7,False,False
147,25,True,Oilers,3,Canucks,5,False,False,True,Springfield,4,Manitoba,3,True,True
148,26,True,Coyotes,2,Rangers,4,False,False,True,San Ant.,2,Hartford,5,False,False
149,26,True,Islanders,1,Canadiens,2,False,False,True,Bridgeport,7,Hamilton,2,False,False
150,26,True,Wild,3,Blackhawks,1,False,False,True,Houston,3,Rockford,7,False,False
151,26,True,Maple Leafs,1,Ducks,2,False,False,True,Toronto,3,Iowa,8,False,False
152,27,True,Flyers,2,Capitals,4,False,False,True,Philly,8,Hershey,6,False,False
153,27,True,Avalanche,1,Oilers,3,False,False,True,Lake Erie,1,Springfield,5,False,False
154,27,True,Red Wings,2,Canucks,6,False,False,True,GrandRapid,4,Manitoba,8,False,False
155,28,True,Sabres,2,Devils,7,False,False,True,Portland,7,Lowell,2,False,False
156,28,True,Rangers,3,Islanders,0,False,False,True,Hartford,4,Bridgeport,5,True,False
157,28,True,Blues,3,Hurricanes,2,False,False,True,Peoria,7,Albany,3,False,False
158,28,True,Coyotes,1,Blue Jackets,2,True,True,True,San Ant.,4,Syracuse,8,False,False
159,28,True,Canadiens,4,Penguins,8,False,False,True,Hamilton,0,WB/Scrant.,7,False,False
160,28,True,Senators,2,Panthers,0,False,False,True,Binghamton,2,Rochester,5,False,False
161,28,True,Predators,1,Wild,6,False,False,True,Milwaukee,3,Houston,2,False,False
162,28,True,Maple Leafs,2,Stars,5,False,False,True,Toronto,2,Texas,8,False,False
163,28,True,Avalanche,3,Flames,4,False,False,True,Lake Erie,5,Quad City,2,False,False
164,28,True,Kings,0,Sharks,3,False,False,True,Manchester,3,Worcester,6,False,False
165,29,True,Devils,3,Bruins,2,True,False,True,Lowell,3,Providence,6,False,False
166,29,True,Capitals,5,Thrashers,3,False,False,True,Hershey,2,Chicago,8,False,False
167,29,True,Senators,3,Lightning,1,False,False,True,Binghamton,4,Norfolk,3,False,False
168,29,True,Coyotes,4,Blues,3,False,False,True,San Ant.,3,Peoria,1,False,False
169,29,True,Blackhawks,3,Predators,2,False,False,True,Rockford,3,Milwaukee,4,True,True
170,29,True,Red Wings,3,Oilers,4,False,False,True,GrandRapid,1,Springfield,8,False,False
171,29,True,Canucks,4,Kings,3,True,True,True,Manitoba,5,Manchester,3,False,False
172,30,True,Islanders,1,Capitals,4,False,False,True,Bridgeport,8,Hershey,5,False,False
173,30,True,Penguins,2,Blue Jackets,5,False,False,True,WB/Scrant.,1,Syracuse,2,False,False
174,30,True,Maple Leafs,3,Sabres,4,False,False,True,Toronto,5,Portland,10,False,False
175,30,True,Rangers,2,Wild,3,False,False,True,Hartford,5,Houston,3,False,False
176,30,True,Canadiens,3,Blackhawks,2,True,False,True,Hamilton,0,Rockford,7,False,False
177,30,True,Panthers,3,Stars,2,True,True,True,Rochester,2,Texas,7,False,False
178,30,True,Canucks,5,Ducks,4,False,False,True,Manitoba,3,Iowa,4,False,False
179,30,True,Avalanche,5,Sharks,1,False,False,True,Lake Erie,2,Worcester,5,False,False
180,31,True,Oilers,4,Bruins,3,True,False,True,Springfield,2,Providence,4,False,False
181,31,True,Hurricanes,4,Flyers,2,False,False,True,Albany,3,Philly,4,False,False
182,31,True,Thrashers,4,Senators,1,False,False,True,Chicago,2,Binghamton,1,True,True
183,31,True,Devils,6,Lightning,2,False,False,True,Lowell,4,Norfolk,6,False,False
184,31,True,Maple Leafs,3,Canadiens,4,True,True,True,Toronto,4,Hamilton,6,False,False
185,31,True,Sabres,3,Islanders,4,True,True,True,Portland,1,Bridgeport,5,False,False
186,31,True,Wild,3,Penguins,7,False,False,True,Houston,2,WB/Scrant.,10,False,False
187,31,True,Panthers,2,Blues,1,False,False,True,Rochester,2,Peoria,4,False,False
188,31,True,Stars,5,Predators,3,False,False,True,Texas,5,Milwaukee,4,True,False
189,31,True,Ducks,3,Coyotes,4,True,True,True,Iowa,5,San Ant.,1,False,False
190,31,True,Red Wings,2,Flames,3,True,True,True,GrandRapid,3,Quad City,5,False,False
191,32,True,Bruins,4,Rangers,1,False,False,True,Providence,2,Hartford,8,False,False
192,32,True,Sharks,2,Hurricanes,3,False,False,True,Worcester,6,Albany,4,False,False
193,32,True,Blue Jackets,3,Capitals,4,False,False,True,Syracuse,7,Hershey,5,False,False
194,32,True,Avalanche,3,Canucks,2,False,False,True,Lake Erie,6,Manitoba,4,False,False
195,33,True,Oilers,3,Islanders,7,False,False,True,Springfield,8,Bridgeport,4,False,False
196,33,True,Lightning,1,Flyers,4,False,False,True,Norfolk,1,Philly,4,False,False
197,33,True,Kings,2,Coyotes,3,True,False,True,Manchester,5,San Ant.,7,False,False
198,34,True,Bruins,4,Red Wings,3,False,False,True,Providence,4,GrandRapid,2,False,False
199,34,True,Lightning,4,Maple Leafs,3,False,False,True,Norfolk,3,Toronto,4,False,False
200,34,True,Thrashers,3,Canadiens,4,False,False,True,Chicago,3,Hamilton,1,False,False
201,34,True,Rangers,1,Canucks,4,False,False,True,Hartford,2,Manitoba,5,False,False
202,34,True,Penguins,2,Ducks,3,False,False,True,WB/Scrant.,2,Iowa,3,False,False
203,35,True,Islanders,3,Sabres,1,False,False,True,Bridgeport,1,Portland,4,False,False
204,35,True,Capitals,3,Devils,0,False,False,True,Hershey,2,Lowell,4,False,False
205,35,True,Sharks,1,Blue Jackets,4,False,False,True,Worcester,9,Syracuse,1,False,False
206,35,True,Hurricanes,4,Panthers,1,False,False,True,Albany,4,Rochester,7,False,False
207,35,True,Flames,2,Stars,3,False,False,True,Quad City,2,Texas,6,False,False
208,35,True,Coyotes,2,Avalanche,4,False,False,True,San Ant.,6,Lake Erie,4,False,False
209,36,True,Canadiens,5,Bruins,2,False,False,True,Hamilton,2,Providence,6,False,False
210,36,True,Blue Jackets,3,Thrashers,2,False,False,True,Syracuse,7,Chicago,2,False,False
211,36,True,Lightning,2,Senators,5,False,False,True,Norfolk,5,Binghamton,10,False,False
212,36,True,Sharks,5,Red Wings,2,False,False,True,Worcester,10,GrandRapid,3,False,False
213,36,True,Flames,3,Blues,1,False,False,True,Quad City,2,Peoria,6,False,False
214,36,True,Canucks,4,Wild,3,False,False,True,Manitoba,4,Houston,1,False,False
215,36,True,Blackhawks,1,Coyotes,2,False,False,True,Rockford,6,San Ant.,2,False,False
216,36,True,Rangers,1,Oilers,4,False,False,True,Hartford,2,Springfield,4,False,False
217,36,True,Predators,3,Ducks,2,False,False,True,Milwaukee,3,Iowa,5,False,False
218,36,True,Penguins,3,Kings,1,False,False,True,WB/Scrant.,8,Manchester,1,False,False
219,37,True,Islanders,3,Devils,2,True,False,True,Bridgeport,10,Lowell,2,False,False
220,37,True,Maple Leafs,2,Hurricanes,5,False,False,True,Toronto,2,Albany,5,False,False
221,37,True,Flyers,3,Sabres,4,True,True,True,Philly,3,Portland,9,False,False
222,37,True,Capitals,5,Panthers,3,False,False,True,Hershey,3,Rochester,6,False,False
223,37,True,Canucks,3,Stars,2,False,False,True,Manitoba,5,Texas,4,False,False
224,37,True,Blackhawks,3,Avalanche,6,False,False,True,Rockford,5,Lake Erie,3,False,False
225,38,True,Predators,2,Kings,5,False,False,True,Milwaukee,3,Manchester,4,True,False
226,38,True,Sabres,4,Bruins,1,False,False,True,Portland,3,Providence,1,False,False
227,38,True,Red Wings,4,Maple Leafs,3,True,True,True,GrandRapid,3,Toronto,4,False,False
228,38,True,Lightning,0,Canadiens,2,False,False,True,Norfolk,4,Hamilton,3,True,True
229,38,True,Devils,2,Senators,5,False,False,True,Lowell,3,Binghamton,7,False,False
230,38,True,Thrashers,4,Islanders,5,False,False,True,Chicago,2,Bridgeport,4,False,False
231,38,True,Blues,3,Flyers,4,False,False,True,Peoria,4,Philly,6,False,False
232,38,True,Panthers,2,Capitals,3,False,False,True,Rochester,6,Hershey,3,False,False
233,38,True,Hurricanes,2,Blue Jackets,4,False,False,True,Albany,4,Syracuse,8,False,False
234,38,True,Stars,5,Wild,1,False,False,True,Texas,6,Houston,2,False,False
235,38,True,Rangers,1,Flames,4,False,False,True,Hartford,6,Quad City,2,False,False
236,38,True,Coyotes,3,Ducks,4,False,False,True,San Ant.,3,Iowa,6,False,False
237,38,True,Penguins,4,Sharks,3,False,False,True,WB/Scrant.,1,Worcester,5,False,False
238,39,True,Blues,4,Thrashers,1,False,False,True,Peoria,3,Chicago,1,False,False
239,39,True,Oilers,4,Avalanche,0,False,False,True,Springfield,6,Lake Erie,3,False,False
240,40,True,Kings,2,Blackhawks,1,False,False,True,Manchester,5,Rockford,4,False,False
241,41,True,Penguins,2,Bruins,1,False,False,True,WB/Scrant.,6,Providence,5,True,False
242,41,True,Wild,6,Maple Leafs,3,False,False,True,Houston,2,Toronto,4,False,False
243,41,True,Flames,3,Canadiens,2,True,True,True,Quad City,6,Hamilton,5,False,False
244,41,True,Oilers,2,Senators,3,True,True,True,Springfield,6,Binghamton,4,False,False
245,41,True,Canucks,1,Blues,4,False,False,True,Manitoba,3,Peoria,5,False,False
246,41,True,Predators,2,Sharks,3,False,False,True,Milwaukee,1,Worcester,7,False,False
247,42,True,Oilers,3,Sabres,4,False,False,True,Springfield,1,Portland,6,False,False
248,42,True,Ducks,3,Devils,6,False,False,True,Iowa,7,Lowell,4,False,False
249,42,True,Islanders,3,Capitals,4,True,True,True,Bridgeport,7,Hershey,4,False,False
250,42,True,Kings,2,Hurricanes,4,False,False,True,Manchester,5,Albany,6,False,False
251,42,True,Red Wings,1,Blue Jackets,4,False,False,True,GrandRapid,1,Syracuse,9,False,False
252,42,True,Avalanche,4,Blackhawks,2,False,False,True,Lake Erie,4,Rockford,2,False,False
253,43,True,Panthers,4,Bruins,1,False,False,True,Rochester,6,Providence,3,False,False
254,43,True,Thrashers,7,Rangers,4,False,False,True,Chicago,4,Hartford,6,False,False
255,43,True,Senators,1,Flyers,3,False,False,True,Binghamton,8,Philly,5,False,False
256,43,True,Devils,3,Penguins,5,False,False,True,Lowell,1,WB/Scrant.,4,False,False
257,43,True,Wild,3,Lightning,2,False,False,True,Houston,4,Norfolk,5,True,True
258,43,True,Canucks,4,Red Wings,6,False,False,True,Manitoba,7,GrandRapid,1,False,False
259,43,True,Predators,2,Blues,3,False,False,True,Milwaukee,5,Peoria,3,False,False
260,43,True,Canadiens,1,Coyotes,3,False,False,True,Hamilton,3,San Ant.,5,False,False
261,43,True,Stars,1,Sharks,2,False,False,True,Texas,2,Worcester,4,False,False
262,44,True,Wild,0,Capitals,4,False,False,True,Houston,4,Hershey,5,False,False
263,44,True,Islanders,4,Hurricanes,3,False,False,True,Bridgeport,8,Albany,1,False,False
264,44,True,Ducks,3,Blue Jackets,2,True,False,True,Iowa,5,Syracuse,3,False,False
265,44,True,Flames,2,Sabres,6,False,False,True,Quad City,0,Portland,7,False,False
266,44,True,Kings,7,Thrashers,4,False,False,True,Manchester,5,Chicago,7,False,False
267,44,True,Maple Leafs,3,Blackhawks,1,False,False,True,Toronto,3,Rockford,6,False,False
268,45,True,Flames,2,Maple Leafs,3,True,True,True,Quad City,4,Toronto,5,False,False
269,45,True,Rangers,4,Senators,2,False,False,True,Hartford,4,Binghamton,7,False,False
270,45,True,Capitals,5,Devils,1,False,False,True,Hershey,3,Lowell,5,False,False
271,45,True,Sabres,3,Flyers,1,False,False,True,Portland,5,Philly,6,True,True
272,45,True,Islanders,1,Panthers,8,False,False,True,Bridgeport,3,Rochester,1,False,False
273,45,True,Ducks,3,Red Wings,5,False,False,True,Iowa,5,GrandRapid,6,False,False
274,45,True,Bruins,4,Penguins,3,False,False,True,Providence,2,WB/Scrant.,7,False,False
275,45,True,Kings,5,Lightning,4,True,True,True,Manchester,1,Norfolk,4,False,False
276,45,True,Sharks,5,Blues,2,False,False,True,Worcester,5,Peoria,3,False,False
277,45,True,Canadiens,5,Predators,4,True,True,True,Hamilton,5,Milwaukee,4,True,False
278,45,True,Stars,5,Coyotes,6,True,True,True,Texas,8,San Ant.,2,False,False
279,45,True,Canucks,7,Avalanche,3,False,False,True,Manitoba,5,Lake Erie,2,False,False
280,46,True,Wild,0,Hurricanes,3,False,False,True,Houston,2,Albany,5,False,False
281,46,True,Oilers,5,Thrashers,4,False,False,True,Springfield,3,Chicago,1,False,False
282,46,True,Sharks,3,Blackhawks,1,False,False,True,Worcester,5,Rockford,1,False,False
283,47,True,Islanders,4,Bruins,3,False,False,True,Bridgeport,5,Providence,4,True,True
284,47,True,Devils,3,Flyers,2,False,False,True,Lowell,6,Philly,7,False,False
285,47,True,Oilers,6,Blue Jackets,2,False,False,True,Springfield,7,Syracuse,3,False,False
286,47,True,Ducks,3,Penguins,6,False,False,True,Iowa,7,WB/Scrant.,5,False,False
287,47,True,Kings,6,Panthers,3,False,False,True,Manchester,4,Rochester,6,False,False
288,47,True,Lightning,4,Coyotes,3,True,True,True,Norfolk,4,San Ant.,3,False,False
289,48,True,Capitals,2,Rangers,4,False,False,True,Hershey,3,Hartford,7,False,False
290,48,True,Hurricanes,1,Canadiens,3,False,False,True,Albany,7,Hamilton,6,True,False
291,48,True,Maple Leafs,1,Senators,4,False,False,True,Toronto,2,Binghamton,5,False,False
292,48,True,Sharks,4,Predators,5,True,True,True,Worcester,6,Milwaukee,3,False,False
293,48,True,Avalanche,5,Flames,3,False,False,True,Lake Erie,4,Quad City,2,False,False
294,49,True,Panthers,1,Sabres,4,False,False,True,Rochester,2,Portland,7,False,False
295,49,True,Stars,0,Red Wings,2,False,False,True,Texas,4,GrandRapid,1,False,False
296,49,True,Coyotes,2,Wild,3,True,False,True,San Ant.,7,Houston,4,False,False
297,49,True,Avalanche,3,Oilers,0,False,False,True,Lake Erie,5,Springfield,3,False,False
298,49,True,Flyers,3,Kings,2,True,True,True,Philly,5,Manchester,6,False,False
299,50,True,Maple Leafs,4,Hurricanes,0,False,False,True,Toronto,7,Albany,2,False,False
300,50,True,Bruins,2,Thrashers,1,False,False,True,Providence,5,Chicago,2,False,False
301,50,True,Penguins,5,Senators,4,False,False,True,WB/Scrant.,4,Binghamton,7,False,False
302,50,True,Coyotes,2,Blues,3,False,False,True,San Ant.,9,Peoria,2,False,False
303,50,True,Devils,3,Predators,2,False,False,True,Lowell,2,Milwaukee,7,False,False
304,50,True,Blue Jackets,7,Stars,3,False,False,True,Syracuse,7,Texas,1,False,False
