"Name","Number","Team","Country","Age","Weight","Height","Position","Contract","Rookie","Protected","Available for Trade","No Apply Rerate","No Trade","Salary","Injury","Number Of Injury","Condition","Suspension","Status","CK","FG","DI","SK","ST","DU","PH","FO","PA","SC","DF","EX","LD","MO","PO","OV","Pro GP","Pro Shots","Pro G","Pro A","Pro Point","Pro PlusMinus","Pro Pim","Pro Shots Block","Pro Hits","Pro Hit Took","Pro PP","Pro SH","Pro GW","Pro GT","Pro Face Off Won","Pro Face Off Total","Pro Penalty Shots Score","Pro Penalty ShotsTotal","Pro Empty Net Goal","Pro Minutes Played","Pro Hat Trick","Farm GP","Farm Shots","Farm G","Farm A","Farm Point","Farm PlusMinus","Farm Pim","Farm Shots Block","Farm Hits"," Farm Hit Took","Farm PP","Farm SH","Farm GW","Farm GT","Farm Face Off Won","Farm Face Off Total","Farm Penalty Shots Score","Farm Penalty ShotsTotal","Farm Empty Net Goal","Farm Minutes Played","Farm Hat Trick","Game in Row with a Goal","Game in Row with a Point","Game in Row without a Goal","Game in Row without a Point"
"Gilbert Brule",11,"Blues","CAN",22,189,70,3,3,"False","False","False","False","False",900000,,0,100,0,0,86,45,82,78,67,85,70,55,70,70,59,63,64,43,1,61,17,7,0,0,0,-4,4,3,20,6,0,0,0,0,8,27,0,0,0,159,0,3,13,0,4,4,1,8,0,7,5,0,0,0,0,20,39,0,1,0,51,0,0,0,0,0
"Nate Thompson",12,"Bruins","USA",25,207,72,1,2,"True","False","False","False","False",850000,,0,100,0,1,89,71,61,72,78,69,60,75,61,61,73,54,57,30,55,63,8,2,1,0,1,-1,2,1,6,4,0,0,0,0,6,11,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Steve Bernier",13,"Devils","CAN",24,225,74,3,4,"False","False","False","False","False",2000000,,0,100,0,0,87,46,78,78,87,80,72,41,70,69,62,69,65,31,45,68,28,37,4,4,8,-4,26,3,33,25,1,0,0,0,6,23,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niclas Wallin",14,"Penguins","SWE",35,220,75,4,2,"False","False","False","False","False",1500000,,0,100,0,2,90,40,76,66,85,74,61,40,65,61,76,77,67,70,55,68,35,17,1,10,11,7,40,35,59,18,0,0,1,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"Alex Pietrangelo",15,"Blue Jackets","CAN",19,206,75,4,2,"True","False","False","False","False",850000,,0,100,0,2,54,40,84,76,78,76,65,40,65,59,56,44,46,67,95,61,3,1,1,0,1,-2,2,1,0,1,0,0,0,1,0,0,0,0,0,42,0,30,82,10,25,35,6,12,22,30,31,7,0,3,0,1,3,0,0,0,503,0,1,1,0,0
"Dan Fritsche",16,"Ducks","USA",24,204,73,1,3,"False","False","False","False","False",1100000,,0,99,0,0,71,42,79,69,77,75,66,61,66,65,60,64,63,70,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,157,23,34,57,22,10,3,55,110,7,0,3,1,537,910,0,0,0,651,2,0,0,7,1
"Darren McCarty",17,"Panthers","CAN",37,210,73,3,3,"False","False","False","False","False",600000,,2,99,0,0,53,70,40,65,80,61,60,41,58,62,50,88,88,32,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,163,23,22,45,-1,9,10,20,64,19,1,3,1,38,61,0,0,0,507,3,0,2,5,0
"Trevor Daley",18,"Thrashers","CAN",25,207,71,4,1,"False","False","False","False","False",1250000,,0,100,0,2,54,44,74,71,78,84,74,40,75,69,80,71,61,67,50,69,33,46,3,8,11,9,14,29,7,23,2,0,2,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4
"Dion Phaneuf",19,"Ducks","CAN",24,214,75,4,4,"False","False","False","False","False",6750000,,0,100,0,2,90,60,73,85,82,97,84,40,83,73,78,70,81,66,70,78,34,50,6,19,25,7,64,32,71,28,6,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
"Brooks Laich",20,"Rangers","CAN",26,210,74,1,4,"False","False","False","False","False",2200000,,0,100,0,2,74,43,82,80,80,87,75,74,75,74,74,67,62,44,70,71,33,65,7,19,26,4,22,13,51,39,4,1,0,0,268,555,1,2,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"David Moss",21,"Red Wings","USA",28,200,75,3,2,"False","False","False","False","False",1400000,,0,100,0,2,74,40,79,75,75,79,72,43,71,71,62,63,60,47,35,66,34,54,6,5,11,-9,29,10,41,27,0,0,0,0,10,24,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"Ryan Getzlaf",22,"Ducks","CAN",23,221,76,1,3,"False","False","False","False","False",5000000,,0,100,0,2,84,48,63,89,85,91,92,78,93,81,68,72,66,62,35,78,34,95,16,23,39,8,54,2,111,64,6,1,3,2,381,743,0,1,0,578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"Paul Stastny",23,"Ducks","CAN",23,205,72,1,4,"False","False","False","False","False",6250000,,0,100,0,2,55,40,84,88,77,91,82,83,83,74,72,60,62,62,45,72,34,95,12,15,27,8,0,3,2,74,6,0,4,0,390,729,0,0,0,598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"Milan Jurcina",24,"Canucks","SVK",25,233,76,4,1,"False","False","False","False","False",850000,,0,100,0,2,90,40,72,66,91,78,60,40,65,61,72,74,62,57,70,68,33,16,4,4,8,-2,54,26,55,13,2,0,0,0,0,0,0,0,0,654,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,10
"Randy Jones",25,"Capitals","CAN",27,200,74,4,2,"False","False","False","False","False",1500000,,0,100,0,2,55,41,80,79,75,85,60,40,62,62,79,63,64,55,80,67,35,34,4,11,15,-4,6,60,7,36,0,0,0,3,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
"Mika Pyorala",26,"Coyotes","FIN",28,190,72,1,2,"False","False","False","False","False",1050000,,1,100,0,0,61,40,79,70,61,75,65,67,63,60,60,56,58,38,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,2,15,17,-7,6,8,11,30,2,0,0,0,137,263,0,0,0,206,0,0,0,4,1
"Darren Helm",27,"Oilers","CAN",22,172,71,1,2,"True","False","False","False","False",630000,,0,100,0,2,88,40,85,80,59,85,67,84,67,67,77,62,63,78,50,62,33,10,0,1,1,-8,6,2,15,17,0,0,0,0,78,156,0,0,0,210,0,1,15,2,1,3,0,0,1,2,9,2,0,1,0,15,24,0,0,0,21,0,0,0,33,28
"Patrick Kaleta",28,"Sabres","USA",22,195,71,3,2,"False","False","False","False","False",625000,,0,100,0,2,96,70,43,68,72,66,64,41,64,63,63,61,57,85,45,62,33,18,1,1,2,-1,31,4,44,10,0,0,0,0,0,9,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
"Alexandre Picard",29,"Blues","CAN",24,210,74,2,3,"False","False","False","False","False",825000,,0,100,0,2,71,57,86,66,80,76,68,40,70,68,58,64,64,49,65,64,10,10,1,2,3,0,4,1,9,0,0,0,0,0,2,9,0,0,0,122,0,23,144,10,23,33,4,35,5,27,54,3,0,0,1,96,194,0,0,0,410,0,0,0,9,3
"Brent Sopel",30,"Stars","CAN",32,211,73,4,1,"False","False","False","False","False",3100000,,0,100,0,0,58,40,77,63,80,68,60,40,62,62,73,78,77,32,1,64,8,2,0,1,1,1,10,8,3,1,0,0,0,0,0,0,0,0,0,133,0,9,18,1,4,5,0,8,13,11,14,1,0,0,0,0,0,0,0,0,129,0,0,0,7,1
"Jack Hillen",31,"Ducks","USA",24,200,71,4,2,"True","False","False","False","False",850000,,0,100,0,0,59,40,81,65,75,76,60,40,65,61,57,57,57,70,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,80,5,26,31,4,12,11,34,29,4,0,1,0,0,0,0,0,0,628,0,0,0,4,1
"Keith Yandle",32,"Lightning","USA",23,195,74,4,2,"False","False","False","False","False",1300000,,0,100,0,2,59,42,78,80,72,76,78,40,78,69,56,57,62,60,60,66,37,56,4,8,12,-10,11,27,8,32,3,0,2,0,0,1,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
"Andrew Ladd",33,"Canucks","CAN",24,198,74,2,1,"False","False","False","False","False",1500000,,0,100,0,2,79,42,77,79,74,81,80,42,79,71,70,63,65,65,60,70,35,91,10,12,22,-4,46,7,84,47,3,0,2,0,14,51,0,1,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Eric Fehr",34,"Ducks","CAN",24,212,76,3,2,"False","False","False","False","False",900000,,0,99,0,0,54,40,77,70,81,75,68,40,68,68,63,65,62,70,35,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,209,24,35,59,25,10,7,17,71,10,0,3,3,77,143,1,1,0,672,3,0,0,5,1
"Mike Green",35,"Rangers","CAN",23,208,74,4,4,"False","False","False","False","False",5750000,,0,100,0,2,76,40,77,90,79,91,89,40,90,84,77,67,65,49,70,77,33,88,10,21,31,1,46,38,56,38,4,0,1,1,0,0,1,3,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0
"Brian Lee",36,"Blackhawks","USA",22,202,74,4,2,"True","False","False","False","False",850000,,0,100,0,2,72,43,77,67,76,82,67,40,70,63,70,61,57,45,80,66,27,17,0,6,6,-1,14,32,14,18,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4
"Colin Fraser",37,"Panthers","CAN",24,188,73,1,2,"True","False","False","False","False",500000,,0,100,0,2,59,70,70,71,68,76,64,72,65,63,75,66,64,74,55,64,36,10,1,0,1,3,12,5,8,30,0,0,1,0,202,481,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
"Dany Heatley",38,"Thrashers","DEU",28,221,76,3,4,"False","False","False","False","False",8500000,,0,99,0,2,71,40,72,85,85,93,86,42,81,88,64,79,94,70,85,77,33,73,11,9,20,3,16,6,18,37,4,0,1,0,23,58,1,5,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
"Henrik Zetterberg",39,"Thrashers","SWE",29,195,71,1,4,"False","False","False","False","False",7750000,,0,100,0,2,60,40,80,90,72,88,89,87,86,85,76,81,82,70,65,78,33,104,16,20,36,8,10,6,2,76,4,1,2,2,501,886,0,5,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"Jared Ross",40,"Blues","USA",27,165,69,1,2,"True","False","False","False","False",750000,,1,100,0,0,53,40,75,67,45,70,60,51,64,64,58,60,57,45,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,74,5,12,17,3,0,6,1,33,4,1,2,0,112,231,0,0,0,218,0,0,2,1,0
"Ilya Kovalchuk",41,"Maple Leafs","RUS",26,230,73,2,1,"False","False","False","False","False",7800000,,0,100,0,2,57,45,81,93,90,94,92,42,89,92,56,74,86,73,45,79,35,117,18,17,35,0,37,3,22,48,8,0,4,0,46,117,1,5,0,668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
"Brian Gionta",42,"Stars","USA",30,175,67,3,2,"False","False","False","False","False",4000000,,0,100,0,1,57,40,81,88,55,84,82,49,81,74,65,77,80,51,35,71,35,72,5,10,15,11,6,7,20,42,0,0,0,0,17,66,1,2,1,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
"Dave Bolland",43,"Sharks","CAN",23,181,72,1,2,"False","False","False","False","False",750000,,0,100,0,2,64,40,76,84,61,83,80,73,75,72,77,66,68,77,45,70,35,69,2,6,8,-4,2,3,28,76,0,0,0,0,340,683,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6
"Matt Gilroy",44,"Avalanche","USA",25,205,74,4,3,"False","False","False","False","False",2995000,,0,100,0,2,68,43,82,78,75,86,67,40,66,68,72,45,50,30,50,61,28,17,2,2,4,-7,43,25,21,16,1,0,2,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
"Samuel Pahlsson",45,"Maple Leafs","SWE",31,204,72,1,3,"False","False","False","False","False",2650000,,0,99,0,2,88,40,79,77,77,83,62,88,65,64,77,84,79,51,1,68,38,54,6,9,15,-1,52,3,41,75,0,0,2,0,413,701,1,1,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"Matt Cooke",46,"Thrashers","CAN",32,205,71,3,2,"False","False","False","False","False",1750000,,0,100,0,2,99,44,57,79,77,79,72,42,71,69,73,76,65,70,45,69,33,61,6,5,11,2,68,8,55,25,0,0,0,0,12,29,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Evander Kane",47,"Coyotes","CAN",18,176,73,1,3,"True","False","False","False","False",900000,,0,100,0,0,69,45,74,68,75,76,63,62,64,63,60,45,45,50,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scott Parker",48,"Canadiens","USA",31,240,77,2,1,"False","False","False","False","False",500000,,0,100,0,1,59,82,34,45,95,56,48,25,50,45,51,72,71,54,35,52,34,2,1,1,2,1,42,4,28,7,0,0,0,0,17,45,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12
"Brenden Morrow",49,"Thrashers","CAN",30,205,71,2,2,"False","False","False","False","False",3000000,,0,100,0,2,97,52,49,88,77,93,82,42,82,76,66,82,83,72,50,75,33,75,5,11,16,2,66,2,82,43,2,0,0,0,44,130,1,4,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6
"David Jones",50,"Avalanche","CAN",24,210,74,3,2,"False","False","False","False","False",725000,,0,100,0,2,77,40,80,70,80,76,65,41,65,66,66,62,59,52,50,64,36,53,6,7,13,-7,15,8,31,26,0,0,0,0,8,33,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"Nick Boynton",51,"Rangers","CAN",30,225,77,4,2,"False","False","False","False","False",2800000,,0,100,0,2,61,64,61,71,87,74,70,40,72,67,76,77,78,33,1,69,32,29,1,11,12,0,49,27,27,23,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
"Jason Strudwick",52,"Senators","CAN",34,225,76,4,2,"False","False","False","False","False",800000,,0,100,0,0,71,71,67,62,87,70,60,40,64,61,63,77,68,67,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,10,33,43,13,45,26,75,30,4,0,2,0,2,5,0,0,0,580,0,1,2,0,0
"Derek MacKenzie",53,"Thrashers","CAN",28,180,71,1,2,"False","False","False","False","False",863155,,0,100,0,0,67,40,85,75,60,75,63,49,63,62,56,70,63,31,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,2,15,17,0,4,12,24,66,1,0,0,0,283,576,0,2,0,416,0,0,2,12,0
"Dan Jancevski",54,"Oilers","CAN",27,212,75,4,1,"False","False","False","False","False",475000,,0,100,0,0,72,44,69,56,81,68,55,40,59,50,63,71,64,71,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,106,8,34,42,3,30,32,61,19,7,0,3,0,0,0,0,0,0,607,0,0,1,9,0
"Benn Ferriero",55,"Coyotes","USA",22,191,70,3,3,"True","False","False","False","False",725000,,0,100,0,0,56,45,76,72,61,71,63,66,61,60,58,45,45,50,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Bozak",56,"Islanders","CAN",23,180,73,1,4,"True","False","False","False","False",1850000,,0,100,0,0,60,40,80,60,69,64,57,51,60,56,56,45,45,56,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,66,5,13,18,9,0,6,5,38,0,0,1,0,80,174,0,0,0,151,0,0,1,3,0
"Jesse Boulerice",57,"Flyers","USA",31,215,74,2,2,"False","False","False","False","False",550000,,0,100,0,0,50,69,79,63,82,62,60,40,58,59,54,71,65,54,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,163,22,15,37,4,21,11,12,96,3,0,2,2,20,33,0,0,0,359,2,0,0,5,3
"Dean McAmmond",58,"Thrashers","CAN",36,193,71,2,2,"False","False","False","False","False",1375000,,0,100,0,0,56,40,76,72,71,73,62,67,65,63,74,83,72,47,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,109,14,14,28,8,10,15,10,97,2,0,1,0,250,422,0,2,0,531,1,2,2,0,0
"Colin White",59,"Penguins","CAN",32,220,76,4,3,"False","False","False","False","False",4500000,,0,100,0,2,86,40,76,71,85,77,68,40,72,62,83,78,70,68,50,71,33,33,3,6,9,0,71,45,50,27,1,0,0,0,0,1,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
"Patrice Bergeron",60,"Thrashers","CAN",23,194,74,1,1,"False","False","False","False","False",1955000,,0,100,0,2,65,40,84,84,72,85,77,92,79,71,78,66,74,70,20,71,33,69,11,21,32,2,4,4,6,62,4,0,3,0,396,683,2,3,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Devin Setoguchi",61,"Ducks","CAN",22,200,72,3,2,"False","False","False","False","False",850000,,0,100,0,2,79,42,83,84,75,85,81,42,79,81,65,62,57,62,50,71,34,112,11,12,23,6,12,7,41,36,3,0,1,2,24,46,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"Rob Blake",62,"Maple Leafs","CAN",39,225,76,4,1,"False","False","False","False","False",6000000,,0,100,0,2,67,44,63,73,87,81,86,40,85,74,82,95,99,73,20,76,35,59,6,18,24,-2,69,43,47,31,2,0,1,0,0,0,0,1,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"Mark Fistric",63,"Ducks","CAN",22,232,74,4,2,"False","False","False","False","False",650000,,0,100,0,0,82,40,80,50,91,72,53,40,55,51,72,65,59,70,70,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,62,10,21,31,10,44,39,95,21,4,0,2,0,0,0,0,0,0,672,0,0,1,3,0
"Tyler Arnason",64,"Avalanche","USA",30,204,71,1,1,"False","False","False","False","False",865000,,0,100,0,1,50,40,80,73,77,81,62,72,66,63,61,68,70,27,55,63,16,5,0,0,0,-2,0,2,1,1,0,0,0,0,15,43,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicklas Grossman",65,"Maple Leafs","SWE",23,206,75,4,2,"False","False","False","False","False",800000,,0,100,0,2,92,42,76,67,78,80,60,40,65,61,73,65,58,54,50,66,17,4,0,4,4,5,53,11,46,9,0,0,0,0,0,0,0,0,0,264,0,16,22,1,11,12,14,22,20,55,10,1,0,0,0,2,6,0,0,0,240,0,0,0,17,4
"Brian Boyle",66,"Avalanche","USA",24,252,79,1,2,"True","False","False","False","False",750000,,0,100,0,0,93,52,53,70,99,75,60,67,61,64,53,60,61,56,50,63,11,6,1,1,2,-2,11,0,11,7,0,0,0,0,31,72,0,0,0,94,0,18,102,13,20,33,8,26,8,70,60,6,0,1,0,291,496,0,0,0,304,0,4,5,0,0
"Erik Cole",67,"Thrashers","USA",31,205,74,3,5,"False","False","False","False","False",4150000,,0,100,0,2,92,43,71,84,77,87,72,43,72,70,71,72,71,69,50,70,33,69,9,15,24,5,41,2,53,26,3,0,0,0,6,20,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Doug Weight",68,"Red Wings","USA",38,196,71,1,1,"False","False","False","False","False",2250000,,0,100,0,2,59,51,68,85,73,83,80,72,81,71,58,94,77,51,55,72,34,64,13,19,32,10,21,7,41,58,6,0,2,2,323,610,1,3,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"Douglas Murray",69,"Canadiens","SWE",29,240,75,4,3,"False","False","False","False","False",1750000,,0,100,0,2,93,60,79,66,95,72,60,40,64,59,80,64,77,72,20,69,37,35,2,9,11,2,78,31,93,22,2,0,0,0,1,1,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
"Brendan Witt",70,"Sabres","CAN",34,223,74,4,2,"False","False","False","False","True",1600000,,0,100,0,2,91,53,64,75,86,81,60,40,65,59,78,81,83,83,15,71,33,24,3,6,9,14,106,23,87,18,1,0,2,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9
"Mathieu Dandenault",71,"Predators","CAN",33,208,72,4,2,"False","False","False","False","False",1500000,,0,100,0,2,71,46,76,76,79,76,63,41,66,64,72,82,75,34,25,68,35,41,4,9,13,-10,24,20,28,23,3,0,0,1,7,21,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"Michal Handzus",72,"Islanders","SVK",32,218,76,1,1,"False","False","False","False","False",4299000,,0,100,0,2,67,41,81,78,84,90,70,83,71,69,76,83,70,57,60,71,35,59,3,8,11,-6,4,10,16,81,0,0,0,0,378,730,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
