Own by Team,From Team,Year,Round
17,17,2019,3
17,17,2019,4
17,9,2019,5
17,4,2019,3
17,17,2021,1
17,27,2019,3
17,30,2019,7
17,17,2020,1
17,17,2022,1
17,17,2019,6
17,17,2020,2
17,17,2020,3
17,17,2022,2
17,21,2019,3
17,17,2022,3
17,17,2020,4
17,17,2020,5
17,17,2021,2
17,17,2021,3
17,17,2021,4
17,17,2021,5
17,17,2020,6
17,17,2021,6
17,17,2021,7
17,17,2019,7
17,17,2020,7
17,16,2019,7
17,17,2022,4
17,17,2022,5
17,17,2022,6
17,17,2022,7
17,6,2019,5
17,16,2019,3
18,18,2021,1
18,18,2022,1
18,18,2022,2
18,18,2019,1
18,18,2019,2
18,18,2019,3
18,18,2020,1
18,18,2022,3
18,18,2019,4
18,18,2020,2
18,18,2020,3
18,18,2020,4
18,18,2020,5
18,18,2020,6
18,18,2020,7
18,18,2021,2
18,18,2021,3
18,18,2021,4
18,18,2022,4
18,18,2021,5
18,18,2021,6
18,18,2021,7
18,18,2022,5
18,18,2022,6
18,18,2022,7
18,18,2019,7
19,20,2021,4
19,19,2019,1
19,30,2019,6
19,19,2022,1
19,19,2021,1
19,4,2019,4
19,20,2021,3
19,15,2019,4
19,19,2019,3
19,19,2019,4
19,19,2022,2
19,19,2022,3
19,19,2022,4
19,19,2022,5
19,19,2022,6
19,19,2021,2
19,19,2020,1
19,19,2021,3
19,19,2022,7
19,19,2020,2
19,19,2020,3
19,19,2021,4
19,19,2021,5
19,3,2019,1
19,1,2019,5
19,20,2020,3
19,19,2018,7
19,19,2020,4
19,19,2021,6
19,19,2020,5
19,19,2021,7
19,19,2020,6
19,19,2019,7
19,3,2020,3
19,19,2020,7
19,6,2019,2
20,31,2020,5
20,20,2022,1
20,20,2021,1
20,20,2022,2
20,20,2021,2
20,20,2021,7
20,20,2022,3
20,20,2021,5
20,20,2021,6
20,20,2022,4
20,20,2022,5
20,20,2022,6
20,20,2022,7
20,20,2020,7
21,21,2021,1
21,21,2022,1
21,19,2019,2
21,21,2021,2
21,21,2020,4
21,21,2020,5
21,21,2021,3
21,21,2022,2
21,21,2020,6
21,21,2021,4
21,20,2020,4
21,21,2021,5
21,6,2020,7
21,21,2022,3
21,21,2022,4
21,21,2021,6
21,21,2021,7
21,21,2022,5
21,21,2022,6
21,21,2022,7
21,30,2019,4
22,22,2021,1
22,22,2022,1
22,22,2021,2
22,22,2022,2
22,28,2020,7
22,22,2020,1
22,22,2022,3
22,22,2019,1
22,22,2022,4
22,22,2020,2
22,22,2022,5
22,22,2022,6
22,22,2021,3
22,22,2022,7
22,22,2020,3
22,22,2021,4
22,22,2021,5
22,22,2020,4
22,22,2020,5
22,22,2020,6
22,9,2019,7
22,21,2019,7
22,13,2022,7
22,13,2020,6
22,13,2020,7
22,13,2019,7
22,4,2018,7
22,20,2018,7
22,12,2018,7
22,21,2018,7
22,14,2018,7
23,23,2022,1
23,23,2019,1
23,23,2019,2
23,11,2019,3
23,23,2019,5
23,23,2019,6
23,23,2020,1
23,16,2019,5
23,23,2020,2
23,23,2020,3
23,23,2020,4
23,23,2020,5
23,23,2020,6
23,23,2021,1
23,23,2021,2
23,23,2020,7
23,16,2020,7
23,23,2021,3
23,23,2021,4
23,23,2021,5
23,23,2021,6
23,23,2022,2
23,23,2021,7
23,23,2022,3
23,23,2022,4
23,23,2022,5
23,23,2022,6
23,23,2022,7
24,24,2019,1
24,24,2022,1
24,24,2022,2
24,24,2021,1
24,24,2022,3
24,13,2019,3
24,24,2022,4
24,24,2019,2
24,24,2022,5
24,24,2022,6
24,24,2022,7
24,24,2019,3
24,24,2019,4
24,24,2020,1
24,24,2020,2
24,24,2021,2
24,24,2020,3
24,24,2021,3
24,24,2021,4
24,24,2021,5
24,24,2021,6
24,24,2021,7
24,24,2019,5
24,24,2019,6
24,24,2020,4
24,24,2020,5
24,24,2020,6
24,24,2020,7
24,21,2019,2
24,16,2019,1
24,16,2019,2
25,25,2019,1
25,25,2019,2
25,25,2022,1
25,1,2019,3
25,25,2022,2
25,25,2019,3
25,5,2019,1
25,31,2018,7
25,20,2020,5
25,25,2019,7
25,22,2019,2
25,25,2020,3
25,25,2022,3
25,25,2022,4
25,25,2022,5
25,25,2020,5
25,25,2020,6
25,25,2021,1
25,25,2022,6
25,25,2022,7
25,25,2021,2
25,25,2021,3
25,25,2021,4
25,25,2020,7
25,25,2021,5
25,25,2021,6
25,25,2021,7
26,26,2019,1
26,7,2019,3
26,25,2019,4
26,26,2021,1
26,26,2019,5
26,26,2019,6
26,26,2020,1
26,25,2020,4
26,26,2019,3
26,26,2022,1
26,26,2020,2
26,26,2021,2
26,26,2021,3
26,26,2020,4
26,26,2021,4
26,26,2020,3
26,26,2021,5
26,26,2020,5
26,26,2021,6
26,26,2019,7
26,26,2021,7
26,26,2020,7
26,26,2022,2
26,26,2022,3
26,26,2022,4
26,26,2022,5
26,26,2022,6
26,26,2022,7
27,27,2020,1
27,27,2019,1
27,27,2020,2
27,27,2020,3
27,27,2020,5
27,27,2020,6
27,27,2020,7
27,27,2021,1
27,27,2021,2
27,27,2021,3
27,27,2021,4
27,27,2021,5
27,27,2021,6
27,27,2021,7
27,27,2022,1
27,27,2022,2
27,27,2022,3
27,27,2022,4
27,27,2022,5
27,27,2022,6
27,27,2022,7
28,22,2019,6
28,28,2019,1
28,7,2019,4
28,28,2021,1
28,28,2021,2
28,28,2019,2
28,28,2019,3
28,28,2021,3
28,13,2019,5
28,28,2021,4
28,28,2020,1
28,28,2022,1
28,28,2022,2
28,28,2020,2
28,28,2020,3
28,28,2019,4
28,28,2022,3
28,28,2022,4
28,28,2022,5
28,28,2021,5
28,28,2021,6
28,28,2022,6
28,28,2020,4
28,22,2019,7
28,28,2022,7
28,28,2020,5
28,28,2019,6
28,28,2021,7
28,15,2018,7
28,28,2020,6
28,28,2019,7
28,21,2020,7
29,19,2019,6
29,29,2022,1
29,31,2019,6
29,29,2019,1
29,29,2019,2
29,5,2019,4
29,29,2021,1
29,29,2020,1
29,29,2020,2
29,29,2021,2
29,29,2020,3
29,29,2019,4
29,29,2020,4
29,29,2020,5
29,29,2021,3
29,29,2020,6
29,29,2021,4
29,29,2020,7
29,29,2021,5
29,29,2022,2
29,29,2022,3
29,29,2022,4
29,29,2022,5
29,29,2021,6
29,29,2021,7
29,29,2022,6
29,29,2022,7
29,29,2019,5
29,1,2019,6
29,23,2019,3
30,30,2022,1
30,30,2022,2
30,30,2021,1
30,30,2021,2
30,30,2019,1
30,30,2020,1
30,30,2020,2
30,30,2022,3
30,30,2021,3
30,30,2021,4
30,30,2020,3
30,30,2021,5
30,30,2021,6
30,30,2021,7
30,30,2022,4
30,30,2022,5
30,30,2022,6
30,30,2022,7
30,3,2019,2
31,31,2022,1
31,31,2021,1
31,31,2021,2
31,31,2021,3
31,31,2021,4
31,31,2021,5
31,31,2021,6
31,31,2022,2
31,31,2022,3
31,31,2022,4
31,31,2021,7
31,31,2022,5
31,31,2022,6
31,31,2022,7
31,27,2019,4
31,26,2020,6
31,31,2019,1
31,31,2019,2
31,31,2019,3
31,31,2019,4
31,31,2019,5
31,27,2019,6
31,21,2019,6
31,31,2020,1
31,31,2020,2
31,31,2020,3
31,31,2020,4
31,31,2020,6
31,31,2020,7
