Name,Number,Team,Country,Age,PH,DF,OF,PD,EX,LD,PO,Contract,Salary
Dallas Eakins,52,Bears,USA,48,64,61,41,44,62,48,53,3,800000
Rick Kowalsky,53,,CAN,43,64,47,47,50,45,46,50,0,0
Steve Ott,54,,CAN,37,50,68,59,66,45,46,56,3,600000
Mike Babcock,56,Washington Capitals,CAN,52,58,74,94,99,99,90,86,4,6000000
Mark Recchi,57,,CAN,51,74,59,68,59,45,46,59,3,600000
Joel Bouchard,58,Rampage ,CAN,45,58,74,55,79,49,35,58,3,800000
Mike Sullivan,60,Arizona Coyotes,USA,51,99,79,91,79,80,80,85,2,4500000
Ryan Huska,62,,CAN,40,41,65,73,55,45,46,54,1,1100000
Paul Maurice,63,Boston Bruins,CAN,48,77,78,90,61,99,76,80,1,3200000
Peter Laviolette,64,Nashville Predators,USA,50,60,96,73,77,99,87,82,2,3000000
Randy Carlyle,65,,CAN,59,71,64,45,57,95,79,68,1,3500000
Kris Knoblauch,66,,CAN,41,54,44,57,52,45,46,50,3,400000
Todd Nelson,70,,CAN,46,57,73,44,65,48,40,55,0,600000
Luke Richardson,71,,CAN,50,66,74,53,64,45,46,58,3,400000
Roy Sommer,73,,USA,58,47,37,49,43,74,55,51,0,750000
Travis Green,74,Vancouver Canucks,CAN,45,75,72,64,72,68,48,67,3,1750000
Scott Arniel,75, Americans,CAN,53,59,57,70,53,49,44,55,4,900000
Scott Gordon,76,Pittsburgh Penguins,USA,56,72,58,76,69,70,47,65,2,900000
Troy Mann,77,Heat,CAN,47,38,56,61,38,57,47,50,3,700000
Dave Hakstol,78,Tampa Bay Lightning,USA,50,60,46,60,57,72,58,59,1,5000000
Terry Murray,80,,CAN,65,48,65,67,35,74,57,58,0,1800000
Todd Richards,81,Winnipeg Jets,USA,49,68,70,74,44,57,59,62,3,950000
Scott Gomez,82,,CAN,40,66,74,53,64,45,46,58,3,400000
John Gruden,84,,USA,49,66,74,53,64,45,46,58,3,1200000
Trent Yawney,85,,CAN,51,71,48,54,47,48,39,51,1,450000
Bob Boughner,86,Buffalo Sabres,CAN,48,82,60,87,76,68,57,72,2,2000000
Andrew Brewer,87,Bruins,CAN,33,44,56,71,74,45,46,56,3,700000
Kevin Dineen,89,,CAN,52,40,40,56,58,49,46,48,1,1000000
Dom Ducharme,90,,CAN,46,72,62,60,59,45,46,57,3,600000
Matt Carkner,91,,CAN,38,62,42,50,59,47,35,49,1,500000
Kirk Muller,93,,CAN,49,72,62,60,59,50,51,59,0,900000
Lane Lambert,94,,CAN,52,66,74,53,64,45,46,58,0,800000
Stu Barnes,96,,CAN,49,57,73,44,65,45,46,55,3,400000
John Stevens,97,Anaheim Ducks,CAN,49,69,54,45,66,75,59,61,2,3000000
Mike Yeo,99,New York Islanders,CAN,42,51,76,63,73,79,65,68,1,1000000
Glen Gulutzan,100,,CAN,45,71,48,54,47,53,59,55,0,700000
Reid Cashman,101,,USA,36,59,57,70,53,45,46,55,1,500000
Peter DeBoer,102,Vegas Golden Knights,CAN,47,63,70,97,64,92,69,76,2,3000000
John MacLean,103,,CAN,55,65,68,46,71,46,34,55,3,400000
Bill Peters,104,Columbus Blue Jackets,CAN,55,55,87,97,73,76,57,74,1,2000000
Todd McLellan,106,,CAN,48,79,49,57,48,90,74,66,1,3750000
Davis Payne,107,,CAN,45,46,50,50,72,49,57,54,0,1500000
Dan Bylsma,110,Colorado Avalanche,USA,48,53,46,51,63,65,82,60,1,1500000
Rob Cookson,111,,CAN,58,55,41,56,56,45,46,50,1,500000
Greg Cronin,113,,USA,56,69,53,69,65,49,45,58,1,500000
Jack Capuano,114,,USA,48,62,45,65,57,59,60,58,1,2000000
Brett Furguson,115,,CAN,51,54,52,35,37,47,35,43,3,400000
J.J. Daigneault,116,,CAN,52,37,67,59,60,47,35,51,1,500000
Chris Dennis,118,,CAN,51,55,50,43,50,47,35,47,3,400000
Rick Tocchet,119,San Jose Sharks,CAN,53,87,91,61,94,72,49,76,3,2000000
Manny Malhotra,120,,CAN,38,56,54,48,54,45,46,51,3,400000
Clark Donatelli,121,,USA,53,79,56,59,35,53,49,55,1,500000
Paul McFarland,123,,CAN,33,62,45,65,57,45,46,53,3,400000
Spencer Carbery,125,,CAN,38,59,62,75,67,49,48,60,3,400000
Steve Potvin,126,,CAN,45,30,60,37,64,47,35,46,3,100000
Steve Spott,127,,CAN,49,47,53,73,48,45,46,52,0,300000
Jeff Blashill,129,Rocket,USA,42,70,61,68,84,73,52,68,2,850000
Eric Dubois,130,,CAN,49,37,67,59,60,47,35,51,1,500000
Scott Ford,132,,CAN,39,64,48,48,57,47,35,50,1,500000
Benoit Grouix,133,,CAN,51,60,47,73,37,56,47,53,0,600000
Jeff Halpern,134,Condors,USA,43,68,70,74,44,45,46,58,1,700000
Kerry Huffman,137,Wild,CAN,51,56,77,79,41,48,41,57,3,800000
Doug Janik,138,,USA,39,65,55,30,65,47,35,50,1,500000
Sheldon Keefe,139,Carolina Hurricanes,CAN,38,43,50,64,74,54,54,57,4,4500000
Jamie Pringle,141,,CAN,44,41,65,73,55,45,46,54,3,500000
Jamie Kompon,142,,CAN,52,58,59,68,46,45,46,54,1,500000
Derek Lalonde,143,,USA,46,68,70,74,44,45,46,58,1,500000
Wade Flaherty,146,,CAN,51,58,59,68,46,45,46,54,3,500000
Barry Smith,147,,USA,58,43,43,66,68,45,46,52,3,500000
Jay Leach,149,Penguins,USA,39,60,75,77,52,50,47,60,3,800000
Marco Sturm,150,,GER,41,63,52,43,61,45,46,52,3,500000
Steve McCarthy,152,,CAN,38,37,54,40,40,47,35,42,1,500000
Kenny McCudden,153,,USA,57,52,63,62,73,45,46,57,1,500000
Rob Nardella,154,,ITA,51,37,67,59,60,47,35,51,1,500000
Jay Pandolfo,155,,USA,44,59,71,63,43,45,46,55,1,500000
Domenic Pittis,156,,CAN,44,42,36,34,53,47,35,41,1,500000
Rich Preston,157,,CAN,67,61,56,41,50,45,46,50,1,500000
Rob Zettler,158,,CAN,51,47,53,73,48,45,46,52,3,500000
Alexandre Burrows,159,,CAN,38,49,63,47,67,47,35,51,3,500000
Anders Sorensen,162,,SWE,44,37,67,59,60,47,35,51,3,500000
Daniel Jacob,163,,CAN,39,37,67,59,60,47,35,51,3,500000
D.J. Smith,164,Checkers,CAN,42,44,56,71,74,45,46,56,1,500000
Daniel Tkaczuk,166,,CAN,40,31,36,57,51,47,35,43,1,500000
Geoff Ward,167,Gulls,CAN,57,41,65,73,55,45,46,54,1,750000
Tom Ward,168,,USA,55,46,50,50,72,45,46,52,1,500000
Todd Woodcroft,170,,CAN,46,58,59,68,46,45,46,54,1,500000
Bob Woods,171,,CAN,51,48,61,45,62,45,46,51,1,500000
Scott Allen,172,,USA,49,65,68,46,71,45,46,57,1,500000
Dave Manson,173,,CAN,52,37,67,59,60,47,35,51,3,500000
Eric Boguniecki,174,,USA,40,37,67,59,60,47,35,51,1,500000
David Cunniff,176,,USA,45,43,51,55,42,47,35,46,1,500000
Kevin Dean,177,,USA,46,59,71,63,43,45,46,55,1,500000
Pat Ferschweiler,179,,USA,47,53,46,51,63,45,46,51,1,500000
Darby Hendrickson,180,,USA,43,48,61,45,62,45,46,51,1,500000
Phil Housley,181,Roadrunners,USA,52,61,67,66,96,68,43,67,3,750000
Ryan Murphy,184,,USA,34,37,67,59,60,47,35,51,1,500000
Toby Petersen,185,,USA,48,45,32,39,47,47,35,41,1,500000
Todd Reirden,186,Unknown,USA,46,79,76,93,70,66,66,75,3,900000
David Urquhart,187,,CAN,35,37,67,59,60,47,35,51,3,500000
Ben Simon,188,,USA,38,56,68,51,50,49,43,53,1,500000
Sergei Brylin,192,,RUS,42,37,67,59,60,47,35,51,1,500000
Nolan Baumgartner,193,,CAN,39,56,54,48,54,45,46,51,0,1000000
Ray Bennett,194,,CAN,53,50,58,64,45,45,46,51,1,500000
Rick Bowness,197,,CAN,61,57,73,44,65,59,39,56,1,500000
Rob Brind'Amour,198,St. Louis Blues,CAN,45,90,91,77,90,66,64,80,2,2500000
Newell Brown,199,,CAN,53,56,54,48,54,45,46,51,0,1500000
Trent Cull,201,Comets,CAN,42,71,40,53,58,50,41,52,2,750000
Blaine Forsythe,203,,CAN,62,59,57,70,53,45,46,55,1,500000
Gerald Gallant,204,Dallas Stars,CAN,52,97,85,80,93,79,67,84,1,1750000
David Oliver,205,,CAN,48,70,50,51,41,45,46,51,3,500000
Chris Hajt,207,,CAN,38,46,50,50,72,45,46,52,1,500000
Jim Hiller,208,,CAN,48,44,56,71,74,45,46,56,1,500000
Doug Houda,209,,CAN,49,53,46,51,63,45,46,51,3,500000
Charlie Huddy,210,Crunch,CAN,56,58,59,68,46,45,46,54,1,850000
Mike Kelly,214,,CAN,57,73,64,60,70,45,46,60,1,500000
Derek King,215,,CAN,48,40,52,38,64,49,39,47,1,500000
Jason King,216,,CAN,34,60,34,45,49,47,35,45,1,500000
Geordie Kinnear,217,,CAN,42,77,65,35,77,53,38,57,1,500000
Greg Rallo,218,,USA,38,37,67,59,60,47,35,51,3,500000
John Madden,221,,CAN,43,43,64,47,47,53,40,49,1,500000
Kevin McCarthy,222,,CAN,59,45,72,55,58,45,46,54,1,500000
Mark Morrison,223,,CAN,52,61,56,41,50,45,46,50,1,500000
Gord Murphy,225,,CAN,50,54,44,57,52,45,46,50,1,500000
Alain Nasreddine,226,,CAN,39,64,47,47,50,45,46,50,0,500000
Nolan Pratt,229,,CAN,40,50,58,64,45,45,46,51,1,500000
Greg Brown,230,,USA,51,70,50,51,41,45,46,51,3,500000
Scott Stevens,231,,CAN,51,30,30,30,30,30,30,30,1,500000
Darryl Sydor,233,Eagles,CAN,42,50,68,59,66,45,46,56,3,600000
Brad Tapper,234,,CAN,39,37,67,59,60,47,35,51,0,500000
Chris Taylor,235,Thunderbirds,CAN,43,53,38,46,55,50,47,48,1,500000
Karl Taylor,236,,CAN,46,75,56,56,67,49,41,57,1,500000
Pascal Vincent,238,Wolf Pack,CAN,44,62,46,71,73,53,43,58,4,900000
Trent Whitfield,239,,CAN,40,51,64,65,44,47,35,51,1,500000
Marty Wilford,240,,CAN,38,61,56,41,50,45,46,50,1,500000
Jay Woodcroft,243,Senators,CAN,38,43,79,69,71,47,35,57,1,950000
Cail MacLean,244,,CAN,42,49,42,40,62,49,39,47,3,100000
David Bell,245,,CAN,42,37,67,59,60,47,35,51,3,100000
Sheldon Brookbank,246,Moose,CAN,29,34,44,32,54,47,35,41,2,700000
Brett McLean,247,,CAN,40,37,67,59,60,47,35,51,3,100000
Gary Agnew,248,,CAN,59,37,67,59,60,47,35,51,3,100000
Joey Mormina,249,,CAN,37,57,57,49,45,47,35,48,3,100000
Paul Boutilier,251,,CAN,55,32,48,52,32,47,35,41,3,100000
Sergei Gonchar,252,,RUS,44,74,59,68,59,45,46,59,3,600000
Ulf Samuelsson,253,,SWE,55,40,40,56,58,45,46,48,3,400000
Joe Sacco,254,,USA,46,59,71,63,43,45,46,55,3,600000
Mike Vellucci,255,Devils,USA,50,58,69,37,40,50,54,51,2,775000
Dan Muse,257,,USA,37,45,72,55,58,45,46,54,3,400000
Don Granato,258,,USA,52,43,43,66,68,45,46,52,3,400000
Ken Klee,259,,USA,48,37,67,59,60,47,35,51,3,100000
Tim Army,260,Phantoms,USA,52,50,60,65,49,49,42,52,1,600000
J.D. Forrest,261,,USA,38,37,67,59,60,47,35,51,3,100000
Jean-Francois Houle,264,,CAN,44,37,67,59,60,47,35,51,3,500000
Jimmy Bonneau,265,,CAN,34,37,67,59,60,47,35,51,3,500000
Joe Cirella,266,,CAN,56,37,67,59,60,47,35,51,3,500000
Patrick Wellar,267,,CAN,36,50,53,64,57,47,35,51,3,500000
Rob Davidson,268,,CAN,42,37,67,59,60,47,35,51,3,500000
Ryan Parent,269,,CAN,32,45,62,62,52,47,35,51,3,500000
Ryan Tobler,270,,CAN,43,37,67,59,60,47,35,51,3,500000
Aaron Schneekloth,271,,CAN,41,59,45,59,55,47,35,50,3,500000
Mike Grier,272,,USA,44,64,47,47,50,45,46,50,3,500000
Marty Johnston,273,,CAN,41,53,39,60,62,47,35,49,3,500000
Jarrod Skalde,274,,CAN,48,67,48,50,30,47,35,46,3,500000
Matt MacDonald,275,,CAN,36,48,58,43,43,47,35,46,3,500000
Gilles Bouchard,276,,CAN,48,51,40,62,31,47,35,44,3,500000
Bob Jones,277,,CAN,49,40,35,53,48,47,35,43,3,500000
Ryan Warsofsky,278,,USA,32,49,59,31,34,47,35,43,3,500000
Jaroslav Modry,279,,CZE,48,63,30,37,39,47,35,42,3,500000
Mike Chiasson,280,,USA,28,40,31,42,37,47,35,39,3,500000
Bob Murray,281,,CAN,64,81,74,55,67,64,60,67,3,3200000
Jeff Daniels,282,,CAN,51,68,68,58,68,45,46,59,3,1800000
Mark Dennehy,283,,USA,51,53,73,73,61,49,33,57,3,500000
Jim Montgomery,284,Monsters,CAN,50,76,97,58,87,66,60,74,2,900000
Drew Bannister,285,,CAN,45,37,42,67,60,49,36,48,3,500000
Jay Varady,286,,USA,41,35,71,44,75,49,43,53,3,500000
Dean Chynoweth,287,,CAN,37,68,68,58,68,45,46,59,3,1800000
Jeremy Colilton,288,Wolves,CAN,34,57,57,88,91,65,52,68,2,600000
A.J. MacLean,289,,CAN,34,37,43,54,63,47,35,47,3,500000
