Name,Number,Team,Country,Age,PH,DF,OF,PD,EX,LD,PO,Contract,Salary
Kirk Muller,93,,CAN,48,74,47,44,57,45,49,53,0,900000
Lane Lambert,94,,CAN,51,59,59,65,47,45,46,54,0,800000
Ken Gernander,95,,USA,45,30,30,30,30,30,30,30,0,650000
Stu Barnes,96,,CAN,48,64,68,56,45,45,46,54,3,400000
John Stevens,97,Ducks,CAN,48,96,99,76,70,63,55,77,3,3000000
Nicholas Carriere,98,,CAN,38,51,30,42,37,47,35,40,1,500000
Mike Yeo,99,Rangers,CAN,41,87,91,66,90,63,59,76,1,2500000
Glen Gulutzan,100,Heat,CAN,44,66,73,63,57,66,57,64,1,700000
Reid Cashman,101,,USA,35,59,35,39,42,47,35,43,1,500000
Peter DeBoer,102,Golden Knights,CAN,46,58,87,82,91,63,58,73,1,2000000
John MacLean,103,,CAN,54,71,51,43,66,48,35,52,3,400000
Bill Peters,104,Blue Jackets,CAN,54,60,68,67,99,66,49,68,2,2000000
Chris Chelios,105,Eagles,USA,56,46,53,45,54,45,46,48,2,500000
Todd McLellan,106,Sharks,CAN,47,97,64,72,67,63,64,71,2,3750000
Davis Payne,107,,CAN,44,58,44,41,62,48,56,52,0,1500000
Ryane Clowe,108,,CAN,35,62,57,59,58,45,46,55,1,500000
Rob Davison,109,,CAN,38,31,67,64,64,47,35,51,3,400000
Dan Bylsma,110,Avalanche,USA,47,30,30,30,30,30,30,30,2,1500000
Rob Cookson,111,,CAN,57,70,43,48,63,45,46,53,1,500000
Kory Cooper,112,,CAN,39,30,30,30,30,30,30,30,1,500000
Greg Cronin,113,,USA,55,62,41,66,65,45,46,54,1,500000
Jack Capuano,114,,USA,48,50,56,59,44,45,54,51,1,2000000
Brett Furguson,115,,CAN,50,67,60,40,40,59,35,50,3,400000
J.J. Daigneault,116,,CAN,52,74,47,44,57,45,46,52,1,500000
Jim Playfair,117,,CAN,51,30,30,30,30,30,30,30,0,700000
Chris Dennis,118,,CAN,50,43,54,60,58,47,35,50,3,400000
Rick Tocchet,119,Stars,CAN,52,94,68,57,88,66,43,69,1,1000000
Manny Malhotra,120,,CAN,38,56,47,47,56,45,46,50,3,400000
Clark Donatelli,121,,USA,52,73,52,73,40,52,50,57,1,500000
Ray Edwards,122,Unknown,CAN,45,73,63,69,62,70,68,85,0,650000
Paul McFarland,123,,CAN,33,50,56,59,44,45,46,50,3,400000
Paul MacLean,124,Reign,FRA,56,30,30,30,30,30,30,30,1,750000
Spencer Carbery,125,,CAN,37,48,64,53,50,47,35,50,3,400000
Steve Potvin,126,,CAN,44,32,65,49,64,47,35,49,3,100000
Steve Spott,127,,CAN,48,44,65,62,68,45,46,55,0,300000
Patrick Roy,128,Jets,CAN,52,82,82,86,86,73,73,72,3,3500000
Jeff Blashill,129,Rocket,USA,41,61,70,60,72,63,49,63,3,850000
Eric Dubois,130,,CAN,48,42,59,64,35,56,43,50,1,500000
Dave Farrish,131,,CAN,61,30,30,30,30,30,30,30,1,500000
Scott Ford,132,,CAN,38,37,39,50,49,47,35,43,1,500000
Benoit Grouix,133,San Antonio ,CAN,50,63,75,67,37,54,46,57,1,600000
Jeff Halpern,134,,USA,42,54,64,57,31,47,35,48,1,500000
Ian Herbers,135,,USA,50,73,48,54,50,45,46,53,1,500000
J.F. Houle,136,,CAN,43,45,55,31,65,47,35,46,1,500000
Kerry Huffman,137,,CAN,50,34,48,65,60,47,35,48,1,500000
Doug Janik,138,,USA,38,44,42,45,39,47,35,42,1,500000
Sheldon Keefe,139,Comets,CAN,37,37,79,75,75,53,56,63,2,700000
Kurt Kleinendorst,140,,USA,57,69,37,41,35,61,41,47,1,500000
Jamie Kompon,142,,CAN,51,63,70,72,59,45,46,59,1,500000
Derek Lalonde,143,,USA,45,44,44,64,69,50,40,52,1,500000
Mark Lamb,144,,CAN,53,30,30,30,30,30,30,30,1,500000
Dan Lambert,145,,CAN,48,30,30,30,30,30,30,30,0,600000
Jay Leach,149,,USA,38,56,75,62,59,49,50,58,1,500000
A.J.  MacLean,151,,CAN,34,47,50,60,42,47,35,47,0,500000
Steve McCarthy,152,,CAN,37,59,32,32,44,47,35,42,1,500000
Kenny McCudden,153,,USA,56,56,64,58,72,45,46,57,1,500000
Rob Nardella,154,,ITA,50,43,54,60,58,47,35,50,1,500000
Jay Pandolfo,155,,USA,43,66,72,68,48,48,47,58,1,500000
Domenic Pittis,156,,CAN,43,55,57,47,45,47,35,48,1,500000
Rich Preston,157,,CAN,66,68,71,56,46,45,46,55,1,500000
Pascal Rheaume,160,,CAN,45,30,30,30,30,30,30,30,1,500000
Michael Ryan,161,,USA,38,44,42,45,39,47,35,42,1,500000
D.J. Smith,164,,CAN,41,47,62,73,71,45,46,57,1,500000
Steve Thomas,165,,CAN,54,30,30,30,30,30,30,30,1,500000
Daniel Tkaczuk,166,,CAN,39,65,68,50,68,45,36,55,1,500000
Geoff Ward,167,Gulls,CAN,56,62,57,59,58,45,46,55,2,750000
Tom Ward,168,,USA,54,58,44,41,62,48,47,50,1,500000
Chuck Weber,169,,USA,45,30,30,30,30,30,30,30,1,500000
Todd Woodcroft,170,,CAN,45,63,53,54,44,45,46,51,1,500000
Bob Woods,171,,CAN,50,41,63,63,59,45,46,53,1,500000
Scott Allen,172,,USA,48,71,51,43,66,48,47,54,1,500000
Eric Boguniecki,174,,USA,39,65,50,42,37,47,35,46,1,500000
Bob Corkum,175,,USA,48,30,30,30,30,30,30,30,1,500000
David Cunniff,176,,USA,44,37,37,54,59,47,35,45,1,500000
Kevin Dean,177,,USA,45,66,72,68,48,48,47,58,1,500000
Stan Drulia,178,,USA,46,37,39,50,49,47,35,43,1,500000
Pat Ferschweiler,179,,USA,46,46,53,45,54,45,46,48,1,500000
Darby Hendrickson,180,,USA,42,41,63,63,59,45,46,53,1,500000
Phil Housley,181,Hurricanes,USA,51,77,58,55,82,66,38,63,2,3000000
Jim Johnson,182,,USA,52,73,48,54,50,45,46,53,1,500000
Joe Mullen,183,,USA,59,30,30,30,30,30,30,30,1,500000
Ryan Murphy,184,,USA,33,59,35,39,42,47,35,43,1,500000
Toby Petersen,185,,USA,47,35,45,55,62,47,35,47,1,500000
Todd Reirden,186,Monsters,USA,45,59,59,65,47,45,46,54,1,800000
Ben Simon,188,,USA,38,54,53,58,52,47,35,50,1,500000
Doug Weight,189,Canucks,USA,43,82,55,88,87,63,54,72,1,1750000
Steve Smith,190,,GBR,50,45,51,50,74,45,46,52,1,500000
Mark Hardy,191,,SWI,57,30,30,30,30,30,30,30,1,500000
Sergei Brylin,192,,RUS,41,62,37,34,43,47,35,43,1,500000
Nolan Baumgartner,193,Wild,CAN,38,56,47,47,56,45,46,50,1,1000000
Ray Bennett,194,,CAN,52,48,59,64,55,45,46,53,1,500000
Jeff Beukeboom,195,,CAN,49,30,30,30,30,30,30,30,1,500000
Tony Borgford,196,,CAN,41,45,55,31,65,47,35,46,1,500000
Rick Bowness,197,,CAN,60,55,61,74,52,59,39,57,1,500000
Rob Brind'Amour,198,Wolves,CAN,44,45,51,50,74,45,46,52,1,600000
Newell Brown,199,,CAN,52,56,47,47,56,45,46,50,0,1500000
Riley Cote,200,,CAN,32,30,30,30,30,30,30,30,1,500000
Trent Cull,201,,CAN,41,73,58,55,38,49,43,53,1,500000
Donald Dufresne,202,,CAN,47,51,30,42,37,47,35,40,1,500000
Blaine Forsythe,203,,CAN,61,59,59,65,47,45,46,54,1,500000
Gerald Gallant,204,Stars,CAN,51,77,88,94,97,63,61,80,2,1750000
Todd Gill,206,,CAN,50,30,30,30,30,30,30,30,1,500000
Chris Hajt,207,,CAN,37,58,44,41,62,48,47,50,1,500000
Jim Hiller,208,,CAN,47,47,62,73,71,45,46,57,1,500000
Doug Houda,209,,CAN,48,46,53,45,54,45,46,48,3,500000
Charlie Huddy,210,,CAN,55,63,70,72,59,45,46,59,1,500000
Doug Jarvis,211,,CAN,59,56,47,47,56,45,46,50,2,700000
Paul Jerrard,212,,CAN,71,50,55,47,43,48,47,48,1,500000
Clement Jodoin,213,,CAN,62,30,30,30,30,30,30,30,1,500000
Mike Kelly,214,,CAN,56,58,66,71,73,45,46,60,1,500000
Derek King,215,,CAN,47,30,40,59,67,47,35,46,1,500000
Jason King,216,,CAN,33,62,49,47,32,47,35,45,1,500000
Geordie Kinnear,217,,CAN,41,52,49,53,46,50,37,48,1,500000
Daniel Lacroix,219,,CAN,47,74,47,44,57,45,46,52,1,500000
Randy Ladouceur,220,,CAN,54,37,47,37,47,47,35,42,1,500000
John Madden,221,,CAN,42,69,38,38,52,50,37,47,1,500000
Kevin McCarthy,222,,CAN,58,52,73,68,41,45,46,54,1,500000
Mark Morrison,223,,CAN,51,68,71,56,46,45,46,55,1,500000
Ryan Mougenel,224,,CAN,39,48,59,30,57,47,35,46,1,500000
Gord Murphy,225,,CAN,49,53,58,61,61,45,46,54,1,500000
Alain Nasreddine,226,,CAN,38,62,57,59,58,45,46,55,0,500000
James Patrick,227,,CAN,51,30,30,30,30,30,30,30,1,500000
Perry Pearn,228,,CAN,65,30,30,30,30,30,30,30,1,500000
Nolan Pratt,229,,CAN,39,48,59,64,55,45,46,53,1,500000
Scott Stevens,231,Bruins,CAN,50,30,30,30,30,30,30,30,2,500000
Steve Stirling,232,,CAN,65,30,30,30,30,30,30,30,1,500000
Darryl Sydor,233,,CAN,41,65,68,50,68,45,46,57,1,500000
Brad Tapper,234,,CAN,38,30,30,30,30,30,30,30,0,500000
Chris Taylor,235,Thunderbirds,CAN,42,41,53,65,73,49,42,54,2,500000
Karl Taylor,236,,CAN,45,51,43,52,53,47,35,47,1,500000
Eric Veilleux,237,,CAN,44,44,55,43,55,50,36,47,0,500000
Pascal Vincent,238,Wolf Pack,CAN,43,49,69,75,41,50,41,54,5,900000
Trent Whitfield,239,,CAN,39,48,64,53,50,47,35,50,1,500000
Marty Wilford,240,,CAN,37,67,60,40,40,47,35,48,1,500000
Darryl Williams,241,,CAN,48,54,45,53,64,45,46,51,1,500000
Rick Wilson,242,,CAN,63,64,68,56,45,45,36,52,1,500000
Jay Woodcroft,243,,CAN,38,73,48,54,50,45,46,53,1,500000
Cail MacLean,244,,CAN,41,55,57,47,45,47,35,48,3,100000
David Bell,245,,CAN,41,59,62,37,48,47,35,48,3,100000
Sheldon Brookbank,246,Moose,CAN,28,30,40,59,67,47,35,46,3,700000
Brett McLean,247,,CAN,39,37,37,54,59,47,35,45,3,100000
Gary Agnew,248,,CAN,58,62,49,47,32,47,35,45,3,100000
Joey Mormina,249,,CAN,36,48,34,44,55,47,35,44,3,100000
Manny Legace,250,,CAN,45,59,32,32,44,47,35,42,3,100000
Paul Boutilier,251,,CAN,55,59,31,35,30,47,35,40,3,100000
Sergei Gonchar,252,,RUS,44,68,54,71,50,45,46,56,3,600000
Ulf Samuelsson,253,,SWE,54,43,51,52,70,45,46,51,3,400000
Joe Sacco,254,,USA,46,66,72,68,48,48,47,58,3,600000
Mike Vellucci,255,,USA,50,44,61,79,64,49,51,58,3,600000
Steve Konowalchuk,256,Griffins,USA,46,68,71,56,46,45,46,55,1,1000000
Dan Muse,257,,USA,36,52,73,68,41,45,46,54,3,400000
Don Granato,258,,USA,51,43,51,52,70,45,46,51,3,400000
Ken Klee,259,,USA,47,54,64,57,31,47,35,48,3,100000
Tim Army,260,Phantoms,USA,52,62,44,62,34,47,35,47,2,600000
J.D. Forrest,261,,USA,37,62,44,62,34,47,35,47,3,100000
Tony Cimellaro,262,,USA,47,59,31,35,30,47,35,40,3,100000
Pat Boller,263,,USA,45,30,30,30,30,30,30,30,3,100000
