Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
420,Thatcher Demko,http://www.tsn.ca/nhl/player-bio/thatcher-demko,0,USA,1995-12-07,192,76,2,False,False,False,False,False,True,True,False,0,800000,800000,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,66,74,93,81,66,69,59,70,64,63,30,44,44,66,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
382,Linus Ullmark,http://www.tsn.ca/nhl/player-bio/linus-ullmark,4,SWE,1993-07-31,221,76,1,False,False,False,False,False,True,True,False,0,925000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,67,80,99,85,66,72,59,71,65,64,30,46,46,67,50,67,5,18592,3,2,0,0,13,131,0,0,0,10,2,5,7,0,0,0,0,0,240,240,4,14342,3,1,0,3,3,67,0,0,1,0,0,4,0,0,1,0,0,0,975,975,False
343,Andrei Vasilevskiy,http://www.tsn.ca/nhl/player-bio/andrei-vasilevskiy,21,RUS,1994-07-24,207,75,2,False,False,False,False,False,True,True,False,0,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,88,87,83,82,89,88,66,86,87,88,65,60,61,84,50,79,15,54658,10,5,0,2,31,471,0,4,0,6,1,15,1,0,2,4,0,40,3425,3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
440,Dylan Ferguson,https://www.tsn.ca/nhl/player-bio/dylan-ferguson-260871/,0,BC,1998-09-20,189,73,3,True,False,False,False,False,True,True,False,0,716666,716666,716666,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,42,50,63,73,40,43,40,46,40,40,30,44,44,43,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
17,Steve Mason,http://www.tsn.ca/nhl/player-bio/steve-mason,20,ONT,1988-05-28,210,76,2,False,False,False,False,False,True,True,False,0,5000000,5000000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,66,66,67,87,71,61,53,66,76,66,73,71,72,66,50,68,1,3600,1,0,0,0,1,30,0,0,0,0,0,1,0,0,1,0,0,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
384,Juuse Saros,https://www.tsn.ca/nhl/player-bio/juuse-saros,2,FIN,1995-04-18,180,71,2,False,False,False,False,False,True,True,False,0,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,80,65,62,63,86,75,72,78,86,80,65,48,48,77,50,71,7,22019,2,4,0,1,18,212,0,0,0,3,0,6,10,0,1,0,1,0,1045,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
19,Ben Bishop,http://www.tsn.ca/nhl/player-bio/ben-bishop,8,USA,1986-11-21,216,79,2,False,False,False,False,False,True,True,False,0,5500000,5500000,0,0,0,0,0,0,0,0,,3,100,0,3,2,2,2,2,2,2,2,2,2,82,76,75,88,82,82,70,81,85,82,74,66,68,80,50,77,14,50552,6,6,2,0,44,500,0,2,1,10,2,13,1,0,2,2,1,380,2520,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
421,Lars Johansson,http://www.tsn.ca/nhl/player-bio/lars-johansson,0,SWE,1987-07-10,198,73,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,59,67,84,75,58,62,54,63,58,57,30,44,44,59,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
385,Matthew O'Connor,http://www.tsn.ca/nhl/player-bio/matthew-oconnor,23,ONT,1992-02-14,186,77,1,False,False,False,False,False,True,True,False,0,650000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,52,65,81,81,48,52,50,57,49,49,30,44,44,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
22,Corey Crawford,http://www.tsn.ca/nhl/player-bio/corey-crawford,26,QUE,1984-12-31,216,74,3,False,False,False,False,True,True,True,False,0,6850000,6850000,6850000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,80,71,70,82,86,75,77,81,86,80,94,66,71,80,50,77,11,39151,8,1,1,1,18,291,0,0,0,6,3,10,6,0,2,0,1,0,2395,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
386,Zachary Fucale,https://www.tsn.ca/nhl/player-bio/zachary-fucale,28,QUE,1995-05-28,187,74,3,True,False,False,False,False,True,True,False,0,863000,863000,863000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,51,63,79,74,47,51,50,56,48,48,30,44,44,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
422,Mackenzie Blackwood,http://www.tsn.ca/nhl/player-bio/mackenzie-blackwood,31,ONT,1996-12-08,224,76,3,True,False,False,False,False,True,True,False,0,913333,913333,913333,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,50,63,79,90,45,52,50,55,49,49,30,44,44,52,50,55,3,7677,1,2,0,0,10,73,0,2,0,3,0,2,9,0,0,0,0,0,60,60,1,3600,1,0,0,0,2,13,0,0,0,0,0,1,5,0,0,0,0,0,0,0,False
25,Michael Leighton,http://www.tsn.ca/nhl/player-bio/michael-leighton,23,ONT,1981-05-19,186,75,2,False,False,False,False,True,True,True,False,0,650000,650000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,48,54,68,76,45,49,50,54,49,49,30,44,44,50,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
26,Anton Khudobin,http://www.tsn.ca/nhl/player-bio/anton-khudobin,5,KAZ,1986-05-07,195,71,1,False,False,False,False,False,True,True,False,0,1200000,0,0,0,0,0,0,0,0,0,,3,100,0,2,2,2,2,2,2,2,2,2,2,75,59,59,71,77,72,68,72,83,75,45,60,60,72,50,69,8,26674,2,3,2,0,21,223,0,0,0,3,3,7,6,0,1,0,1,0,780,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
27,Peter Budaj,http://www.tsn.ca/nhl/player-bio/peter-budaj,2,SVK,1982-09-17,196,73,2,False,False,False,False,True,True,True,False,0,1025000,1025000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,51,65,81,73,46,51,50,56,48,48,30,68,69,52,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,False
28,John Curry,,0,USA,1984-07-01,185,71,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,55,54,69,61,66,58,61,65,66,59,55,74,66,15,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
387,Leland Irving,https://www.tsn.ca/nhl/player-bio/leland-irving,0,AB,1988-04-11,177,72,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,56,52,65,63,59,57,50,58,55,54,30,44,44,55,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
388,Tristan Jarry,http://www.tsn.ca/nhl/player-bio/tristan-jarry,1,BC,1995-04-25,194,74,2,False,False,False,False,False,True,True,False,0,905000,905000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,69,73,69,76,69,68,64,68,78,69,65,46,46,69,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54264,13,3,0,4,25,241,0,0,2,0,0,16,0,0,1,1,1,0,1855,1855,False
389,Zane McIntyre,https://www.tsn.ca/nhl/player-bio/zane-mcintyre,12,USA,1992-08-20,206,74,2,False,False,False,False,False,True,True,False,0,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,62,70,88,79,61,69,57,66,65,63,30,44,44,64,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28790,6,2,0,1,16,119,0,2,0,0,0,8,8,0,0,1,0,0,280,280,False
390,Eddie Pasquale,http://www.tsn.ca/nhl/player-bio/edward-pasquale,25,ONT,1990-11-19,215,75,2,False,False,False,False,False,True,True,False,0,700000,700000,0,0,0,0,0,0,0,0,,0,100,0,1,0,0,0,0,0,0,0,0,0,63,55,69,84,65,66,64,69,68,67,30,44,44,64,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
33,Mike Smith,http://www.tsn.ca/nhl/player-bio/mike-smith,3,ONT,1982-03-21,215,76,3,False,False,False,False,True,True,True,False,0,5800000,5800000,5800000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,82,85,83,86,82,82,66,80,85,82,60,72,73,80,50,78,15,53741,12,2,1,1,33,416,0,2,1,14,1,15,1,0,1,0,3,100,2530,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
423,Nick Ellis,http://www.tsn.ca/nhl/player-bio/nick-ellis-173422,0,USA,1994-01-17,180,73,2,False,False,False,False,False,True,True,False,0,600000,600000,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,51,56,70,68,49,53,50,56,51,51,30,44,44,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
391,Daniel Altshuller,http://www.eliteprospects.com/player.php?player=78200,0,ONT,1994-07-24,205,75,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,55,53,66,81,57,56,51,59,55,54,30,44,44,55,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
392,Tom McCollum,http://www.tsn.ca/nhl/player-bio/tom-mccollum,20,USA,1989-12-06,226,74,1,False,False,False,False,False,True,True,False,0,985000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,58,55,69,85,60,60,55,62,59,58,30,44,44,58,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
37,Cory Schneider,http://www.tsn.ca/nhl/player-bio/cory-schneider,25,USA,1986-03-18,205,75,1,False,False,False,False,False,True,True,False,0,6000000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,72,80,78,79,75,70,60,69,77,72,44,68,69,71,50,71,16,58724,10,5,1,1,42,513,0,0,1,12,4,16,0,0,5,0,0,0,3355,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
424,Brandon Halverson,http://www.tsn.ca/nhl/player-bio/brandon-halverson,0,USA,1996-03-28,212,76,2,False,False,False,False,False,True,True,False,0,650000,650000,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,53,48,60,83,56,54,50,57,54,53,30,44,44,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
394,Eetu Laurikainen,http://www.tsn.ca/nhl/player-bio/eetu-laurikainen,0,FIN,1993-07-01,185,72,0,True,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,57,75,54,67,57,64,39,55,52,49,54,44,44,1,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
395,Spencer Martin,http://www.tsn.ca/nhl/player-bio/spencer-martin,30,ONT,1995-06-07,210,75,2,False,False,False,False,False,True,True,False,0,894000,894000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,53,72,90,80,48,55,50,58,50,50,30,44,44,54,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
44,Roberto Luongo,http://www.tsn.ca/nhl/player-bio/roberto-luongo,15,QUE,1979-04-04,217,75,3,False,False,False,False,True,True,True,False,0,7500000,7500000,7500000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,87,67,70,84,93,81,71,86,94,87,79,86,90,84,50,82,15,54982,9,4,2,1,36,457,0,4,0,8,1,15,1,1,2,0,1,0,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
45,Craig Anderson,http://www.tsn.ca/nhl/player-bio/craig-anderson,16,USA,1981-05-21,187,74,1,False,False,False,False,True,True,True,False,0,2000000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,64,79,78,72,61,66,52,64,63,64,64,73,75,64,50,65,3,10743,1,2,0,0,5,75,0,0,0,0,0,3,12,0,0,0,0,60,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
397,Philippe Desrosiers,http://theahl.com/stats/player.php?id=5584,0,QUE,1995-08-15,195,73,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,48,44,55,74,48,47,50,53,49,49,30,44,44,49,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
398,Ken Appleby,https://www.tsn.ca/nhl/player-bio/ken-appleby,4,ONT,1995-04-10,207,76,3,True,False,False,False,False,True,True,False,0,650000,650000,650000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,52,59,74,84,49,55,53,58,54,54,30,44,44,54,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,False
399,Jon Gillies,http://www.tsn.ca/nhl/player-bio/jon-gillies,1,USA,1994-01-21,223,78,2,False,False,False,False,False,True,True,False,0,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,50,73,69,89,50,50,61,51,62,50,65,45,45,56,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3336,0,0,0,0,2,25,0,0,0,0,0,0,16,0,0,0,0,0,0,0,False
49,Antti Niemi,http://www.tsn.ca/nhl/player-bio/antti-niemi,11,FIN,1983-08-28,215,74,2,False,False,False,False,False,True,True,False,0,6500000,6500000,0,0,0,0,0,0,0,0,,0,100,0,3,2,2,2,2,2,2,2,2,2,76,60,62,80,84,69,56,77,81,76,87,70,74,73,50,71,1,2715,0,0,1,0,0,16,0,0,0,6,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
400,Jussi Olkinuora,http://www.tsn.ca/nhl/player-bio/juho-olkinuora,0,FIN,1990-07-01,201,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,47,75,48,74,42,50,35,47,39,38,43,44,44,1,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
51,Carey Price,http://www.tsn.ca/nhl/player-bio/carey-price,17,BC,1987-08-15,226,75,2,False,False,False,False,False,True,True,False,0,8000000,8000000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,79,78,75,84,82,76,63,80,77,79,86,73,76,68,50,75,14,51551,7,5,2,0,36,481,0,0,1,10,4,14,2,0,3,0,0,0,2840,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
401,Nick Schneider,http://www.eliteprospects.com/player.php?player=153091,0,AB,1997-07-01,181,74,0,True,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,64,70,47,68,65,66,54,66,61,60,62,44,44,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
53,Jaroslav Halak,http://www.tsn.ca/nhl/player-bio/jaroslav-halak,22,SVK,1985-05-13,181,71,3,False,False,False,False,True,True,True,False,0,4500000,4500000,4500000,0,0,0,0,0,0,0,,2,100,0,2,2,2,2,2,2,2,2,2,2,77,84,82,66,78,76,54,76,78,77,70,70,72,75,50,72,15,52659,2,13,0,1,48,447,0,0,0,0,0,15,0,1,0,0,2,0,1515,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
402,Jason Kasdorf,http://www.tsn.ca/nhl/player-bio/jason-kasdorf,0,MB,1992-07-01,178,75,0,True,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,62,62,45,67,62,62,62,62,62,62,62,44,44,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
425,Eamon McAdam,http://www.tsn.ca/nhl/player-bio/eamon-mcadam,0,USA,1994-09-23,199,75,2,False,False,False,False,False,True,True,False,0,600000,600000,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,61,49,61,80,64,60,64,68,64,64,30,44,44,62,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
403,Charlie Lindgren,http://www.tsn.ca/nhl/player-bio/charlie-lindgren,20,USA,1993-12-17,190,74,3,False,False,False,False,False,True,True,False,0,1000000,1000000,1000000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,71,79,74,68,80,62,58,70,78,71,65,45,45,70,50,66,5,13543,1,2,1,0,12,118,0,0,0,5,2,4,12,0,0,0,1,0,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
