Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,0,1162630,68390,69,10,50,False,19,0,,L1,4,5,0,0,0,0,0,9,4,5,0,0,0,0,0,8,28,48,5,3,2,0,0,0,0,0,18,26,14,2,12,2,0,315,458,137,111,116,88,0,11,10,7,0,16498,9932,5970,3505,7007,2724,0,28,55,83,26,145,119,279,88,189,61,157,0,
20,Wolf Pack,HFD,Hartford,Orr Division,Eastern Conference,0,0,0,0,439833,25873,28,10,50,False,26,0,,W1,2,7,0,0,0,0,1,10,2,7,0,0,0,0,1,5,32,66,5,2,2,0,0,0,0,1,17,27,13,4,8,1,0,361,561,154,133,102,125,4,12,11,9,0,17816,11399,7085,4116,8035,3070,0,32,62,94,18,242,111,282,106,251,67,182,0,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,0,1257834,73990,48,10,50,False,6,0,,W3,5,0,0,0,2,1,1,9,5,0,0,0,2,1,1,15,57,31,5,3,0,0,0,2,0,0,38,17,23,6,28,8,1,341,181,46,103,122,108,21,24,19,13,2,7994,19526,5906,2549,15538,3524,0,57,97,154,72,198,97,147,160,240,114,168,0,
22,Phantoms,LVP,Lehigh Valley,Orr Division,Eastern Conference,2094,1992,243,0,632667,37216,33,10,50,False,2,0,,W9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,18,69,14,4,4,0,0,0,0,0,0,33,6,10,1,25,1,1,579,243,63,164,213,202,0,37,23,9,0,8696,17893,5811,2675,14420,3377,2,69,126,195,52,206,173,242,210,302,112,148,0,
23,Falcons,SPG,Springfield,Pacific Division,Western Conference,0,0,0,0,967000,56882,163,10,50,False,22,0,,L1,1,7,0,0,1,1,0,10,1,7,0,0,1,1,0,5,30,56,5,1,3,0,0,0,1,0,18,27,15,1,16,4,0,425,573,171,139,139,143,9,13,10,6,1,17962,11879,6617,3813,8469,2996,0,30,57,87,30,212,113,312,117,263,68,179,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Orr Division,Eastern Conference,0,0,0,0,449500,26441,37,10,50,False,18,0,,L2,2,6,0,0,0,1,0,9,2,6,0,0,0,1,0,6,35,44,5,1,3,0,0,0,1,0,18,22,11,2,8,3,0,413,370,105,117,166,129,4,14,16,4,2,11562,14843,6295,3201,11176,3242,0,35,62,97,18,256,95,223,122,280,67,147,0,
25,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,0,470500,27676,230,10,50,False,16,0,,L3,5,5,0,0,0,0,0,10,5,5,0,0,0,0,0,10,45,42,5,2,3,0,0,0,0,0,20,21,8,2,16,3,0,349,366,115,115,105,129,0,15,16,14,0,13008,16146,6846,3339,12344,3661,1,45,81,126,36,276,93,218,126,262,80,184,0,
26,Barracuda,SJB,San Jose,Pacific Division,Western Conference,0,0,0,0,1079817,63519,86,10,50,False,20,0,,L1,4,6,0,0,0,0,0,10,4,6,0,0,0,0,0,8,34,54,5,3,2,0,0,0,0,0,18,25,13,2,11,4,0,402,517,138,153,126,123,0,14,15,5,0,17857,11327,6816,4026,8066,3077,0,34,62,96,20,224,124,285,119,266,81,168,0,
27,Crunch,SYR,Syracuse,Southeast Division,Eastern Conference,0,0,0,0,1724083,101417,234,10,50,False,21,0,,W1,3,7,0,0,0,0,0,10,3,7,0,0,0,0,0,6,28,45,5,2,3,0,0,0,0,0,16,22,26,5,25,5,1,356,313,70,115,121,120,0,16,5,7,0,12570,17031,6399,3380,13271,3375,0,28,46,74,61,240,68,210,106,287,57,173,1,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,0,1006417,59201,74,10,50,False,14,0,,W2,7,2,0,0,0,0,1,10,7,2,0,0,0,0,1,15,44,38,5,3,1,0,0,0,0,1,24,20,24,5,19,3,0,355,299,98,106,127,122,3,16,17,11,0,14547,15191,6562,3597,11519,3389,0,44,79,123,46,180,108,236,148,275,75,167,0,
29,Comets,UTI,Utica,Northwest Division,Western Conference,0,0,0,0,2576917,151583,139,10,50,False,31,0,,L6,1,9,0,0,0,0,0,10,1,9,0,0,0,0,0,2,23,69,5,1,4,0,0,0,0,0,16,28,17,2,7,4,0,301,548,145,93,87,121,0,13,6,4,0,21646,8161,6193,4098,5576,2343,0,23,45,68,16,181,109,312,70,213,63,170,0,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,0,1713167,100775,88,10,50,False,25,0,,L1,2,7,0,0,0,0,0,9,2,7,0,0,0,0,0,4,25,58,4,2,2,0,0,0,0,0,18,24,20,3,10,3,0,239,483,129,81,82,76,0,12,6,7,0,18815,7943,5642,3718,5461,2305,0,25,48,73,30,163,90,256,62,178,66,161,0,
31,Knights,REK,Reno,Northwest Division,Western Conference,0,0,0,0,1115916,65642,198,10,50,False,3,0,,W1,8,1,0,0,0,0,0,9,8,1,0,0,0,0,0,16,75,20,5,4,1,0,0,0,0,0,38,13,21,6,26,5,2,475,152,52,164,144,167,0,33,26,16,0,7202,19874,5324,2319,16342,3327,3,75,117,192,76,170,77,143,191,298,105,171,0,
