Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,328639,1148167,4764,129,82,50,False,19,0,,W2,4,6,0,0,0,0,0,33,18,11,0,1,1,1,1,42,120,88,16,9,5,0,1,1,0,0,57,41,39,12,30,6,0,1187,1205,315,334,415,436,9,39,49,30,3,45480,51474,22566,12131,39085,11573,3,120,189,309,56,586,513,1137,532,972,274,493,0,
12,City Barons,OCB,Oklahoma,Northwest Division,Western Conference,0,0,0,331337,1071528,4446,37,82,50,False,10,0,,W1,4,1,0,2,1,1,1,29,18,4,0,2,1,1,3,46,152,71,16,10,3,0,1,0,0,2,86,40,34,7,33,3,1,1381,864,249,478,459,432,27,71,44,34,6,30044,55540,20377,9330,43023,11695,4,152,257,409,71,515,465,792,732,1051,308,484,0,
13,Rampage,SAR,San Antonio,Southeast Division,Eastern Conference,0,0,0,143776,285500,1185,17,82,50,False,30,0,,L5,0,9,0,0,1,0,0,31,4,26,0,0,1,0,0,9,82,243,16,3,12,0,0,1,0,0,45,123,21,3,18,5,1,1009,2256,642,331,363,312,3,35,31,16,0,68627,23290,19979,12794,15440,7363,0,82,161,243,44,580,385,1140,244,710,202,606,0,
14,Monarchs,MAN,Manchester,Pacific Division,Western Conference,0,0,0,317622,881917,3659,16,82,50,False,29,0,,L18,0,10,0,0,0,0,0,33,1,32,0,0,0,0,0,2,59,258,16,1,15,0,0,0,0,0,29,122,33,3,9,3,0,985,2342,625,313,331,341,0,28,14,17,0,73401,24123,21276,13916,15669,7707,0,59,118,177,13,587,283,1195,237,806,163,600,0,
15,Aeros,HOU,Houston,Northwest Division,Western Conference,0,0,0,314179,1020833,4236,94,82,50,False,20,0,,W2,3,5,0,0,1,0,1,32,7,21,0,1,1,1,1,20,78,139,16,6,8,0,1,0,0,1,50,58,27,3,18,2,0,1126,2079,561,341,374,404,12,30,21,25,2,68826,26579,20713,13579,17998,8160,0,78,152,230,38,627,504,1753,282,808,160,510,0,
16,Bulldogs,HAM,Hamilton,Northeast Division,Eastern Conference,0,0,0,281568,818083,3395,73,82,50,False,21,0,,W1,4,6,0,0,0,0,0,32,8,24,0,0,0,0,0,16,111,224,16,5,11,0,0,0,0,0,66,106,48,5,21,2,0,1272,2022,546,395,420,457,0,48,38,25,0,62563,30775,21862,13235,21016,9186,0,111,213,324,42,636,366,1107,322,849,235,614,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,366120,1233083,5117,8,82,50,False,12,0,,W1,5,3,0,1,0,1,0,30,14,12,0,2,0,2,0,36,146,103,16,11,4,0,0,0,1,0,96,47,59,19,43,9,0,1374,941,301,468,430,455,29,75,36,31,4,36782,50905,21210,10498,38769,11365,1,146,252,398,89,578,442,806,647,990,332,510,1,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,478367,1136500,4716,52,82,50,False,6,0,,W5,8,1,0,0,0,1,0,33,22,6,0,0,1,3,1,52,147,53,16,12,1,0,0,1,1,1,73,21,47,9,49,9,1,1403,809,239,408,495,478,39,55,54,35,8,33543,63072,23415,10879,48084,13500,6,147,264,411,117,675,539,881,689,1094,297,503,0,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,241316,917750,3808,126,82,50,False,28,0,,L9,1,9,0,0,0,0,0,32,3,27,0,1,0,0,1,9,75,232,16,1,13,0,1,0,0,1,39,112,26,1,16,5,0,1086,2158,603,344,367,368,9,31,31,12,1,66589,27531,21525,13356,18612,8364,0,75,145,220,33,671,341,1097,271,806,191,620,0,
20,Whale,CON,Connecticut,Orr Division,Eastern Conference,0,0,0,247441,1200000,4979,115,82,50,False,18,0,,L2,5,5,0,0,0,0,0,32,14,17,0,0,0,0,1,29,144,164,15,9,5,0,0,0,0,1,75,66,45,8,44,10,0,1566,1258,385,507,562,496,3,72,46,26,0,41090,52468,21942,10964,40130,11358,0,144,229,373,131,649,425,725,679,1078,372,589,1,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,598836,1581917,6564,18,82,50,False,13,0,,L1,5,4,0,0,1,0,0,29,22,6,0,0,1,0,0,45,170,57,16,11,5,0,0,0,0,0,89,32,36,6,49,4,0,1456,645,166,531,455,470,0,89,43,38,0,25834,58968,19689,8678,46513,11506,3,170,312,482,108,584,406,659,713,999,340,494,0,
22,Phantoms,ADP,Adirondack,Orr Division,Eastern Conference,159,0,2522,281560,681417,2827,60,82,50,False,14,0,,L1,5,3,0,0,1,0,1,32,20,7,0,0,1,1,3,46,167,95,15,10,2,0,0,1,0,2,79,45,49,12,41,10,0,1543,1329,365,511,499,520,29,72,57,37,4,47595,47377,21676,11935,36115,10640,1,167,293,460,89,666,460,1237,454,995,228,539,1,
23,Pirates,POR,Portland,Pacific Division,Western Conference,0,0,0,544991,1822583,7563,95,82,50,False,9,0,,W2,6,3,0,0,0,0,1,31,16,14,0,0,0,0,1,33,135,127,16,10,6,0,0,0,0,0,81,63,47,10,36,6,1,1183,940,271,381,404,395,5,64,43,28,0,38558,51871,21471,10636,39475,11431,3,135,232,367,88,568,326,642,528,947,295,553,0,
24,Penguins,WBS,Wilkes-Barre Scranton,Orr Division,Eastern Conference,0,0,0,785290,2026944,8411,100,82,50,False,2,0,,W2,7,2,0,0,0,1,0,34,23,9,0,0,0,2,0,50,206,63,15,11,4,0,0,0,0,0,87,29,60,9,102,11,3,1637,805,203,565,536,525,16,106,51,47,3,33757,65468,23775,11142,50352,13661,10,206,362,568,232,833,505,863,756,1178,397,594,0,
25,Rivermen,PEO,Peoria,Central Division,Western Conference,0,0,0,321125,882600,3662,5,82,50,False,11,0,,W1,6,1,0,2,0,0,1,33,19,8,0,2,3,0,1,46,135,92,16,9,4,0,2,1,0,0,67,34,46,7,49,10,0,1220,1157,343,400,410,397,16,58,52,23,2,42200,53664,23878,11838,39973,12871,2,135,236,371,139,797,452,1089,452,1009,235,516,0,
26,Sharks,WOR,Worcester,Pacific Division,Western Conference,0,0,0,627722,1734833,7198,6,82,50,False,4,0,,W8,9,0,0,0,0,1,0,31,25,4,0,0,0,1,1,53,199,75,16,12,2,0,0,0,1,1,110,40,46,8,39,6,2,1599,824,230,528,527,541,10,95,59,44,1,31804,58763,21633,10046,46035,12272,3,199,336,535,115,520,474,762,739,1105,367,557,0,
27,Admirals,NOR,Norfolk,Southeast Division,Eastern Conference,0,0,0,755546,2055333,8528,75,82,50,False,1,0,,W11,10,0,0,0,0,0,0,31,27,4,0,0,0,0,0,54,225,51,16,14,2,0,0,0,0,0,125,23,42,11,44,8,1,1786,630,191,573,617,596,0,117,68,40,0,26415,64965,20220,8671,52196,12251,3,225,408,633,97,636,438,657,802,1091,389,545,0,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,248497,854500,3546,127,82,50,False,22,0,,L1,1,7,0,1,1,0,0,31,6,23,0,1,1,0,0,15,108,213,16,4,11,0,1,0,0,0,63,102,27,5,20,4,1,1361,2226,621,452,399,505,5,42,30,35,1,61033,30268,20692,12418,21088,8805,0,108,211,319,61,673,427,1151,334,809,234,629,0,
29,Wolves,CHI,Chicago,Northwest Division,Western Conference,0,0,0,140335,553250,2296,103,82,50,False,16,0,,W1,4,4,0,0,0,1,1,31,14,14,0,0,0,2,1,33,129,122,16,6,7,0,0,0,2,1,63,62,31,2,19,3,0,1607,1328,422,559,466,565,25,58,39,30,3,47368,44127,21005,11780,33466,10065,0,129,220,349,43,648,599,1145,642,1097,295,547,2,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,107367,233000,967,109,82,50,False,24,0,,OTW1,2,7,0,1,0,0,0,33,6,26,0,1,0,0,0,14,111,253,16,4,11,0,1,0,0,0,64,115,24,3,16,4,0,1350,2231,665,438,443,468,1,58,28,24,1,67340,29390,22157,13637,20226,8939,0,111,218,329,44,686,374,1186,354,844,221,665,2,
