Own by Team,From Team,Year,Round
8,8,7,4
8,8,11,4
8,8,11,5
8,8,8,5
8,8,8,6
8,8,8,7
8,8,9,2
8,8,11,6
8,8,10,1
8,8,9,3
8,8,9,4
8,8,9,5
8,8,9,6
8,8,9,7
8,8,11,7
8,8,10,2
8,8,10,3
8,8,10,4
8,8,10,5
8,8,10,6
8,8,10,7
8,3,7,3
8,11,7,4
8,8,7,5
8,13,7,4
8,8,7,6
8,20,10,7
9,26,7,6
9,9,10,1
9,9,11,1
9,9,11,2
9,9,8,1
9,9,11,3
9,9,11,4
9,9,8,2
9,9,9,1
9,9,7,1
9,9,8,3
9,9,11,5
9,9,9,2
9,9,10,2
9,9,8,4
9,9,8,5
9,9,8,6
9,9,8,7
9,9,9,3
9,9,9,4
9,9,11,6
9,9,10,3
9,9,10,4
9,9,9,5
9,9,10,5
9,9,9,6
9,9,10,6
9,27,7,2
9,9,10,7
9,9,11,7
9,9,9,7
10,19,7,7
10,10,11,1
10,10,11,2
10,10,11,3
10,10,11,4
10,10,11,5
10,10,11,6
10,17,7,6
10,10,11,7
10,16,7,4
10,24,7,6
10,10,7,7
10,10,8,1
10,10,8,2
10,10,9,1
10,10,8,3
10,10,8,7
10,10,9,2
10,10,9,3
10,10,9,4
10,10,9,5
10,10,9,6
10,10,9,7
10,10,10,1
10,10,10,2
10,10,10,3
10,10,10,4
10,10,10,5
10,10,10,6
10,10,10,7
11,11,11,1
11,11,11,2
11,11,11,3
11,17,7,4
11,20,8,7
11,11,11,4
11,11,11,5
11,11,7,1
11,11,7,2
11,11,7,3
11,21,8,5
11,11,11,6
11,11,7,6
11,11,7,7
11,11,8,1
11,11,8,2
11,11,8,3
11,11,8,4
11,11,8,5
11,11,8,6
11,11,8,7
11,11,9,1
11,11,9,2
11,11,9,3
11,11,9,4
11,11,9,5
11,11,9,6
11,11,9,7
11,11,11,7
11,23,7,4
11,28,7,3
11,11,10,1
11,11,10,2
11,11,10,3
11,11,10,4
11,11,10,5
11,11,10,6
11,21,7,2
11,11,10,7
11,28,7,7
12,12,8,1
12,29,8,3
12,12,11,1
12,12,11,2
12,12,7,1
12,12,11,3
12,12,10,1
12,15,7,6
12,12,11,4
12,12,9,1
12,12,11,5
12,12,7,2
12,12,7,3
12,12,7,4
12,12,8,2
12,12,7,5
12,12,9,2
12,12,9,3
12,12,8,3
12,12,9,4
12,12,7,6
12,12,11,6
12,12,10,2
12,12,9,5
12,12,10,3
12,12,9,6
12,12,9,7
12,12,11,7
12,12,10,4
12,12,10,5
12,12,10,6
12,12,10,7
12,23,7,3
12,7,9,7
12,12,8,4
12,12,8,5
12,12,8,6
12,12,8,7
13,13,11,1
13,13,7,1
13,13,11,2
13,13,11,3
13,13,11,4
13,13,11,5
13,13,11,6
13,13,7,2
13,5,7,2
13,13,11,7
13,13,7,5
13,13,7,6
13,24,8,2
13,13,7,7
13,13,9,1
13,13,8,1
13,13,8,2
13,13,8,3
13,13,8,4
13,13,8,5
13,13,8,6
13,13,9,2
13,13,8,7
13,13,9,3
13,13,10,1
13,13,9,4
13,13,9,5
13,13,9,6
13,13,10,2
13,13,9,7
13,13,10,3
13,13,10,4
13,13,10,5
13,13,10,6
13,13,10,7
14,14,7,1
14,14,7,2
14,14,11,1
14,14,11,2
14,14,11,3
14,14,11,4
14,14,7,4
14,14,7,5
14,14,7,6
14,14,8,1
14,14,8,2
14,14,11,5
14,14,8,3
14,14,9,1
14,14,8,4
14,14,8,5
14,14,8,6
14,14,10,1
14,14,8,7
14,14,9,2
14,14,10,2
14,14,9,3
14,14,11,6
14,14,9,4
14,14,9,5
14,14,9,6
14,14,10,3
14,14,10,4
14,14,9,7
14,14,10,5
14,14,10,6
14,14,10,7
14,23,7,5
14,14,11,7
14,6,7,7
14,9,7,7
15,15,11,1
15,15,10,1
15,15,7,1
15,15,11,2
15,15,10,2
15,15,10,3
15,15,8,1
15,15,8,2
15,15,8,3
15,15,10,4
15,15,11,3
15,15,10,5
15,15,8,4
15,15,8,5
15,15,8,6
15,15,8,7
15,15,11,4
15,15,10,6
15,15,10,7
15,15,11,5
15,15,11,6
15,15,9,1
15,15,11,7
15,15,9,2
15,15,9,3
15,15,9,4
15,15,9,5
15,15,9,6
15,15,9,7
15,15,7,5
15,15,7,7
16,16,11,1
16,16,11,2
16,16,11,3
16,16,8,1
16,16,11,4
16,16,11,5
16,16,11,6
16,16,7,1
16,16,7,2
16,16,8,2
16,16,10,1
16,16,7,3
16,6,7,1
16,18,7,2
16,16,8,3
16,16,10,2
16,1,7,4
16,1,8,3
16,5,7,3
16,8,7,3
16,16,10,3
16,16,9,1
16,16,9,2
16,16,9,3
16,16,9,4
16,16,10,4
16,16,9,5
16,16,10,5
16,16,10,6
16,16,10,7
16,16,11,7
16,16,9,6
16,16,9,7
17,24,7,4
17,27,7,3
17,5,7,4
17,15,7,4
17,17,11,1
17,17,11,2
17,17,11,3
17,17,7,2
17,17,7,3
17,17,11,4
17,17,7,5
17,17,11,5
17,17,8,1
17,17,8,2
17,17,11,6
17,17,10,1
17,17,11,7
17,17,10,2
17,17,8,3
17,17,8,4
17,17,9,1
17,17,9,2
17,17,9,3
17,17,9,4
17,17,8,5
17,17,9,5
17,17,9,6
17,4,7,5
17,17,10,3
17,17,10,4
17,17,9,7
17,17,10,5
17,17,8,6
17,17,8,7
17,17,10,6
17,17,10,7
18,18,11,1
18,18,10,1
18,18,11,2
18,18,10,2
18,18,11,3
18,18,11,4
18,18,11,5
18,15,7,3
18,20,7,6
18,16,7,5
18,18,8,1
18,18,11,6
18,16,7,6
18,18,7,6
18,18,8,2
18,18,8,3
18,18,8,4
18,18,8,5
18,18,7,7
18,18,8,6
18,18,8,7
18,18,10,3
18,18,9,1
18,18,10,4
18,18,11,7
18,18,9,2
18,18,9,3
18,18,9,4
18,18,9,5
18,18,9,6
18,18,9,7
18,18,10,5
18,18,10,6
18,18,10,7
18,22,7,5
19,19,11,1
19,19,7,1
19,19,10,1
19,19,11,2
19,19,11,3
19,19,11,4
19,19,9,1
19,7,7,1
19,21,7,6
19,19,7,4
19,19,9,2
19,19,7,5
19,19,7,6
19,19,8,1
19,19,9,3
19,19,8,2
19,19,8,3
19,10,7,3
19,6,8,1
19,10,8,5
19,19,8,6
19,19,9,4
19,19,8,7
19,19,9,5
19,19,9,6
19,19,9,7
19,19,10,2
19,19,10,3
19,19,11,5
19,19,11,6
19,19,11,7
19,10,8,6
19,19,10,4
19,19,10,5
19,19,10,6
19,19,10,7
19,20,8,5
19,25,7,5
20,20,10,1
20,20,11,1
20,20,11,2
20,20,10,2
20,20,10,3
20,20,10,4
20,4,8,7
20,20,11,3
20,6,7,6
20,20,11,4
20,20,10,5
20,20,9,1
20,20,10,6
20,20,11,5
20,20,11,6
20,20,8,2
20,20,8,3
20,20,8,4
20,20,7,1
20,20,11,7
20,20,8,6
20,19,7,3
20,20,9,2
20,20,9,3
20,20,9,4
20,20,9,5
20,20,9,6
20,20,9,7
20,20,7,4
21,21,10,1
21,21,8,1
21,6,7,5
21,21,10,2
21,21,10,3
21,21,10,4
21,21,10,5
21,21,10,6
21,21,10,7
21,6,8,3
21,21,9,1
21,21,11,1
21,21,7,5
21,1,7,2
21,21,11,2
21,21,11,3
21,21,11,4
21,21,8,4
21,21,11,5
21,21,8,6
21,21,11,6
21,21,9,2
21,21,9,3
21,21,9,4
21,21,9,5
21,21,9,6
21,21,9,7
21,21,11,7
21,5,7,6
21,16,8,6
21,30,7,5
21,29,7,5
21,7,8,1
21,9,7,3
21,29,7,3
21,16,8,5
21,28,7,1
21,7,7,7
22,22,10,1
22,22,11,1
22,22,10,2
22,22,10,3
22,22,10,4
22,22,10,5
22,22,10,6
22,22,7,1
22,4,7,3
22,22,7,4
22,7,7,5
22,22,8,1
22,22,7,6
22,22,9,1
22,22,7,7
22,22,8,2
22,22,9,2
22,22,8,3
22,22,9,3
22,22,9,4
22,22,8,4
22,22,9,5
22,22,9,6
22,22,10,7
22,22,11,2
22,22,9,7
22,22,11,3
22,22,11,4
22,22,11,5
22,22,11,6
22,22,11,7
22,22,8,5
22,22,8,6
22,22,8,7
23,23,11,1
23,23,11,2
23,23,10,1
23,23,11,3
23,17,7,1
23,23,7,1
23,23,11,4
23,23,7,2
23,23,11,5
23,23,11,6
23,1,7,6
23,23,7,6
23,23,7,7
23,23,8,1
23,23,8,2
23,23,8,3
23,21,8,2
23,23,8,5
23,23,8,6
23,23,8,7
23,23,9,1
23,23,9,2
23,23,9,3
23,23,9,4
23,23,9,5
23,23,9,6
23,23,9,7
23,23,11,7
23,26,7,5
23,23,10,2
23,7,8,3
23,23,10,3
23,15,7,2
23,7,7,2
23,23,10,4
23,18,7,4
23,23,10,5
23,23,10,6
23,23,10,7
23,9,7,6
23,28,7,5
23,18,7,1
24,24,7,1
24,24,11,1
24,24,10,1
24,24,10,2
24,24,10,3
24,24,11,2
24,24,10,4
24,24,11,3
24,24,9,1
24,24,8,1
24,24,10,5
24,24,11,4
24,24,10,6
24,24,11,5
24,24,9,2
24,9,7,5
24,24,8,3
24,24,11,6
24,24,8,5
24,24,8,6
24,24,8,7
24,24,9,3
24,24,10,7
24,24,9,4
24,24,9,5
24,24,9,6
24,24,9,7
24,24,11,7
25,21,7,3
25,22,7,3
25,25,11,1
25,25,11,2
25,25,11,3
25,25,11,4
25,25,11,5
25,25,8,1
25,25,8,2
25,25,8,3
25,25,7,1
25,25,11,6
25,25,7,2
25,25,7,3
25,25,7,4
25,25,7,6
25,25,7,7
25,25,8,4
25,25,8,5
25,25,8,6
25,25,10,1
25,25,10,2
25,25,9,1
25,25,9,2
25,25,8,7
25,25,9,3
25,25,9,4
25,25,10,3
25,25,10,4
25,25,10,5
25,25,10,6
25,25,10,7
25,25,11,7
25,25,9,5
25,25,9,6
25,25,9,7
26,24,7,3
26,26,11,1
26,26,11,2
26,26,7,1
26,26,11,3
26,26,11,4
26,26,8,1
26,26,7,2
26,26,8,2
26,26,9,1
26,26,9,2
26,20,7,3
26,26,8,3
26,26,8,4
26,26,8,5
26,26,9,3
26,26,8,7
26,26,9,4
26,26,9,5
26,26,9,6
26,26,9,7
26,26,11,5
26,26,11,6
26,26,11,7
26,26,10,1
26,26,10,2
26,26,10,3
26,26,10,4
26,26,10,5
26,26,10,6
26,26,10,7
27,27,11,1
27,27,11,2
27,27,11,3
27,27,11,4
27,27,11,5
27,27,11,6
27,27,11,7
27,27,7,1
27,10,7,2
27,27,7,4
27,27,7,5
27,27,7,6
27,27,7,7
27,27,8,1
27,27,8,2
27,27,8,3
27,27,8,4
27,27,8,5
27,27,8,6
27,27,8,7
27,27,9,1
27,27,9,2
27,27,9,3
27,27,9,4
27,27,9,5
27,27,9,6
27,27,9,7
27,27,10,1
27,27,10,2
27,27,10,3
27,27,10,4
27,27,10,5
27,27,10,6
27,27,10,7
28,30,7,2
28,28,10,1
28,28,11,1
28,21,7,7
28,28,11,2
28,11,7,5
28,28,11,3
28,28,11,4
28,14,7,3
28,28,7,6
28,28,8,1
28,28,11,5
28,9,7,4
28,28,8,2
28,28,8,3
28,28,8,4
28,28,8,5
28,28,8,6
28,28,8,7
28,28,9,1
28,28,10,2
28,28,10,3
28,28,11,6
28,28,11,7
28,28,9,2
28,28,9,3
28,28,9,4
28,28,10,4
28,14,7,7
28,28,10,5
28,28,10,6
28,28,10,7
28,28,9,5
28,20,7,5
28,28,9,6
28,28,9,7
28,19,7,2
28,19,8,4
29,29,11,1
29,29,10,1
29,29,11,2
29,29,7,1
29,29,11,3
29,29,11,4
29,29,9,1
29,29,8,1
29,29,8,2
29,29,7,2
29,29,10,2
29,29,7,4
29,29,8,4
29,29,10,3
29,29,8,5
29,29,8,6
29,29,11,5
29,29,8,7
29,29,9,2
29,29,9,3
29,29,10,4
29,29,10,5
29,29,11,6
29,29,11,7
29,29,9,4
29,29,9,5
29,29,9,6
29,29,10,6
29,29,10,7
29,29,9,7
29,29,7,6
29,29,7,7
30,30,11,1
30,30,11,2
30,30,11,3
30,30,10,1
30,30,10,2
30,30,9,1
30,30,7,1
30,30,11,4
30,30,7,3
30,30,7,4
30,30,7,6
30,30,11,5
30,30,9,2
30,30,10,3
30,30,8,1
30,30,8,2
30,30,8,3
30,30,8,4
30,30,8,5
30,30,8,6
30,30,8,7
30,30,9,3
30,30,9,4
30,30,9,5
30,30,9,6
30,30,9,7
30,30,10,4
30,30,10,5
30,30,10,6
30,30,10,7
30,6,7,3
30,6,7,4
30,30,11,6
30,30,11,7
30,21,7,1
30,23,8,4
30,28,7,4
30,13,7,3
30,18,7,3
30,18,7,5
30,5,7,1
30,28,7,2
30,9,7,2
30,6,7,2
30,26,7,3
30,26,7,4
30,20,7,7
