Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,0,,27718,129,8,50,False,12,0,,W1,4,2,0,1,0,1,0,8,4,2,0,1,0,1,0,12,13,11,4,3,0,0,1,0,0,0,9,4,13,0,19,1,0,171,204,55,65,31,68,10,4,4,3,2,12528,11569,5241,3051,8482,2556,2,13,24,37,43,217,92,193,70,170,41,98,0,
12,City Barons,OCB,Oklahoma,Northwest Division,Western Conference,0,0,0,0,,37655,37,8,50,False,8,0,,W2,6,1,0,0,0,1,0,8,6,1,0,0,0,1,0,14,15,8,4,3,0,0,0,0,1,0,6,2,17,1,10,0,0,158,105,30,44,56,58,2,4,5,5,1,7918,15957,5225,2377,12537,3070,3,15,26,41,22,163,81,139,132,202,62,92,1,
13,Rampage,SAR,San Antonio,Southeast Division,Eastern Conference,0,0,0,0,,11269,17,8,50,False,30,0,,L6,0,6,0,0,0,0,2,8,0,6,0,0,0,0,2,2,11,29,4,0,2,0,0,0,0,2,8,15,12,2,14,2,0,179,199,49,53,53,68,32,3,6,2,0,15610,8724,5066,3129,6400,2167,0,11,19,30,30,141,63,163,59,146,38,107,0,
14,Monarchs,MAN,Manchester,Pacific Division,Western Conference,0,0,0,0,,23558,16,8,50,False,19,0,,L3,3,5,0,0,0,0,0,8,3,5,0,0,0,0,0,6,11,18,4,1,3,0,0,0,0,0,4,9,14,1,17,1,0,170,218,53,53,62,55,0,7,3,1,0,14341,9279,5180,3142,6538,2272,0,11,22,33,50,157,57,163,77,175,42,106,0,
15,Aeros,HOU,Houston,Northwest Division,Western Conference,0,0,0,0,,6923,94,8,50,False,13,0,,L1,4,2,0,0,1,0,1,8,4,2,0,0,1,0,1,10,15,13,4,2,1,0,0,1,0,0,6,6,7,2,12,0,0,184,206,48,58,71,53,4,7,5,3,0,14498,9412,5324,3191,6802,2331,1,15,26,41,22,175,91,227,61,147,38,104,0,
16,Bulldogs,HAM,Hamilton,Northeast Division,Eastern Conference,0,0,0,0,,39308,73,8,50,False,22,0,,W1,2,5,0,1,0,0,0,8,2,5,0,1,0,0,0,6,17,26,4,1,3,0,0,0,0,0,7,11,10,1,15,2,1,158,197,73,42,59,55,2,5,6,5,1,15302,8662,4866,3034,6372,2099,0,17,32,49,28,160,68,163,59,148,39,106,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,0,,0,8,8,50,False,18,0,,W2,2,4,0,0,0,0,2,8,2,4,0,0,0,0,2,6,15,20,4,1,2,0,0,0,0,1,7,10,11,3,17,0,0,190,202,67,59,57,72,8,6,4,5,0,13859,10098,5443,3227,7152,2538,0,15,30,45,39,196,72,171,89,193,53,114,0,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,0,,50798,52,8,50,False,23,0,,L5,2,6,0,0,0,0,0,8,2,6,0,0,0,0,0,4,16,25,4,1,3,0,0,0,0,0,6,11,10,1,13,3,0,142,197,61,55,39,48,0,6,8,2,0,16012,7541,5247,3330,5212,2115,0,16,31,47,26,177,65,172,60,133,43,112,0,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,0,,22449,126,8,50,False,16,0,,W2,3,4,0,0,0,1,0,8,3,4,0,0,0,1,0,8,20,22,4,2,2,0,0,0,0,0,9,6,15,3,17,2,0,176,174,51,64,61,51,4,10,3,6,1,12339,11585,5176,2912,8765,2507,1,20,31,51,39,206,69,169,80,178,43,111,0,
20,Whale,CON,Connecticut,Orr Division,Eastern Conference,0,0,0,0,,20962,115,8,50,False,25,0,,L1,2,4,0,0,0,0,2,8,2,4,0,0,0,0,2,6,13,28,4,1,1,0,0,0,0,2,10,15,18,2,13,4,0,163,215,81,54,47,54,14,4,4,5,0,15561,8540,5299,3291,5975,2306,0,13,25,38,26,161,74,182,84,165,59,114,0,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,0,,54446,18,8,50,False,3,0,,W8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,16,23,8,4,4,0,0,0,0,0,0,13,4,15,2,16,0,0,177,138,34,62,56,59,0,9,8,6,0,8993,15134,4673,2183,12250,2656,3,23,39,62,32,147,72,127,99,158,70,104,0,
22,Phantoms,ADP,Adirondack,Orr Division,Eastern Conference,159,2051,2522,0,,28391,60,8,50,False,4,0,,L1,5,2,0,1,0,0,0,8,5,2,0,1,0,0,0,12,27,9,4,3,0,0,1,0,0,0,18,5,12,2,14,1,0,198,133,26,58,69,62,9,12,6,8,1,8657,15589,4786,2315,12660,2675,3,27,49,76,35,169,70,142,90,164,61,119,0,
23,Pirates,POR,Portland,Pacific Division,Western Conference,0,0,0,0,,36218,95,8,50,False,21,0,,L2,3,5,0,0,0,0,0,8,3,5,0,0,0,0,0,6,12,20,4,1,3,0,0,0,0,0,6,11,13,0,17,2,0,157,199,53,47,65,45,0,4,4,4,0,13698,9787,5315,3173,6965,2454,0,12,24,36,39,143,66,190,75,160,36,105,0,
24,Penguins,WBS,Wilkes-Barre Scranton,Orr Division,Eastern Conference,0,0,0,0,,65447,100,8,50,False,9,0,,W5,5,1,0,0,1,1,0,8,5,1,0,0,1,1,0,13,16,8,4,3,1,0,0,0,0,0,9,3,18,3,16,1,0,148,108,24,46,52,46,7,4,6,5,2,7511,16825,4996,2243,13377,3086,4,16,27,43,36,176,100,152,125,177,76,108,0,
25,Rivermen,PEO,Peoria,Central Division,Western Conference,0,0,0,0,,23728,5,8,50,False,14,0,,W1,4,4,0,0,0,0,0,8,4,4,0,0,0,0,0,8,16,12,4,2,2,0,0,0,0,0,7,6,8,0,15,3,0,160,151,53,51,61,48,0,4,6,6,0,11143,12400,5257,2770,9420,2617,1,16,28,44,30,174,94,194,86,169,58,105,0,
26,Sharks,WOR,Worcester,Pacific Division,Western Conference,0,0,0,0,,56147,6,8,50,False,28,0,,W1,1,7,0,0,0,0,0,8,1,7,0,0,0,0,0,2,14,27,4,1,3,0,0,0,0,0,9,11,19,2,14,3,0,152,228,54,44,57,51,0,6,2,6,0,14517,9094,5189,3397,6568,2262,1,14,27,41,33,150,78,186,70,144,55,125,0,
27,Admirals,NOR,Norfolk,Southeast Division,Eastern Conference,0,0,0,0,,89763,75,8,50,False,1,0,,W5,7,0,0,1,0,0,0,8,7,0,0,1,0,0,0,16,22,2,4,3,0,0,1,0,0,0,13,1,16,1,18,1,0,155,65,22,48,57,47,3,10,4,7,1,5736,18273,4899,1920,14874,3234,6,22,38,60,55,118,82,105,150,178,85,103,0,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,0,,29981,127,8,50,False,27,0,,L1,1,7,0,0,0,0,0,8,1,7,0,0,0,0,0,2,13,25,4,1,3,0,0,0,0,0,8,10,14,0,11,3,0,141,218,78,54,51,36,0,9,3,1,0,15605,8240,4955,3164,5880,1986,0,13,26,39,35,174,67,184,60,140,40,105,0,
29,Wolves,CHI,Chicago,Northwest Division,Western Conference,0,0,0,0,,14788,103,8,50,False,26,0,,W1,1,5,0,0,1,0,1,8,1,5,0,0,1,0,1,4,6,19,4,1,2,0,0,1,0,0,5,10,8,0,22,5,0,126,205,71,50,33,43,3,5,0,1,0,15498,8694,5187,3147,6047,2261,1,6,11,17,48,149,72,178,67,156,47,98,0,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,0,,19923,109,8,50,False,24,0,,L1,1,5,0,0,0,1,1,8,1,5,0,0,0,1,1,5,10,21,4,1,2,0,0,0,0,1,5,8,15,0,10,1,0,132,223,59,53,44,33,29,6,3,0,1,17335,7086,4979,3160,4849,2023,0,10,18,28,29,169,61,173,57,131,49,108,0,
