Team Number,Prospect Name,Year,Overall Pick
10,Nolan Foote,2019,29
28,Conor Timmins,2017,34
31,Shane Bowers,2017,35
31,Brayden Tracey,2019,30
9,Yan Kuznetsov,2020,53
15,Lukas Elvenes,2017,97
6,Roni Hirvonen,2020,54
5,Jason Robertson,2017,37
5,Trent Miner,2019,130
28,Simon Holmstrom,2019,31
12,Cross Hanas,2020,55
5,Raphael Lavoie,2019,32
30,Jaret Anderson-Dolan,2017,39
2,Tyler Kleven,2020,56
19,William Bitten,2016,48
12,Dylan Samberg,2017,41
2,Nils Lundkvist,2018,28
2,Akil Thomas,2018,29
18,Jay O'Brien,2018,30
24,Luke Martin,2017,42
31,Aleksi Heponiemi,2017,43
11,Jean-Luc Foudy,2020,57
6,Kasper Simontaival,2020,58
7,Jett Woo,2018,32
12,John Beecher,2019,33
9,Jonah Gadjovich,2017,44
3,Egor Sokolov,2020,59
5,Ukko-Pekka Luukkonen,2017,45
20,Ryan McLeod,2018,33
15,Jacob Olofsson,2018,34
20,William Cuylle,2020,60
11,Joni Ikonen,2017,46
12,Antti Tuomisto,2019,34
8,Nathan Bastian,2016,53
23,Leevi Merilainen,2020,61
19,Keaton Thompson,2013,98
28,Marcus Davidsson,2017,47
19,Jared McIsaac,2018,35
6,Wade Allison,2016,55
26,Jonathan Dahlen,2016,56
12,Shane Pinto,2019,35
7,Artur Kayumov,2016,57
17,Gage Goncalves,2020,62
16,Eric Roy,2013,102
11,Jan Kostalek,2013,103
6,Danil Gushchin,2020,63
23,Filip Westerlund,2017,49
1,Emil Andrae,2020,64
9,Joni Jurmo,2020,65
4,Anthony Florentino,2013,105
17,Brock Faber,2020,66
24,Topi Niemela,2020,67
22,Rafael Harvey-Pinard,2019,207
30,Samuel Fagemo,2019,36
6,Eemil Viro,2020,68
12,Michael DiPietro,2017,52
9,Bode Wilde,2018,36
6,Alexander Alexeyev,2018,37
6,Ty Smilanic,2020,69
8,Santeri Virtanen,2017,98
13,Josh Anderson,2016,84
2,Simon Johansson,2018,121
24,Alex Laferriere,2020,70
24,Brett Leason,2019,37
15,Lukas Cormier,2020,71
24,Ian Mitchell,2017,54
25,Jacob Bernard-Docker,2018,38
31,Filip Johansson,2018,39
6,Mattias Samuelsson,2018,40
3,Philip Nyberg,2016,171
3,Yegor Rykov,2016,172
15,Alex Formenton,2017,55
26,Bobby Brink,2019,38
23,Linus Soderstrom,2014,107
2,Markus Niemelainen,2016,63
18,Mason Lohrei,2020,72
2,Grant Mismash,2017,56
8,James Greenway,2016,85
5,Nick Robertson,2019,39
15,Dmitri Samorukov,2017,99
7,Jake Leschyshyn,2017,57
14,Landon Slaggert,2020,73
21,Daniel Audette,2014,108
6,Jesse Ylonen,2018,41
15,Nicolas Daws,2020,74
24,Pyotr Kochetkov,2019,40
31,Tyler Tucker,2018,200
8,Ryan Johnson,2019,41
15,Alexander Romanov,2018,42
6,Daemon Hunt,2020,75
1,Scott Perunovich,2018,43
19,Anatoli Golyshev,2016,66
3,Trevor Kuntar,2020,76
9,Daniil Tarasov,2017,58
21,Cam Dineen,2016,67
14,Eemeli Rasanen,2017,59
28,Martin Chromiak,2020,77
7,Jack Drury,2018,44
23,Matthew Hellickson,2017,216
1,Cliff Pu,2016,68
1,Luke Green,2016,69
14,Maxim Groshev,2020,78
6,Egor Afanasyev,2019,42
9,Carter Savoie,2020,79
4,Matthew Robertson,2019,43
18,Adam Ginning,2018,45
28,Zayde Wisdom,2020,80
4,Justin Sourdif,2020,81
1,Mason McDonald,2014,35
4,Will Reilly,2017,217
9,William Lockwood,2016,70
1,Robin Salo,2017,61
6,Calle Clang,2020,82
10,Benoit-Olivier Groulx,2018,46
22,Arvid Costmar,2019,208
6,Jan Bednar,2020,83
2,Kasper Bjorkqvist,2016,72
6,Dmitry Sokolov,2016,86
1,Alexei Lipanov,2017,62
31,Calen Addison,2018,47
11,Dylan Peterson,2020,84
13,Fabian Zetterlund,2017,63
27,Wouter Peeters,2016,74
31,Josh Brook,2017,64
3,Donovan Sebrango,2020,85
15,Zion Nybeck,2020,86
5,Kody Clark,2018,48
28,Jack Studnicka,2017,67
9,Dylan Garand,2020,87
18,Connor Hall,2016,75
6,Sean Farrell,2020,88
2,Matt Filipe,2016,76
9,Blake Biondi,2020,89
14,Artur Akhtyamov,2020,90
29,Jonathan Kovacevic,2017,70
23,Ruslan Iskhakov,2018,49
7,Matthew Strome,2017,71
3,Daniil Chechelev,2020,91
25,Jakub Zboril,2015,20
25,Nikita Alexandrov,2019,44
8,Alban Eriksson,2018,50
28,Michael Benning,2020,92
21,Jonas Rondbjerg,2017,72
28,Jaromir Pytlik,2020,93
11,Evan Barratt,2017,100
15,Filip Hallander,2018,51
6,Vladislav Firstov,2019,45
6,Olof Lindbom,2018,52
13,William Villeneuve,2020,94
6,Tyler Tullio,2020,95
6,Antonio Stranges,2020,96
19,Hudson Elynuik,2016,87
19,Louis Belpedio,2014,111
31,Luke Prokop,2020,97
8,Jack Lafontaine,2016,88
2,Linus Lindstrom,2016,82
15,Adam Brooks,2016,83
12,Ian Moore,2020,98
24,Nikita Popugaev,2017,73
18,Mads Sogaard,2019,46
18,Tom Nilsson,2011,92
12,Keith Petruzzelli,2017,74
6,Andrei Altybarmakyan,2017,75
30,Jacob Moverare,2016,90
21,Jack Kopacka,2016,91
20,Max Gildon,2017,76
6,Jonny Tychonick,2018,53
6,Jake Wise,2018,54
30,Jamieson Rees,2019,47
12,Samuel Knazko,2020,99
28,Vladislav Kolyachonok,2019,48
14,Alexander Nikishin,2020,100
18,Kirill Marchenko,2018,55
8,Brett Berard,2020,101
6,Stelio Mattheos,2017,78
20,Anthony Camara,2011,98
5,Wyatt Kaiser,2020,102
11,Jordan Sambrook,2016,94
3,Matthew Cairns,2016,95
19,Brandon Coe,2020,103
9,Adam Wilsby,2020,104
26,Eric Cornel,2014,44
21,Scott Walford,2017,79
9,Lukas Svejkovsky,2020,105
5,Kevin Bahl,2018,57
1,Veeti Miettinen,2020,106
19,Dmitry Ovchinnikov,2020,107
10,Gabriel Fortier,2018,58
14,Jackson Hallum,2020,108
28,Jack McBain,2018,59
29,Linus Nassen,2016,98
6,Alexander Pashin,2020,109
19,Ivan Morozov,2018,60
29,Drew Helleson,2019,49
22,Radim Salda,2018,190
23,Sean Durzi,2018,61
6,Eamon Powell,2020,110
1,Eetu Tuulola,2016,99
6,Robert Mastrosimone,2019,50
23,Mikael Pyyhtia,2020,111
8,Pavel Dorofeyev,2019,51
26,David Farrance,2017,80
2,Niklas Nordgren,2018,62
1,Lane Zablocki,2017,81
28,Alex Vlasic,2019,52
22,Ivan Lodnia,2017,82
8,MacKenzie Entwistle,2017,83
26,Connor Hurley,2013,43
12,Kasper Kotkansalo,2017,84
15,Evan Vierling,2020,112
29,Jakub Lauko,2018,63
14,Sam Stange,2020,113
15,Ostap Safin,2017,85
21,Cole Candella,2016,102
31,Axel Andersson,2018,64
7,Colton Point,2016,103
19,Martin Fehervary,2018,65
4,Jonas Johansson,2014,49
30,Tyler Madden,2018,66
13,Casey Fitzgerald,2016,104
23,Colby Ambrosio,2020,114
24,Bogdan Trineyev,2020,115
6,Anton Johannesson,2020,116
6,Kaedan Korczak,2019,53
26,Stuart Skinner,2017,87
15,Jack Thompson,2020,117
24,Scott Reedy,2017,88
24,Dakota Joshua,2014,154
19,Alex Cotton,2020,118
4,Leo Loof,2020,119
7,Samuel Kurker,2012,62
18,Nikita Okhotyuk,2019,79
18,Alexander Ljungkrantz,2020,120
2,Fredrik Karlstrom,2016,107
18,Jan Jenik,2018,67
16,Cameron Crotty,2017,101
4,Nick Sorensen,2013,47
29,Oliver Tarnstrom,2020,121
14,Jackson LaCombe,2019,54
21,Matthew Stienburg,2019,55
6,Mitchell Miller,2020,122
7,Otto Somppi,2016,108
6,Alexander Khovanov,2018,68
6,Patrik Puistola,2019,56
31,Zachary Gallant,2017,89
15,Albin Grewe,2019,57
3,Thimo Nickl,2020,123
19,Zach Nastasiuk,2013,49
26,Tarmo Reunanen,2016,110
15,Connor McClennon,2020,124
14,Jackson Kunz,2020,125
7,Dillon Hamaliuk,2019,58
26,Blake McLaughlin,2018,69
8,Marco Roy,2013,50
5,Artemi Kniazev,2019,59
31,Cam Hillis,2018,70
26,Maksim Zhukov,2017,90
28,Olivier Rodrigue,2018,71
19,Paul Bittner,2015,27
9,Seth Barton,2018,72
9,Sampo Ranta,2018,73
8,Nate Schnarr,2017,91
9,Artyom Galimov,2020,126
24,Alexander Campbell,2019,80
14,Mikhail Maltsev,2016,112
11,Bulat Shafigullin,2018,74
6,Alec Regula,2018,75
30,Drake Rymsha,2017,92
6,Devon Levi,2020,127
5,Ryan Francis,2020,128
24,Maksim Berezkin,2020,129
22,Liam Kirk,2018,76
10,Hunter Jones,2019,60
9,Kale Howarth,2017,103
15,Carson Bantle,2020,130
20,Vaclav Karabacek,2014,56
6,Jakub Skarek,2018,77
24,Tyler Inamoto,2017,104
26,Jack Glover,2014,57
20,Aapeli Rasanen,2016,115
14,Jake Boltmann,2020,131
11,Allan McShane,2018,78
5,Vladimir Bobylev,2016,116
11,Jordan Stallard,2016,117
14,Joonas Lehtivuori,0,0
8,Yevgeni Oksentyuk,2020,132
26,Mitchell Mattson,2016,118
31,Samuel Bolduc,2019,61
17,Nathan Legare,2019,62
26,Alex Jefferies,2020,133
26,Filip Berglund,2016,120
29,Maxim Shalunov,2011,122
9,Parker Foo,2017,107
4,Ivan Chekhovich,2017,108
9,Samuel Johannesson,2020,134
20,Bradley Ross,2010,33
21,David Quenneville,2016,121
17,Noel Hoefenmayer,2017,110
28,Ilya Nikolaev,2019,63
15,Oskar Magnusson,2020,135
20,Dillon Heatherington,2013,58
6,Philipp Kurashev,2018,79
12,Michael Krutil,2020,136
2,Max Zimmer,2016,123
11,Brett Murray,2016,124
23,Alexandr Darin,2019,112
1,Brandon Hickey,2014,58
8,Joshua Jacobs,2014,59
20,Nicholas Caamano,2016,125
16,Patrick Harper,2016,126
15,Karl Henriksson,2019,64
12,Bear Hughes,2020,137
5,Lukas Dostal,2018,80
23,Philippe Desrosiers,2013,68
16,Tyler Soy,2016,127
19,Kirill Ustimenko,2017,113
11,Ben Mirageas,2017,114
15,Antti Saarela,2019,113
26,Pavel Novak,2020,138
27,Nick Ebert,2012,84
3,Todd Burgess,2016,129
8,Oskar Back,2018,81
6,Matej Pekar,2018,82
26,Jaydon Dureau,2020,139
7,Semyon Der-Arguchintsev,2018,83
31,Kyle Olson,2017,115
2,Juho Markkanen,2020,140
11,Graham McPhee,2016,131
8,Daniel Ljungman,2020,141
6,Sasha Chmelevski,2017,117
11,Nicolas Mattinen,2016,132
12,Ben Meehan,2020,142
12,Linus Hogberg,2016,133
5,Linus Karlsson,2018,84
1,Noah Cates,2017,118
5,Jacob Cederholm,2016,134
5,Jack Badini,2017,119
13,Ilya Sorokin,2014,63
9,Lars Volden,2011,129
23,Peter Diliberatore,2018,191
4,Justus Annunen,2018,85
22,Denis Smirnov,2017,120
8,Jayden Struble,2019,65
15,Mathias From,2016,135
26,Jacob Truscott,2020,143
26,Dmitry Zlodeyev,2020,144
19,Rory Kerins,2020,145
15,Slava Demin,2018,86
1,William Dufour,2020,146
15,Jonathan Gruden,2018,87
28,Joel Hofer,2018,88
28,Jack Smith,2020,147
6,Maxim Cajkovic,2019,66
24,Thomas Novak,2015,34
13,Garrett Meurs,2011,139
5,Oskari Laaksonen,2017,121
6,Danila Zhuravlyov,2018,122
24,Cole Fonstad,2018,89
23,Zachary Uens,2020,148
9,Amir Miftakhov,2020,149
6,Alex Beaucage,2019,67
8,Jakob Ragnarsson,2018,90
25,Anttoni Honka,2019,68
26,Timothy Gettinger,2016,137
6,Ty Emberson,2018,91
23,Nico Gross,2018,92
11,Ronan Seeley,2020,150
9,Ethan Edwards,2020,151
27,Sebastian Repo,2017,122
14,Artem Shlaine,2020,152
15,Dmitry Zavgorodniy,2018,93
6,Kirill Maksimov,2017,123
2,Roman Durny,2018,94
5,Arseny Gritsyuk,2019,131
27,Pavel Koltygin,2017,124
15,Kasper Puutio,2020,153
14,Adam Gilmour,2012,92
11,Raivis Ansons,2020,154
13,Alexander Delnov,2012,93
14,Mason Primeau,2019,114
9,Linus Oberg,2020,155
28,Tanner Dickinson,2020,156
8,Maxim Letunov,2014,68
20,Tanner Laczynski,2016,139
29,Clayton Phillips,2017,125
21,Keegan Iverson,2014,69
7,Ole Julian Bjorgvik-Holm,2020,157
6,Albert Johansson,2019,69
21,Simon Lundmark,2019,70
11,Louis Crevier,2020,158
28,Jesper Vikman,2020,159
12,Elliot Desnoyers,2020,160
5,Evan Cormier,2016,142
29,Igor Bobkov,2009,63
29,Matteo Costantini,2020,161
29,Ryder Rolston,2020,162
8,Luke Reid,2020,163
8,Alfons Malmstrom,2016,143
28,Liam Gorman,2018,192
14,Ryan Mantha,2014,115
8,Daniel Altshuller,2012,102
19,Rinat Valiev,2014,74
13,Hardy Haman-Aktell,2016,144
26,Axel Rindell,2020,164
21,D'Artagnan Joly,2017,128
31,Riley Stotts,2018,95
26,Alexander Gordin,2020,165
12,Lukas Parik,2019,71
9,Viktor Persson,2020,166
24,Malte Setkov,2017,129
15,Brycen Martin,2014,76
5,Alex Dostie,2016,146
22,Olle Eriksson-Ek,2017,130
11,Dylan Ferguson,2017,131
28,Adam Raska,2020,167
30,Ronnie Attard,2019,72
1,Mikko Kokkonen,2019,73
1,Milos Roman,2018,96
17,Brandon Hagel,2016,149
27,David Bernhardt,2016,150
27,Jack Rathbone,2017,132
8,Damien Riat,2016,173
28,Gunnarwolfe Fontaine,2020,168
26,Declan McDonnell,2020,169
26,Isaak Phillips,2020,170
12,Lucas Mercuri,2020,171
29,Benjamin Baumgartner,2020,172
6,Daniil Misyul,2019,74
26,Austin Wong,2018,193
27,Matias Rajaniemi,2020,173
11,Travis Barron,2016,152
12,John Farinacci,2019,75
16,Felix Sandstrom,2015,40
19,Jacob Bryson,2017,133
26,Noah Ellis,2020,174
30,Aidan Dudas,2018,98
30,Filip Cederqvist,2019,115
6,Riley Sutter,2018,99
14,Aliaksei Protas,2019,76
5,Eetu Makiniemi,2017,134
24,Cole Fraser,2017,135
31,Graeme Clarke,2019,81
27,Petr Kvaca,2017,136
16,Xavier Bernard,2018,100
4,Tim Soderlund,2017,137
26,Joey LaLeggia,2012,120
5,Jordan Harris,2018,101
28,Jeremy Swayman,2017,138
31,David Noel,2017,139
11,Ty Ronning,2016,154
25,Garin Bjorklund,2020,175
31,Logan Hutsko,2018,102
20,Mattias Elfstrom,2016,155
30,Tyce Thompson,2019,116
23,Maksim Sushko,2017,140
28,Layton Ahac,2019,82
9,Eric Engstrand,2020,176
15,Curtis Hall,2018,103
26,Bryce Misley,2017,141
12,Remi Poirier,2020,177
10,Nils Aman,2020,178
2,Kienan Draper,2020,179
7,Fredrik Olofsson,2014,117
15,Jake Ryczek,2016,158
15,Jake Walman,2014,83
14,Nikolai Chebykin,2016,159
6,Axel Jonsson-Fjallby,2016,160
2,Markus Nurmi,2016,161
27,Marcus Karlberg,2018,104
31,Luke Henman,2018,105
19,Will Cranley,2020,180
25,Jesper Eliasson,2018,106
4,Ilya Konovalov,2019,83
15,Thomas di Pauli,2012,136
21,Vojtech Budik,2016,162
25,Peter Thome,2016,163
21,Niklas Hansson,2013,82
2,Noah Beck,2020,181
20,Joshua Brown,2013,167
23,Eamon McAdam,2013,83
8,Michael Vukojevic,2019,84
23,Joey Keane,2018,107
22,Tyler Wall,2016,164
19,Elliot Ekmark,2020,182
22,Jeremy Michel,2019,209
1,Martin Pospisil,2018,108
26,Filip Engaras,2020,183
26,Hugo Ollas,2020,184
26,Henrik Tikkanen,2020,185
23,Roope Laavainen,2017,142
17,Jakub Dobes,2020,186
12,Oskar Steen,2016,166
27,William Lagesson,2014,90
14,Gabriel Beaupre,2011,158
29,Nick Pastujov,2016,174
27,Philippe Daoust,2020,187
15,Zac Jones,2019,85
4,Albert Lyckasen,2020,188
2,Joona Koppanen,2016,167
29,Nathan Smith,2018,109
22,Matt Rempe,2020,189
9,Michael Prapavessis,2014,119
8,Brendan Woods,2012,145
15,Kyle Wood,2014,91
21,Miles Gendron,2014,92
21,Blake Siebenaler,2014,93
18,Gianni Fairbrother,2019,86
11,Chase Yoder,2020,190
22,Chad Yetman,2020,191
8,Liam Hawel,2017,145
22,Cole Reinhardt,2020,192
3,Ethan Keppen,2019,87
22,Matthew Kessel,2020,193
1,Filip Kral,2018,110
31,Jordan Spence,2019,88
3,Cameron Clarke,2016,175
22,Andrei Svetlakov,2017,146
28,Konstantin Volkov,2016,176
2,Toni Utunen,2018,111
10,Matt Mahalak,2011,160
14,Colten Ellis,2019,89
2,Petrus Palmu,2017,147
8,Dmitri Semykin,2018,112
4,Mason Langenbrunner,2020,194
20,Sondre Olden,2010,59
22,Nick Capone,2020,195
18,Albin Sundsvik,2020,196
23,Jacob Peterson,2017,149
1,Vasily Glotov,2016,178
17,Dustin Wolf,2019,117
27,Linus Olund,2017,150
15,Connor Dewar,2018,113
22,Tyrel Bauer,2020,197
30,Blade Jenkins,2018,114
7,Brett McKenzie,2016,179
10,Mac Bennett,2009,84
22,Aatu Jamsen,2020,198
8,Ben Thomas,2014,98
11,Jacob Paquette,2017,151
25,Henri Nikkanen,2019,90
28,Curtis Douglas,2018,115
15,Casey Staum,2016,181
18,Ryan O'Reilly,2018,116
15,Aaron Huglen,2019,118
23,Jonathan Dugan,2017,152
29,Harrison Blaisdell,2019,91
10,Jase Weslosky,0,0
21,Dysin Mayo,2014,99
4,Logan Cockerill,2017,153
18,Tomas Vomacka,2017,154
17,Jason Kasdorf,2011,166
11,Wyatt Schingoethe,2020,199
10,Brent Pedersen,2013,113
31,Demetrios Koumontzis,2018,117
3,Matthew Thiessen,2018,194
30,Riley Damiani,2018,118
29,Michael Karow,2017,156
31,Tobias Geisser,2017,157
13,Christopher Clapperton,2013,115
31,Quinn Olson,2019,92
11,Collin Adams,2016,183
15,Beau Starrett,2014,100
5,Jake Pivonka,2018,119
22,Jakub Konecny,2020,200
3,Erik Portillo,2019,93
1,Olle Lycksell,2017,159
9,Giovanni Vallati,2018,123
26,Patrik Westerholm,2011,170
19,Joe Miller,2020,201
2,Matias Maccelli,2019,94
19,Vladislav Kara,2017,160
5,Ryan Jones,2016,186
31,Ethan Phillips,2019,95
2,Kyle Aucoin,2020,202
21,Reece Scarlett,2011,173
13,Jakob Stenqvist,2016,187
7,Ilya Solovyov,2020,203
14,Tyler Bird,2014,121
22,Linus Weissbach,2017,162
3,Matej Blumel,2019,96
20,Garret Ross,2012,169
11,Chase Bradley,2020,204
29,Max Gortz,2012,170
4,Ethan Bowen,2020,205
14,Fedor Gordeev,2017,163
31,Arnaud Durandeau,2017,164
31,Justin Almeida,2018,124
27,Jack Adams,2017,165
26,Luc Snuggerud,2014,122
5,Shane Eiserman,2014,123
22,Maxim Marushev,2020,206
26,Jeremias Lindewall,2020,207
29,C.J. Suess,2014,155
20,Joachim Blichfeld,2016,188
1,Anthony Salinitri,2016,189
24,Aarne Talvitte,2017,166
14,Jordan Hollett,2017,167
26,Riley Duran,2020,208
23,Filip Larsson,2016,191
29,Michael Pezzetta,2016,192
3,Michal Teply,2019,97
26,Timofey Spitserov,2020,209
17,Ben McCartney,2020,210
2,Hugo Alnefelt,2019,98
19,Mac Hollowell,2018,125
17,Tyler Weiss,2018,126
12,Paul Cotter,2018,127
9,Elliot Ekefjard,2020,211
25,Petteri Lindbohm,2012,183
6,Yegor Spiridonov,2019,99
26,Alex Young,2020,212
24,Skyler Brind'Amour,2017,169
3,Brandon Saigeon,2018,128
30,Mattias Lindstrom,2009,91
9,Aaron Irving,2014,127
5,Patrick Kudla,2016,194
28,John Ludvig,2019,100
15,Jachym Kondelik,2018,129
14,Arvid Holm,2017,170
1,Alexis Gravel,2018,130
2,Filip Barklund,2020,213
8,Dominik Lakatos,2017,171
29,Pavel Kraskovsky,2014,128
14,Noah Carroll,2016,196
22,Nick Swaney,2017,172
14,Ryan O'Connell,2017,173
18,Filip Sveningsson,2017,174
22,John Fusco,2020,214
12,John St. Ivany,2018,131
10,Mark Shoemaker,2016,197
31,Lenni Killinen,2018,132
3,Lucas Feuk,2019,101
31,Mason Millman,2019,102
13,Miguel Fidler,2014,156
24,Calle Sjalin,2017,175
22,Chase McLane,2020,215
28,Ryder Donovan,2019,103
14,Peter Ceresnak,2011,184
8,Merrick Madsen,2013,174
20,Francis Perron,2014,131
24,Kirill Tyutyayev,2019,181
28,Akira Schmid,2018,133
22,Ryan Tverberg,2020,216
31,Mikhail Abramov,2019,104
23,Dean Stewart,2016,198
1,Angus Crookshank,2018,134
30,Henry Thrun,2019,105
29,Tuukka Tieksola,2019,106
18,Ryan Lohin,2016,200
13,David Pope,2013,121
18,Domenick Fensore,2019,107
2,Leevi Aaltonen,2019,108
3,Nikolaj Krag Christensen,2016,201
27,Mikael Hakkarainen,2018,135
1,Matvey Guskov,2019,109
3,Dmitriy Zaitsev,2016,202
29,Spencer Stastney,2018,136
8,Brett Davis,2017,176
3,Jacob Golden,2017,177
8,Vincent Desharnais,2016,203
31,Cole Guttman,2017,178
9,Lauri Pajuniemi,2018,137
6,Jakub Galvas,2017,179
13,Filip Helt,2016,204
18,Linus Lindstrand Kronholm,2018,138
6,Nikolai Kovalenko,2018,139
26,Arvid Henrikson,2016,205
2,Adam Smith,2016,206
26,Edgars Kulda,2014,136
14,Fabrice Herzog,2013,122
31,Sasha Mutala,2019,119
6,Semyon Chystyakov,2019,132
20,Henry Rybinski,2019,110
12,Samuel Ersson,2018,141
19,Jackson Perbix,2018,142
28,Sebastian Walfridsson,2017,180
10,Jamie Phillips,2012,205
2,Joonas Lyytinen,2014,140
3,Erik Walli-Walterholm,2017,181
4,Marshall Warren,2019,111
26,Austin Osmanski,2016,207
3,Victor Berglund,2017,182
28,Jiri Patera,2017,183
19,Dmitry Voronkov,2019,120
21,Benjamin Finkelstein,2016,208
17,Brayden Chizen,2016,209
8,Reid Duke,2014,142
29,Jacob McGrew,2017,184
24,David Hrenak,2018,143
24,Morgan Barron,2017,185
28,Nick Campoli,2017,186
31,Cole Hults,2017,188
2,Patrik Virta,2017,189
30,Viktor Lodin,2019,121
7,Andrei Popov,0,0
30,Reilly Webb,2017,190
18,Cole Schwindt,2019,122
31,Nicholas Porco,2019,123
17,Zachary Pochiro,2013,132
20,Vladislav Yeryomenko,2018,144
5,Benton Maass,2017,191
15,Teemu Kivihalme,2013,135
31,Reece Newkirk,2019,124
1,Mattias Emilio Pettersen,2018,145
11,Robin Kovacs,2015,51
11,Kristoffer Gunnarsson,2017,193
2,Marcus Kallionkieli,2019,125
15,Shane Gersich,2014,148
25,Mathias Laferriere,2018,146
22,Carson Meyer,2017,194
22,Kristian Roykas-Marthinsen,2017,195
24,Brady Gilmour,2017,197
15,Xavier Bouchard,2018,147
19,Rushan Rafikov,2013,145
14,Jack Gorniak,2018,148
7,Marc Del Gaizo,2019,126
31,Nicklaus Perbix,2017,198
26,Philip Kemp,2017,199
3,Robbie Stucker,2017,200
3,Ryan McGregor,2017,201
3,Ivan Nalimov,2014,150
25,Daniel Bukac,2017,202
5,Damian Giroux,2018,149
5,Alex Green,2018,150
8,Cade Webber,2019,127
30,Carter Berger,2019,128
28,Cedric Pare,2017,203
2,Judd Caulfield,2019,129
20,Connor Corcoran,2018,151
15,Eric Ciccolini,2019,133
20,Dennis Busby,2018,152
23,Trenton Bourque,2017,204
4,Rhett Pitlick,2019,134
7,Wyatte Wylie,2018,153
2,Ville Rasanen,2017,205
23,Ivan Prosvetov,2018,154
20,Robin Norell,2013,152
3,Antti Palojarvi,2017,206
28,Nick Leivermann,2017,207
20,Louis-Marc Aubry,2010,84
9,Filip Lindberg,2019,135
17,Anton Andersson,2017,208
21,Jakov Novak,2018,196
27,Yegor Zaitsev,2017,209
17,Terrance Amorosa,2013,159
5,Liam Coughlin,2014,159
31,Brandon Kruse,2018,155
