Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,ArenaCapacity #1,ArenaCapacity #2,TicketPrice #1,TicketPrice #2,Attendance #1,Attendance #2,ScheduleGameInAYear,SalaryCapToDate,SalaryCapPerDay,TotalPlayersSalaries,TotalPlayersSalariesAverage,Expenses Per Days,TotalAttendance,TotalIncome,ExpenseThisSeason,SeasonTicketPCT,TeamPopularity,CoachID,Empty3,Morale,PowerRanking,StandingPlayoffTitle,DidNotMakePlayoff,PlayOffWinRound,PlayOffEliminated,UniqueID,EstimatedRevenue,EstimatedSeasonExpense,Empty4,Empty5,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal,
11,Griffins,GRP,Grand Rapids,North,Eastern Conference,0,0,0,2000,1000,40,0,0,0,30,0,0,252333,252333,0,0,0,0,0,100,214,,50,18,,False,0,False,11,0,0,,,L1,3,4,0,0,0,3,0,13,5,5,0,0,0,3,0,16,64,75,7,3,1,0,0,0,3,0,40,35,25,4,23,10,0,501,480,132,152,177,160,18,25,21,15,4,20885,18328,8487,4666,13887,4140,0,64,101,165,52,255,123,289,143,316,103,245,0
12,Condors,BKR,Bakersfield,Pacific Division,Western Conference,0,0,0,2000,1000,70,0,0,0,30,0,0,2861834,2861834,0,0,0,0,0,100,110,,50,9,,False,0,False,12,0,0,,,W4,7,2,0,0,1,0,0,14,11,2,0,0,1,0,0,23,85,21,6,5,1,0,0,0,0,0,39,6,61,18,73,4,1,541,191,66,166,198,177,0,34,28,23,0,12818,28459,9147,4448,22150,5421,2,85,148,233,199,285,162,273,311,461,171,247,0
13,Thunderbirds,SPR,Springfield,Atlantic,Eastern Conference,0,0,0,2000,1000,45,0,0,0,30,0,0,2316938,2212072,0,0,0,0,0,100,235,,50,6,,False,0,False,13,0,0,,,W6,8,2,0,0,0,0,0,14,10,4,0,0,0,0,0,20,74,30,7,5,2,0,0,0,0,0,40,15,49,12,61,8,1,422,240,56,155,121,146,0,31,19,24,0,13475,27859,9066,4379,21786,5285,2,74,135,209,132,311,182,297,242,361,140,219,0
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,2000,1000,40,0,0,0,30,0,0,976550,884050,0,0,0,0,0,100,125,,50,19,,False,0,False,14,0,0,,,L1,4,5,0,0,1,0,0,14,4,7,0,1,2,0,0,12,48,80,7,3,1,0,1,2,0,0,34,35,22,3,17,3,0,533,665,191,169,206,151,7,17,21,9,1,25523,15675,9694,5776,11171,4182,0,48,95,143,39,250,166,398,154,346,116,265,0
15,Wild,IOA,Iowa,Central Division,Western Conference,0,0,0,2000,1000,35,0,0,0,30,0,0,1464900,1464900,0,0,0,0,0,100,137,,50,31,,False,0,False,15,0,0,,,W1,1,8,0,0,0,0,1,14,1,12,0,0,0,0,1,3,33,100,7,1,5,0,0,0,0,1,20,48,29,3,12,3,1,361,768,216,117,107,129,13,11,10,12,0,30317,11365,9018,6047,7708,3393,0,33,65,98,26,219,145,464,91,283,65,255,0
16,Rocket,LAV,Laval,North,Eastern Conference,0,0,0,2000,1000,75,0,0,0,30,0,0,1462667,1461000,0,0,0,0,0,100,129,,50,14,,False,0,False,16,0,0,,,W2,6,3,0,0,0,0,1,14,8,5,0,0,0,0,1,17,64,35,7,5,2,0,0,0,0,0,36,14,64,11,55,11,1,388,265,65,113,147,125,9,19,28,17,1,15841,25633,9226,4857,19754,5100,1,64,113,177,114,266,171,319,197,340,128,223,0
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,2000,1000,100,0,0,0,30,0,0,329417,329417,0,0,0,0,0,100,50,,50,29,,False,0,False,17,0,0,,,L4,2,8,0,0,0,0,0,14,3,11,0,0,0,0,0,6,22,91,6,2,4,0,0,0,0,0,11,31,34,1,21,7,0,349,648,170,124,102,123,0,11,6,5,0,29033,12320,9047,5870,8482,3523,0,22,44,66,42,202,127,395,105,304,67,213,0
18,Devils,BNG,Binghamton,North,Eastern Conference,0,0,0,2000,1000,40,0,0,0,30,0,0,7516084,7476084,0,0,0,0,0,100,255,,50,30,,False,0,False,18,0,0,,,L1,1,9,0,0,0,0,0,13,1,11,0,0,0,0,1,3,33,88,7,1,5,0,0,0,0,1,16,45,20,2,22,8,0,343,669,199,104,129,107,7,15,11,7,0,28262,10536,8302,5557,7165,3188,0,33,64,97,49,229,152,416,114,247,85,235,0
19,Sound Tigers,BPT,Bridgeport,Atlantic,Eastern Conference,0,0,0,2000,1000,19,0,0,0,30,0,0,140000,140000,0,0,0,0,0,100,164,,50,21,,False,0,False,19,0,0,,,L3,2,8,0,0,0,0,0,14,2,12,0,0,0,0,0,4,31,90,7,2,5,0,0,0,0,0,20,47,28,5,23,5,0,410,664,198,151,143,116,0,13,13,5,0,29254,12526,8620,5458,8698,3376,0,31,61,92,58,214,139,394,124,287,95,231,0
20,Wolf Pack,HFD,Hartford,Atlantic,Eastern Conference,0,0,0,2000,1000,19,0,0,0,30,0,0,284667,284667,0,0,0,0,0,100,238,,50,20,,False,0,False,20,0,0,,,W1,2,6,0,0,1,1,0,14,2,10,0,0,1,1,0,7,48,97,7,2,5,0,0,0,0,0,26,46,33,3,20,7,0,444,759,211,143,133,161,11,23,18,6,1,28433,13487,8951,5637,9334,3713,0,48,94,142,57,262,143,415,110,306,96,260,0
21,Senators,BEL,Belleville,North,Eastern Conference,0,0,0,2000,1000,75,0,0,0,30,0,0,1067500,1005000,0,0,0,0,0,100,155,,50,27,,False,0,False,21,0,0,,,L1,1,7,0,0,0,0,2,14,3,9,0,0,0,0,2,8,48,96,6,2,3,0,0,0,0,1,21,38,44,5,30,8,0,414,529,143,142,152,119,7,26,10,12,0,24685,17073,9242,5558,12655,3919,0,48,73,121,67,191,128,328,161,342,121,264,0
22,Phantoms,LVP,Lehigh Valley,Atlantic,Eastern Conference,0,0,1926,2000,1000,40,0,0,0,30,0,0,669500,669500,0,0,0,0,0,100,260,,50,15,,False,0,False,22,0,0,,,L3,6,4,0,0,0,0,0,13,8,5,0,0,0,0,0,16,82,61,7,4,3,0,0,0,0,0,46,29,41,14,32,6,0,482,380,107,135,180,167,0,32,24,26,0,16678,21774,8348,4424,16903,4400,0,82,130,212,64,290,106,257,115,300,103,254,0
23,Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,2000,1000,35,0,0,0,30,0,0,1105834,1099750,0,0,0,0,0,100,181,,50,13,,False,0,False,23,0,0,,,L2,5,4,0,0,0,1,0,14,6,6,0,1,0,1,0,16,79,63,7,3,4,0,0,0,0,0,34,32,33,8,27,6,0,571,474,116,203,182,184,7,42,17,18,2,19937,21943,8895,4788,17076,4476,0,79,131,210,63,251,146,282,223,365,168,269,0
24,Penguins,WBS,Wilkes-Barre/Scranton,Atlantic,Eastern Conference,0,0,0,2000,1000,100,0,0,0,30,0,0,1179433,1122833,0,0,0,0,40,100,149,,50,4,,False,0,False,24,0,0,,,W2,8,1,0,0,0,1,0,14,10,3,0,0,0,1,0,22,82,30,6,4,1,0,0,0,1,0,29,16,47,10,49,2,2,454,315,80,172,166,116,6,41,22,18,2,17055,24600,9045,5038,19019,4882,2,82,143,225,105,247,228,355,207,345,160,230,0
25,Rampage ,SAR,Rampage,Central Division,Western Conference,0,0,0,2000,1000,100,0,0,0,30,0,0,2722250,2625584,0,0,0,0,0,100,58,,50,23,,False,0,False,25,0,0,,,L2,1,8,0,1,0,0,0,14,1,12,0,1,0,0,0,4,36,98,7,1,6,0,0,0,0,0,23,43,31,1,21,5,0,402,710,207,140,136,123,3,13,10,12,1,27497,13719,9324,5641,9328,3915,0,36,68,104,58,270,138,401,114,289,84,257,1
26,Barracudas,SJB,San Jose,Pacific Division,Western Conference,0,0,0,2000,1000,99,0,0,0,30,0,0,1597701,1597701,0,0,0,0,0,100,16,,50,7,,False,0,False,26,0,0,,,W1,8,1,0,0,1,0,0,14,10,1,0,0,3,0,0,23,77,29,7,5,1,0,0,1,0,0,35,12,54,10,63,8,0,583,321,108,182,185,214,2,38,24,15,0,15563,26284,9071,4848,20434,5073,4,77,138,215,144,295,202,349,285,447,149,219,0
27,Crunch,SYR,Syracuse,North,Eastern Conference,0,0,0,2000,1000,30,0,0,0,30,0,0,932333,932333,0,0,0,0,0,100,54,,50,16,,False,0,False,27,0,0,,,W1,5,4,0,0,0,0,1,13,8,4,0,0,0,0,1,17,59,44,7,6,1,0,0,0,0,0,43,23,36,7,46,7,2,440,356,90,142,144,152,5,26,13,20,0,17646,20715,8739,4741,15350,4551,1,59,100,159,115,287,141,339,144,369,84,214,0
28,Marlies,TOR,Toronto,North,Eastern Conference,0,0,0,2000,1000,35,0,0,0,30,0,0,2414784,2325702,0,0,0,0,0,100,51,,50,24,,False,0,False,28,0,0,,,L2,1,7,0,1,0,0,1,14,3,9,0,1,0,0,1,9,54,98,7,1,5,0,1,0,0,0,22,47,51,3,36,16,0,423,564,187,156,135,119,16,25,11,17,2,24969,16955,8947,5562,12492,3936,0,54,76,130,88,231,170,366,151,310,147,263,0
29,Comets,UTI,Utica,North,Eastern Conference,0,0,0,2000,1000,100,0,0,0,30,0,0,2312056,2185723,0,0,0,0,0,100,201,,50,3,,False,0,False,29,0,0,,,L1,9,1,0,0,0,0,0,14,12,2,0,0,0,0,0,24,82,24,6,6,0,0,0,0,0,0,38,8,46,8,43,5,3,484,188,44,150,181,153,0,31,30,21,0,11398,30019,8983,4100,23803,5507,1,82,151,233,106,285,187,254,298,398,172,237,0
30,Bears,HER,Hershey,Atlantic,Eastern Conference,0,0,0,2000,1000,35,0,0,0,30,0,0,1065916,1065916,0,0,0,0,0,100,52,,50,26,,False,0,False,30,0,0,,,L1,1,9,0,0,0,0,0,14,3,10,0,0,0,1,0,8,53,95,7,2,5,0,0,0,0,0,25,47,31,3,35,8,1,413,685,161,129,144,133,11,18,19,15,1,28234,13237,9229,5781,9050,3740,0,53,100,153,77,270,144,418,93,278,98,264,0
31,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,2000,1000,40,0,0,0,30,0,0,1662084,1662084,0,0,0,0,0,100,288,,50,10,,False,0,False,31,0,0,,,W2,7,3,0,0,0,0,0,14,9,5,0,0,0,0,0,18,64,32,7,6,1,0,0,0,0,0,45,13,44,5,62,14,3,402,197,52,126,154,122,0,22,26,16,0,13463,27201,9736,4498,20844,5840,2,64,116,180,161,295,158,274,248,345,149,232,0
