Number,Team,Transaction
34,27,[2010-11-09 01:45] - From Lightning to Predators : Michal Repik (60)- Kyle Greentree (61).                                      
35,17,[2010-11-09 01:45] - From Lightning to Predators : Michal Repik (60)- Kyle Greentree (61).                                      
36,17,[2010-11-09 01:45] - From Predators to Lightning : Ville Leino (64).                                                            
37,27,[2010-11-09 01:45] - From Predators to Lightning : Ville Leino (64).                                                            
38,27,[2010-11-09 01:47] - From Lightning to Predators : Ville Leino (64).                                                            
39,17,[2010-11-09 01:47] - From Lightning to Predators : Ville Leino (64).                                                            
40,17,[2010-11-09 01:47] - From Predators to Lightning : Michal Repik (60)- Kyle Greentree (61).                                      
41,27,[2010-11-09 01:47] - From Predators to Lightning : Michal Repik (60)- Kyle Greentree (61).                                      
42,7,[2010-11-09 01:48] - From Blackhawks to Ducks : David Clarkson (68)- Jack Skille (63)- Y:2011-RND:6-SJS.                        
43,1,[2010-11-09 01:48] - From Blackhawks to Ducks : David Clarkson (68)- Jack Skille (63)- Y:2011-RND:6-SJS.                        
44,1,[2010-11-09 01:48] - From Ducks to Blackhawks : Devin Setoguchi (70).                                                           
45,7,[2010-11-09 01:48] - From Ducks to Blackhawks : Devin Setoguchi (70).                                                           
46,2,[2010-11-09 01:48] - From Thrashers to Devils : Chris Stewart (70).                                                             
47,18,[2010-11-09 01:48] - From Thrashers to Devils : Chris Stewart (70).                                                             
48,18,[2010-11-09 01:48] - From Devils to Thrashers : Erik Gudbranson (P).                                                            
49,2,[2010-11-09 01:48] - From Devils to Thrashers : Erik Gudbranson (P).                                                            
50,3,[2010-11-09 01:49] - General Manager Change : Bruins fired general manager OTHL                                                 
51,3,[2010-11-09 01:49] - General Manager Change : Bruins hired general manager Ryan McKnight                                        
52,14,[2010-11-09 01:51] - General Manager Change : Kings fired general manager OTHL                                                  
53,14,[2010-11-09 01:51] - General Manager Change : Kings hired general manager Tim Molinet                                           
54,30,[2010-11-10 01:03] - Capitals show interest in Tobias Stephan from waiver.                                                      
55,28,[2010-11-10 01:03] - New Record for Team Most Shots Blocked (19) in 1 Game for Maple Leafs!                                     
56,30,[2010-11-10 01:03] - Capitals claimed Tobias Stephan from waiver from Stars for 100.000-00 kr.                                  
57,15,[2010-11-11 03:02] - Tim Gleason has been selected as assistant.                                                                
58,15,[2010-11-11 03:02] - Tobias Enstrom has been selected as assistant.                                                             
59,7,[2010-11-11 03:03] - New Record for Team Most Penalties (52) in 1 Game for Blackhawks!                                          
60,20,[2010-11-11 03:04] - New Record for Team Most Hits (33) in 1 Game for Rangers!                                                  
61,26,[2010-11-11 03:11] - Cody Almond was added to Sharks.                                                                           
62,15,[2010-11-11 03:16] - Linus Klasen was added to Wild.                                                                            
63,7,[2010-11-11 23:34] - Blackhawks show interest in Anders Eriksson from waiver.                                                   
64,13,[2010-11-11 23:34] - Panthers show interest in Tobias Stephan from waiver.                                                      
65,30,[2010-11-11 23:34] - Capitals show interest in Owen Nolan from waiver.                                                          
66,7,[2010-11-11 23:37] - Blackhawks claimed Anders Eriksson from waiver from Capitals for 100.000-00 kr.                            
67,13,[2010-11-11 23:37] - Panthers claimed Tobias Stephan from waiver from Capitals for 100.000-00 kr.                               
68,30,[2010-11-11 23:40] - Capitals show interest in Owen Nolan from waiver.                                                          
69,18,[2010-11-12 03:21] - Devils show interest in Owen Nolan from waiver.                                                            
70,21,[2010-11-12 03:21] - Senators show interest in Ales Kotalik from waiver.                                                        
71,21,[2010-11-12 22:11] - Senators show interest in Ales Kotalik from waiver.                                                        
72,18,[2010-11-12 22:11] - Devils show interest in Owen Nolan from waiver.                                                            
73,18,[2010-11-12 22:17] - Devils claimed Owen Nolan from waiver from Islanders for 100.000-00 kr.                                    
74,21,[2010-11-12 22:17] - Senators claimed Ales Kotalik from waiver from Capitals for 100.000-00 kr.                                 
75,7,[2010-11-12 22:20] - From Blackhawks to Sharks : Devin Setoguchi (70)- Braydon Coburn (73)- Lars Eller (P).                     
76,26,[2010-11-12 22:20] - From Blackhawks to Sharks : Devin Setoguchi (70)- Braydon Coburn (73)- Lars Eller (P).                     
77,26,der (P).                                                                                                                        
78,26,[2010-11-12 22:20] - From Sharks to Blackhawks : Kyle Okposo (70)- Tim Sestito (60)- Patrick Wiercioch (P)- Jordan Schroe       
79,7,der (P).                                                                                                                        
80,7,[2010-11-12 22:20] - From Sharks to Blackhawks : Kyle Okposo (70)- Tim Sestito (60)- Patrick Wiercioch (P)- Jordan Schroe       
81,21,[2010-11-14 22:13] - New Record for Team Most Hits (33) in 1 Game for Senators!                                                 
82,30,[2010-11-14 22:16] - From Capitals to Stars : Marc-Andre Cliche (P)- 1.500.000 kr- Y:2012-RND:4-WSH.                            
83,10,[2010-11-14 22:16] - From Capitals to Stars : Marc-Andre Cliche (P)- 1.500.000 kr- Y:2012-RND:4-WSH.                            
84,10,[2010-11-14 22:16] - From Stars to Capitals : Paul Ranger (70).                                                                 
85,30,[2010-11-14 22:16] - From Stars to Capitals : Paul Ranger (70).                                                                 
86,11,[2010-11-17 02:22] - New Record for Team Most Hits (35) in 1 Game for Red Wings!                                                
87,10,[2010-11-18 00:09] - Yannick Weber was added to Stars.                                                                          
88,15,[2010-11-18 00:26] - Stephen Gionta was added to Wild.                                                                          
89,19,[2010-11-18 00:28] - Brad Mills was added to Islanders.                                                                         
90,19,[2010-11-18 22:30] - Adrian Aucoin has been selected as assistant.                                                              
91,19,[2010-11-18 22:30] - Lubomir Visnovsky has been selected as captain.                                                            
92,22,[2010-11-18 22:31] - New Record for Team Most Shots (47) in 1 Game for Flyers!                                                  
93,3,[2010-11-19 22:31] - Wade Redden has been selected as captain.                                                                  
94,3,[2010-11-19 22:31] - Michael Rupp has been selected as assistant.                                                               
95,3,[2010-11-19 22:31] - Chris Neil has been selected as assistant.                                                                 
96,30,[2010-11-19 22:32] - Capitals show interest in Greg Moore from waiver.                                                          
97,30,[2010-11-19 22:32] - Capitals claimed Greg Moore from waiver from Wild for 100.000-00 kr.                                       
98,27,[2010-11-19 22:36] - From Lightning to Rangers : Matthew Lombardi (73).                                                         
99,20,[2010-11-19 22:36] - From Lightning to Rangers : Matthew Lombardi (73).                                                         
100,20,[2010-11-19 22:36] - From Rangers to Lightning : Taylor Pyatt (68)- Y:2011-RND:3-PHL.                                           
101,27,[2010-11-19 22:36] - From Rangers to Lightning : Taylor Pyatt (68)- Y:2011-RND:3-PHL.                                           
102,23,[2010-11-20 21:11] - General Manager Change : Coyotes fired general manager Shane Maloney                                       
103,23,[2010-11-20 21:11] - General Manager Change : Coyotes hired general manager OTHL                                                
104,13,[2010-11-22 00:22] - Panthers show interest in Jamal Mayers from waiver.                                                        
105,15,[2010-11-22 00:22] - Wild show interest in Jamal Mayers from waiver.                                                            
106,30,[2010-11-22 00:22] - Capitals show interest in Jamal Mayers from waiver.                                                        
107,3,[2010-11-22 00:24] - New Record for Team Most Assists (14) in 1 Game for Bruins!                                                
108,3,[2010-11-22 00:24] - New Record for Team Most Points (21) in 1 Game for Bruins!                                                 
109,30,[2010-11-22 00:24] - Capitals claimed Jamal Mayers from waiver from Coyotes for 100.000-00 kr.                                  
110,22,[2010-11-22 22:49] - Ed Jovanovski has been selected as captain.                                                                
111,22,[2010-11-22 22:49] - Dennis Seidenberg has been selected as assistant.                                                          
112,22,[2010-11-22 22:49] - Samuel Pahlsson has been selected as assistant.                                                            
113,19,[2010-11-22 23:01] - From Islanders to Senators : Wojtek Wolski (71)- Y:2011-RND:4-NYI.                                         
114,21,[2010-11-22 23:01] - From Islanders to Senators : Wojtek Wolski (71)- Y:2011-RND:4-NYI.                                         
115,21,[2010-11-22 23:01] - From Senators to Islanders : Patric Hornqvist (66)- Y:2011-RND:2-PHL.                                      
116,19,[2010-11-22 23:01] - From Senators to Islanders : Patric Hornqvist (66)- Y:2011-RND:2-PHL.                                      
117,14,[2010-11-24 00:48] - Brent Seabrook has been selected as assistant.                                                             
118,14,[2010-11-24 00:48] - Jean-Pierre Dumont has been selected as assistant.                                                         
119,6,[2010-11-24 00:49] - New Record for Team Most Shots Blocked (17) in 1 Game for Hurricanes!                                      
120,1,[2010-11-24 00:56] - From Ducks to Oilers : Lukas Kaspar (64)- Philippe Dupuis (60).                                            
121,12,[2010-11-24 00:56] - From Ducks to Oilers : Lukas Kaspar (64)- Philippe Dupuis (60).                                            
122,12,[2010-11-24 00:56] - From Oilers to Ducks : Anthony Nigro (P)- Y:2011-RND:6-MTL- Y:2012-RND:7-EDM.                              
123,1,[2010-11-24 00:56] - From Oilers to Ducks : Anthony Nigro (P)- Y:2011-RND:6-MTL- Y:2012-RND:7-EDM.                              
124,20,[2010-11-24 23:17] - Mattias Ohlund has been selected as captain.                                                               
125,20,[2010-11-24 23:17] - Jason Spezza has been selected as assistant.                                                               
126,20,[2010-11-24 23:17] - Dion Phaneuf has been selected as assistant.                                                               
127,7,[2010-11-24 23:18] - Blackhawks show interest in Nate Guenin from waiver.                                                       
128,7,[2010-11-24 23:20] - Blackhawks claimed Nate Guenin from waiver from Flames for 100.000-00 kr.                                  
129,3,[2010-11-25 23:23] - New Record for Team Most Shots Blocked (23) in 1 Game for Bruins!                                          
130,3,[2010-11-25 23:23] - New Record for Team Most Shots Blocked (23) in 1 Game for Bruins!                                          
131,30,[2010-11-27 00:56] - David Liffiton was added to Capitals.                                                                      
132,2,[2010-11-28 00:25] - Dany Heatley has been selected as captain.                                                                 
133,2,[2010-11-28 00:25] - Stephane Robidas has been selected as assistant.                                                           
134,2,[2010-11-28 00:25] - Erik Cole has been selected as assistant.                                                                  
135,17,[2010-11-29 23:35] - Brad Richards has been selected as captain.                                                                
136,27,[2010-11-29 23:37] - From Lightning to Predators : Kyle Greentree (61)- Michal Repik (60).                                      
137,17,[2010-11-29 23:37] - From Lightning to Predators : Kyle Greentree (61)- Michal Repik (60).                                      
138,17,[2010-11-29 23:37] - From Predators to Lightning : Ville Leino (64).                                                            
139,27,[2010-11-29 23:37] - From Predators to Lightning : Ville Leino (64).                                                            
140,1,[2010-12-01 22:25] - From Ducks to Wild : David Clarkson (68)- Y:2011-RND:5-ANH.                                                
141,15,[2010-12-01 22:25] - From Ducks to Wild : David Clarkson (68)- Y:2011-RND:5-ANH.                                                
142,15,[2010-12-01 22:25] - From Wild to Ducks : Nick Foligno (67).                                                                    
143,1,[2010-12-01 22:25] - From Wild to Ducks : Nick Foligno (67).                                                                    
144,9,[2010-12-01 22:25] - From Blue Jackets to Blackhawks : Fernando Pisani (68).                                                    
145,7,[2010-12-01 22:25] - From Blue Jackets to Blackhawks : Fernando Pisani (68).                                                    
146,19,[2010-12-01 22:30] - Martin Gerber was added to Islanders.                                                                      
147,18,[2010-12-02 23:01] - Devils show interest in Mike Brodeur from waiver.                                                          
148,18,[2010-12-03 23:39] - Devils claimed Mike Brodeur from waiver from Islanders for 100.000-00 kr.                                  
149,12,(P).                                                                                                                            
150,12,[2010-12-03 23:42] - From Oilers to Predators : Arron Asham (66)- Mark Stuart (68)- Austin Smith (P)- Marc-Andre Bourdon        
151,17,(P).                                                                                                                            
152,17,[2010-12-03 23:42] - From Oilers to Predators : Arron Asham (66)- Mark Stuart (68)- Austin Smith (P)- Marc-Andre Bourdon        
153,17,[2010-12-03 23:42] - From Predators to Oilers : Jan Hejda (73).                                                                 
154,12,[2010-12-03 23:42] - From Predators to Oilers : Jan Hejda (73).                                                                 
155,11,[2010-12-03 23:43] - From Red Wings to Ducks : David Backes (73)- Ethan Werek (P)- Y:2011-RND:1-DET.                            
156,1,[2010-12-03 23:43] - From Red Wings to Ducks : David Backes (73)- Ethan Werek (P)- Y:2011-RND:1-DET.                            
157,1,[2010-12-03 23:43] - From Ducks to Red Wings : Phil Kessel (71).                                                                
158,11,[2010-12-03 23:43] - From Ducks to Red Wings : Phil Kessel (71).                                                                
159,29,[2010-12-05 03:14] - From Canucks to Oilers : Paul Postma (P).                                                                  
160,12,[2010-12-05 03:14] - From Canucks to Oilers : Paul Postma (P).                                                                  
161,12,[2010-12-05 03:14] - From Oilers to Canucks : Jeremy Smith (P)- Matt Rust (P)- Y:2012-RND:6-PIT.                                
162,29,[2010-12-05 03:14] - From Oilers to Canucks : Jeremy Smith (P)- Matt Rust (P)- Y:2012-RND:6-PIT.                                
163,8,[2010-12-05 23:28] - Avalanche show interest in Rod Pelley from waiver.                                                         
164,30,[2010-12-05 23:33] - New Record for Team Most Shots Blocked (22) in 1 Game for Capitals!                                        
165,30,[2010-12-05 23:33] - New Record for Team Most Penalties (56) in 1 Game for Capitals!                                            
166,8,[2010-12-05 23:33] - Avalanche claimed Rod Pelley from waiver from Red Wings for 100.000-00 kr.                                 
167,1,[2010-12-05 23:42] - Pierre-Alexandre Parenteau was added to Ducks.                                                             
168,1,[2010-12-05 23:42] - Pierre Parenteau has been deleted from Ducks.                                                              
169,30,[2010-12-08 01:05] - Chris Drury has been selected as captain.                                                                  
170,30,[2010-12-08 01:05] - Tom Poti has been selected as assistant.                                                                   
171,30,[2010-12-08 01:05] - Jamal Mayers has been selected as assistant.                                                               
172,2,[2010-12-08 01:05] - Thrashers show interest in Chris Durno from waiver.                                                        
173,15,[2010-12-08 01:07] - New Record for Team Most Shots (58) in 1 Game for Wild!                                                    
174,2,[2010-12-08 01:07] - Thrashers claimed Chris Durno from waiver from Kings for 100.000-00 kr.                                    
175,18,[2010-12-10 03:09] - New Record for Team Most Hits (35) in 1 Game for Devils!                                                   
176,29,[2010-12-10 03:18] - From Canucks to Maple Leafs : Y:2012-RND:3-VAN- Y:2011-RND:6-CHI.                                          
177,28,[2010-12-10 03:18] - From Canucks to Maple Leafs : Y:2012-RND:3-VAN- Y:2011-RND:6-CHI.                                          
178,28,[2010-12-10 03:18] - From Maple Leafs to Canucks : Robert Lang (71)- Y:2012-RND:7-TOR.                                          
179,29,[2010-12-10 03:18] - From Maple Leafs to Canucks : Robert Lang (71)- Y:2012-RND:7-TOR.                                          
180,8,[2010-12-11 03:00] - Stephane Yelle has been selected as captain.                                                               
181,8,[2010-12-11 03:00] - Sergei Gonchar has been selected as assistant.                                                             
182,8,[2010-12-11 03:00] - Patrick Kane has been selected as assistant.                                                               
183,7,:5-CHI.                                                                                                                         
184,7,[2010-12-11 03:06] - From Blackhawks to Penguins : Corey Elkins (59)- Fernando Pisani (68)- Shane OBrien (67)- Y:2011-RND       
185,24,:5-CHI.                                                                                                                         
186,24,[2010-12-11 03:06] - From Blackhawks to Penguins : Corey Elkins (59)- Fernando Pisani (68)- Shane OBrien (67)- Y:2011-RND       
187,24,[2010-12-11 03:06] - From Penguins to Blackhawks : Drew Shore (P)- Y:2011-RND:4-PHL.                                            
188,7,[2010-12-11 03:06] - From Penguins to Blackhawks : Drew Shore (P)- Y:2011-RND:4-PHL.                                            
189,3,[2010-12-12 00:17] - From Bruins to Panthers : Keaton Ellerby (P).                                                              
190,13,[2010-12-12 00:17] - From Bruins to Panthers : Keaton Ellerby (P).                                                              
191,13,[2010-12-12 00:17] - From Panthers to Bruins : Patrick Maroon (P).                                                              
192,3,[2010-12-12 00:17] - From Panthers to Bruins : Patrick Maroon (P).                                                              
193,30,[2010-12-12 22:45] - From Capitals to Islanders : Andrew Brunette (72)- Y:2011-RND:4-WSH.                                       
194,19,[2010-12-12 22:45] - From Capitals to Islanders : Andrew Brunette (72)- Y:2011-RND:4-WSH.                                       
195,19,[2010-12-12 22:45] - From Islanders to Capitals : Vaclav Prospal (73).                                                          
196,30,[2010-12-12 22:45] - From Islanders to Capitals : Vaclav Prospal (73).                                                          
197,18,[2010-12-14 00:56] - From Devils to Thrashers : Tomas Kopecky (66).                                                             
198,2,[2010-12-14 00:56] - From Devils to Thrashers : Tomas Kopecky (66).                                                             
199,2,[2010-12-14 00:56] - From Thrashers to Devils : Brian Lee (66)- David Gilbert (P).                                              
200,18,[2010-12-14 00:56] - From Thrashers to Devils : Brian Lee (66)- David Gilbert (P).                                              
201,30,[2010-12-14 00:56] - From Capitals to Bruins : Andrew Alberts (70)- Rob Schremp (67)- Y:2012-RND:3-WSH.                         
202,3,[2010-12-14 00:56] - From Capitals to Bruins : Andrew Alberts (70)- Rob Schremp (67)- Y:2012-RND:3-WSH.                         
203,3,[2010-12-14 00:56] - From Bruins to Capitals : Kyle Cumiskey (68)- Joel Ward (67).                                              
204,30,[2010-12-14 00:56] - From Bruins to Capitals : Kyle Cumiskey (68)- Joel Ward (67).                                              
205,3,[2010-12-14 22:09] - Wade Redden has been selected as captain.                                                                  
206,7,[2010-12-15 22:05] - Blackhawks show interest in Tyson Strachan from waiver.                                                    
207,15,[2010-12-15 22:05] - New Record for Team Most Shots Blocked (21) in 1 Game for Wild!                                            
208,7,[2010-12-15 22:05] - Blackhawks claimed Tyson Strachan from waiver from Bruins for 100.000-00 kr.                               
209,5,[2010-12-16 22:51] - Henrik Sedin has been selected as assistant.                                                               
210,20,[2010-12-16 22:53] - From Rangers to Islanders : Mike Knuble (73).                                                              
211,19,[2010-12-16 22:53] - From Rangers to Islanders : Mike Knuble (73).                                                              
212,19,[2010-12-16 22:53] - From Islanders to Rangers : Drew Stafford (68).                                                            
213,20,[2010-12-16 22:53] - From Islanders to Rangers : Drew Stafford (68).                                                            
214,5,[2010-12-17 23:44] - From Flames to Sharks : Dan Hamhuis (77)- Y:2011-RND:3-CGY.                                                
215,26,[2010-12-17 23:44] - From Flames to Sharks : Dan Hamhuis (77)- Y:2011-RND:3-CGY.                                                
216,26,[2010-12-17 23:44] - From Sharks to Flames : Braydon Coburn (73)- Bruno Gervais (67)- Devin Setoguchi (70).                     
217,5,[2010-12-17 23:44] - From Sharks to Flames : Braydon Coburn (73)- Bruno Gervais (67)- Devin Setoguchi (70).                     
218,16,[2010-12-19 00:45] - From Canadiens to Rangers : Jeff Tambellini (64).                                                          
219,20,[2010-12-19 00:45] - From Canadiens to Rangers : Jeff Tambellini (64).                                                          
220,20,[2010-12-19 00:45] - From Rangers to Canadiens : Corey Locke (P)- Richard Clune (P)- Y:2012-RND:6-NYR.                          
221,16,[2010-12-19 00:45] - From Rangers to Canadiens : Corey Locke (P)- Richard Clune (P)- Y:2012-RND:6-NYR.                          
222,16,[2010-12-19 23:20] - Richard Clune was added to Canadiens.                                                                      
223,16,[2010-12-19 23:21] - Kyle Wilson was added to Canadiens.                                                                        
224,5,[2010-12-21 00:38] - Milan Lucic has been selected as assistant.                                                                
225,18,[2010-12-21 00:46] - From Devils to Ducks : Steve Bernier (69).                                                                 
226,1,[2010-12-21 00:46] - From Devils to Ducks : Steve Bernier (69).                                                                 
227,1,[2010-12-21 00:46] - From Ducks to Devils : Mark Fistric (68).                                                                  
228,18,[2010-12-21 00:46] - From Ducks to Devils : Mark Fistric (68).                                                                  
229,22,[2010-12-21 00:46] - From Flyers to Ducks : Y:2012-RND:1-PHL.                                                                   
230,1,[2010-12-21 00:46] - From Flyers to Ducks : Y:2012-RND:1-PHL.                                                                   
231,1,[2010-12-21 00:46] - From Ducks to Flyers : Carlo Colaiacovo (70).                                                              
232,22,[2010-12-21 00:46] - From Ducks to Flyers : Carlo Colaiacovo (70).                                                              
233,17,[2010-12-21 00:50] - General Manager Change : Predators fired general manager Michael Jank                                      
234,17,[2010-12-21 00:50] - General Manager Change : Predators hired general manager OTHL                                              
235,1,[2010-12-21 21:04] - Ducks show interest in Danny Syvret from waiver.                                                           
236,1,[2010-12-21 21:06] - Ducks claimed Danny Syvret from waiver from Flames for 100.000-00 kr.                                      
237,1,zel (P).                                                                                                                        
238,1,[2010-12-21 21:15] - From Ducks to Capitals : Pierre-Alexandre Parenteau (64)- Tom Gilbert (71)- Frederik Pettersson-Went       
239,30,zel (P).                                                                                                                        
240,30,[2010-12-21 21:15] - From Ducks to Capitals : Pierre-Alexandre Parenteau (64)- Tom Gilbert (71)- Frederik Pettersson-Went       
241,30,[2010-12-21 21:15] - From Capitals to Ducks : Kyle Cumiskey (68)- Y:2012-RND:2-ANH.                                             
242,1,[2010-12-21 21:15] - From Capitals to Ducks : Kyle Cumiskey (68)- Y:2012-RND:2-ANH.                                             
243,1,[2010-12-21 21:15] - From Ducks to Stars : Ryan Malone (73)- Y:2011-RND:5-DET.                                                  
244,10,[2010-12-21 21:15] - From Ducks to Stars : Ryan Malone (73)- Y:2011-RND:5-DET.                                                  
245,10,[2010-12-21 21:15] - From Stars to Ducks : Steve Sullivan (69)- Jesse Joensuu (P)- Thomas Hickey (P)- Y:2012-RND:1-DAL.         
246,1,[2010-12-21 21:15] - From Stars to Ducks : Steve Sullivan (69)- Jesse Joensuu (P)- Thomas Hickey (P)- Y:2012-RND:1-DAL.         
247,13,[2010-12-22 22:28] - Robert Klinkhammer was added to Panthers.                                                                  
248,28,[2010-12-28 18:50] - John Carlson was added to Maple Leafs.                                                                     
249,1,[2010-12-28 18:51] - From Ducks to Capitals : Brenden Morrow (75).                                                              
250,30,[2010-12-28 18:51] - From Ducks to Capitals : Brenden Morrow (75).                                                              
251,30,[2010-12-28 18:51] - From Capitals to Ducks : Eric Fehr (67).                                                                   
252,1,[2010-12-28 18:51] - From Capitals to Ducks : Eric Fehr (67).                                                                   
253,5,[2010-12-28 18:51] - From Flames to Blackhawks : Jean-Sébastien Giguère (72)- Devan Dubnyk (63)- Y:2011-RND:6-CGY.              
254,7,[2010-12-28 18:51] - From Flames to Blackhawks : Jean-Sébastien Giguère (72)- Devan Dubnyk (63)- Y:2011-RND:6-CGY.              
255,7,[2010-12-28 18:51] - From Blackhawks to Flames : Patrick Lalime (67)- Anton Kudobin (54).                                       
256,5,[2010-12-28 18:51] - From Blackhawks to Flames : Patrick Lalime (67)- Anton Kudobin (54).                                       
257,5,[2010-12-28 18:52] - From Flames to Ducks : Y:2012-RND:4-CGY.                                                                   
258,1,[2010-12-28 18:52] - From Flames to Ducks : Y:2012-RND:4-CGY.                                                                   
259,1,[2010-12-28 18:52] - From Ducks to Flames : Steve Sullivan (69).                                                                
260,5,[2010-12-28 18:52] - From Ducks to Flames : Steve Sullivan (69).                                                                
261,25,[2010-12-28 18:52] - From Blues to Ducks : Jannik Hansen (66).                                                                  
262,1,[2010-12-28 18:52] - From Blues to Ducks : Jannik Hansen (66).                                                                  
263,1,[2010-12-28 18:52] - From Ducks to Blues : Gregory Campbell (68).                                                               
264,25,[2010-12-28 18:52] - From Ducks to Blues : Gregory Campbell (68).                                                               
265,28,[2010-12-28 18:54] - From Maple Leafs to Capitals : John Carlson (58).                                                          
266,30,[2010-12-28 18:54] - From Maple Leafs to Capitals : John Carlson (58).                                                          
267,30,RND:1-WSH- Y:2012-RND:2-WSH.                                                                                                    
268,30,[2010-12-28 18:54] - From Capitals to Maple Leafs : Jason Williams (67)- Tom Gilbert (71)- Philip Samuelsson (P)- Y:2012-       
269,28,RND:1-WSH- Y:2012-RND:2-WSH.                                                                                                    
270,28,[2010-12-28 18:54] - From Capitals to Maple Leafs : Jason Williams (67)- Tom Gilbert (71)- Philip Samuelsson (P)- Y:2012-       
271,7,[2011-01-02 18:17] - From Blackhawks to Ducks : Matt Hunwick (65)- Michael Nylander (68).                                       
272,1,[2011-01-02 18:17] - From Blackhawks to Ducks : Matt Hunwick (65)- Michael Nylander (68).                                       
273,1,[2011-01-02 18:17] - From Ducks to Blackhawks : Kyle Quincey (71)- Y:2011-RND:7-ANH.                                            
274,7,[2011-01-02 18:17] - From Ducks to Blackhawks : Kyle Quincey (71)- Y:2011-RND:7-ANH.                                            
275,1,- Y:2011-RND:6-MTL.                                                                                                             
276,1,[2011-01-03 21:12] - From Ducks to Blackhawks : David Backes (73)- Matt Keetley (52)- Thomas Hickey (P)- Y:2011-RND:6-SJS       
277,7,- Y:2011-RND:6-MTL.                                                                                                             
278,7,[2011-01-03 21:12] - From Ducks to Blackhawks : David Backes (73)- Matt Keetley (52)- Thomas Hickey (P)- Y:2011-RND:6-SJS       
279,7,JD- Y:2012-RND:4-CHI.                                                                                                           
280,7,[2011-01-03 21:12] - From Blackhawks to Ducks : Scott Hartnell (71)- Devan Dubnyk (63)- Matt Beleskey (P)- Y:2011-RND:5-N       
281,1,JD- Y:2012-RND:4-CHI.                                                                                                           
282,1,[2011-01-03 21:12] - From Blackhawks to Ducks : Scott Hartnell (71)- Devan Dubnyk (63)- Matt Beleskey (P)- Y:2011-RND:5-N       
283,1,D:4-FLA.                                                                                                                        
284,1,[2011-01-03 21:13] - From Ducks to Penguins : Miikka Kiprusoff (77)- Bobby Sanguinetti (P)- Oscar Lindberg (P)- Y:2011-RN       
285,24,D:4-FLA.                                                                                                                        
