Number,Team,Transaction,DateTime,Empty
75,7,[2010-11-12 22:20] - From Blackhawks to Sharks : Devin Setoguchi (70)- Braydon Coburn (73)- Lars Eller (P).                     ,12:00:00 AM,
76,26,[2010-11-12 22:20] - From Blackhawks to Sharks : Devin Setoguchi (70)- Braydon Coburn (73)- Lars Eller (P).                     ,12:00:00 AM,
77,26,der (P).                                                                                                                        ,12:00:00 AM,
78,26,[2010-11-12 22:20] - From Sharks to Blackhawks : Kyle Okposo (70)- Tim Sestito (60)- Patrick Wiercioch (P)- Jordan Schroe       ,12:00:00 AM,
79,7,der (P).                                                                                                                        ,12:00:00 AM,
80,7,[2010-11-12 22:20] - From Sharks to Blackhawks : Kyle Okposo (70)- Tim Sestito (60)- Patrick Wiercioch (P)- Jordan Schroe       ,12:00:00 AM,
81,21,[2010-11-14 22:13] - New Record for Team Most Hits (33) in 1 Game for Senators!                                                 ,12:00:00 AM,
82,30,[2010-11-14 22:16] - From Capitals to Stars : Marc-Andre Cliche (P)- 1.500.000 kr- Y:2012-RND:4-WSH.                            ,12:00:00 AM,
83,10,[2010-11-14 22:16] - From Capitals to Stars : Marc-Andre Cliche (P)- 1.500.000 kr- Y:2012-RND:4-WSH.                            ,12:00:00 AM,
84,10,[2010-11-14 22:16] - From Stars to Capitals : Paul Ranger (70).                                                                 ,12:00:00 AM,
85,30,[2010-11-14 22:16] - From Stars to Capitals : Paul Ranger (70).                                                                 ,12:00:00 AM,
86,11,[2010-11-17 02:22] - New Record for Team Most Hits (35) in 1 Game for Red Wings!                                                ,12:00:00 AM,
87,10,[2010-11-18 00:09] - Yannick Weber was added to Stars.                                                                          ,12:00:00 AM,
88,15,[2010-11-18 00:26] - Stephen Gionta was added to Wild.                                                                          ,12:00:00 AM,
89,19,[2010-11-18 00:28] - Brad Mills was added to Islanders.                                                                         ,12:00:00 AM,
90,19,[2010-11-18 22:30] - Adrian Aucoin has been selected as assistant.                                                              ,12:00:00 AM,
91,19,[2010-11-18 22:30] - Lubomir Visnovsky has been selected as captain.                                                            ,12:00:00 AM,
92,22,[2010-11-18 22:31] - New Record for Team Most Shots (47) in 1 Game for Flyers!                                                  ,12:00:00 AM,
93,3,[2010-11-19 22:31] - Wade Redden has been selected as captain.                                                                  ,12:00:00 AM,
94,3,[2010-11-19 22:31] - Michael Rupp has been selected as assistant.                                                               ,12:00:00 AM,
95,3,[2010-11-19 22:31] - Chris Neil has been selected as assistant.                                                                 ,12:00:00 AM,
96,30,[2010-11-19 22:32] - Capitals show interest in Greg Moore from waiver.                                                          ,12:00:00 AM,
97,30,[2010-11-19 22:32] - Capitals claimed Greg Moore from waiver from Wild for 100.000-00 kr.                                       ,12:00:00 AM,
98,27,[2010-11-19 22:36] - From Lightning to Rangers : Matthew Lombardi (73).                                                         ,12:00:00 AM,
99,20,[2010-11-19 22:36] - From Lightning to Rangers : Matthew Lombardi (73).                                                         ,12:00:00 AM,
100,20,[2010-11-19 22:36] - From Rangers to Lightning : Taylor Pyatt (68)- Y:2011-RND:3-PHL.                                           ,12:00:00 AM,
101,27,[2010-11-19 22:36] - From Rangers to Lightning : Taylor Pyatt (68)- Y:2011-RND:3-PHL.                                           ,12:00:00 AM,
102,23,[2010-11-20 21:11] - General Manager Change : Coyotes fired general manager Shane Maloney                                       ,12:00:00 AM,
103,23,[2010-11-20 21:11] - General Manager Change : Coyotes hired general manager OTHL                                                ,12:00:00 AM,
104,13,[2010-11-22 00:22] - Panthers show interest in Jamal Mayers from waiver.                                                        ,12:00:00 AM,
105,15,[2010-11-22 00:22] - Wild show interest in Jamal Mayers from waiver.                                                            ,12:00:00 AM,
106,30,[2010-11-22 00:22] - Capitals show interest in Jamal Mayers from waiver.                                                        ,12:00:00 AM,
107,3,[2010-11-22 00:24] - New Record for Team Most Assists (14) in 1 Game for Bruins!                                                ,12:00:00 AM,
108,3,[2010-11-22 00:24] - New Record for Team Most Points (21) in 1 Game for Bruins!                                                 ,12:00:00 AM,
109,30,[2010-11-22 00:24] - Capitals claimed Jamal Mayers from waiver from Coyotes for 100.000-00 kr.                                  ,12:00:00 AM,
110,22,[2010-11-22 22:49] - Ed Jovanovski has been selected as captain.                                                                ,12:00:00 AM,
111,22,[2010-11-22 22:49] - Dennis Seidenberg has been selected as assistant.                                                          ,12:00:00 AM,
112,22,[2010-11-22 22:49] - Samuel Pahlsson has been selected as assistant.                                                            ,12:00:00 AM,
113,19,[2010-11-22 23:01] - From Islanders to Senators : Wojtek Wolski (71)- Y:2011-RND:4-NYI.                                         ,12:00:00 AM,
114,21,[2010-11-22 23:01] - From Islanders to Senators : Wojtek Wolski (71)- Y:2011-RND:4-NYI.                                         ,12:00:00 AM,
115,21,[2010-11-22 23:01] - From Senators to Islanders : Patric Hornqvist (66)- Y:2011-RND:2-PHL.                                      ,12:00:00 AM,
116,19,[2010-11-22 23:01] - From Senators to Islanders : Patric Hornqvist (66)- Y:2011-RND:2-PHL.                                      ,12:00:00 AM,
117,14,[2010-11-24 00:48] - Brent Seabrook has been selected as assistant.                                                             ,12:00:00 AM,
118,14,[2010-11-24 00:48] - Jean-Pierre Dumont has been selected as assistant.                                                         ,12:00:00 AM,
119,6,[2010-11-24 00:49] - New Record for Team Most Shots Blocked (17) in 1 Game for Hurricanes!                                      ,12:00:00 AM,
120,1,[2010-11-24 00:56] - From Ducks to Oilers : Lukas Kaspar (64)- Philippe Dupuis (60).                                            ,12:00:00 AM,
121,12,[2010-11-24 00:56] - From Ducks to Oilers : Lukas Kaspar (64)- Philippe Dupuis (60).                                            ,12:00:00 AM,
122,12,[2010-11-24 00:56] - From Oilers to Ducks : Anthony Nigro (P)- Y:2011-RND:6-MTL- Y:2012-RND:7-EDM.                              ,12:00:00 AM,
123,1,[2010-11-24 00:56] - From Oilers to Ducks : Anthony Nigro (P)- Y:2011-RND:6-MTL- Y:2012-RND:7-EDM.                              ,12:00:00 AM,
124,20,[2010-11-24 23:17] - Mattias Ohlund has been selected as captain.                                                               ,12:00:00 AM,
125,20,[2010-11-24 23:17] - Jason Spezza has been selected as assistant.                                                               ,12:00:00 AM,
126,20,[2010-11-24 23:17] - Dion Phaneuf has been selected as assistant.                                                               ,12:00:00 AM,
127,7,[2010-11-24 23:18] - Blackhawks show interest in Nate Guenin from waiver.                                                       ,12:00:00 AM,
128,7,[2010-11-24 23:20] - Blackhawks claimed Nate Guenin from waiver from Flames for 100.000-00 kr.                                  ,12:00:00 AM,
129,3,[2010-11-25 23:23] - New Record for Team Most Shots Blocked (23) in 1 Game for Bruins!                                          ,12:00:00 AM,
130,3,[2010-11-25 23:23] - New Record for Team Most Shots Blocked (23) in 1 Game for Bruins!                                          ,12:00:00 AM,
131,30,[2010-11-27 00:56] - David Liffiton was added to Capitals.                                                                      ,12:00:00 AM,
132,2,[2010-11-28 00:25] - Dany Heatley has been selected as captain.                                                                 ,12:00:00 AM,
133,2,[2010-11-28 00:25] - Stephane Robidas has been selected as assistant.                                                           ,12:00:00 AM,
134,2,[2010-11-28 00:25] - Erik Cole has been selected as assistant.                                                                  ,12:00:00 AM,
135,17,[2010-11-29 23:35] - Brad Richards has been selected as captain.                                                                ,12:00:00 AM,
136,27,[2010-11-29 23:37] - From Lightning to Predators : Kyle Greentree (61)- Michal Repik (60).                                      ,12:00:00 AM,
137,17,[2010-11-29 23:37] - From Lightning to Predators : Kyle Greentree (61)- Michal Repik (60).                                      ,12:00:00 AM,
138,17,[2010-11-29 23:37] - From Predators to Lightning : Ville Leino (64).                                                            ,12:00:00 AM,
139,27,[2010-11-29 23:37] - From Predators to Lightning : Ville Leino (64).                                                            ,12:00:00 AM,
140,1,[2010-12-01 22:25] - From Ducks to Wild : David Clarkson (68)- Y:2011-RND:5-ANH.                                                ,12:00:00 AM,
141,15,[2010-12-01 22:25] - From Ducks to Wild : David Clarkson (68)- Y:2011-RND:5-ANH.                                                ,12:00:00 AM,
142,15,[2010-12-01 22:25] - From Wild to Ducks : Nick Foligno (67).                                                                    ,12:00:00 AM,
143,1,[2010-12-01 22:25] - From Wild to Ducks : Nick Foligno (67).                                                                    ,12:00:00 AM,
144,9,[2010-12-01 22:25] - From Blue Jackets to Blackhawks : Fernando Pisani (68).                                                    ,12:00:00 AM,
145,7,[2010-12-01 22:25] - From Blue Jackets to Blackhawks : Fernando Pisani (68).                                                    ,12:00:00 AM,
146,19,[2010-12-01 22:30] - Martin Gerber was added to Islanders.                                                                      ,12:00:00 AM,
147,18,[2010-12-02 23:01] - Devils show interest in Mike Brodeur from waiver.                                                          ,12:00:00 AM,
148,18,[2010-12-03 23:39] - Devils claimed Mike Brodeur from waiver from Islanders for 100.000-00 kr.                                  ,12:00:00 AM,
149,12,(P).                                                                                                                            ,12:00:00 AM,
150,12,[2010-12-03 23:42] - From Oilers to Predators : Arron Asham (66)- Mark Stuart (68)- Austin Smith (P)- Marc-Andre Bourdon        ,12:00:00 AM,
151,17,(P).                                                                                                                            ,12:00:00 AM,
152,17,[2010-12-03 23:42] - From Oilers to Predators : Arron Asham (66)- Mark Stuart (68)- Austin Smith (P)- Marc-Andre Bourdon        ,12:00:00 AM,
153,17,[2010-12-03 23:42] - From Predators to Oilers : Jan Hejda (73).                                                                 ,12:00:00 AM,
154,12,[2010-12-03 23:42] - From Predators to Oilers : Jan Hejda (73).                                                                 ,12:00:00 AM,
155,11,[2010-12-03 23:43] - From Red Wings to Ducks : David Backes (73)- Ethan Werek (P)- Y:2011-RND:1-DET.                            ,12:00:00 AM,
156,1,[2010-12-03 23:43] - From Red Wings to Ducks : David Backes (73)- Ethan Werek (P)- Y:2011-RND:1-DET.                            ,12:00:00 AM,
157,1,[2010-12-03 23:43] - From Ducks to Red Wings : Phil Kessel (71).                                                                ,12:00:00 AM,
158,11,[2010-12-03 23:43] - From Ducks to Red Wings : Phil Kessel (71).                                                                ,12:00:00 AM,
159,29,[2010-12-05 03:14] - From Canucks to Oilers : Paul Postma (P).                                                                  ,12:00:00 AM,
160,12,[2010-12-05 03:14] - From Canucks to Oilers : Paul Postma (P).                                                                  ,12:00:00 AM,
161,12,[2010-12-05 03:14] - From Oilers to Canucks : Jeremy Smith (P)- Matt Rust (P)- Y:2012-RND:6-PIT.                                ,12:00:00 AM,
162,29,[2010-12-05 03:14] - From Oilers to Canucks : Jeremy Smith (P)- Matt Rust (P)- Y:2012-RND:6-PIT.                                ,12:00:00 AM,
163,8,[2010-12-05 23:28] - Avalanche show interest in Rod Pelley from waiver.                                                         ,12:00:00 AM,
164,30,[2010-12-05 23:33] - New Record for Team Most Shots Blocked (22) in 1 Game for Capitals!                                        ,12:00:00 AM,
165,30,[2010-12-05 23:33] - New Record for Team Most Penalties (56) in 1 Game for Capitals!                                            ,12:00:00 AM,
166,8,[2010-12-05 23:33] - Avalanche claimed Rod Pelley from waiver from Red Wings for 100.000-00 kr.                                 ,12:00:00 AM,
167,1,[2010-12-05 23:42] - Pierre-Alexandre Parenteau was added to Ducks.                                                             ,12:00:00 AM,
168,1,[2010-12-05 23:42] - Pierre Parenteau has been deleted from Ducks.                                                              ,12:00:00 AM,
169,30,[2010-12-08 01:05] - Chris Drury has been selected as captain.                                                                  ,12:00:00 AM,
170,30,[2010-12-08 01:05] - Tom Poti has been selected as assistant.                                                                   ,12:00:00 AM,
171,30,[2010-12-08 01:05] - Jamal Mayers has been selected as assistant.                                                               ,12:00:00 AM,
172,2,[2010-12-08 01:05] - Thrashers show interest in Chris Durno from waiver.                                                        ,12:00:00 AM,
173,15,[2010-12-08 01:07] - New Record for Team Most Shots (58) in 1 Game for Wild!                                                    ,12:00:00 AM,
174,2,[2010-12-08 01:07] - Thrashers claimed Chris Durno from waiver from Kings for 100.000-00 kr.                                    ,12:00:00 AM,
175,18,[2010-12-10 03:09] - New Record for Team Most Hits (35) in 1 Game for Devils!                                                   ,12:00:00 AM,
176,29,[2010-12-10 03:18] - From Canucks to Maple Leafs : Y:2012-RND:3-VAN- Y:2011-RND:6-CHI.                                          ,12:00:00 AM,
177,28,[2010-12-10 03:18] - From Canucks to Maple Leafs : Y:2012-RND:3-VAN- Y:2011-RND:6-CHI.                                          ,12:00:00 AM,
178,28,[2010-12-10 03:18] - From Maple Leafs to Canucks : Robert Lang (71)- Y:2012-RND:7-TOR.                                          ,12:00:00 AM,
179,29,[2010-12-10 03:18] - From Maple Leafs to Canucks : Robert Lang (71)- Y:2012-RND:7-TOR.                                          ,12:00:00 AM,
180,8,[2010-12-11 03:00] - Stephane Yelle has been selected as captain.                                                               ,12:00:00 AM,
181,8,[2010-12-11 03:00] - Sergei Gonchar has been selected as assistant.                                                             ,12:00:00 AM,
182,8,[2010-12-11 03:00] - Patrick Kane has been selected as assistant.                                                               ,12:00:00 AM,
183,7,:5-CHI.                                                                                                                         ,12:00:00 AM,
184,7,[2010-12-11 03:06] - From Blackhawks to Penguins : Corey Elkins (59)- Fernando Pisani (68)- Shane OBrien (67)- Y:2011-RND       ,12:00:00 AM,
185,24,:5-CHI.                                                                                                                         ,12:00:00 AM,
186,24,[2010-12-11 03:06] - From Blackhawks to Penguins : Corey Elkins (59)- Fernando Pisani (68)- Shane OBrien (67)- Y:2011-RND       ,12:00:00 AM,
187,24,[2010-12-11 03:06] - From Penguins to Blackhawks : Drew Shore (P)- Y:2011-RND:4-PHL.                                            ,12:00:00 AM,
188,7,[2010-12-11 03:06] - From Penguins to Blackhawks : Drew Shore (P)- Y:2011-RND:4-PHL.                                            ,12:00:00 AM,
189,3,[2010-12-12 00:17] - From Bruins to Panthers : Keaton Ellerby (P).                                                              ,12:00:00 AM,
190,13,[2010-12-12 00:17] - From Bruins to Panthers : Keaton Ellerby (P).                                                              ,12:00:00 AM,
191,13,[2010-12-12 00:17] - From Panthers to Bruins : Patrick Maroon (P).                                                              ,12:00:00 AM,
192,3,[2010-12-12 00:17] - From Panthers to Bruins : Patrick Maroon (P).                                                              ,12:00:00 AM,
193,30,[2010-12-12 22:45] - From Capitals to Islanders : Andrew Brunette (72)- Y:2011-RND:4-WSH.                                       ,12:00:00 AM,
194,19,[2010-12-12 22:45] - From Capitals to Islanders : Andrew Brunette (72)- Y:2011-RND:4-WSH.                                       ,12:00:00 AM,
195,19,[2010-12-12 22:45] - From Islanders to Capitals : Vaclav Prospal (73).                                                          ,12:00:00 AM,
196,30,[2010-12-12 22:45] - From Islanders to Capitals : Vaclav Prospal (73).                                                          ,12:00:00 AM,
197,18,[2010-12-14 00:56] - From Devils to Thrashers : Tomas Kopecky (66).                                                             ,12:00:00 AM,
198,2,[2010-12-14 00:56] - From Devils to Thrashers : Tomas Kopecky (66).                                                             ,12:00:00 AM,
199,2,[2010-12-14 00:56] - From Thrashers to Devils : Brian Lee (66)- David Gilbert (P).                                              ,12:00:00 AM,
200,18,[2010-12-14 00:56] - From Thrashers to Devils : Brian Lee (66)- David Gilbert (P).                                              ,12:00:00 AM,
201,30,[2010-12-14 00:56] - From Capitals to Bruins : Andrew Alberts (70)- Rob Schremp (67)- Y:2012-RND:3-WSH.                         ,12:00:00 AM,
202,3,[2010-12-14 00:56] - From Capitals to Bruins : Andrew Alberts (70)- Rob Schremp (67)- Y:2012-RND:3-WSH.                         ,12:00:00 AM,
203,3,[2010-12-14 00:56] - From Bruins to Capitals : Kyle Cumiskey (68)- Joel Ward (67).                                              ,12:00:00 AM,
204,30,[2010-12-14 00:56] - From Bruins to Capitals : Kyle Cumiskey (68)- Joel Ward (67).                                              ,12:00:00 AM,
205,3,[2010-12-14 22:09] - Wade Redden has been selected as captain.                                                                  ,12:00:00 AM,
206,7,[2010-12-15 22:05] - Blackhawks show interest in Tyson Strachan from waiver.                                                    ,12:00:00 AM,
207,15,[2010-12-15 22:05] - New Record for Team Most Shots Blocked (21) in 1 Game for Wild!                                            ,12:00:00 AM,
208,7,[2010-12-15 22:05] - Blackhawks claimed Tyson Strachan from waiver from Bruins for 100.000-00 kr.                               ,12:00:00 AM,
209,5,[2010-12-16 22:51] - Henrik Sedin has been selected as assistant.                                                               ,12:00:00 AM,
210,20,[2010-12-16 22:53] - From Rangers to Islanders : Mike Knuble (73).                                                              ,12:00:00 AM,
211,19,[2010-12-16 22:53] - From Rangers to Islanders : Mike Knuble (73).                                                              ,12:00:00 AM,
212,19,[2010-12-16 22:53] - From Islanders to Rangers : Drew Stafford (68).                                                            ,12:00:00 AM,
213,20,[2010-12-16 22:53] - From Islanders to Rangers : Drew Stafford (68).                                                            ,12:00:00 AM,
214,5,[2010-12-17 23:44] - From Flames to Sharks : Dan Hamhuis (77)- Y:2011-RND:3-CGY.                                                ,12:00:00 AM,
215,26,[2010-12-17 23:44] - From Flames to Sharks : Dan Hamhuis (77)- Y:2011-RND:3-CGY.                                                ,12:00:00 AM,
216,26,[2010-12-17 23:44] - From Sharks to Flames : Braydon Coburn (73)- Bruno Gervais (67)- Devin Setoguchi (70).                     ,12:00:00 AM,
217,5,[2010-12-17 23:44] - From Sharks to Flames : Braydon Coburn (73)- Bruno Gervais (67)- Devin Setoguchi (70).                     ,12:00:00 AM,
218,16,[2010-12-19 00:45] - From Canadiens to Rangers : Jeff Tambellini (64).                                                          ,12:00:00 AM,
219,20,[2010-12-19 00:45] - From Canadiens to Rangers : Jeff Tambellini (64).                                                          ,12:00:00 AM,
220,20,[2010-12-19 00:45] - From Rangers to Canadiens : Corey Locke (P)- Richard Clune (P)- Y:2012-RND:6-NYR.                          ,12:00:00 AM,
221,16,[2010-12-19 00:45] - From Rangers to Canadiens : Corey Locke (P)- Richard Clune (P)- Y:2012-RND:6-NYR.                          ,12:00:00 AM,
222,16,[2010-12-19 23:20] - Richard Clune was added to Canadiens.                                                                      ,12:00:00 AM,
223,16,[2010-12-19 23:21] - Kyle Wilson was added to Canadiens.                                                                        ,12:00:00 AM,
224,5,[2010-12-21 00:38] - Milan Lucic has been selected as assistant.                                                                ,12:00:00 AM,
225,18,[2010-12-21 00:46] - From Devils to Ducks : Steve Bernier (69).                                                                 ,12:00:00 AM,
226,1,[2010-12-21 00:46] - From Devils to Ducks : Steve Bernier (69).                                                                 ,12:00:00 AM,
227,1,[2010-12-21 00:46] - From Ducks to Devils : Mark Fistric (68).                                                                  ,12:00:00 AM,
228,18,[2010-12-21 00:46] - From Ducks to Devils : Mark Fistric (68).                                                                  ,12:00:00 AM,
229,22,[2010-12-21 00:46] - From Flyers to Ducks : Y:2012-RND:1-PHL.                                                                   ,12:00:00 AM,
230,1,[2010-12-21 00:46] - From Flyers to Ducks : Y:2012-RND:1-PHL.                                                                   ,12:00:00 AM,
231,1,[2010-12-21 00:46] - From Ducks to Flyers : Carlo Colaiacovo (70).                                                              ,12:00:00 AM,
232,22,[2010-12-21 00:46] - From Ducks to Flyers : Carlo Colaiacovo (70).                                                              ,12:00:00 AM,
233,17,[2010-12-21 00:50] - General Manager Change : Predators fired general manager Michael Jank                                      ,12:00:00 AM,
234,17,[2010-12-21 00:50] - General Manager Change : Predators hired general manager OTHL                                              ,12:00:00 AM,
235,1,[2010-12-21 21:04] - Ducks show interest in Danny Syvret from waiver.                                                           ,12:00:00 AM,
