Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,0,503333,0,119,0,50,True,15,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,Condors,BKR,Bakersfield,Northwest Division,Western Conference,0,0,0,0,1137333,0,70,0,50,False,4,0,,W3,6,3,0,1,0,0,0,22,16,6,0,0,0,0,0,32,73,54,11,8,3,0,0,0,0,0,34,28,96,23,58,5,1,710,545,172,220,250,228,12,32,21,19,1,27582,36925,15907,8643,27147,8564,1,73,131,204,149,417,362,640,481,758,192,321,0,
13,Pirates,POR,Portland,Southeast Division,Eastern Conference,0,0,0,0,1000333,0,29,0,50,True,16,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,0,500750,0,124,0,50,True,17,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,Wild,IOA,Iowa,Northwest Division,Western Conference,0,0,0,0,449467,0,12,0,50,True,18,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,Icecaps,STJ,St. John's,Northeast Division,Eastern Conference,0,0,0,0,2439416,0,73,0,50,True,19,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,0,350250,0,8,0,50,True,20,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,0,670000,0,79,0,50,True,30,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,28,2,0,2,0,0,0,0,0,4,15,12,2,11,1,0,120,201,61,41,41,38,0,6,1,1,0,6623,5153,2624,1614,3818,1225,0,8,12,20,22,66,65,131,77,123,31,68,0,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,0,1784546,0,69,0,50,True,21,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,Wolf Pack,HFD,Hartford,Orr Division,Eastern Conference,0,0,0,0,1423833,0,28,0,50,True,22,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,0,1739611,0,48,0,50,True,9,0,,L3,3,6,0,0,1,0,0,21,14,7,0,0,0,0,0,28,61,45,11,8,3,0,0,0,0,0,32,19,79,10,96,17,0,646,566,160,222,195,219,10,27,20,13,1,29581,32521,15345,8939,23138,7744,5,61,114,175,273,480,286,683,371,756,141,313,0,
22,Phantoms,LVP,Lehigh Valley,Orr Division,Eastern Conference,2063,2573,2094,0,1589169,0,60,0,50,True,6,0,,L3,3,3,0,1,2,0,0,9,4,5,0,0,0,0,0,8,22,19,5,2,3,0,0,0,0,0,11,12,45,6,39,6,0,334,214,54,112,90,81,51,8,6,7,1,12041,18282,7585,4201,13308,4186,2,22,38,60,106,227,201,290,304,401,90,123,0,
23,Falcons,SPG,Springfield,Pacific Division,Western Conference,0,0,0,0,1392583,0,95,0,50,True,5,0,,L3,5,4,0,0,0,0,0,9,5,4,0,0,0,0,0,10,25,23,4,2,2,0,0,0,0,0,12,11,19,2,33,6,0,322,216,68,105,106,111,0,8,9,8,0,11191,14914,6295,3367,11030,3241,2,25,42,67,76,205,130,252,192,315,75,123,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Orr Division,Eastern Conference,0,0,0,0,739500,0,37,0,50,True,23,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,0,896028,0,92,0,50,True,10,0,,L2,1,4,0,1,0,0,0,6,2,4,0,0,0,0,0,4,10,14,3,2,1,0,0,0,0,0,5,6,15,0,13,3,0,134,227,66,53,43,34,4,2,4,3,1,12515,5756,4061,2714,3958,1610,1,10,17,27,40,131,46,238,31,160,15,81,0,
26,Barracuda,SJB,San Jose,Pacific Division,Western Conference,0,0,0,0,781333,0,6,0,50,True,29,0,,L4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,13,24,2,0,2,0,0,0,0,0,7,13,14,3,10,0,0,114,179,44,39,30,45,0,7,3,3,0,6300,5144,2956,1665,3565,1412,0,13,24,37,24,83,67,150,45,102,38,78,0,
27,Crunch,SYR,Syracuse,Southeast Division,Eastern Conference,0,0,0,0,2176917,0,7,0,50,True,8,0,,L1,2,3,0,0,1,0,0,6,2,4,0,0,0,0,0,4,18,19,3,2,1,0,0,0,0,0,13,9,29,4,24,5,0,183,174,38,64,52,60,7,6,5,7,0,9418,8550,4657,2838,5885,2324,0,18,29,47,54,169,67,205,101,225,36,91,0,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,0,1068417,0,74,0,50,True,1,0,,L3,5,4,0,0,0,0,0,9,5,4,0,0,0,0,0,10,35,21,5,3,2,0,0,0,0,0,18,12,32,4,31,4,0,325,236,70,100,123,102,0,13,13,9,0,13236,12856,6308,3566,9170,3130,0,35,57,92,62,173,97,264,147,294,61,136,0,
29,Comets,UTI,Utica,Northwest Division,Western Conference,0,0,0,0,620833,0,31,0,50,True,26,0,,L3,1,4,0,1,0,0,0,6,2,4,0,0,0,0,0,4,18,33,3,1,2,0,0,0,0,0,11,17,18,2,13,4,0,152,307,97,59,45,46,2,7,7,3,1,12593,5054,3984,2616,3314,1603,0,18,31,49,28,107,52,261,39,150,34,96,0,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,0,561222,0,88,0,50,True,24,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
