Number,Transaction
20044,<font color="#FF8000">[12-Nov-13 3:05:04 PM] - Ryan Oulahan has been deleted from Rangers.</font>
20045,[12-Nov-13 4:24:40 PM] - Current fund for Rangers is under $0.
20046,<font color="#0080C0">[12-Nov-13 4:26:04 PM] - Hurricanes sent Alexandre Bolduc to waiver.</font>
20047,[12-Nov-13 4:26:05 PM] - Alexandre Bolduc of Hurricanes was sent to farm.
20048,<font color="Black">[12-Nov-13 4:26:05 PM] - Adam Almquist of Hurricanes was sent to pro.</font>
20049,<font color="Black">[12-Nov-13 4:26:07 PM] - Successfully loaded Hurricanes lines done with STHS Client - 2.2.2.0</font>
20050,<font color="Black">[12-Nov-13 4:26:07 PM] - Successfully loaded Blackhawks lines done with STHS Client - 2.1.6.6</font>
20051,<font color="#0080C0">[12-Nov-13 4:26:45 PM] - Alexandre Bolduc was removed from waiver.</font>
20052,<font color="Maroon">[12-Nov-13 4:27:43 PM] - Game 48 - Johan Hedberg from Avalanche suspended for 1 game(s)</font>
20053,<font color="Red">[12-Nov-13 4:27:44 PM] - Game 57 - Marc Staal from Rangers is injured  (Lacerated Left Calf) and is out for 3 months.</font>
20054,[12-Nov-13 4:27:44 PM] - Emerson Etem from Crunch has scored a Hat Trick!
20055,[12-Nov-13 4:27:45 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
20056,[12-Nov-13 4:27:45 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
20057,[12-Nov-13 4:27:45 PM] - Jets lines for next game are empty. Current rosters/lines are not erased.
20058,[12-Nov-13 4:27:45 PM] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
20059,[12-Nov-13 4:27:45 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
20060,[12-Nov-13 4:27:45 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20061,[12-Nov-13 4:27:45 PM] - Checkers lines for next game are empty. Current rosters/lines are not erased.
20062,[12-Nov-13 4:27:45 PM] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
20063,[12-Nov-13 4:27:45 PM] - Monsters lines for next game are empty. Current rosters/lines are not erased.
20064,[12-Nov-13 4:27:45 PM] - Blue Jackets lines for next game are empty. Current rosters/lines are not erased.
20065,[12-Nov-13 4:27:45 PM] - Stars lines for next game are empty. Current rosters/lines are not erased.
20066,[12-Nov-13 4:27:45 PM] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20067,[12-Nov-13 4:27:45 PM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
20068,[12-Nov-13 4:27:45 PM] - Aeros lines for next game are empty. Current rosters/lines are not erased.
20069,[12-Nov-13 4:27:45 PM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20070,[12-Nov-13 4:27:45 PM] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20071,[12-Nov-13 4:27:45 PM] - Devils lines for next game are empty. Current rosters/lines are not erased.
20072,[12-Nov-13 4:27:45 PM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
20073,[12-Nov-13 4:27:45 PM] - Whale lines for next game are empty. Current rosters/lines are not erased.
20074,[12-Nov-13 4:27:45 PM] - Lightning lines for next game are empty. Current rosters/lines are not erased.
20075,[12-Nov-13 4:27:45 PM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20076,[12-Nov-13 4:27:45 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
20077,[12-Nov-13 4:27:45 PM] - Bears lines for next game are empty. Current rosters/lines are not erased.
20078,[12-Nov-13 4:27:46 PM] - Sabres are expected to be under the minimum salary cap by $358-888!
20079,[12-Nov-13 4:27:46 PM] - Sabres are expected to be under the minimum salary cap by $358-888!
20080,[12-Nov-13 4:27:47 PM] - Current fund for Rangers is under $0.
20081,[12-Nov-13 4:27:47 PM] - Current fund for Senators is under $0.
20082,[12-Nov-13 4:27:48 PM] - Current fund for Canucks is under $0.
20083,[12-Nov-13 4:28:08 PM] - Sabres are expected to be under the minimum salary cap by $358-888!
20084,[12-Nov-13 4:28:09 PM] - Sabres are expected to be under the minimum salary cap by $358-888!
20085,[12-Nov-13 4:28:09 PM] - Current fund for Rangers is under $0.
20086,[12-Nov-13 4:28:10 PM] - Current fund for Senators is under $0.
20087,[12-Nov-13 4:28:11 PM] - Current fund for Canucks is under $0.
20088,<font color="Black">[2013-11-14 17:28:39] - Successfully loaded Flames lines done with STHS Client - 2.1.2.2</font>
20089,<font color="Black">[2013-11-14 17:28:39] - Brandon McMillan of Lightning was sent to pro.</font>
20090,[2013-11-14 17:28:39] - Jim OBrien of Lightning was sent to farm.
20091,<font color="Black">[2013-11-14 17:28:39] - Successfully loaded Lightning lines done with STHS Client - 2.1.7.7</font>
20092,<font color="Black">[2013-11-14 17:28:40] - Successfully loaded Canucks lines done with STHS Client - 2.2.2.0</font>
20093,<font color="Black">[2013-11-14 17:28:41] - Successfully loaded Capitals lines done with STHS Client - 2.2.2.0</font>
20094,[2013-11-14 17:29:15] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20095,[2013-11-14 17:29:15] - Coyotes roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20096,<font color="Black">[2013-11-14 17:29:16] - Auto Roster Partial Function has been run for Coyotes.</font>
20097,[2013-11-14 17:29:16] - Coyotes lines errors : Normal line # 1 Defense #1 is empty.
Normal line # 4 RW is empty.
PP line 1 Defense #1 is empty.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
LastMinOff line Defense #3 is empty.
LastMinDef line Defense #3 is empty.

20098,<font color="Black">[2013-11-14 17:29:16] - Auto Lines Partial Function has been run for Coyotes.</font>
20099,<font color="Red">[2013-11-14 17:29:27] - Game 58 - Jordin Tootoo from Coyotes is injured  (Sprained Right Ankle) and is out for 1 week.</font>
20100,<font color="Red">[2013-11-14 17:29:28] - Game 59 - Cody Hodgson from Kings is injured  (Left Ankle) and is out for 1 month.</font>
20101,<font color="Red">[2013-11-14 17:29:28] - Game 61 - Mark Streit from Islanders is injured  (Left Hand) and is out for 1 week.</font>
20102,<font color="Red">[2013-11-14 17:29:29] - Game 63 - Zack Smith from Devils is injured  (Left Forearm) and is out for 3 weeks.</font>
20103,[2013-11-14 17:29:30] - Jets lines for next game are empty. Current rosters/lines are not erased.
20104,[2013-11-14 17:29:30] - Americans lines for next game are empty. Current rosters/lines are not erased.
20105,[2013-11-14 17:29:30] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20106,[2013-11-14 17:29:30] - Falcons lines for next game are empty. Current rosters/lines are not erased.
20107,[2013-11-14 17:29:30] - Stars lines for next game are empty. Current rosters/lines are not erased.
20108,[2013-11-14 17:29:30] - City Barons lines for next game are empty. Current rosters/lines are not erased.
20109,[2013-11-14 17:29:30] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20110,[2013-11-14 17:29:30] - Aeros lines for next game are empty. Current rosters/lines are not erased.
20111,[2013-11-14 17:29:30] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20112,[2013-11-14 17:29:30] - Senators lines for next game are empty. Current rosters/lines are not erased.
20113,[2013-11-14 17:29:30] - Pirates lines for next game are empty. Current rosters/lines are not erased.
20114,[2013-11-14 17:29:30] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
20115,[2013-11-14 17:29:30] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20116,[2013-11-14 17:29:30] - Marlies lines for next game are empty. Current rosters/lines are not erased.
20117,[2013-11-14 17:29:30] - Bears lines for next game are empty. Current rosters/lines are not erased.
20118,<font color="Red">[2013-11-14 17:29:30] - David Schlemko from Hurricanes is back from Bruised Left Foot Injury.</font>
20119,[2013-11-14 17:29:32] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20120,[2013-11-14 17:30:11] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20121,[2013-11-14 17:30:13] - Current fund for Rangers is under 0 kr.
20122,[2013-11-14 17:30:13] - Current fund for Senators is under 0 kr.
20123,[2013-11-14 17:30:14] - Current fund for Canucks is under 0 kr.
20124,<font color="#FF8000">[2013-11-14 17:31:28] - Tomas Kopecky was added to Hurricanes.</font>
20125,<font color="#FF8000">[2013-11-14 17:31:29] - TRADE : From Blackhawks to Hurricanes : Tomas Kopecky (69)- Y:2016-RND:4-CHI.</font>
20126,<font color="#FF8000">[2013-11-14 17:31:29] - TRADE : From Hurricanes to Blackhawks : Y:2015-RND:1-CAR.</font>
20127,[2013-11-14 17:31:44] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20128,[2013-11-14 17:31:46] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20129,[2013-11-14 17:31:47] - Current fund for Rangers is under 0 kr.
20130,[2013-11-14 17:31:47] - Current fund for Senators is under 0 kr.
20131,[2013-11-14 17:31:48] - Current fund for Canucks is under 0 kr.
20132,<font color="Black">[2013-11-15 17:15:21] - Successfully loaded Blackhawks lines done with STHS Client - 2.1.6.6</font>
20133,<font color="Black">[2013-11-15 17:15:21] - Ben Holmstrom of Devils was sent to pro.</font>
20134,<font color="Black">[2013-11-15 17:15:21] - Successfully loaded Devils lines done with STHS Client - 2.2.2.0</font>
20135,<font color="Black">[2013-11-15 17:15:21] - Successfully loaded Flyers lines done with STHS Client - 2.1.6.6</font>
20136,<font color="Black">[2013-11-15 17:15:22] - Successfully loaded Sharks lines done with STHS Client - 2.1.6.6</font>
20137,[2013-11-15 17:15:42] - Sabres roster errors : Not enough Defenseman available in Pro Team! 3 Dressed. 6 Required.
Not enough Players available in Pro Team! 13 Dressed. 18 Required.
Some errors will be automatically fixed.

20138,[2013-11-15 17:15:42] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20139,<font color="Black">[2013-11-15 17:15:42] - Brett Clark of Sabres was sent to pro.</font>
20140,<font color="Black">[2013-11-15 17:15:42] - Brett Bellemore of Sabres was sent to pro.</font>
20141,<font color="Black">[2013-11-15 17:15:42] - Jacob Josefson of Sabres was sent to pro.</font>
20142,<font color="Black">[2013-11-15 17:15:42] - Auto Roster Partial Function has been run for Sabres.</font>
20143,<font color="Black">[2013-11-15 17:15:42] - Auto Lines Partial Function has been run for Sabres.</font>
20144,[2013-11-15 17:15:42] - Avalanche roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.

20145,<font color="Black">[2013-11-15 17:15:42] - Rick DiPietro of Avalanche was sent to pro.</font>
20146,<font color="Black">[2013-11-15 17:15:42] - Auto Roster Partial Function has been run for Avalanche.</font>
20147,<font color="Black">[2013-11-15 17:15:42] - Auto Lines Partial Function has been run for Avalanche.</font>
20148,[2013-11-15 17:15:42] - Islanders roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20149,<font color="Black">[2013-11-15 17:15:42] - Auto Roster Partial Function has been run for Islanders.</font>
20150,[2013-11-15 17:15:42] - Islanders lines errors : Normal line # 1 Defense #1 is empty.
Normal line # 4 Defense #4 is empty.
PP line 1 Defense #1 is empty.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
LastMinOff line Defense #3 is empty.
LastMinDef line Defense #3 is empty.

20151,<font color="Black">[2013-11-15 17:15:42] - Auto Lines Partial Function has been run for Islanders.</font>
20152,[2013-11-15 17:15:42] - Rangers roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20153,<font color="Black">[2013-11-15 17:15:42] - Auto Roster Partial Function has been run for Rangers.</font>
20154,[2013-11-15 17:15:42] - Rangers lines errors : Normal line # 2 Defense #2 is empty.
4 vs 4 line 1 Defense #1 is empty.
PP line 2 Defense #2 is empty.
PK line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
Extra Defense #0 is empty.
Extra Defense #1 is empty.

20155,<font color="Black">[2013-11-15 17:15:42] - Auto Lines Partial Function has been run for Rangers.</font>
20156,[2013-11-15 17:15:53] - Current fund for Rangers is under 0 kr.
20157,<font color="Red">[2013-11-15 17:17:17] - Game 66 - Christian Ehrhoff from Lightning is injured  (Lacerated Right Calf) and is out for 1 week.</font>
20158,<font color="Maroon">[2013-11-15 17:17:17] - Mark Fayne from Avalanche completes suspension</font>
20159,<font color="Maroon">[2013-11-15 17:17:17] - Johan Hedberg from Avalanche completes suspension</font>
20160,<font color="Red">[2013-11-15 17:17:17] - Game 68 - Aaron Palushaj from Blue Jackets is injured  (Left Hand) and is out for 1 week.</font>
20161,<font color="Red">[2013-11-15 17:17:17] - Game 69 - Anton Stralman from Blackhawks is injured  (Lower Body) and is out for 6 days.</font>
20162,<font color="Red">[2013-11-15 17:17:18] - Game 72 - Alexander Killorn from Wild is injured  (Abdomen/Ribs) and is out for 1 month.</font>
20163,<font color="Red">[2013-11-15 17:17:18] - Game 72 - Dustin Byfuglien from Wild is injured  (Left Knee) and is out for 3 weeks.</font>
20164,[2013-11-15 17:17:19] - Crunch lines for next game are empty. Current rosters/lines are not erased.
20165,[2013-11-15 17:17:19] - Blue Jackets lines for next game are empty. Current rosters/lines are not erased.
20166,[2013-11-15 17:17:19] - City Barons lines for next game are empty. Current rosters/lines are not erased.
20167,[2013-11-15 17:17:19] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
20168,[2013-11-15 17:17:19] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20169,[2013-11-15 17:17:19] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
20170,[2013-11-15 17:17:19] - Whale lines for next game are empty. Current rosters/lines are not erased.
20171,[2013-11-15 17:17:19] - Senators lines for next game are empty. Current rosters/lines are not erased.
20172,[2013-11-15 17:17:19] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
20173,[2013-11-15 17:17:19] - Lightning lines for next game are empty. Current rosters/lines are not erased.
20174,<font color="Red">[2013-11-15 17:17:19] - Anton Stralman from Blackhawks is back from Lower Body Injury.</font>
20175,[2013-11-15 17:17:21] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20176,[2013-11-15 17:17:55] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20177,[2013-11-15 17:17:56] - Current fund for Rangers is under 0 kr.
20178,[2013-11-15 17:17:57] - Current fund for Senators is under 0 kr.
20179,[2013-11-15 17:17:57] - Current fund for Canucks is under 0 kr.
20180,[2013-11-15 17:19:18] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20181,[2013-11-15 17:19:20] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20182,[2013-11-15 17:19:21] - Current fund for Rangers is under 0 kr.
20183,[2013-11-15 17:19:21] - Current fund for Senators is under 0 kr.
20184,[2013-11-15 17:19:22] - Current fund for Canucks is under 0 kr.
20185,<font color="Black">[2013-11-16 17:51:45] - Successfully loaded Oilers lines done with STHS Client - 2.1.6.6</font>
20186,<font color="Black">[2013-11-16 17:51:45] - James Wright of Wild was sent to pro.</font>
20187,<font color="Black">[2013-11-16 17:51:45] - Dougie Hamilton of Wild was sent to pro.</font>
20188,<font color="Black">[2013-11-16 17:51:45] - Successfully loaded Wild lines done with STHS Client - 2.1.6.6</font>
20189,<font color="Black">[2013-11-16 17:51:45] - Successfully loaded Islanders lines done with STHS Client - 2.2.2.0</font>
20190,[2013-11-16 17:53:39] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20191,[2013-11-16 17:53:39] - Hurricanes roster errors : Too many Players available in Pro Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.

20192,<font color="Black">[2013-11-16 17:53:39] - Auto Roster Partial Function has been run for Hurricanes.</font>
20193,[2013-11-16 17:53:39] - Hurricanes lines errors : Normal line # 4 RW is empty.
Normal line # 4 Defense #4 is empty.
Unknown Player is used twice in Normal line #4
Extra Defense #3 is empty.

20194,<font color="Black">[2013-11-16 17:53:40] - Auto Lines Partial Function has been run for Hurricanes.</font>
20195,[2013-11-16 17:53:40] - Kings roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20196,<font color="Black">[2013-11-16 17:53:40] - Auto Roster Partial Function has been run for Kings.</font>
20197,<font color="Black">[2013-11-16 17:53:40] - Auto Lines Partial Function has been run for Kings.</font>
20198,[2013-11-16 17:53:40] - Coyotes roster errors : Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.

20199,<font color="Black">[2013-11-16 17:53:40] - Auto Roster Partial Function has been run for Coyotes.</font>
20200,<font color="Black">[2013-11-16 17:53:40] - Auto Lines Partial Function has been run for Coyotes.</font>
20201,<font color="Red">[2013-11-16 17:53:46] - Game 77 - Travis Zajac from Devils is injured  (Strained Back) and is out for 2 weeks.</font>
20202,<font color="Red">[2013-11-16 17:53:46] - Game 77 - Shea Weber from Jets is injured  (Bruised Right Foot) and is out for 1 week.</font>
20203,<font color="Red">[2013-11-16 17:53:46] - Game 78 - Brenden Dillon from Senators is injured  (Left Foot) and is out for 3 days.</font>
20204,[2013-11-16 17:53:47] - Ducks lines for next game are empty. Current rosters/lines are not erased.
20205,[2013-11-16 17:53:47] - Jets lines for next game are empty. Current rosters/lines are not erased.
20206,[2013-11-16 17:53:47] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
20207,[2013-11-16 17:53:47] - Bruins lines for next game are empty. Current rosters/lines are not erased.
20208,[2013-11-16 17:53:47] - Americans lines for next game are empty. Current rosters/lines are not erased.
20209,[2013-11-16 17:53:47] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20210,[2013-11-16 17:53:47] - Checkers lines for next game are empty. Current rosters/lines are not erased.
20211,[2013-11-16 17:53:47] - Monsters lines for next game are empty. Current rosters/lines are not erased.
20212,[2013-11-16 17:53:47] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20213,[2013-11-16 17:53:47] - Senators lines for next game are empty. Current rosters/lines are not erased.
20214,[2013-11-16 17:53:47] - Senators lines for next game are empty. Current rosters/lines are not erased.
20215,<font color="Red">[2013-11-16 17:53:48] - Brenden Dillon from Senators is back from Left Foot Injury.</font>
20216,[2013-11-16 17:53:49] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20217,[2013-11-16 17:53:53] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20218,[2013-11-16 17:53:53] - Current fund for Rangers is under 0 kr.
20219,[2013-11-16 17:53:54] - Current fund for Senators is under 0 kr.
20220,[2013-11-16 17:53:55] - Current fund for Canucks is under 0 kr.
20221,[2013-11-16 17:54:29] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20222,[2013-11-16 17:54:31] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20223,[2013-11-16 17:54:32] - Current fund for Rangers is under 0 kr.
20224,[2013-11-16 17:54:33] - Current fund for Senators is under 0 kr.
20225,[2013-11-16 17:54:34] - Current fund for Canucks is under 0 kr.
20226,[2013-11-16 17:57:03] - Sabres roster errors : Not enough Defenseman available in Pro Team! 3 Dressed. 6 Required.
Not enough Players available in Pro Team! 13 Dressed. 18 Required.
Some errors will be automatically fixed.

20227,[2013-11-16 17:57:03] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20228,<font color="Black">[2013-11-16 17:57:03] - Brett Clark of Sabres was sent to pro.</font>
20229,<font color="Black">[2013-11-16 17:57:03] - Brett Bellemore of Sabres was sent to pro.</font>
20230,<font color="Black">[2013-11-16 17:57:03] - Jacob Josefson of Sabres was sent to pro.</font>
20231,<font color="Black">[2013-11-16 17:57:03] - Auto Roster Partial Function has been run for Sabres.</font>
20232,<font color="Black">[2013-11-16 17:57:03] - Auto Lines Partial Function has been run for Sabres.</font>
20233,<font color="Red">[2013-11-16 17:57:06] - Game 79 - Brenden Morrow from Bruins is injured  (Bruised Left Shoulder) and is out for 2 days.</font>
20234,<font color="Red">[2013-11-16 17:57:06] - Game 81 - Mark Stuart from Wild is injured  (Strained Right Knee) and is out for 1 week.</font>
20235,[2013-11-16 17:57:07] - Last 7 Days Pro Star : 1 - Pavel Datsyuk of Hurricanes (5-3-8) / 2 - Rick Nash of Maple Leafs (3-4-7) / 3 - Henrik Zetterberg of Hurricanes (2-6-8)
20236,[2013-11-16 17:57:07] - Last 7 Days Farm Star : 1 - Zach Hamill of Marlies (6-4-10) / 2 - Ryan Hamilton of Marlies (2-8-10) / 3 - Troy Bodie of Pirates (3-2-5)
20237,[2013-11-16 17:57:07] - Checkers lines for next game are empty. Current rosters/lines are not erased.
20238,[2013-11-16 17:57:07] - Falcons lines for next game are empty. Current rosters/lines are not erased.
20239,[2013-11-16 17:57:07] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20240,[2013-11-16 17:57:07] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
20241,[2013-11-16 17:57:07] - Pirates lines for next game are empty. Current rosters/lines are not erased.
20242,[2013-11-16 17:57:07] - Sharks lines for next game are empty. Current rosters/lines are not erased.
20243,[2013-11-16 17:57:07] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20244,[2013-11-16 17:57:07] - Marlies lines for next game are empty. Current rosters/lines are not erased.
20245,[2013-11-16 17:57:07] - Bears lines for next game are empty. Current rosters/lines are not erased.
20246,<font color="Red">[2013-11-16 17:57:07] - Brenden Morrow from Bruins is back from Bruised Left Shoulder Injury.</font>
20247,<font color="Red">[2013-11-16 17:57:07] - Jordin Tootoo from Coyotes is back from Sprained Right Ankle Injury.</font>
20248,<font color="Red">[2013-11-16 17:57:07] - Shea Weber from Jets is back from Bruised Right Foot Injury.</font>
20249,[2013-11-16 17:57:07] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20250,[2013-11-16 17:57:08] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20251,[2013-11-16 17:57:09] - Current fund for Rangers is under 0 kr.
20252,[2013-11-16 17:57:10] - Current fund for Senators is under 0 kr.
20253,[2013-11-16 17:57:10] - Current fund for Coyotes is under 0 kr.
20254,[2013-11-16 17:57:11] - Current fund for Canucks is under 0 kr.
20255,[2013-11-16 17:57:41] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20256,[2013-11-16 17:57:42] - Sabres are expected to be under the minimum salary cap by 358.888 kr!
20257,[2013-11-16 17:57:43] - Current fund for Rangers is under 0 kr.
20258,[2013-11-16 17:57:43] - Current fund for Senators is under 0 kr.
20259,[2013-11-16 17:57:44] - Current fund for Coyotes is under 0 kr.
20260,[2013-11-16 17:57:46] - Current fund for Canucks is under 0 kr.
20261,<font color="Black">[2013-11-17 17:12:46] - Successfully loaded Hurricanes lines done with STHS Client - 2.2.2.0</font>
20262,<font color="Black">[2013-11-17 17:12:48] - Successfully loaded Avalanche lines done with STHS Client - 2.1.5.5</font>
20263,<font color="Black">[2013-11-17 17:12:48] - Successfully loaded Stars lines done with STHS Client - 2.2.2.0</font>
20264,<font color="Black">[2013-11-17 17:12:49] - Tom Gilbert of Wild was sent to pro.</font>
