Name,Number,Team,Country,Age,Weight,Height,Position,Contract,Rookie,Protected,Available for Trade,No Apply Rerate,No Trade,Salary,Injury,Number Of Injury,Condition,Suspension,Status,CK,FG,DI,SK,ST,DU,PH,FO,PA,SC,DF,EX,LD,MO,PO,OV,Pro GP,Pro Shots,Pro G,Pro A,Pro Point,Pro PlusMinus,Pro Pim,Pro Shots Block,Pro Hits,Pro Hit Took,Pro PP,Pro SH,Pro GW,Pro GT,Pro Face Off Won,Pro Face Off Total,Pro Penalty Shots Score,Pro Penalty ShotsTotal,Pro Empty Net Goal,Pro Minutes Played,Pro Hat Trick,Farm GP,Farm Shots,Farm G,Farm A,Farm Point,Farm PlusMinus,Farm Pim,Farm Shots Block,Farm Hits, Farm Hit Took,Farm PP,Farm SH,Farm GW,Farm GT,Farm Face Off Won,Farm Face Off Total,Farm Penalty Shots Score,Farm Penalty ShotsTotal,Farm Empty Net Goal,Farm Minutes Played,Farm Hat Trick,Game in Row with a Goal,Game in Row with a Point,Game in Row without a Goal,Game in Row without a Point
Gilbert Brule,11,Thrashers,CAN,23,189,70,1,2,False,False,False,False,False,900000,,1,100,0,1,86,54,81,79,67,85,72,83,72,72,61,65,66,50,60,69,1,2,1,0,1,0,2,1,2,3,1,0,0,0,10,22,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Nate Thompson,12,Flames,USA,26,207,72,1,1,True,False,False,False,False,850000,,0,100,0,2,83,81,76,72,78,69,63,73,66,61,79,56,59,50,40,65,8,3,2,0,2,0,4,1,10,5,0,1,0,0,55,129,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Steve Bernier,13,Devils,CAN,25,225,74,3,3,False,False,False,False,False,2000000,,0,100,0,2,86,46,85,78,87,80,70,41,67,70,66,71,67,50,65,69,8,21,3,3,6,1,7,0,9,10,1,0,0,0,5,19,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Niclas Wallin,14,Stars,SWE,36,220,75,4,1,False,False,False,False,False,1500000,,0,100,0,2,93,40,79,66,85,80,61,40,63,61,77,81,71,50,60,70,8,2,0,1,1,-3,12,7,19,4,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Alex Pietrangelo,15,Blue Jackets,CAN,20,206,75,4,1,True,False,False,False,False,850000,,1,100,0,0,52,40,79,77,78,78,65,40,65,64,61,48,50,50,55,63,5,4,1,0,1,-1,0,3,4,2,1,0,0,0,0,0,0,0,0,109,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
Dan Fritsche,16,Ducks,USA,25,204,73,1,2,False,False,False,False,False,1100000,,0,100,0,0,71,42,79,69,77,75,63,61,64,62,63,66,65,50,55,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,3,7,10,1,0,7,8,29,0,0,0,0,101,176,1,1,0,152,0,0,1,3,0
Ilkka Pikkarainen,17,Devils,FIN,29,215,72,3,2,False,False,False,False,False,500000,,0,100,0,0,72,42,66,67,68,64,60,45,56,57,62,73,55,50,50,59,4,5,1,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,33,0,2,12,2,1,3,3,2,0,3,4,0,0,0,0,3,6,0,0,0,32,0,2,2,0,0
Trevor Daley,18,Thrashers,CAN,26,207,71,4,3,False,False,False,False,False,3000000,,0,100,0,2,52,45,87,71,78,86,74,40,72,67,80,75,65,50,50,70,8,6,1,2,3,-1,2,8,1,5,1,0,0,1,1,2,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
Dion Phaneuf,19,Rangers,CAN,25,214,75,4,3,False,False,False,False,False,6750000,,0,100,0,2,96,62,77,85,82,97,76,40,77,73,78,74,85,50,45,78,7,15,1,4,5,1,23,6,13,9,1,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Brooks Laich,20,Avalanche,CAN,27,210,74,1,3,False,False,False,False,False,2200000,,0,100,0,2,74,40,82,80,80,84,77,68,77,76,77,69,64,50,78,73,8,19,5,7,12,1,4,8,15,15,3,0,0,0,91,189,1,2,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
David Moss,21,Wild,USA,29,200,75,2,1,False,False,False,False,False,1400000,,0,100,0,2,74,40,84,75,75,79,67,43,67,67,65,65,62,50,1,65,8,12,2,1,3,-2,10,0,8,5,1,0,0,0,8,12,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Ryan Getzlaf,22,Ducks,CAN,24,221,76,1,2,False,False,False,False,False,5000000,,0,100,0,2,96,57,61,89,85,91,89,78,92,75,68,74,70,50,25,78,8,27,3,11,14,7,12,3,18,12,0,0,0,0,85,184,1,1,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
Paul Stastny,23,Islanders,CAN,24,205,72,1,3,False,False,False,False,False,6250000,,0,100,0,2,55,40,77,88,77,91,87,84,92,73,72,62,64,50,50,75,2,8,1,0,1,-1,2,0,3,8,0,0,0,0,21,29,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Milan Jurcina,24,Canucks,SVK,26,233,76,4,2,False,False,False,False,False,1300000,,0,100,0,2,91,40,82,66,91,80,60,40,65,61,73,78,70,50,70,70,8,5,1,0,1,0,12,7,12,6,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Randy Jones,25,Avalanche,CAN,28,200,74,4,1,False,False,False,False,False,1500000,,0,100,0,2,65,41,77,77,75,79,70,40,72,67,69,67,68,50,45,68,8,15,1,3,4,-2,4,11,8,7,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
Mika Pyorala,26, ,FIN,29,190,72,1,0,False,False,False,False,False,1050000,,0,100,0,0,56,40,83,70,61,75,65,67,63,60,66,58,60,50,70,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Helm,27,Oilers,CAN,23,172,71,1,1,True,False,False,False,False,630000,,0,100,0,2,95,40,88,80,59,85,67,84,67,66,77,64,65,50,55,68,8,2,1,0,1,1,14,5,19,11,0,0,0,0,54,112,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Patrick Kaleta,28,Sabres,USA,23,195,71,3,1,False,False,False,False,False,625000,,0,100,0,0,96,74,58,72,72,73,66,41,64,68,68,63,59,50,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Picard,29,Blues,CAN,25,210,74,2,2,False,False,False,False,False,825000,,0,100,0,0,71,75,86,66,80,76,68,40,62,58,65,66,66,50,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,6,2,8,4,0,3,0,9,0,0,1,0,5,6,0,0,0,63,0,2,2,0,0
Brent Sopel,30,Penguins,CAN,33,211,73,4,4,False,False,False,False,False,2000000,,0,100,0,2,57,40,81,66,80,75,63,40,64,62,78,82,81,50,50,68,8,5,0,3,3,3,0,6,5,4,0,0,0,0,0,1,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Jack Hillen,31,Ducks,USA,25,200,71,4,1,True,False,False,False,False,850000,,1,100,0,1,54,40,75,66,75,83,68,40,74,63,68,61,61,50,10,65,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,74,0,4,23,1,3,4,-1,0,5,6,11,1,0,0,0,0,0,0,0,0,89,0,0,0,4,4
Keith Yandle,32,Thrashers,USA,24,195,74,4,1,False,False,False,False,False,1300000,,0,100,0,2,51,44,83,86,72,83,77,40,79,72,65,61,66,50,1,69,8,12,3,5,8,1,0,5,4,13,2,0,2,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Andrew Ladd,33,Canucks,CAN,25,198,74,2,1,False,False,False,False,False,1950000,,0,100,0,2,75,58,82,79,74,81,72,50,72,71,68,65,67,50,1,69,8,14,2,1,3,1,12,3,25,1,0,0,0,0,1,5,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Eric Fehr,34,Capitals,CAN,25,212,76,3,1,False,False,False,False,False,900000,,0,100,0,2,56,40,84,72,81,76,73,40,71,75,68,67,64,50,25,68,8,12,1,4,5,5,6,1,6,6,1,0,0,0,4,6,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mike Green,35,Capitals,CAN,24,208,74,4,3,False,False,False,False,False,5750000,,0,100,0,2,84,40,71,91,79,91,89,40,95,79,75,69,69,50,60,79,8,17,1,5,6,2,12,20,24,13,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Brian Lee,36,Thrashers,USA,23,202,74,4,1,True,False,False,False,False,850000,,0,100,0,0,72,43,79,72,76,82,66,40,67,63,67,65,61,50,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,1,3,4,-2,2,6,10,7,1,0,0,0,0,0,0,0,0,69,0,0,1,2,0
Colin Fraser,37,Panthers,CAN,25,188,73,1,1,True,False,False,False,False,500000,,1,100,0,2,66,65,83,71,68,76,66,79,67,64,75,68,66,50,55,66,8,6,1,0,1,-2,0,3,3,12,0,0,0,0,46,100,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Dany Heatley,38,Thrashers,DEU,29,221,76,3,3,False,False,False,False,False,8500000,,0,100,0,2,69,40,74,85,85,93,86,42,83,88,65,81,82,50,35,78,8,27,3,4,7,-5,2,0,9,14,0,0,2,0,13,38,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
Henrik Zetterberg,39,Lightning,SWE,30,195,71,1,3,False,False,False,False,False,7750000,,0,100,0,2,57,40,84,90,72,91,86,85,87,80,77,83,84,50,45,78,8,25,1,5,6,-4,6,1,5,11,0,0,0,0,9,17,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
Jared Ross,40,Blues,USA,28,165,69,1,1,True,False,False,False,False,750000,,1,100,0,0,53,40,75,67,45,70,60,51,64,64,58,62,59,50,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,2,0,1,1,5,0,0,0,0,22,42,0,0,0,21,0,0,2,2,0
Ilya Kovalchuk,41,Coyotes,RUS,27,230,73,2,5,False,False,False,False,False,10000000,,0,100,0,2,56,45,83,95,90,94,92,40,88,93,58,76,88,50,50,80,8,37,4,5,9,-4,4,2,4,10,2,0,0,0,12,42,0,1,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Brian Gionta,42,Stars,USA,31,175,67,3,1,False,False,False,False,False,4000000,,0,100,0,2,57,40,83,88,55,84,77,59,73,81,76,79,82,50,1,72,8,26,3,3,6,1,0,3,0,15,2,0,0,1,6,12,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Dave Bolland,43,Sharks,CAN,24,181,72,1,1,False,False,False,False,False,750000,,0,100,0,2,66,40,72,84,61,80,70,81,71,68,85,68,70,50,65,70,8,18,2,2,4,3,0,0,7,18,0,0,1,0,77,158,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Matt Gilroy,44,Sharks,USA,26,205,74,4,2,False,False,False,False,False,2995000,,0,100,0,2,64,45,87,78,75,86,67,40,67,64,73,51,54,50,85,67,8,7,0,2,2,2,13,7,3,5,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
Samuel Pahlsson,45,Maple Leafs,SWE,32,204,72,1,2,False,False,False,False,False,2650000,,0,100,0,2,88,40,82,77,77,83,64,88,65,60,86,86,81,50,1,70,8,13,1,4,5,5,2,1,3,19,0,0,0,0,79,134,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Matt Cooke,46,Flames,CAN,33,205,71,2,1,False,False,False,False,False,1750000,,0,100,0,2,94,64,68,79,77,79,69,64,67,71,82,78,67,50,35,71,8,16,1,2,3,-3,38,4,17,6,1,0,0,0,6,13,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Evander Kane,47,Blackhawks,CAN,19,176,73,1,3,True,False,False,False,False,850000,,0,100,0,2,78,51,69,80,75,81,69,78,66,72,67,47,47,50,25,66,8,23,2,5,7,-1,6,1,14,11,0,0,1,0,90,171,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Sergei Shirokov,48,Lightning,RUS,24,195,70,2,3,False,False,False,False,False,850000,,0,100,0,0,45,40,76,70,61,62,66,42,53,52,56,52,45,50,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,3,5,8,0,0,0,0,10,2,0,1,0,6,9,0,0,0,121,0,1,1,0,0
Brenden Morrow,49,Ducks,CAN,31,205,71,2,1,False,False,False,False,False,3000000,,0,100,0,2,98,50,64,88,77,89,74,42,76,72,72,84,85,50,45,75,8,15,3,2,5,3,4,0,12,8,1,0,1,0,3,7,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
David Jones,50,Avalanche,CAN,25,210,74,3,1,False,False,False,False,False,725000,,0,100,0,2,76,40,80,70,80,78,69,45,68,70,76,64,61,50,55,67,8,13,2,2,4,-2,10,5,7,4,0,0,0,0,2,12,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Nick Boynton,51,Devils,CAN,31,225,77,4,1,False,False,False,False,False,2800000,,0,100,0,2,72,75,61,71,87,77,66,40,66,64,71,81,82,50,5,69,6,6,1,1,2,2,12,3,11,5,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Jason Strudwick,52,Senators,CAN,35,225,76,2,1,False,False,False,False,False,800000,,0,100,0,2,68,68,78,62,87,72,60,40,62,58,70,79,70,50,1,63,8,8,0,1,1,1,10,5,9,1,0,0,0,0,3,8,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
Derek MacKenzie,53,Thrashers,CAN,29,180,71,1,1,False,False,False,False,False,863155,,1,99,0,0,68,40,88,75,60,75,63,77,64,61,68,72,65,50,35,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,2,1,3,0,0,0,5,20,0,0,0,0,45,71,0,0,0,62,0,0,0,2,1
Dan Jancevski,54,Penguins,CAN,28,212,75,4,1,False,False,False,False,False,700000,,0,100,0,1,67,44,69,56,81,68,55,40,59,50,63,75,68,50,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benn Ferriero,55,Coyotes,USA,23,191,70,3,2,True,False,False,False,False,725000,,0,100,0,0,60,45,84,72,61,71,64,66,64,63,68,47,47,50,40,61,5,2,0,1,1,-2,0,0,1,4,0,0,0,0,5,8,0,0,0,57,0,2,8,2,2,4,2,0,0,1,5,0,0,0,0,4,7,0,0,0,38,0,0,1,1,0
Tyler Bozak,56,Islanders,CAN,24,180,73,1,3,True,False,False,False,False,1850000,,0,100,0,0,76,40,84,76,69,76,72,86,74,70,58,47,47,50,61,65,6,11,4,0,4,1,2,1,3,15,2,0,0,0,65,129,0,2,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Boulerice,57,Red Wings,USA,32,215,74,2,1,False,False,False,False,False,550000,,0,100,0,2,50,69,79,63,82,62,60,40,58,59,54,73,67,50,70,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dean McAmmond,58,Thrashers,CAN,37,193,71,2,1,False,False,False,False,False,1375000,,0,100,0,2,54,40,84,72,71,76,66,73,66,64,73,85,74,50,15,66,8,5,0,1,1,-2,0,1,0,6,0,0,0,0,41,74,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
Colin White,59,Canadiens,CAN,33,220,76,4,2,False,False,False,False,False,4500000,,0,100,0,2,85,50,84,71,85,84,66,40,67,63,82,82,74,50,71,73,3,2,0,3,3,0,2,3,11,3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Patrice Bergeron,60,Blues,CAN,24,194,74,1,4,False,False,False,False,False,4400000,,0,100,0,2,62,40,84,84,72,85,75,94,77,71,81,68,76,50,75,73,8,21,1,4,5,-3,0,1,10,15,0,0,0,0,74,147,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
Devin Setoguchi,61,Ducks,CAN,23,200,72,3,1,False,False,False,False,False,850000,,0,100,0,2,84,42,88,84,75,85,74,42,71,76,65,64,59,50,55,70,8,20,1,2,3,2,6,1,10,15,0,0,0,1,3,10,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Blair Jones,62,Islanders,CAN,23,216,75,1,2,True,False,False,False,False,500000,,1,100,0,0,80,60,65,68,76,64,60,76,57,54,59,55,50,50,50,59,4,3,0,1,1,0,9,4,5,6,0,0,0,0,23,55,0,0,0,57,0,1,3,0,1,1,3,2,0,3,0,0,0,0,0,8,19,0,0,0,12,0,0,1,1,0
Mark Fistric,63,Ducks,CAN,23,232,74,4,1,False,False,False,False,False,650000,,0,100,0,2,93,60,79,59,91,76,63,40,65,61,74,69,63,50,45,68,5,2,2,1,3,3,15,4,13,2,1,0,1,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
Tyler Arnason,64, ,USA,31,204,71,1,0,False,False,False,False,False,865000,,0,100,0,0,50,40,80,73,77,81,62,72,64,63,61,70,72,50,15,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicklas Grossman,65,Maple Leafs,SWE,24,206,75,4,1,False,False,False,False,False,800000,,0,100,0,2,92,42,81,67,78,82,60,40,63,61,74,69,62,50,75,68,8,5,1,1,2,1,20,8,16,4,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Brian Boyle,66,Avalanche,USA,25,252,79,1,1,True,False,False,False,False,750000,,0,100,0,1,91,62,81,67,99,75,60,64,60,61,67,62,63,50,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Cole,67,Thrashers,USA,32,205,74,3,4,False,False,False,False,False,4150000,,0,100,0,2,93,52,74,84,77,87,69,43,63,72,69,74,73,50,45,70,8,15,1,1,2,-3,6,0,18,12,0,0,0,1,7,14,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Doug Weight,68,Kings,USA,39,196,71,1,1,False,False,False,False,False,1500000,,0,100,0,2,54,40,79,78,73,78,74,74,76,64,62,96,79,50,25,69,8,7,2,1,3,-6,0,2,0,10,1,0,1,0,64,125,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
Douglas Murray,69,Canadiens,SWE,30,240,75,4,2,False,False,False,False,False,1750000,,0,100,0,2,97,48,76,66,95,83,65,40,66,63,86,68,81,50,50,74,3,6,0,1,1,-4,6,3,7,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Brendan Witt,70,Rangers,CAN,35,223,74,4,1,False,False,False,False,True,1600000,,0,100,0,2,88,61,70,70,86,78,60,40,64,59,74,85,87,50,5,70,8,5,0,2,2,-2,10,7,13,6,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
Mathieu Dandenault,71, ,CAN,34,208,72,4,0,False,False,False,False,False,1500000,,0,100,0,2,68,46,76,80,79,76,63,41,66,64,68,86,79,50,50,69,4,5,0,0,0,-7,7,2,3,4,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Michal Handzus,72,Devils,SVK,33,218,76,1,2,False,False,False,False,False,3500000,,0,100,0,2,68,41,81,74,84,90,72,84,72,72,84,85,86,50,40,74,4,6,1,1,2,0,0,0,7,11,0,0,0,0,48,85,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Anton Babchuk,73, ,CZE,26,220,77,4,0,False,False,False,False,False,0,,0,100,0,0,64,45,78,74,76,78,73,40,68,71,67,69,62,50,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
