Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,ShootOut,Farm Play,Farm Visitor Team,Farm Visitor Score,Farm Home Team,Farm Home Score,Farm Overtime,Farm ShootOut
70,10,True,Senators,3,Sabres,4,False,False,True,Binghamton,6,Portland,5,False,False
71,10,True,Coyotes,2,Ducks,5,False,False,True,San Ant.,3,Iowa,8,False,False
72,10,True,Flames,1,Avalanche,3,False,False,True,Quad City,6,Lake Erie,7,True,True
73,10,True,Kings,4,Stars,3,False,False,True,Manchester,8,Texas,3,False,False
74,10,True,Wild,2,Canucks,4,False,False,True,Houston,5,Manitoba,8,False,False
75,10,True,Predators,5,Blackhawks,1,False,False,True,Milwaukee,4,Rockford,3,False,False
76,10,True,Blue Jackets,4,Red Wings,3,True,True,True,Syracuse,3,GrandRapid,4,False,False
77,10,True,Capitals,6,Thrashers,1,False,False,True,Hershey,7,Chicago,2,False,False
78,11,True,Flames,4,Oilers,5,True,False,True,Quad City,4,Springfield,3,False,False
79,11,True,Red Wings,3,Blues,5,False,False,True,GrandRapid,3,Peoria,6,False,False
80,11,True,Rangers,1,Penguins,3,False,False,True,Hartford,2,WB/Scrant.,4,False,False
81,11,True,Thrashers,3,Panthers,2,False,False,True,Chicago,1,Rochester,6,False,False
82,11,True,Stars,0,Sharks,3,False,False,True,Texas,5,Worcester,2,False,False
83,12,True,Penguins,4,Flyers,5,False,False,True,WB/Scrant.,4,Philly,6,False,False
84,12,True,Flames,3,Wild,4,False,False,True,Quad City,6,Houston,7,False,False
85,12,True,Lightning,3,Hurricanes,2,True,True,True,Norfolk,7,Albany,2,False,False
86,12,True,Senators,2,Maple Leafs,3,True,False,True,Binghamton,6,Toronto,4,False,False
87,12,True,Devils,2,Islanders,4,False,False,True,Lowell,4,Bridgeport,3,True,True
88,12,True,Sharks,3,Coyotes,2,True,False,True,Worcester,2,San Ant.,3,False,False
89,12,True,Blues,4,Predators,3,False,False,True,Peoria,3,Milwaukee,4,False,False
90,12,True,Canadiens,2,Bruins,3,True,True,True,Hamilton,1,Providence,6,False,False
91,12,True,Blackhawks,3,Blue Jackets,4,False,False,True,Rockford,5,Syracuse,4,False,False
92,12,True,Canucks,2,Avalanche,4,False,False,True,Manitoba,3,Lake Erie,8,False,False
93,12,True,Panthers,4,Capitals,3,False,False,True,Rochester,6,Hershey,3,False,False
94,13,True,Ducks,4,Kings,1,False,False,True,Iowa,5,Manchester,3,False,False
95,13,True,Rangers,7,Devils,6,False,False,True,Hartford,5,Lowell,2,False,False
96,13,True,Senators,3,Canadiens,4,True,True,True,Binghamton,5,Hamilton,4,False,False
97,13,True,Capitals,5,Lightning,3,False,False,True,Hershey,3,Norfolk,5,False,False
98,14,True,Canadiens,3,Sabres,5,False,False,True,Hamilton,3,Portland,4,False,False
99,14,True,Stars,2,Ducks,3,False,False,True,Texas,3,Iowa,1,False,False
100,14,True,Rangers,3,Flyers,5,False,False,True,Hartford,4,Philly,6,False,False
101,14,True,Avalanche,5,Oilers,4,True,True,True,Lake Erie,5,Springfield,6,True,False
102,14,True,Blue Jackets,5,Blackhawks,1,False,False,True,Syracuse,4,Rockford,3,False,False
103,15,True,Avalanche,5,Canucks,3,False,False,True,Lake Erie,5,Manitoba,4,True,False
104,15,True,Devils,2,Rangers,1,False,False,True,Lowell,4,Hartford,3,False,False
105,15,True,Capitals,1,Hurricanes,2,False,False,True,Hershey,4,Albany,2,False,False
106,15,True,Kings,6,Coyotes,1,False,False,True,Manchester,5,San Ant.,4,False,False
107,15,True,Flyers,3,Islanders,2,False,False,True,Philly,1,Bridgeport,7,False,False
108,15,True,Ducks,5,Stars,3,False,False,True,Iowa,6,Texas,7,True,True
109,15,True,Lightning,2,Panthers,7,False,False,True,Norfolk,2,Rochester,5,False,False
110,15,True,Blue Jackets,6,Blues,3,False,False,True,Syracuse,5,Peoria,3,False,False
111,15,True,Sabres,2,Maple Leafs,3,False,False,True,Portland,5,Toronto,8,False,False
112,15,True,Oilers,2,Flames,3,False,False,True,Springfield,4,Quad City,5,False,False
113,16,True,Lightning,3,Thrashers,2,False,False,True,Norfolk,4,Chicago,3,False,False
114,16,True,Canadiens,3,Senators,2,True,True,True,Hamilton,8,Binghamton,9,True,True
115,16,True,Canucks,4,Wild,1,False,False,True,Manitoba,4,Houston,7,False,False
116,16,True,Devils,3,Penguins,4,False,False,True,Lowell,7,WB/Scrant.,4,False,False
117,17,True,Blue Jackets,1,Predators,3,False,False,True,Syracuse,5,Milwaukee,3,False,False
118,17,True,Sabres,3,Bruins,2,True,True,True,Portland,1,Providence,8,False,False
119,17,True,Blackhawks,2,Red Wings,4,False,False,True,Rockford,3,GrandRapid,5,False,False
120,17,True,Kings,2,Sharks,3,False,False,True,Manchester,6,Worcester,2,False,False
