Number,Team,Transaction
143,5,[2008-07-06 17:02] - Matt Carle was added to Calgary.                                                                           
144,5,[2008-07-06 17:02] - Jason Chimera was added to Calgary.                                                                        
145,5,[2008-07-06 17:02] - Jason Spezza was added to Calgary.                                                                         
146,5,[2008-07-06 17:02] - Sean O'Donnell was added to Calgary.                                                                       
147,5,[2008-07-06 17:02] - Eric Belanger was added to Calgary.                                                                        
148,5,[2008-07-06 17:02] - Jeff Cowan was added to Calgary.                                                                           
149,5,[2008-07-06 17:02] - Wade Dubielewicz was added to Calgary.                                                                     
150,5,[2008-07-06 17:02] - Ryan Smyth was added to Calgary.                                                                           
151,5,[2008-07-06 17:02] - Chris Gratton was added to Calgary.                                                                        
152,5,[2008-07-06 17:02] - Andreas Lilja was added to Calgary.                                                                        
153,5,[2008-07-06 17:02] - Dwayne Roloson was added to Calgary.                                                                       
154,5,[2008-07-06 17:02] - Ladislav Nagy was added to Calgary.                                                                        
155,5,[2008-07-06 17:02] - Jim Slater was added to Calgary.                                                                           
156,5,[2008-07-06 17:02] - Mark Eaton was added to Calgary.                                                                           
157,5,[2008-07-06 17:02] - Maxim Afinogenov was added to Calgary.                                                                     
158,5,[2008-07-06 17:02] - Fredrik Sjostrom was added to Calgary.                                                                     
159,5,[2008-07-06 17:02] - Marek Malik was added to Calgary.                                                                          
160,5,[2008-07-06 17:02] - Cory Sarich was added to Calgary.                                                                          
161,5,[2008-07-06 17:02] - Ruslan Salei was added to Calgary.                                                                         
162,5,[2008-07-06 17:02] - Joe Piskula was added to Calgary.                                                                          
163,5,[2008-07-06 17:02] - Devan Dubnyk was added to Calgary.                                                                         
164,6,[2008-07-06 17:02] - Brent Johnson was added to Carolina.                                                                       
165,6,[2008-07-06 17:02] - Mathieu Schneider was added to Carolina.                                                                   
166,6,[2008-07-06 17:02] - Ray Emery was added to Carolina.                                                                           
167,6,[2008-07-06 17:02] - Bill Thomas was added to Carolina.                                                                         
168,6,[2008-07-06 17:02] - Jiri Hudler was added to Carolina.                                                                         
169,6,[2008-07-06 17:02] - Paul Mara was added to Carolina.                                                                           
170,6,[2008-07-06 17:02] - Ales Kotalik was added to Carolina.                                                                        
171,6,[2008-07-06 17:02] - Craig Conroy was added to Carolina.                                                                        
172,6,[2008-07-06 17:02] - Jason Arnott was added to Carolina.                                                                        
173,6,[2008-07-06 17:02] - Ville Koistinen was added to Carolina.                                                                     
174,6,[2008-07-06 17:02] - Dustin Brown was added to Carolina.                                                                        
175,6,[2008-07-06 17:02] - Maxime Talbot was added to Carolina.                                                                       
176,6,[2008-07-06 17:02] - Chad Kilger was added to Carolina.                                                                         
177,6,[2008-07-06 17:02] - Erik Christensen was added to Carolina.                                                                    
178,6,[2008-07-06 17:02] - Mike Zigomanis was added to Carolina.                                                                      
179,6,[2008-07-06 17:02] - Robyn Regehr was added to Carolina.                                                                        
180,6,[2008-07-06 17:02] - Jonathan Toews was added to Carolina.                                                                      
181,6,[2008-07-06 17:02] - Chris Clark was added to Carolina.                                                                         
182,6,[2008-07-06 17:02] - Jason Ward was added to Carolina.                                                                          
183,6,[2008-07-06 17:02] - Alexander Steen was added to Carolina.                                                                     
184,6,[2008-07-06 17:02] - Brooks Orpik was added to Carolina.                                                                        
185,6,[2008-07-06 17:02] - Jon Sim was added to Carolina.                                                                             
186,6,[2008-07-06 17:02] - Darcy Hordichuk was added to Carolina.                                                                     
187,6,[2008-07-06 17:02] - Jeff O'Neill was added to Carolina.                                                                        
188,6,[2008-07-06 17:02] - Tommi Santala was added to Carolina.                                                                       
189,6,[2008-07-06 17:02] - Tom Poti was added to Carolina.                                                                            
190,6,[2008-07-06 17:02] - Richard Zednik was added to Carolina.                                                                      
191,6,[2008-07-06 17:02] - Ramzi Abid was added to Carolina.                                                                          
192,6,[2008-07-06 17:02] - Bruno Gervais was added to Carolina.                                                                       
193,6,[2008-07-06 17:02] - Johnny Oduya was added to Carolina.                                                                        
194,6,[2008-07-06 17:02] - Yutaka Fukufji was added to Carolina.                                                                      
195,6,[2008-07-06 17:02] - Chad Larose was added to Carolina.                                                                         
196,6,[2008-07-06 17:02] - Brent Burns was added to Carolina.                                                                         
197,6,[2008-07-06 17:02] - Tim Thomas was added to Carolina.                                                                          
198,7,[2008-07-06 17:02] - Toni Lydman was added to Chicago.                                                                          
199,7,[2008-07-06 17:02] - Tom Preissing was added to Chicago.                                                                        
200,7,[2008-07-06 17:02] - Andrew Hutchinson was added to Chicago.                                                                    
201,7,[2008-07-06 17:02] - Mattias Norstrom was added to Chicago.                                                                     
202,7,[2008-07-06 17:02] - Jarome Iginla was added to Chicago.                                                                        
203,7,[2008-07-06 17:02] - Jeremy Roenick was added to Chicago.                                                                       
204,7,[2008-07-06 17:02] - Chris Simon was added to Chicago.                                                                          
205,7,[2008-07-06 17:02] - Kyle Calder was added to Chicago.                                                                          
206,7,[2008-07-06 17:02] - Teemu Selanne was added to Chicago.                                                                        
207,7,[2008-07-06 17:02] - Nathan Perrott was added to Chicago.                                                                       
208,7,[2008-07-06 17:02] - Tuomo Ruutu was added to Chicago.                                                                          
209,7,[2008-07-06 17:02] - Alexei Yashin was added to Chicago.                                                                        
210,7,[2008-07-06 17:02] - Corey Crawford was added to Chicago.                                                                       
211,7,[2008-07-06 17:02] - David Koci was added to Chicago.                                                                           
212,7,[2008-07-06 17:02] - Fredrik Norrena was added to Chicago.                                                                      
213,7,[2008-07-06 17:02] - Raitis Ivanans was added to Chicago.                                                                       
214,7,[2008-07-06 17:02] - Andreas Karlsson was added to Chicago.                                                                     
215,7,[2008-07-06 17:02] - Petr Tenkrat was added to Chicago.                                                                         
216,7,[2008-07-06 17:02] - Ed Belfour was added to Chicago.                                                                           
217,7,[2008-07-06 17:02] - Matt Keith was added to Chicago.                                                                           
218,7,[2008-07-06 17:02] - Adam Burish was added to Chicago.                                                                          
219,7,[2008-07-06 17:02] - Dustin Byfuglien was added to Chicago.                                                                     
220,7,[2008-07-06 17:02] - Zach Stortini was added to Chicago.                                                                        
221,7,[2008-07-06 17:02] - Jason York was added to Chicago.                                                                           
222,7,[2008-07-06 17:02] - Robert Esche was added to Chicago.                                                                         
223,7,[2008-07-06 17:02] - Magnus Johansson was added to Chicago.                                                                     
224,7,[2008-07-06 17:02] - Travis Moen was added to Chicago.                                                                          
225,7,[2008-07-06 17:02] - Todd Fedoruk was added to Chicago.                                                                         
226,7,[2008-07-06 17:02] - James Wisniewski was added to Chicago.                                                                     
227,7,[2008-07-06 17:02] - Marcus Nilson was added to Chicago.                                                                        
228,7,[2008-07-06 17:02] - Shawn Thornton was added to Chicago.                                                                       
229,7,[2008-07-06 17:02] - Matt Ellison was added to Chicago.                                                                         
230,7,[2008-07-06 17:02] - Jordan Hendry was added to Chicago.                                                                        
231,7,[2008-07-06 17:02] - Brent Seabrook was added to Chicago.                                                                       
232,7,[2008-07-06 17:02] - Tim Conboy was added to Chicago.                                                                           
233,7,[2008-07-06 17:02] - Eric Godard was added to Chicago.                                                                          
234,7,[2008-07-06 17:02] - Joe Sakic was added to Chicago.                                                                            
235,7,[2008-07-06 17:02] - Alexander Ovechkin was added to Chicago.                                                                   
236,7,[2008-07-06 17:02] - Johan Franzen was added to Chicago.                                                                        
237,7,[2008-07-06 17:02] - Björn Melin was added to Chicago.                                                                          
238,7,[2008-07-06 17:02] - Duncan Keith was added to Chicago.                                                                         
239,7,[2008-07-06 17:02] - Brian McGrattan was added to Chicago.                                                                      
240,7,[2008-07-06 17:02] - Krys Barch was added to Chicago.                                                                           
241,8,[2008-07-06 17:02] - Dan Hamhuis was added to Colorado.                                                                         
242,8,[2008-07-06 17:02] - Scott Walker was added to Colorado.                                                                        
243,8,[2008-07-06 17:02] - Marty Reasoner was added to Colorado.                                                                      
244,8,[2008-07-06 17:02] - Mark Hartigan was added to Colorado.                                                                       
245,8,[2008-07-06 17:02] - Reinhard Divis was added to Colorado.                                                                      
246,8,[2008-07-06 17:02] - Brett Lebda was added to Colorado.                                                                         
247,8,[2008-07-06 17:02] - Brad Stuart was added to Colorado.                                                                         
248,8,[2008-07-06 17:02] - Jim Dowd was added to Colorado.                                                                            
249,8,[2008-07-06 17:02] - John-Michael Liles was added to Colorado.                                                                  
250,8,[2008-07-06 17:02] - Petr Sykora was added to Colorado.                                                                         
251,8,[2008-07-06 17:02] - Alexander Perezhogin was added to Colorado.                                                                
252,8,[2008-07-06 17:02] - Peter Budaj was added to Colorado.                                                                         
253,8,[2008-07-06 17:02] - Martin Straka was added to Colorado.                                                                       
254,8,[2008-07-06 17:02] - David Aebischer was added to Colorado.                                                                     
255,8,[2008-07-06 17:02] - Petr Cajanek was added to Colorado.                                                                        
256,8,[2008-07-06 17:02] - Ethan Moreau was added to Colorado.                                                                        
257,8,[2008-07-06 17:02] - Markus Naslund was added to Colorado.                                                                      
258,8,[2008-07-06 17:02] - Lubomir Visnovsky was added to Colorado.                                                                   
259,8,[2008-07-06 17:02] - Andrew Raycroft was added to Colorado.                                                                     
260,8,[2008-07-06 17:02] - Steven Reinprecht was added to Colorado.                                                                   
261,8,[2008-07-06 17:02] - Rory Fitzpatrick was added to Colorado.                                                                    
262,8,[2008-07-06 17:02] - Scott Nichol was added to Colorado.                                                                        
263,8,[2008-07-06 17:02] - James Sheppard was added to Colorado.                                                                      
264,8,[2008-07-06 17:02] - Dimitri Kalinin was added to Colorado.                                                                     
265,8,[2008-07-06 17:02] - Daymond Langkow was added to Colorado.                                                                     
266,8,[2008-07-06 17:02] - Jaroslav Modry was added to Colorado.                                                                      
267,8,[2008-07-06 17:02] - Juraj Kolnik was added to Colorado.                                                                        
268,8,[2008-07-06 17:02] - Mike Knuble was added to Colorado.                                                                         
269,9,[2008-07-06 17:02] - Boyd Devereaux was added to Columbus.                                                                      
270,9,[2008-07-06 17:02] - Ryan Munce was added to Columbus.                                                                          
271,9,[2008-07-06 17:02] - Craig Rivet was added to Columbus.                                                                         
272,9,[2008-07-06 17:02] - Matt Bradley was added to Columbus.                                                                        
273,9,[2008-07-06 17:02] - Ville Nieminen was added to Columbus.                                                                      
274,9,[2008-07-06 17:02] - Jozef Stumpel was added to Columbus.                                                                       
275,9,[2008-07-06 17:02] - Ben Walter was added to Columbus.                                                                          
276,9,[2008-07-06 17:02] - Darren Reid was added to Columbus.                                                                         
277,9,[2008-07-06 17:02] - Erik Johnson was added to Columbus.                                                                        
278,9,[2008-07-06 17:02] - Jaroslav Balastik was added to Columbus.                                                                   
279,9,[2008-07-06 17:02] - Danny Bois was added to Columbus.                                                                          
280,9,[2008-07-06 17:02] - Alexander Svitov was added to Columbus.                                                                    
281,9,[2008-07-06 17:02] - Danny Syvret was added to Columbus.                                                                        
282,9,[2008-07-06 17:02] - Andy McDonald was added to Columbus.                                                                       
283,9,[2008-07-06 17:02] - Andrew Murray was added to Columbus.                                                                       
284,9,[2008-07-06 17:02] - Josh Gratton was added to Columbus.                                                                        
285,9,[2008-07-06 17:02] - Ole-Kristian Tollefsen was added to Columbus.                                                              
286,9,[2008-07-06 17:02] - Johnny Pohl was added to Columbus.                                                                         
287,9,[2008-07-06 17:02] - John LeClair was added to Columbus.                                                                        
288,9,[2008-07-06 17:02] - Richard Jackman was added to Columbus.                                                                     
289,9,[2008-07-06 17:02] - Jeremy Reich was added to Columbus.                                                                        
290,9,[2008-07-06 17:02] - Mark Dekanich was added to Columbus.                                                                       
291,9,[2008-07-06 17:02] - Jody Shelley was added to Columbus.                                                                        
292,9,[2008-07-06 17:02] - Doug Janik was added to Columbus.                                                                          
293,9,[2008-07-06 17:02] - Bryan Young was added to Columbus.                                                                         
294,9,[2008-07-06 17:02] - Nikita Alexeev was added to Columbus.                                                                      
295,9,[2008-07-06 17:02] - Jeffrey Hamilton was added to Columbus.                                                                    
296,9,[2008-07-06 17:02] - Christian Backman was added to Columbus.                                                                   
297,9,[2008-07-06 17:02] - Nolan Pratt was added to Columbus.                                                                         
298,9,[2008-07-06 17:02] - Patrick Lalime was added to Columbus.                                                                      
299,10,[2008-07-06 17:02] - Stu Barnes was added to Dallas.                                                                            
300,10,[2008-07-06 17:02] - Steve Sullivan was added to Dallas.                                                                        
301,10,[2008-07-06 17:02] - Aaron Johnson was added to Dallas.                                                                         
302,10,[2008-07-06 17:02] - Wade Redden was added to Dallas.                                                                           
303,10,[2008-07-06 17:02] - Jason Morgan was added to Dallas.                                                                          
304,10,[2008-07-06 17:02] - Kurt Sauer was added to Dallas.                                                                            
305,10,[2008-07-06 17:03] - Mark Streit was added to Dallas.                                                                           
306,10,[2008-07-06 17:03] - Darren Haydar was added to Dallas.                                                                         
307,10,[2008-07-06 17:03] - Mike Smith was added to Dallas.                                                                            
308,10,[2008-07-06 17:03] - Brad Richardson was added to Dallas.                                                                       
309,10,[2008-07-06 17:03] - Niklas Bäckström was added to Dallas.                                                                      
310,10,[2008-07-06 17:03] - Taylor Pyatt was added to Dallas.                                                                          
311,10,[2008-07-06 17:03] - Jamie Rivers was added to Dallas.                                                                          
312,10,[2008-07-06 17:03] - Kris Newbury was added to Dallas.                                                                          
313,10,[2008-07-06 17:03] - Radek Dvorak was added to Dallas.                                                                          
314,10,[2008-07-06 17:03] - Andrej Sekera was added to Dallas.                                                                         
315,10,[2008-07-06 17:03] - Chris Neil was added to Dallas.                                                                            
316,10,[2008-07-06 17:03] - Niklas Hagman was added to Dallas.                                                                         
317,10,[2008-07-06 17:03] - Patrick Fischer was added to Dallas.                                                                       
318,10,[2008-07-06 17:03] - Trevor Letowski was added to Dallas.                                                                       
319,10,[2008-07-06 17:03] - Kristopher Letang was added to Dallas.                                                                     
320,10,[2008-07-06 17:03] - Kurtis Foster was added to Dallas.                                                                         
321,10,[2008-07-06 17:03] - Matt Stajan was added to Dallas.                                                                           
322,10,[2008-07-06 17:03] - Brandon Dubinsky was added to Dallas.                                                                      
323,10,[2008-07-06 17:03] - Denis Grebeshkov was added to Dallas.                                                                      
324,10,[2008-07-06 17:03] - Tony Salmelainen was added to Dallas.                                                                      
325,10,[2008-07-06 17:03] - Shawn Horcoff was added to Dallas.                                                                         
326,10,[2008-07-06 17:03] - Simon Gamache was added to Dallas.                                                                         
327,10,[2008-07-06 17:03] - Shean Donovan was added to Dallas.                                                                         
328,10,[2008-07-06 17:03] - Mark Bell was added to Dallas.                                                                             
329,10,[2008-07-06 17:03] - Dan Cloutier was added to Dallas.                                                                          
330,10,[2008-07-06 17:03] - Craig Adams was added to Dallas.                                                                           
331,11,[2008-07-06 17:03] - Matt Ellis was added to Detroit.                                                                           
332,11,[2008-07-06 17:03] - Marc Lamothe was added to Detroit.                                                                         
