Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
30,Ryan Munce,,0,CAN,1985-07-01,185,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,53,51,65,82,53,53,53,56,53,56,54,65,66,50,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
31,Mark Dekanich,http://tsn.ca/nhl/teams/players/bio/?id=4549,0,CAN,1986-07-01,185,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,48,54,64,73,63,60,56,57,57,58,55,66,66,47,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
176,Niklas Bäckström,,0,FIN,1970-07-01,200,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,92,90,90,80,92,93,93,95,95,94,91,80,80,50,50,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
33,Mike Smith,http://tsn.ca/nhl/teams/players/bio/?id=2528,15,CAN,1982-07-01,215,76,2,False,False,False,False,False,True,True,False,0,2500000,2500000,0,0,0,0,0,0,0,0,,3,100,0,3,3,3,3,3,3,3,3,3,2,87,93,89,81,85,86,89,87,87,78,72,74,77,15,50,82,12,47181,6,2,4,0,45,408,0,4,0,0,0,12,1,0,0,3,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
34,Niklas Backstrom,http://tsn.ca/nhl/teams/players/bio/?id=5571,14,FIN,1978-07-01,194,71,1,False,False,False,False,False,True,True,False,0,6200000,0,0,0,0,0,0,0,0,0,,2,100,0,3,3,3,3,3,3,2,2,2,2,85,92,90,61,84,89,86,86,88,80,62,82,86,5,50,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
35,Chris Carrozzi,http://tsn.ca/nhl/teams/players/bio/?id=6637,18,CAN,1990-07-01,185,74,3,False,False,False,False,False,True,True,False,0,675000,675000,675000,0,0,0,0,0,0,0,,0,100,0,1,0,0,0,0,0,0,0,0,0,45,50,57,73,60,51,45,45,45,51,55,58,47,79,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,False
36,Justin Pogge,http://tsn.ca/nhl/teams/players/bio/?id=4747,0,CAN,1986-07-01,210,75,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,48,60,64,77,60,57,54,54,53,63,54,64,66,55,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
37,Cory Schneider,http://tsn.ca/nhl/teams/players/bio/?id=4785,26,USA,1986-07-01,195,74,1,False,False,False,False,False,True,True,False,0,3500000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,2,97,80,82,73,90,92,92,92,92,94,76,66,71,47,50,84,6,24201,2,3,1,0,21,191,0,0,0,0,0,6,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
38,Curtis Sanford,http://tsn.ca/nhl/teams/players/bio/?id=3352,0,CAN,1979-07-01,187,71,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,73,71,76,61,79,82,78,79,81,68,77,78,75,5,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
192,Thomas McCollum,http://tsn.ca/nhl/teams/players/bio/?id=6810,22,USA,1989-07-01,215,74,1,False,False,False,False,False,True,True,False,0,816666,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,47,54,61,73,60,57,54,55,54,55,55,60,62,71,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23561,1,3,1,1,5,68,0,0,0,0,0,5,0,0,0,1,0,0,0,543,False
40,Mathieu Garon,http://tsn.ca/nhl/teams/players/bio/?id=806,25,CAN,1978-07-01,198,73,1,False,False,False,False,False,True,True,False,0,1200000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,2,2,69,73,75,69,74,77,73,73,73,72,73,82,80,5,50,72,1,1128,0,0,0,0,4,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
41,Yann Danis,http://tsn.ca/nhl/teams/players/bio/?id=2858,29,CAN,1981-07-01,185,72,2,False,False,False,False,True,True,True,False,0,900000,900000,0,0,0,0,0,0,0,0,,7,100,0,2,2,2,2,2,2,2,2,2,2,58,55,66,65,68,70,64,65,66,64,55,76,75,7,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
42,Marek Schwarz,,0,CZE,1986-07-01,180,72,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,64,57,60,78,64,64,64,57,64,63,63,69,61,50,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
43,Morgan Clark,,0,USA,1990-07-01,162,72,0,True,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,59,56,52,58,59,57,60,52,58,57,57,56,56,50,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
44,Roberto Luongo,http://tsn.ca/nhl/teams/players/bio/?id=1050,13,CAN,1979-07-01,217,75,2,False,False,False,False,False,True,True,False,0,7250000,7250000,0,0,0,0,0,0,0,0,,2,100,0,3,3,3,3,3,3,3,3,3,3,83,77,81,77,82,84,85,84,84,77,75,80,86,5,50,80,5,18555,2,1,2,0,15,155,0,2,0,0,0,5,1,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
45,Craig Anderson,http://tsn.ca/nhl/teams/players/bio/?id=2293,6,USA,1981-07-01,180,74,3,False,False,False,False,False,True,True,False,0,5375000,5375000,5375000,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,92,82,87,73,90,87,89,92,90,86,70,76,81,7,50,83,6,21972,2,3,1,2,12,153,0,2,0,0,0,6,0,0,2,0,0,0,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
46,Johan Hedberg,http://tsn.ca/nhl/teams/players/bio/?id=252,24,SWE,1973-07-01,190,72,1,False,False,False,False,False,True,True,False,0,2750000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,0,0,0,0,0,72,70,72,65,75,75,73,70,70,84,67,92,82,5,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,False
47,Seamus Kotyk,,0,CAN,1980-07-01,180,71,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,55,79,55,55,55,55,55,55,55,55,55,32,32,50,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
48,Tobias Stephan,,0,SWI,1984-07-01,180,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,66,59,60,82,66,66,66,63,66,64,65,70,65,50,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
49,Antti Niemi,http://tsn.ca/nhl/teams/players/bio/?id=6575,23,FIN,1983-07-01,210,74,2,False,False,False,False,False,True,True,False,0,5500000,5500000,0,0,0,0,0,0,0,0,,2,100,0,3,2,2,2,2,2,2,2,2,2,93,96,92,73,89,95,94,92,93,83,82,72,80,23,50,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
50,Jean-Sebastien Giguere,http://tsn.ca/nhl/teams/players/bio/?id=570,14,CAN,1977-06-30,202,73,2,False,False,False,False,True,True,True,False,0,2750000,2750000,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,74,70,77,69,77,81,77,79,79,69,56,84,82,5,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
51,Carey Price,http://tsn.ca/nhl/teams/players/bio/?id=4960,17,CAN,1987-07-01,209,75,2,False,False,False,False,False,True,True,False,0,6250000,6250000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,2,84,96,89,77,84,88,87,84,84,78,78,64,78,55,50,81,20,74602,10,9,1,0,70,571,0,0,1,0,0,20,0,0,0,1,0,0,491,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
52,Cristobal Huet,,0,FRA,1975-07-01,205,73,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,84,78,77,80,84,86,86,89,86,83,86,83,77,50,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
