Own by Team,From Team,Year,Round
11,11,2025,1
11,11,2025,2
11,11,2023,1
11,11,2023,2
11,11,2024,3
11,11,2023,3
11,11,2023,4
11,11,2025,3
11,11,2023,5
11,11,2023,6
11,11,2024,4
11,11,2023,7
11,11,2024,5
11,11,2025,4
11,11,2025,5
11,11,2025,6
11,11,2021,1
11,11,2021,2
11,11,2024,6
11,11,2021,4
11,11,2021,5
11,11,2021,6
11,11,2021,7
11,12,2021,5
11,11,2022,1
11,11,2024,7
11,11,2025,7
11,11,2022,2
11,11,2022,3
11,11,2022,4
11,11,2022,5
11,11,2022,7
11,15,2022,7
12,1,2021,5
12,12,2022,1
12,18,2021,4
12,1,2021,6
12,12,2025,1
12,15,2021,5
12,12,2023,1
12,12,2024,1
12,12,2022,2
12,9,2022,2
12,12,2025,2
12,12,2022,4
12,21,2021,7
12,12,2023,2
12,12,2025,3
12,12,2023,3
12,12,2022,5
12,12,2025,4
12,12,2024,2
12,12,2023,4
12,12,2023,5
12,12,2025,5
12,18,2022,6
12,22,2022,4
12,12,2023,6
12,12,2025,6
12,12,2022,6
12,12,2025,7
12,12,2024,3
12,12,2024,4
12,12,2023,7
12,24,2021,2
12,18,2021,6
12,12,2024,5
12,12,2024,6
12,12,2024,7
12,24,2022,4
13,13,2021,1
13,13,2023,1
13,13,2025,1
13,13,2025,2
13,13,2025,3
13,30,2023,7
13,13,2023,2
13,13,2025,4
13,13,2025,5
13,13,2023,3
13,13,2023,4
13,13,2025,6
13,13,2022,1
13,13,2023,5
13,13,2025,7
13,13,2023,6
13,13,2024,1
13,13,2024,2
13,25,2021,6
13,13,2023,7
13,13,2022,3
13,13,2022,4
13,13,2022,5
13,13,2022,6
13,22,2021,6
13,13,2024,3
13,13,2024,4
13,13,2024,5
13,13,2024,6
13,13,2024,7
14,14,2025,1
14,11,2021,3
14,14,2023,1
14,14,2023,2
14,14,2023,3
14,14,2022,1
14,14,2024,1
14,14,2024,2
14,14,2024,3
14,14,2024,4
14,14,2024,5
14,14,2023,4
14,14,2025,2
14,14,2022,2
14,14,2024,6
14,14,2025,3
14,14,2025,4
14,14,2024,7
14,14,2023,5
14,14,2022,4
14,14,2023,6
14,14,2023,7
14,14,2021,1
14,14,2021,4
14,14,2021,5
14,14,2022,6
14,14,2022,7
14,14,2025,5
14,14,2025,6
14,14,2025,7
14,8,2021,6
14,20,2021,6
15,15,2024,1
15,15,2022,1
15,15,2024,2
15,15,2024,3
15,15,2022,2
15,15,2021,1
15,15,2022,3
15,15,2021,2
15,15,2025,1
15,15,2022,4
15,15,2023,1
15,15,2021,3
15,15,2025,2
15,15,2025,3
15,15,2024,4
15,15,2021,4
15,15,2025,4
15,15,2022,5
15,15,2022,6
15,15,2025,5
15,28,2022,1
15,15,2023,2
15,15,2025,6
15,15,2023,3
15,15,2021,6
15,15,2024,5
15,15,2024,6
15,15,2025,7
15,15,2024,7
15,15,2023,4
15,1,2021,4
15,9,2022,4
15,15,2023,5
15,15,2023,6
15,25,2021,7
15,15,2023,7
16,16,2025,1
16,16,2023,1
16,16,2025,2
16,16,2025,3
16,16,2025,4
16,16,2024,1
16,16,2024,2
16,16,2023,2
16,16,2025,5
16,16,2022,3
16,16,2025,6
16,16,2024,3
16,16,2025,7
16,16,2024,4
16,16,2022,5
16,16,2022,6
16,16,2022,7
16,16,2023,3
16,16,2023,4
16,16,2023,5
16,16,2023,6
16,16,2023,7
16,16,2024,5
16,16,2024,6
16,16,2024,7
17,1,2021,3
17,27,2021,3
17,17,2024,1
17,17,2024,2
17,17,2025,1
17,17,2024,3
17,17,2023,1
17,17,2025,2
17,17,2024,4
17,17,2024,5
17,23,2021,6
17,17,2022,1
17,17,2024,6
17,17,2025,3
17,17,2025,4
17,17,2023,2
17,17,2022,2
17,17,2024,7
17,17,2022,3
17,17,2025,5
17,17,2025,6
17,17,2025,7
17,17,2021,3
17,17,2021,6
17,17,2021,7
17,17,2023,3
17,17,2022,5
17,17,2022,6
17,17,2022,7
17,17,2023,4
17,17,2023,5
17,17,2023,6
17,17,2023,7
18,18,2023,1
18,18,2021,1
18,18,2023,2
18,18,2022,1
18,18,2023,3
18,18,2023,4
18,18,2022,2
18,18,2024,1
18,18,2024,2
18,18,2024,3
18,18,2025,1
18,18,2022,3
18,18,2024,4
18,18,2024,5
18,18,2025,2
18,18,2025,3
18,18,2025,4
18,18,2024,6
18,18,2023,5
18,18,2025,5
18,18,2021,2
18,12,2021,6
18,18,2023,6
18,18,2022,4
18,18,2025,6
18,18,2025,7
18,18,2021,7
18,18,2023,7
18,18,2024,7
18,30,2021,5
19,3,2023,2
19,3,2021,4
19,19,2024,1
19,19,2022,1
19,22,2022,5
19,17,2022,4
19,19,2024,2
19,19,2025,1
19,19,2024,3
19,19,2022,2
19,19,2023,1
19,19,2022,3
19,19,2022,4
19,19,2022,5
19,19,2022,6
19,19,2023,2
19,19,2025,2
19,19,2022,7
19,19,2025,3
19,19,2025,4
19,19,2023,3
19,19,2024,4
19,18,2021,5
19,10,2021,1
19,19,2023,4
19,19,2023,5
19,19,2025,5
19,19,2021,6
19,19,2025,6
19,19,2023,6
19,19,2021,7
19,19,2025,7
19,19,2024,5
19,8,2021,5
19,19,2023,7
19,19,2024,6
19,19,2024,7
20,10,2021,4
20,20,2022,1
20,20,2021,1
20,20,2022,2
20,20,2021,2
20,20,2021,7
20,20,2023,1
20,20,2023,2
20,20,2023,3
20,20,2022,3
20,20,2021,5
20,20,2024,1
20,20,2023,4
20,20,2022,4
20,20,2022,5
20,20,2023,5
20,20,2023,6
20,20,2023,7
20,20,2022,6
20,20,2022,7
20,20,2024,2
20,6,2021,5
20,20,2024,3
20,20,2024,4
20,20,2024,5
20,20,2025,1
20,20,2024,6
20,20,2024,7
20,16,2021,1
20,5,2021,3
20,27,2021,2
20,31,2021,5
20,16,2021,2
20,6,2021,1
20,22,2021,2
20,6,2022,2
20,20,2025,2
20,20,2025,3
20,20,2025,4
20,20,2025,5
20,20,2025,6
20,20,2025,7
20,5,2021,2
20,9,2021,1
20,9,2022,3
20,3,2022,5
20,30,2022,2
21,21,2021,1
21,21,2022,1
21,21,2025,1
21,21,2021,2
21,21,2025,2
21,21,2025,3
21,21,2021,3
21,21,2022,2
21,21,2025,4
21,21,2021,4
21,2,2021,5
21,21,2021,5
21,30,2021,3
21,21,2022,3
21,21,2022,4
21,21,2021,6
21,26,2022,7
21,21,2023,1
21,21,2022,5
21,21,2023,2
21,21,2023,3
21,21,2022,6
21,21,2023,4
21,21,2023,5
21,21,2024,1
21,21,2023,6
21,21,2023,7
21,31,2021,7
21,21,2024,2
21,21,2024,3
21,21,2024,4
21,21,2024,5
21,21,2024,6
21,21,2024,7
21,21,2025,5
21,3,2021,1
21,21,2025,6
21,21,2025,7
21,13,2021,6
21,5,2022,3
21,32,2021,4
21,17,2021,1
21,17,2021,2
22,22,2021,1
22,22,2022,1
22,22,2024,1
22,22,2022,2
22,22,2025,1
22,22,2025,2
22,22,2025,3
22,27,2022,7
22,22,2025,4
22,22,2025,5
22,22,2024,2
22,22,2024,3
22,22,2024,4
22,22,2022,7
22,22,2024,5
22,22,2023,1
22,22,2024,6
22,12,2022,7
22,22,2024,7
22,22,2023,2
22,22,2023,3
22,22,2025,6
22,22,2025,7
22,25,2023,7
22,22,2023,4
22,22,2023,5
22,13,2022,7
22,22,2023,6
22,21,2022,7
22,22,2023,7
22,26,2023,7
23,23,2023,1
23,23,2023,2
23,23,2022,1
23,23,2023,3
23,10,2022,5
23,3,2022,3
23,23,2023,4
23,13,2021,4
23,23,2023,5
23,23,2023,6
23,23,2023,7
23,23,2024,1
23,23,2024,2
23,27,2022,5
23,23,2024,3
23,23,2025,1
23,23,2024,4
23,23,2024,5
23,23,2025,2
23,23,2025,3
23,23,2021,1
23,23,2025,4
23,23,2024,6
23,23,2025,5
23,23,2021,3
23,23,2021,4
23,23,2021,5
23,23,2025,6
23,23,2025,7
23,23,2022,2
23,23,2021,7
23,23,2022,3
23,23,2024,7
23,23,2022,4
23,23,2022,5
23,23,2022,6
23,23,2022,7
24,24,2024,1
24,24,2023,1
24,24,2022,1
24,24,2022,2
24,24,2021,1
24,24,2023,2
24,24,2022,3
24,24,2025,1
24,32,2022,7
24,24,2024,2
24,24,2022,5
24,24,2025,2
24,24,2022,7
24,24,2023,3
24,24,2023,4
24,24,2025,3
24,24,2024,3
24,24,2023,5
24,24,2023,6
24,24,2025,4
24,24,2025,5
24,24,2024,4
24,24,2021,3
24,24,2021,4
24,24,2021,5
24,24,2021,7
24,24,2025,6
24,24,2024,5
24,24,2023,7
24,24,2024,6
24,24,2025,7
24,17,2021,4
24,24,2024,7
24,8,2023,6
25,25,2024,1
25,25,2024,2
25,25,2023,1
25,25,2022,1
25,25,2024,3
25,25,2022,2
25,25,2023,2
25,25,2024,4
25,25,2024,5
25,25,2023,3
25,25,2023,4
25,25,2023,5
25,25,2025,1
25,25,2023,6
25,25,2025,2
25,25,2025,3
25,25,2024,6
25,25,2025,4
25,25,2025,5
25,25,2022,4
25,25,2022,5
25,25,2024,7
25,25,2025,6
25,25,2025,7
25,27,2021,5
25,25,2021,1
25,25,2022,6
25,25,2022,7
25,16,2021,4
25,6,2022,4
25,19,2021,1
25,25,2021,2
25,25,2021,3
25,25,2021,4
26,14,2021,7
26,26,2024,1
26,26,2024,2
26,26,2021,1
26,26,2024,3
26,27,2021,1
26,26,2024,4
26,26,2025,1
26,26,2025,2
26,26,2022,1
26,26,2025,3
26,26,2021,2
26,26,2021,3
26,26,2025,4
26,26,2021,4
26,26,2024,5
26,26,2021,5
26,26,2023,1
26,26,2024,6
26,26,2023,2
26,26,2024,7
26,6,2021,4
26,26,2023,3
26,26,2025,5
26,26,2025,6
26,26,2023,4
26,26,2023,5
26,26,2023,6
26,26,2025,7
26,32,2021,1
26,20,2021,3
26,9,2021,4
26,26,2022,2
26,26,2022,3
26,26,2022,4
26,26,2022,5
26,26,2022,6
27,9,2021,3
27,27,2023,2
27,27,2023,3
27,31,2021,3
27,27,2025,1
27,27,2023,6
27,27,2024,1
27,27,2025,2
27,27,2023,7
27,27,2024,2
27,27,2024,3
27,27,2024,4
27,27,2024,5
27,27,2024,6
27,27,2024,7
27,27,2025,3
27,27,2025,4
27,27,2025,5
27,27,2025,6
27,27,2025,7
27,3,2022,4
27,3,2021,3
27,16,2021,5
27,32,2021,5
27,16,2022,4
27,29,2021,3
27,3,2022,6
27,6,2022,6
27,11,2022,6
27,24,2022,6
27,27,2022,6
27,14,2021,2
27,19,2021,2
27,20,2021,4
27,19,2021,5
27,1,2022,5
28,28,2024,1
28,28,2023,1
28,28,2023,2
28,28,2024,2
28,28,2024,3
28,24,2021,6
28,2,2022,1
28,28,2023,3
28,28,2023,4
28,28,2024,4
28,28,2024,5
28,28,2021,3
28,28,2024,6
28,28,2021,4
28,17,2021,5
28,12,2022,3
28,28,2025,1
28,28,2025,2
28,28,2025,3
28,28,2023,5
28,28,2022,3
28,31,2022,5
28,28,2023,6
28,28,2023,7
28,28,2022,5
28,28,2021,5
28,28,2021,6
28,28,2022,6
28,28,2025,4
28,28,2024,7
28,28,2022,7
28,28,2025,5
28,28,2025,6
28,28,2025,7
28,22,2021,5
28,28,2021,7
28,25,2022,3
28,27,2022,4
28,1,2021,2
28,31,2022,6
28,1,2021,1
29,29,2024,1
29,29,2022,1
29,29,2024,2
29,29,2025,1
29,29,2024,3
29,29,2023,1
29,29,2025,2
29,4,2021,6
29,13,2021,5
29,29,2023,2
29,29,2021,2
29,29,2025,3
29,29,2024,4
29,29,2024,5
29,29,2025,4
29,29,2025,5
29,29,2023,3
29,29,2021,4
29,29,2024,6
29,29,2025,6
29,29,2022,2
29,29,2022,4
29,29,2023,4
29,29,2022,5
29,29,2021,6
29,29,2021,7
29,29,2023,5
29,29,2022,6
29,29,2022,7
29,29,2023,6
29,29,2024,7
29,29,2025,7
29,29,2023,7
30,30,2023,1
30,30,2022,1
30,30,2021,1
30,30,2021,2
30,30,2024,1
30,30,2025,1
30,30,2023,2
30,30,2023,3
30,30,2022,3
30,30,2023,4
30,30,2023,5
30,30,2023,6
30,27,2021,4
30,30,2021,4
30,30,2024,2
30,30,2024,3
30,30,2021,6
30,30,2024,4
30,30,2024,5
30,30,2025,2
30,30,2024,6
30,30,2024,7
30,30,2025,3
30,30,2022,4
30,30,2022,5
30,30,2022,6
30,30,2022,7
30,30,2025,4
30,30,2025,5
30,30,2025,6
30,30,2025,7
31,31,2022,1
31,31,2021,1
31,31,2021,2
31,29,2022,3
31,31,2025,1
31,31,2025,2
31,31,2024,1
31,31,2022,2
31,31,2022,3
31,7,2021,2
31,31,2024,2
31,28,2021,1
31,28,2022,2
31,31,2022,7
31,31,2025,3
31,31,2023,1
31,31,2023,2
31,31,2023,3
31,31,2023,4
31,31,2024,3
31,31,2023,5
31,31,2024,4
31,31,2025,4
31,31,2024,5
31,31,2024,6
31,31,2024,7
31,31,2025,5
31,31,2025,6
31,31,2025,7
31,4,2021,2
31,4,2022,2
31,18,2021,3
31,31,2023,6
31,18,2022,5
31,9,2021,2
31,31,2023,7
31,2,2021,4
31,8,2021,4
32,32,2025,1
32,32,2025,2
32,32,2025,3
32,32,2025,4
32,32,2025,5
32,32,2021,7
32,32,2022,1
32,32,2022,2
32,32,2022,4
32,32,2022,5
32,32,2022,6
32,32,2023,1
32,32,2023,2
32,32,2023,3
32,32,2023,4
32,32,2023,5
32,32,2023,6
32,32,2023,7
32,32,2024,1
32,32,2024,2
32,32,2024,3
32,32,2024,4
32,32,2024,5
32,32,2024,6
32,32,2024,7
32,32,2025,6
32,32,2025,7
32,6,2022,7
32,9,2021,7
32,27,2023,1
32,16,2021,7
