Number,Team,Transaction,DateTime,Empty
39,7,[2012-10-12 22:44:07] - TRADE : From Maple Leafs to Blackhawks : Drew Stafford (70)- Y:2013-RND:2-TOR.,12:00:00 AM,
40,22,[2012-10-13 03:47:53] - General Manager Change : Flyers fired general manager OTHL,12:00:00 AM,
41,22,[2012-10-13 03:47:53] - General Manager Change : Flyers hired general manager Jared Mitchell,12:00:00 AM,
42,19,[2012-10-13 15:39:42] - General Manager Change : Islanders fired general manager Mathias Vaigur,12:00:00 AM,
43,19,[2012-10-13 15:39:42] - General Manager Change : Islanders hired general manager OTHL,12:00:00 AM,
44,23,[2012-10-13 15:39:54] - General Manager Change : Coyotes fired general manager league,12:00:00 AM,
45,23,[2012-10-13 15:39:54] - General Manager Change : Coyotes hired general manager Mathias Vaigur,12:00:00 AM,
46,23,[2012-10-13 20:54:19] - Rhett Rakhshani was added to Coyotes.,12:00:00 AM,
47,23,[2012-10-13 21:32:54] - Matt Donovan was added to Coyotes.,12:00:00 AM,
48,23,[2012-10-13 21:34:30] - Mika Zibanejad was added to Coyotes.,12:00:00 AM,
49,23,[2012-10-13 23:08:13] - Sheldon Brookbank was added to Coyotes.,12:00:00 AM,
50,19,[2012-10-13 23:08:15] - TRADE : From Islanders to Coyotes : Sheldon Brookbank (63).,12:00:00 AM,
51,23,[2012-10-13 23:08:15] - TRADE : From Islanders to Coyotes : Sheldon Brookbank (63).,12:00:00 AM,
52,23,[2012-10-13 23:08:15] - TRADE : From Coyotes to Islanders : 75.000 kr.,12:00:00 AM,
53,19,[2012-10-13 23:08:15] - TRADE : From Coyotes to Islanders : 75.000 kr.,12:00:00 AM,
54,8,[2012-10-15 18:15:40] - Brian Rolston is no longer captain for Avalanche.,12:00:00 AM,
55,8,[2012-10-15 18:15:40] - Shane Doan has been selected as captain for Avalanche.,12:00:00 AM,
56,28,[2012-10-15 18:17:05] - Matthew Greene was added to Maple Leafs.,12:00:00 AM,
57,28,[2012-10-15 18:17:05] - Matthew Greene signed with Maple Leafs for 4.000.000 kr for 5 year(s) with 3.750.000 kr in bonus.,12:00:00 AM,
58,10,[2012-10-15 18:17:44] - Patrick Marleau was added to Stars.,12:00:00 AM,
59,10,[2012-10-15 18:17:44] - Patrick Marleau signed with Stars for 8.250.000 kr for 4 year(s) with 8.250.000 kr in bonus.,12:00:00 AM,
60,23,[2012-10-15 18:18:18] - Matt Carkner was added to Coyotes.,12:00:00 AM,
61,23,[2012-10-15 18:18:18] - Matt Carkner signed with Coyotes for 1.000.000 kr for 2 year(s) with 100.000 kr in bonus.,12:00:00 AM,
62,3,[2012-10-15 18:19:07] - Bruins paid 0 kr to release Jonathon Kalinski.,12:00:00 AM,
63,3,[2012-10-15 18:19:07] - Jonathon Kalinski was released.,12:00:00 AM,
64,21,[2012-10-15 18:19:19] - Jonathon Kalinski was added to Senators.,12:00:00 AM,
65,18,[2012-10-15 18:20:10] - Jarret Stoll was added to Devils.,12:00:00 AM,
66,18,[2012-10-15 18:20:10] - Jarret Stoll signed with Devils for 3.200.000 kr for 3 year(s) with 1.800.000 kr in bonus.,12:00:00 AM,
67,14,[2012-10-15 18:20:51] - Taylor Pyatt was added to Kings.,12:00:00 AM,
68,14,[2012-10-15 18:20:51] - Taylor Pyatt signed with Kings for 2.250.000 kr for 3 year(s) with 0 kr in bonus.,12:00:00 AM,
69,23,[2012-10-15 18:21:15] - Brent Johnson was added to Coyotes.,12:00:00 AM,
70,23,[2012-10-15 18:21:15] - Brent Johnson signed with Coyotes for 850.000 kr for 1 year(s) with 50.000 kr in bonus.,12:00:00 AM,
71,23,[2012-10-15 18:21:43] - Milan Jurcina was added to Coyotes.,12:00:00 AM,
72,23,[2012-10-15 18:21:43] - Milan Jurcina signed with Coyotes for 1.750.000 kr for 2 year(s) with 100.000 kr in bonus.,12:00:00 AM,
73,15,[2012-10-15 18:21:59] - Mike Knuble was added to Wild.,12:00:00 AM,
74,15,[2012-10-15 18:21:59] - Mike Knuble signed with Wild for 2.000.000 kr for 1 year(s) with 0 kr in bonus.,12:00:00 AM,
75,27,[2012-10-15 18:22:14] - Sean Avery was added to Lightning.,12:00:00 AM,
76,27,[2012-10-15 18:22:14] - Sean Avery signed with Lightning for 900.000 kr for 3 year(s) with 0 kr in bonus.,12:00:00 AM,
77,4,[2012-10-15 18:22:42] - Mark Eaton was added to Sabres.,12:00:00 AM,
78,4,[2012-10-15 18:22:42] - Mark Eaton signed with Sabres for 1.000.000 kr for 1 year(s) with 250.000 kr in bonus.,12:00:00 AM,
79,1,[2012-10-15 18:23:07] - Daymond Langkow was added to Ducks.,12:00:00 AM,
80,1,[2012-10-15 18:23:07] - Daymond Langkow signed with Ducks for 2.500.000 kr for 1 year(s) with 500.000 kr in bonus.,12:00:00 AM,
81,25,[2012-10-15 18:23:36] - Ty Conklin was added to Blues.,12:00:00 AM,
82,25,[2012-10-15 18:23:36] - Ty Conklin signed with Blues for 950.000 kr for 2 year(s) with 475.000 kr in bonus.,12:00:00 AM,
83,30,[2012-10-15 18:24:00] - Brad Stuart was added to Capitals.,12:00:00 AM,
84,30,[2012-10-15 18:24:00] - Brad Stuart signed with Capitals for 5.000.000 kr for 5 year(s) with 500.000 kr in bonus.,12:00:00 AM,
85,4,[2012-10-15 18:24:21] - Rick DiPietro was added to Sabres.,12:00:00 AM,
86,4,[2012-10-15 18:24:21] - Rick DiPietro signed with Sabres for 1.250.000 kr for 1 year(s) with 100.000 kr in bonus.,12:00:00 AM,
87,20,[2012-10-15 18:24:45] - Chris Mason was added to Rangers.,12:00:00 AM,
88,20,[2012-10-15 18:24:45] - Chris Mason signed with Rangers for 1.750.000 kr for 2 year(s) with 0 kr in bonus.,12:00:00 AM,
89,22,[2012-10-15 18:25:09] - Flyers paid 0 kr to release Brad Thiessen.,12:00:00 AM,
90,22,[2012-10-15 18:25:09] - Brad Thiessen was released.,12:00:00 AM,
91,24,[2012-10-15 18:25:26] - Brad Thiessen was added to Penguins.,12:00:00 AM,
92,6,[2012-10-15 18:26:33] - Carlo Colaiacovo was added to Hurricanes.,12:00:00 AM,
93,6,[2012-10-15 18:26:33] - Carlo Colaiacovo signed with Hurricanes for 2.500.000 kr for 2 year(s) with 1.250.000 kr in bonus.,12:00:00 AM,
94,14,[2012-10-15 18:26:49] - Michal Handzus was added to Kings.,12:00:00 AM,
95,14,[2012-10-15 18:26:49] - Michal Handzus signed with Kings for 4.000.000 kr for 2 year(s) with 0 kr in bonus.,12:00:00 AM,
96,23,[2012-10-15 18:27:16] - Jason Blake was added to Coyotes.,12:00:00 AM,
97,23,[2012-10-15 18:27:16] - Jason Blake signed with Coyotes for 2.750.000 kr for 1 year(s) with 250.000 kr in bonus.,12:00:00 AM,
98,20,[2012-10-15 18:27:50] - Craig Adams was added to Rangers.,12:00:00 AM,
99,20,[2012-10-15 18:27:50] - Craig Adams signed with Rangers for 1.500.000 kr for 3 year(s) with 1.250.000 kr in bonus.,12:00:00 AM,
100,25,[2012-10-15 18:28:07] - Ben Guite was added to Blues.,12:00:00 AM,
101,25,[2012-10-15 18:28:07] - Ben Guite signed with Blues for 700.000 kr for 3 year(s) with 0 kr in bonus.,12:00:00 AM,
102,21,[2012-10-15 18:32:22] - Michael Ryder was added to Senators.,12:00:00 AM,
103,21,[2012-10-15 18:32:23] - TRADE : From Senators to Kings : Beau Bennett (P)- Daniel Catenacci (P)- Gabriel Beaupre (P)- Y:2014-RND:2-OTT- Y:2014-RND:3-CGY.,12:00:00 AM,
104,14,[2012-10-15 18:32:23] - TRADE : From Senators to Kings : Beau Bennett (P)- Daniel Catenacci (P)- Gabriel Beaupre (P)- Y:2014-RND:2-OTT- Y:2014-RND:3-CGY.,12:00:00 AM,
105,14,[2012-10-15 18:32:23] - TRADE : From Kings to Senators : Michael Ryder (72).,12:00:00 AM,
106,21,[2012-10-15 18:32:23] - TRADE : From Kings to Senators : Michael Ryder (72).,12:00:00 AM,
107,14,[2012-10-15 18:32:38] - Zack Kassian was added to Kings.,12:00:00 AM,
108,7,[2012-10-15 18:32:39] - TRADE : From Blackhawks to Kings : Zack Kassian (56).,12:00:00 AM,
109,14,[2012-10-15 18:32:39] - TRADE : From Blackhawks to Kings : Zack Kassian (56).,12:00:00 AM,
110,14,[2012-10-15 18:32:39] - TRADE : From Kings to Blackhawks : Andrei Vasilevski (P).,12:00:00 AM,
111,7,[2012-10-15 18:32:39] - TRADE : From Kings to Blackhawks : Andrei Vasilevski (P).,12:00:00 AM,
112,4,[2012-10-15 20:46:15] - TRADE : From Sabres to Penguins : Y:2013-RND:3-PIT.,12:00:00 AM,
113,24,[2012-10-15 20:46:15] - TRADE : From Sabres to Penguins : Y:2013-RND:3-PIT.,12:00:00 AM,
114,24,[2012-10-15 20:46:15] - TRADE : From Penguins to Sabres : Y:2014-RND:2-PIT.,12:00:00 AM,
115,4,[2012-10-15 20:46:15] - TRADE : From Penguins to Sabres : Y:2014-RND:2-PIT.,12:00:00 AM,
116,9,[2012-10-18 00:20:41] - Blue Jackets paid 0 kr to release Tim Wallace.,12:00:00 AM,
117,9,[2012-10-18 00:20:41] - Tim Wallace was released.,12:00:00 AM,
118,21,[2012-10-18 00:20:56] - Tim Wallace was added to Senators.,12:00:00 AM,
119,13,[2012-10-18 00:21:50] - Panthers paid 0 kr to release Tobias Stephan.,12:00:00 AM,
120,13,[2012-10-18 00:21:50] - Tobias Stephan was released.,12:00:00 AM,
121,6,[2012-10-18 00:22:04] - Tobias Stephan was added to Hurricanes.,12:00:00 AM,
122,8,[2012-10-18 00:23:20] - Avalanche paid 0 kr to release Brayden Irwin.,12:00:00 AM,
123,8,[2012-10-18 00:23:20] - Brayden Irwin was released.,12:00:00 AM,
124,24,[2012-10-18 00:23:44] - Brayden Irwin was added to Penguins.,12:00:00 AM,
125,5,[2012-10-18 00:24:43] - Tim Jackman was added to Flames.,12:00:00 AM,
126,5,[2012-10-18 00:24:44] - Tim Jackman signed with Flames for 700.000 kr for 2 year(s) with 100.000 kr in bonus.,12:00:00 AM,
127,27,[2012-10-18 00:26:22] - Jason Jaffray was added to Lightning.,12:00:00 AM,
128,27,[2012-10-18 00:26:22] - Jason Jaffray signed with Lightning for 850.000 kr for 3 year(s) with 0 kr in bonus.,12:00:00 AM,
129,15,[2012-10-18 00:27:03] - Andreas Lilja was added to Wild.,12:00:00 AM,
130,15,[2012-10-18 00:27:03] - Andreas Lilja signed with Wild for 750.000 kr for 1 year(s) with 0 kr in bonus.,12:00:00 AM,
131,27,[2012-10-18 00:27:38] - Lightning paid 0 kr to release Petteri Nokelainen.,12:00:00 AM,
132,27,[2012-10-18 00:27:38] - Petteri Nokelainen was released.,12:00:00 AM,
133,24,[2012-10-18 00:27:55] - Petteri Nokelainen was added to Penguins.,12:00:00 AM,
134,9,[2012-10-18 00:28:44] - Blue Jackets paid 0 kr to release Dylan Reese.,12:00:00 AM,
135,9,[2012-10-18 00:28:44] - Dylan Reese was released.,12:00:00 AM,
136,28,[2012-10-18 00:28:56] - Dylan Reese was added to Maple Leafs.,12:00:00 AM,
137,24,[2012-10-18 00:29:46] - Unknown Player is no longer captain for Penguins.,12:00:00 AM,
138,24,[2012-10-18 00:29:46] - Jay Pandolfo has been selected as captain for Penguins.,12:00:00 AM,
139,24,[2012-10-18 00:29:46] - Stephen Weiss is no longer as assistant for Penguins.,12:00:00 AM,
140,24,[2012-10-18 00:29:46] - Pavel Kubina has been selected as assistant for Penguins.,12:00:00 AM,
141,24,[2012-10-18 00:29:46] - Tomas Fleischmann is no longer as assistant for Penguins.,12:00:00 AM,
142,24,[2012-10-18 00:29:46] - Rob Scuderi has been selected as assistant for Penguins.,12:00:00 AM,
143,1,[2012-10-18 00:30:21] - Todd Bertuzzi was added to Ducks.,12:00:00 AM,
144,7,[2012-10-18 00:30:22] - TRADE : From Blackhawks to Ducks : Todd Bertuzzi (67).,12:00:00 AM,
145,1,[2012-10-18 00:30:22] - TRADE : From Blackhawks to Ducks : Todd Bertuzzi (67).,12:00:00 AM,
146,1,[2012-10-18 00:30:22] - TRADE : From Ducks to Blackhawks : Drew Olson (P)- Y:2013-RND:4-OTT.,12:00:00 AM,
147,7,[2012-10-18 00:30:22] - TRADE : From Ducks to Blackhawks : Drew Olson (P)- Y:2013-RND:4-OTT.,12:00:00 AM,
148,15,[2012-10-23 23:16:12] - General Manager Change : Wild fired general manager OTHL,12:00:00 AM,
149,15,[2012-10-23 23:16:12] - General Manager Change : Wild hired general manager David Yee,12:00:00 AM,
150,22,[2012-10-23 23:17:36] - Arron Asham was added to Flyers.,12:00:00 AM,
151,22,[2012-10-23 23:17:36] - Arron Asham signed with Flyers for 1.750.000 kr for 1 year(s) with 0 kr in bonus.,12:00:00 AM,
152,23,[2012-10-23 23:18:04] - Darcy Hordichuk was added to Coyotes.,12:00:00 AM,
153,23,[2012-10-23 23:18:04] - Darcy Hordichuk signed with Coyotes for 850.000 kr for 2 year(s) with 0 kr in bonus.,12:00:00 AM,
154,4,[2012-10-23 23:18:38] - Matt Ellis was added to Sabres.,12:00:00 AM,
155,4,[2012-10-23 23:18:38] - Matt Ellis signed with Sabres for 600.000 kr for 3 year(s) with 200.000 kr in bonus.,12:00:00 AM,
156,21,[2012-10-23 23:19:14] - Chuck Kobasew was added to Senators.,12:00:00 AM,
157,21,[2012-10-23 23:19:14] - Chuck Kobasew signed with Senators for 1.000.000 kr for 1 year(s) with 150.000 kr in bonus.,12:00:00 AM,
158,13,[2012-10-23 23:19:39] - Panthers paid 0 kr to release Mike Duco.,12:00:00 AM,
159,13,[2012-10-23 23:19:39] - Mike Duco was released.,12:00:00 AM,
160,13,[2012-10-23 23:19:44] - Panthers paid 0 kr to release Robert Klinkhammer.,12:00:00 AM,
161,13,[2012-10-23 23:19:44] - Robert Klinkhammer was released.,12:00:00 AM,
162,9,[2012-10-23 23:20:00] - Blue Jackets paid 0 kr to release Mike Angelidis.,12:00:00 AM,
163,9,[2012-10-23 23:20:00] - Mike Angelidis was released.,12:00:00 AM,
164,9,[2012-10-23 23:20:05] - Blue Jackets paid 0 kr to release Jordie Benn.,12:00:00 AM,
165,9,[2012-10-23 23:20:05] - Jordie Benn was released.,12:00:00 AM,
166,9,[2012-10-23 23:20:12] - Blue Jackets paid 0 kr to release Trevor Frischmon.,12:00:00 AM,
167,9,[2012-10-23 23:20:12] - Trevor Frischmon was released.,12:00:00 AM,
168,9,[2012-10-23 23:20:19] - Blue Jackets paid 0 kr to release Francis Lessard.,12:00:00 AM,
169,9,[2012-10-23 23:20:19] - Francis Lessard was released.,12:00:00 AM,
170,9,[2012-10-23 23:20:24] - Blue Jackets paid 0 kr to release Jarod Palmer.,12:00:00 AM,
171,9,[2012-10-23 23:20:24] - Jarod Palmer was released.,12:00:00 AM,
172,4,[2012-10-23 23:20:49] - Mike Duco was added to Sabres.,12:00:00 AM,
173,23,[2012-10-23 23:22:02] - Antti Miettinen was added to Coyotes.,12:00:00 AM,
174,23,[2012-10-23 23:22:02] - Antti Miettinen signed with Coyotes for 1.650.000 kr for 3 year(s) with 125.000 kr in bonus.,12:00:00 AM,
175,6,[2012-10-23 23:22:33] - Bill Thomas was added to Hurricanes.,12:00:00 AM,
176,6,[2012-10-23 23:22:33] - Bill Thomas signed with Hurricanes for 675.000 kr for 2 year(s) with 0 kr in bonus.,12:00:00 AM,
177,23,[2012-10-23 23:22:48] - Mike Angelidis was added to Coyotes.,12:00:00 AM,
178,5,[2012-10-23 23:24:06] - Jordie Benn was added to Flames.,12:00:00 AM,
179,18,[2012-10-23 23:24:15] - Robert Klinkhammer was added to Devils.,12:00:00 AM,
180,17,[2012-10-23 23:26:12] - Radim Vrbata was added to Predators.,12:00:00 AM,
181,17,[2012-10-23 23:26:12] - Radim Vrbata signed with Predators for 5.700.000 kr for 4 year(s) with 5.700.000 kr in bonus.,12:00:00 AM,
182,1,[2012-10-23 23:28:53] - Tomas Kaberle was added to Ducks.,12:00:00 AM,
183,3,[2012-10-23 23:28:53] - Nikolai Khabibulin was added to Bruins.,12:00:00 AM,
184,3,[2012-10-23 23:28:54] - TRADE : From Bruins to Ducks : Tomas Kaberle (65).,12:00:00 AM,
185,1,[2012-10-23 23:28:54] - TRADE : From Bruins to Ducks : Tomas Kaberle (65).,12:00:00 AM,
186,1,[2012-10-23 23:28:54] - TRADE : From Ducks to Bruins : Nikolai Khabibulin (76).,12:00:00 AM,
187,3,[2012-10-23 23:28:54] - TRADE : From Ducks to Bruins : Nikolai Khabibulin (76).,12:00:00 AM,
188,29,[2012-10-29 21:01:44] - Antoine Vermette was added to Canucks.,12:00:00 AM,
189,29,[2012-10-29 21:01:44] - Antoine Vermette signed with Canucks for 4.000.000 kr for 5 year(s) with 4.000.000 kr in bonus.,12:00:00 AM,
190,24,[2012-10-29 21:02:11] - Sami Salo was added to Penguins.,12:00:00 AM,
191,24,[2012-10-29 21:02:11] - Sami Salo signed with Penguins for 4.000.000 kr for 2 year(s) with 2.000.000 kr in bonus.,12:00:00 AM,
192,26,[2012-10-29 21:02:37] - Marco Sturm was added to Sharks.,12:00:00 AM,
193,26,[2012-10-29 21:02:37] - Marco Sturm signed with Sharks for 750.000 kr for 3 year(s) with 562.000 kr in bonus.,12:00:00 AM,
194,26,[2012-10-29 21:03:00] - Aaron Rome was added to Sharks.,12:00:00 AM,
195,26,[2012-10-29 21:03:00] - Aaron Rome signed with Sharks for 1.250.000 kr for 2 year(s) with 625.000 kr in bonus.,12:00:00 AM,
196,22,[2012-10-29 21:04:08] - Brian Gionta was added to Flyers.,12:00:00 AM,
197,10,[2012-10-29 21:04:08] - Tobias Enstrom was added to Stars.,12:00:00 AM,
198,10,[2012-10-29 21:04:09] - TRADE : From Stars to Flyers : Brian Gionta (67)- Ondrej Palat (P).,12:00:00 AM,
199,22,[2012-10-29 21:04:09] - TRADE : From Stars to Flyers : Brian Gionta (67)- Ondrej Palat (P).,12:00:00 AM,
200,22,[2012-10-29 21:04:09] - TRADE : From Flyers to Stars : Tobias Enstrom (69)- Y:2014-RND:5-PHL.,12:00:00 AM,
201,10,[2012-10-29 21:04:09] - TRADE : From Flyers to Stars : Tobias Enstrom (69)- Y:2014-RND:5-PHL.,12:00:00 AM,
202,5,[2012-10-29 21:04:29] - Mark Cullen was added to Flames.,12:00:00 AM,
203,5,[2012-10-29 21:04:30] - TRADE : From Flames to Penguins : 250.000 kr.,12:00:00 AM,
204,24,[2012-10-29 21:04:30] - TRADE : From Flames to Penguins : 250.000 kr.,12:00:00 AM,
205,24,[2012-10-29 21:04:30] - TRADE : From Penguins to Flames : Mark Cullen (57).,12:00:00 AM,
206,5,[2012-10-29 21:04:30] - TRADE : From Penguins to Flames : Mark Cullen (57).,12:00:00 AM,
207,5,[2012-10-29 21:04:58] - Nick Leddy was added to Flames.,12:00:00 AM,
208,5,[2012-10-29 21:04:58] - TRADE : From Flames to Blackhawks : Duncan Siemens (P)- Brian Ferlin (P).,12:00:00 AM,
209,7,[2012-10-29 21:04:58] - TRADE : From Flames to Blackhawks : Duncan Siemens (P)- Brian Ferlin (P).,12:00:00 AM,
210,7,[2012-10-29 21:04:58] - TRADE : From Blackhawks to Flames : Nick Leddy (66).,12:00:00 AM,
211,5,[2012-10-29 21:04:58] - TRADE : From Blackhawks to Flames : Nick Leddy (66).,12:00:00 AM,
212,24,[2012-10-29 21:05:27] - James van Riemsdyk was added to Penguins.,12:00:00 AM,
213,24,[2012-10-29 21:05:28] - TRADE : From Penguins to Blackhawks : Jonathan Merrill (P)- Y:2013-RND:1-PIT- Y:2013-RND:3-PIT- Y:2013-RND:5-PHL.,12:00:00 AM,
214,7,[2012-10-29 21:05:28] - TRADE : From Penguins to Blackhawks : Jonathan Merrill (P)- Y:2013-RND:1-PIT- Y:2013-RND:3-PIT- Y:2013-RND:5-PHL.,12:00:00 AM,
215,7,[2012-10-29 21:05:28] - TRADE : From Blackhawks to Penguins : James van Riemsdyk (64).,12:00:00 AM,
216,24,[2012-10-29 21:05:28] - TRADE : From Blackhawks to Penguins : James van Riemsdyk (64).,12:00:00 AM,
217,5,[2012-11-08 19:19:18] - Adrian Aucoin was added to Flames.,12:00:00 AM,
218,5,[2012-11-08 19:19:18] - Adrian Aucoin signed with Flames for 3.500.000 kr for 1 year(s) with 500.000 kr in bonus.,12:00:00 AM,
219,21,[2012-11-08 19:19:46] - Toni Lydman was added to Senators.,12:00:00 AM,
220,21,[2012-11-08 19:19:46] - Toni Lydman signed with Senators for 4.250.000 kr for 3 year(s) with 2.500.000 kr in bonus.,12:00:00 AM,
221,15,[2012-11-08 19:20:11] - Jim Vandermeer was added to Wild.,12:00:00 AM,
222,15,[2012-11-08 19:20:11] - Jim Vandermeer signed with Wild for 900.000 kr for 1 year(s) with 0 kr in bonus.,12:00:00 AM,
223,22,[2012-11-08 19:20:36] - Garth Murray was added to Flyers.,12:00:00 AM,
224,22,[2012-11-08 19:20:36] - Garth Murray signed with Flyers for 750.000 kr for 2 year(s) with 0 kr in bonus.,12:00:00 AM,
225,14,[2012-11-08 19:20:54] - Andrew Brunette was added to Kings.,12:00:00 AM,
226,14,[2012-11-08 19:20:54] - Andrew Brunette signed with Kings for 3.000.000 kr for 1 year(s) with 0 kr in bonus.,12:00:00 AM,
227,15,[2012-11-08 19:21:20] - Trent Hunter was added to Wild.,12:00:00 AM,
228,15,[2012-11-08 19:21:20] - Trent Hunter signed with Wild for 1.850.000 kr for 1 year(s) with 250.000 kr in bonus.,12:00:00 AM,
229,15,[2012-11-08 19:21:44] - Sean ODonnell was added to Wild.,12:00:00 AM,
230,15,[2012-11-08 19:21:44] - Sean ODonnell signed with Wild for 900.000 kr for 1 year(s) with 0 kr in bonus.,12:00:00 AM,
231,5,[2012-11-08 19:22:04] - Brian Sutherby was added to Flames.,12:00:00 AM,
232,5,[2012-11-08 19:22:04] - Brian Sutherby signed with Flames for 700.000 kr for 2 year(s) with 0 kr in bonus.,12:00:00 AM,
233,15,[2012-11-08 19:22:31] - Josh Green was added to Wild.,12:00:00 AM,
234,15,[2012-11-08 19:22:31] - Josh Green signed with Wild for 800.000 kr for 1 year(s) with 0 kr in bonus.,12:00:00 AM,
235,22,[2012-11-08 19:23:18] - Jarod Palmer was added to Flyers.,12:00:00 AM,
236,28,[2012-11-08 19:25:51] - Nikolai Kulemin was added to Maple Leafs.,12:00:00 AM,
237,28,[2012-11-08 19:25:51] - TRADE : From Maple Leafs to Blackhawks : Ludwig Bystrom (P)- Y:2013-RND:5-NYR.,12:00:00 AM,
238,7,[2012-11-08 19:25:51] - TRADE : From Maple Leafs to Blackhawks : Ludwig Bystrom (P)- Y:2013-RND:5-NYR.,12:00:00 AM,
239,7,[2012-11-08 19:25:51] - TRADE : From Blackhawks to Maple Leafs : Nikolai Kulemin (67).,12:00:00 AM,
240,28,[2012-11-08 19:25:51] - TRADE : From Blackhawks to Maple Leafs : Nikolai Kulemin (67).,12:00:00 AM,
241,5,[2012-11-08 19:26:19] - Andre Deveaux was added to Flames.,12:00:00 AM,
242,21,[2012-11-08 19:26:20] - TRADE : From Senators to Flames : Andre Deveaux (56).,12:00:00 AM,
