Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,ArenaCapacity #1,ArenaCapacity #2,TicketPrice #1,TicketPrice #2,Attendance #1,Attendance #2,ScheduleGameInAYear,SalaryCapToDate,SalaryCapPerDay,TotalPlayersSalaries,TotalPlayersSalariesAverage,Expenses Per Days,TotalAttendance,TotalIncome,ExpenseThisSeason,SeasonTicketPCT,TeamPopularity,CoachID,Empty3,Morale,PowerRanking,StandingPlayoffTitle,DidNotMakePlayoff,PlayOffWinRound,PlayOffEliminated,UniqueID,EstimatedRevenue,EstimatedSeasonExpense,Empty4,Empty5,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal,
20,Wolf Pack,HFD,Hartford,Atlantic,Eastern Conference,0,0,0,2000,1000,19,0,0,0,0,0,0,872500,872500,0,0,0,0,0,100,238,,50,20,,True,0,True,20,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Senators,BEL,Belleville,North,Eastern Conference,0,0,0,2000,1000,40,0,0,0,0,0,0,1312749,1340116,0,0,0,0,0,100,229,,50,21,,True,0,True,21,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Phantoms,LVP,Lehigh Valley,Atlantic,Eastern Conference,0,0,0,2000,1000,45,0,0,0,0,0,0,620000,615000,0,0,0,0,0,100,260,,50,22,,True,0,True,22,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,2000,1000,35,0,0,0,0,0,0,331917,325833,0,0,0,0,0,100,181,,50,23,,True,0,True,23,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Penguins,WBS,Wilkes-Barre/Scranton,Atlantic,Eastern Conference,0,0,0,2000,1000,85,0,0,0,0,0,0,1158333,1153333,0,0,0,0,40,100,149,,50,24,,False,0,False,24,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Rampage ,SAR,Rampage,Central Division,Western Conference,0,0,0,2000,1000,100,0,0,0,0,0,0,1217166,1203250,0,0,0,0,0,100,98,,50,25,,True,0,True,25,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Barracudas,SJB,San Jose,Pacific Division,Western Conference,0,0,0,2000,1000,99,0,0,0,0,0,0,773917,773917,0,0,0,0,0,100,49,,50,26,,True,0,True,26,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Crunch,SYR,Syracuse,North,Eastern Conference,0,0,0,2000,1000,30,0,0,0,0,0,0,1353882,1353882,0,0,0,0,0,100,30,,50,27,,True,0,True,27,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Marlies,TOR,Toronto,North,Eastern Conference,0,0,0,2000,1000,35,0,0,0,0,0,0,2838791,2741458,0,0,0,0,0,100,51,,50,28,,False,0,False,28,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Canucks,ABB,Abbotsford,North,Eastern Conference,0,0,0,2000,1000,100,0,0,0,0,0,0,1705474,1704807,0,0,0,0,0,100,201,,50,29,,False,0,False,29,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Bears,HER,Hershey,Atlantic,Eastern Conference,0,0,0,2000,1000,35,0,0,0,0,0,0,446333,446333,0,0,0,0,0,100,52,,50,30,,True,0,True,30,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,2000,1000,40,0,0,0,0,0,0,950583,950583,0,0,0,0,0,100,284,,50,31,,True,0,True,31,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Mariners,PSM,Palm Springs,Central Division,Western Conference,0,0,0,2000,1000,53,0,0,0,0,0,0,691333,691333,0,0,0,0,0,100,143,,50,32,,False,0,False,32,0,0,,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
