Number,Team,Transaction
59,10,[2012-10-15 18:17:44] - Patrick Marleau signed with Stars for 8.250.000 kr for 4 year(s) with 8.250.000 kr in bonus.
60,23,[2012-10-15 18:18:18] - Matt Carkner was added to Coyotes.
61,23,[2012-10-15 18:18:18] - Matt Carkner signed with Coyotes for 1.000.000 kr for 2 year(s) with 100.000 kr in bonus.
62,3,[2012-10-15 18:19:07] - Bruins paid 0 kr to release Jonathon Kalinski.
63,3,[2012-10-15 18:19:07] - Jonathon Kalinski was released.
64,21,[2012-10-15 18:19:19] - Jonathon Kalinski was added to Senators.
65,18,[2012-10-15 18:20:10] - Jarret Stoll was added to Devils.
66,18,[2012-10-15 18:20:10] - Jarret Stoll signed with Devils for 3.200.000 kr for 3 year(s) with 1.800.000 kr in bonus.
67,14,[2012-10-15 18:20:51] - Taylor Pyatt was added to Kings.
68,14,[2012-10-15 18:20:51] - Taylor Pyatt signed with Kings for 2.250.000 kr for 3 year(s) with 0 kr in bonus.
69,23,[2012-10-15 18:21:15] - Brent Johnson was added to Coyotes.
70,23,[2012-10-15 18:21:15] - Brent Johnson signed with Coyotes for 850.000 kr for 1 year(s) with 50.000 kr in bonus.
71,23,[2012-10-15 18:21:43] - Milan Jurcina was added to Coyotes.
72,23,[2012-10-15 18:21:43] - Milan Jurcina signed with Coyotes for 1.750.000 kr for 2 year(s) with 100.000 kr in bonus.
73,15,[2012-10-15 18:21:59] - Mike Knuble was added to Wild.
74,15,[2012-10-15 18:21:59] - Mike Knuble signed with Wild for 2.000.000 kr for 1 year(s) with 0 kr in bonus.
75,27,[2012-10-15 18:22:14] - Sean Avery was added to Lightning.
76,27,[2012-10-15 18:22:14] - Sean Avery signed with Lightning for 900.000 kr for 3 year(s) with 0 kr in bonus.
77,4,[2012-10-15 18:22:42] - Mark Eaton was added to Sabres.
78,4,[2012-10-15 18:22:42] - Mark Eaton signed with Sabres for 1.000.000 kr for 1 year(s) with 250.000 kr in bonus.
79,1,[2012-10-15 18:23:07] - Daymond Langkow was added to Ducks.
80,1,[2012-10-15 18:23:07] - Daymond Langkow signed with Ducks for 2.500.000 kr for 1 year(s) with 500.000 kr in bonus.
81,25,[2012-10-15 18:23:36] - Ty Conklin was added to Blues.
82,25,[2012-10-15 18:23:36] - Ty Conklin signed with Blues for 950.000 kr for 2 year(s) with 475.000 kr in bonus.
83,30,[2012-10-15 18:24:00] - Brad Stuart was added to Capitals.
84,30,[2012-10-15 18:24:00] - Brad Stuart signed with Capitals for 5.000.000 kr for 5 year(s) with 500.000 kr in bonus.
85,4,[2012-10-15 18:24:21] - Rick DiPietro was added to Sabres.
86,4,[2012-10-15 18:24:21] - Rick DiPietro signed with Sabres for 1.250.000 kr for 1 year(s) with 100.000 kr in bonus.
87,20,[2012-10-15 18:24:45] - Chris Mason was added to Rangers.
88,20,[2012-10-15 18:24:45] - Chris Mason signed with Rangers for 1.750.000 kr for 2 year(s) with 0 kr in bonus.
89,22,[2012-10-15 18:25:09] - Flyers paid 0 kr to release Brad Thiessen.
90,22,[2012-10-15 18:25:09] - Brad Thiessen was released.
91,24,[2012-10-15 18:25:26] - Brad Thiessen was added to Penguins.
92,6,[2012-10-15 18:26:33] - Carlo Colaiacovo was added to Hurricanes.
93,6,[2012-10-15 18:26:33] - Carlo Colaiacovo signed with Hurricanes for 2.500.000 kr for 2 year(s) with 1.250.000 kr in bonus.
94,14,[2012-10-15 18:26:49] - Michal Handzus was added to Kings.
95,14,[2012-10-15 18:26:49] - Michal Handzus signed with Kings for 4.000.000 kr for 2 year(s) with 0 kr in bonus.
96,23,[2012-10-15 18:27:16] - Jason Blake was added to Coyotes.
97,23,[2012-10-15 18:27:16] - Jason Blake signed with Coyotes for 2.750.000 kr for 1 year(s) with 250.000 kr in bonus.
98,20,[2012-10-15 18:27:50] - Craig Adams was added to Rangers.
99,20,[2012-10-15 18:27:50] - Craig Adams signed with Rangers for 1.500.000 kr for 3 year(s) with 1.250.000 kr in bonus.
100,25,[2012-10-15 18:28:07] - Ben Guite was added to Blues.
101,25,[2012-10-15 18:28:07] - Ben Guite signed with Blues for 700.000 kr for 3 year(s) with 0 kr in bonus.
102,21,[2012-10-15 18:32:22] - Michael Ryder was added to Senators.
103,21,[2012-10-15 18:32:23] - TRADE : From Senators to Kings : Beau Bennett (P)- Daniel Catenacci (P)- Gabriel Beaupre (P)- Y:2014-RND:2-OTT- Y:2014-RND:3-CGY.
104,14,[2012-10-15 18:32:23] - TRADE : From Senators to Kings : Beau Bennett (P)- Daniel Catenacci (P)- Gabriel Beaupre (P)- Y:2014-RND:2-OTT- Y:2014-RND:3-CGY.
105,14,[2012-10-15 18:32:23] - TRADE : From Kings to Senators : Michael Ryder (72).
106,21,[2012-10-15 18:32:23] - TRADE : From Kings to Senators : Michael Ryder (72).
107,14,[2012-10-15 18:32:38] - Zack Kassian was added to Kings.
108,7,[2012-10-15 18:32:39] - TRADE : From Blackhawks to Kings : Zack Kassian (56).
109,14,[2012-10-15 18:32:39] - TRADE : From Blackhawks to Kings : Zack Kassian (56).
110,14,[2012-10-15 18:32:39] - TRADE : From Kings to Blackhawks : Andrei Vasilevski (P).
111,7,[2012-10-15 18:32:39] - TRADE : From Kings to Blackhawks : Andrei Vasilevski (P).
112,4,[2012-10-15 20:46:15] - TRADE : From Sabres to Penguins : Y:2013-RND:3-PIT.
113,24,[2012-10-15 20:46:15] - TRADE : From Sabres to Penguins : Y:2013-RND:3-PIT.
114,24,[2012-10-15 20:46:15] - TRADE : From Penguins to Sabres : Y:2014-RND:2-PIT.
115,4,[2012-10-15 20:46:15] - TRADE : From Penguins to Sabres : Y:2014-RND:2-PIT.
116,9,[2012-10-18 00:20:41] - Blue Jackets paid 0 kr to release Tim Wallace.
117,9,[2012-10-18 00:20:41] - Tim Wallace was released.
118,21,[2012-10-18 00:20:56] - Tim Wallace was added to Senators.
119,13,[2012-10-18 00:21:50] - Panthers paid 0 kr to release Tobias Stephan.
120,13,[2012-10-18 00:21:50] - Tobias Stephan was released.
121,6,[2012-10-18 00:22:04] - Tobias Stephan was added to Hurricanes.
122,8,[2012-10-18 00:23:20] - Avalanche paid 0 kr to release Brayden Irwin.
123,8,[2012-10-18 00:23:20] - Brayden Irwin was released.
124,24,[2012-10-18 00:23:44] - Brayden Irwin was added to Penguins.
125,5,[2012-10-18 00:24:43] - Tim Jackman was added to Flames.
126,5,[2012-10-18 00:24:44] - Tim Jackman signed with Flames for 700.000 kr for 2 year(s) with 100.000 kr in bonus.
127,27,[2012-10-18 00:26:22] - Jason Jaffray was added to Lightning.
128,27,[2012-10-18 00:26:22] - Jason Jaffray signed with Lightning for 850.000 kr for 3 year(s) with 0 kr in bonus.
129,15,[2012-10-18 00:27:03] - Andreas Lilja was added to Wild.
130,15,[2012-10-18 00:27:03] - Andreas Lilja signed with Wild for 750.000 kr for 1 year(s) with 0 kr in bonus.
131,27,[2012-10-18 00:27:38] - Lightning paid 0 kr to release Petteri Nokelainen.
132,27,[2012-10-18 00:27:38] - Petteri Nokelainen was released.
133,24,[2012-10-18 00:27:55] - Petteri Nokelainen was added to Penguins.
134,9,[2012-10-18 00:28:44] - Blue Jackets paid 0 kr to release Dylan Reese.
135,9,[2012-10-18 00:28:44] - Dylan Reese was released.
136,28,[2012-10-18 00:28:56] - Dylan Reese was added to Maple Leafs.
137,24,[2012-10-18 00:29:46] - Unknown Player is no longer captain for Penguins.
138,24,[2012-10-18 00:29:46] - Jay Pandolfo has been selected as captain for Penguins.
139,24,[2012-10-18 00:29:46] - Stephen Weiss is no longer as assistant for Penguins.
140,24,[2012-10-18 00:29:46] - Pavel Kubina has been selected as assistant for Penguins.
141,24,[2012-10-18 00:29:46] - Tomas Fleischmann is no longer as assistant for Penguins.
142,24,[2012-10-18 00:29:46] - Rob Scuderi has been selected as assistant for Penguins.
143,1,[2012-10-18 00:30:21] - Todd Bertuzzi was added to Ducks.
144,7,[2012-10-18 00:30:22] - TRADE : From Blackhawks to Ducks : Todd Bertuzzi (67).
145,1,[2012-10-18 00:30:22] - TRADE : From Blackhawks to Ducks : Todd Bertuzzi (67).
146,1,[2012-10-18 00:30:22] - TRADE : From Ducks to Blackhawks : Drew Olson (P)- Y:2013-RND:4-OTT.
147,7,[2012-10-18 00:30:22] - TRADE : From Ducks to Blackhawks : Drew Olson (P)- Y:2013-RND:4-OTT.
148,15,[2012-10-23 23:16:12] - General Manager Change : Wild fired general manager OTHL
149,15,[2012-10-23 23:16:12] - General Manager Change : Wild hired general manager David Yee
150,22,[2012-10-23 23:17:36] - Arron Asham was added to Flyers.
151,22,[2012-10-23 23:17:36] - Arron Asham signed with Flyers for 1.750.000 kr for 1 year(s) with 0 kr in bonus.
152,23,[2012-10-23 23:18:04] - Darcy Hordichuk was added to Coyotes.
153,23,[2012-10-23 23:18:04] - Darcy Hordichuk signed with Coyotes for 850.000 kr for 2 year(s) with 0 kr in bonus.
154,4,[2012-10-23 23:18:38] - Matt Ellis was added to Sabres.
155,4,[2012-10-23 23:18:38] - Matt Ellis signed with Sabres for 600.000 kr for 3 year(s) with 200.000 kr in bonus.
156,21,[2012-10-23 23:19:14] - Chuck Kobasew was added to Senators.
157,21,[2012-10-23 23:19:14] - Chuck Kobasew signed with Senators for 1.000.000 kr for 1 year(s) with 150.000 kr in bonus.
158,13,[2012-10-23 23:19:39] - Panthers paid 0 kr to release Mike Duco.
159,13,[2012-10-23 23:19:39] - Mike Duco was released.
160,13,[2012-10-23 23:19:44] - Panthers paid 0 kr to release Robert Klinkhammer.
161,13,[2012-10-23 23:19:44] - Robert Klinkhammer was released.
162,9,[2012-10-23 23:20:00] - Blue Jackets paid 0 kr to release Mike Angelidis.
163,9,[2012-10-23 23:20:00] - Mike Angelidis was released.
164,9,[2012-10-23 23:20:05] - Blue Jackets paid 0 kr to release Jordie Benn.
165,9,[2012-10-23 23:20:05] - Jordie Benn was released.
166,9,[2012-10-23 23:20:12] - Blue Jackets paid 0 kr to release Trevor Frischmon.
167,9,[2012-10-23 23:20:12] - Trevor Frischmon was released.
168,9,[2012-10-23 23:20:19] - Blue Jackets paid 0 kr to release Francis Lessard.
169,9,[2012-10-23 23:20:19] - Francis Lessard was released.
170,9,[2012-10-23 23:20:24] - Blue Jackets paid 0 kr to release Jarod Palmer.
171,9,[2012-10-23 23:20:24] - Jarod Palmer was released.
172,4,[2012-10-23 23:20:49] - Mike Duco was added to Sabres.
173,23,[2012-10-23 23:22:02] - Antti Miettinen was added to Coyotes.
174,23,[2012-10-23 23:22:02] - Antti Miettinen signed with Coyotes for 1.650.000 kr for 3 year(s) with 125.000 kr in bonus.
175,6,[2012-10-23 23:22:33] - Bill Thomas was added to Hurricanes.
176,6,[2012-10-23 23:22:33] - Bill Thomas signed with Hurricanes for 675.000 kr for 2 year(s) with 0 kr in bonus.
177,23,[2012-10-23 23:22:48] - Mike Angelidis was added to Coyotes.
178,5,[2012-10-23 23:24:06] - Jordie Benn was added to Flames.
179,18,[2012-10-23 23:24:15] - Robert Klinkhammer was added to Devils.
180,17,[2012-10-23 23:26:12] - Radim Vrbata was added to Predators.
181,17,[2012-10-23 23:26:12] - Radim Vrbata signed with Predators for 5.700.000 kr for 4 year(s) with 5.700.000 kr in bonus.
182,1,[2012-10-23 23:28:53] - Tomas Kaberle was added to Ducks.
183,3,[2012-10-23 23:28:53] - Nikolai Khabibulin was added to Bruins.
184,3,[2012-10-23 23:28:54] - TRADE : From Bruins to Ducks : Tomas Kaberle (65).
185,1,[2012-10-23 23:28:54] - TRADE : From Bruins to Ducks : Tomas Kaberle (65).
186,1,[2012-10-23 23:28:54] - TRADE : From Ducks to Bruins : Nikolai Khabibulin (76).
187,3,[2012-10-23 23:28:54] - TRADE : From Ducks to Bruins : Nikolai Khabibulin (76).
188,29,[2012-10-29 21:01:44] - Antoine Vermette was added to Canucks.
189,29,[2012-10-29 21:01:44] - Antoine Vermette signed with Canucks for 4.000.000 kr for 5 year(s) with 4.000.000 kr in bonus.
190,24,[2012-10-29 21:02:11] - Sami Salo was added to Penguins.
191,24,[2012-10-29 21:02:11] - Sami Salo signed with Penguins for 4.000.000 kr for 2 year(s) with 2.000.000 kr in bonus.
192,26,[2012-10-29 21:02:37] - Marco Sturm was added to Sharks.
193,26,[2012-10-29 21:02:37] - Marco Sturm signed with Sharks for 750.000 kr for 3 year(s) with 562.000 kr in bonus.
194,26,[2012-10-29 21:03:00] - Aaron Rome was added to Sharks.
195,26,[2012-10-29 21:03:00] - Aaron Rome signed with Sharks for 1.250.000 kr for 2 year(s) with 625.000 kr in bonus.
196,22,[2012-10-29 21:04:08] - Brian Gionta was added to Flyers.
197,10,[2012-10-29 21:04:08] - Tobias Enstrom was added to Stars.
198,10,[2012-10-29 21:04:09] - TRADE : From Stars to Flyers : Brian Gionta (67)- Ondrej Palat (P).
199,22,[2012-10-29 21:04:09] - TRADE : From Stars to Flyers : Brian Gionta (67)- Ondrej Palat (P).
200,22,[2012-10-29 21:04:09] - TRADE : From Flyers to Stars : Tobias Enstrom (69)- Y:2014-RND:5-PHL.
201,10,[2012-10-29 21:04:09] - TRADE : From Flyers to Stars : Tobias Enstrom (69)- Y:2014-RND:5-PHL.
202,5,[2012-10-29 21:04:29] - Mark Cullen was added to Flames.
203,5,[2012-10-29 21:04:30] - TRADE : From Flames to Penguins : 250.000 kr.
204,24,[2012-10-29 21:04:30] - TRADE : From Flames to Penguins : 250.000 kr.
205,24,[2012-10-29 21:04:30] - TRADE : From Penguins to Flames : Mark Cullen (57).
206,5,[2012-10-29 21:04:30] - TRADE : From Penguins to Flames : Mark Cullen (57).
207,5,[2012-10-29 21:04:58] - Nick Leddy was added to Flames.
208,5,[2012-10-29 21:04:58] - TRADE : From Flames to Blackhawks : Duncan Siemens (P)- Brian Ferlin (P).
209,7,[2012-10-29 21:04:58] - TRADE : From Flames to Blackhawks : Duncan Siemens (P)- Brian Ferlin (P).
210,7,[2012-10-29 21:04:58] - TRADE : From Blackhawks to Flames : Nick Leddy (66).
211,5,[2012-10-29 21:04:58] - TRADE : From Blackhawks to Flames : Nick Leddy (66).
212,24,[2012-10-29 21:05:27] - James van Riemsdyk was added to Penguins.
213,24,[2012-10-29 21:05:28] - TRADE : From Penguins to Blackhawks : Jonathan Merrill (P)- Y:2013-RND:1-PIT- Y:2013-RND:3-PIT- Y:2013-RND:5-PHL.
214,7,[2012-10-29 21:05:28] - TRADE : From Penguins to Blackhawks : Jonathan Merrill (P)- Y:2013-RND:1-PIT- Y:2013-RND:3-PIT- Y:2013-RND:5-PHL.
215,7,[2012-10-29 21:05:28] - TRADE : From Blackhawks to Penguins : James van Riemsdyk (64).
216,24,[2012-10-29 21:05:28] - TRADE : From Blackhawks to Penguins : James van Riemsdyk (64).
217,5,[2012-11-08 19:19:18] - Adrian Aucoin was added to Flames.
218,5,[2012-11-08 19:19:18] - Adrian Aucoin signed with Flames for 3.500.000 kr for 1 year(s) with 500.000 kr in bonus.
219,21,[2012-11-08 19:19:46] - Toni Lydman was added to Senators.
220,21,[2012-11-08 19:19:46] - Toni Lydman signed with Senators for 4.250.000 kr for 3 year(s) with 2.500.000 kr in bonus.
221,15,[2012-11-08 19:20:11] - Jim Vandermeer was added to Wild.
222,15,[2012-11-08 19:20:11] - Jim Vandermeer signed with Wild for 900.000 kr for 1 year(s) with 0 kr in bonus.
223,22,[2012-11-08 19:20:36] - Garth Murray was added to Flyers.
224,22,[2012-11-08 19:20:36] - Garth Murray signed with Flyers for 750.000 kr for 2 year(s) with 0 kr in bonus.
225,14,[2012-11-08 19:20:54] - Andrew Brunette was added to Kings.
226,14,[2012-11-08 19:20:54] - Andrew Brunette signed with Kings for 3.000.000 kr for 1 year(s) with 0 kr in bonus.
227,15,[2012-11-08 19:21:20] - Trent Hunter was added to Wild.
228,15,[2012-11-08 19:21:20] - Trent Hunter signed with Wild for 1.850.000 kr for 1 year(s) with 250.000 kr in bonus.
229,15,[2012-11-08 19:21:44] - Sean ODonnell was added to Wild.
230,15,[2012-11-08 19:21:44] - Sean ODonnell signed with Wild for 900.000 kr for 1 year(s) with 0 kr in bonus.
231,5,[2012-11-08 19:22:04] - Brian Sutherby was added to Flames.
232,5,[2012-11-08 19:22:04] - Brian Sutherby signed with Flames for 700.000 kr for 2 year(s) with 0 kr in bonus.
233,15,[2012-11-08 19:22:31] - Josh Green was added to Wild.
234,15,[2012-11-08 19:22:31] - Josh Green signed with Wild for 800.000 kr for 1 year(s) with 0 kr in bonus.
235,22,[2012-11-08 19:23:18] - Jarod Palmer was added to Flyers.
236,28,[2012-11-08 19:25:51] - Nikolai Kulemin was added to Maple Leafs.
237,28,[2012-11-08 19:25:51] - TRADE : From Maple Leafs to Blackhawks : Ludwig Bystrom (P)- Y:2013-RND:5-NYR.
238,7,[2012-11-08 19:25:51] - TRADE : From Maple Leafs to Blackhawks : Ludwig Bystrom (P)- Y:2013-RND:5-NYR.
239,7,[2012-11-08 19:25:51] - TRADE : From Blackhawks to Maple Leafs : Nikolai Kulemin (67).
240,28,[2012-11-08 19:25:51] - TRADE : From Blackhawks to Maple Leafs : Nikolai Kulemin (67).
241,5,[2012-11-08 19:26:19] - Andre Deveaux was added to Flames.
242,21,[2012-11-08 19:26:20] - TRADE : From Senators to Flames : Andre Deveaux (56).
243,5,[2012-11-08 19:26:20] - TRADE : From Senators to Flames : Andre Deveaux (56).
244,5,[2012-11-08 19:26:20] - TRADE : From Flames to Senators : 100.000 kr- Y:2013-RND:7-BOS.
245,21,[2012-11-08 19:26:20] - TRADE : From Flames to Senators : 100.000 kr- Y:2013-RND:7-BOS.
246,22,[2012-11-08 19:26:56] - Blake Geoffrion was added to Flyers.
247,22,[2012-11-08 19:26:56] - Tim Connolly was added to Flyers.
248,21,[2012-11-08 19:26:56] - Radek Dvorak was added to Senators.
249,21,[2012-11-08 19:26:56] - TRADE : From Senators to Flyers : Blake Geoffrion (56)- Tim Connolly (68)- 250.000 kr.
250,22,[2012-11-08 19:26:56] - TRADE : From Senators to Flyers : Blake Geoffrion (56)- Tim Connolly (68)- 250.000 kr.
251,22,[2012-11-08 19:26:56] - TRADE : From Flyers to Senators : Radek Dvorak (65)- Nicklas Jensen (P).
252,21,[2012-11-08 19:26:56] - TRADE : From Flyers to Senators : Radek Dvorak (65)- Nicklas Jensen (P).
253,22,[2012-11-08 19:27:46] - Chris Campoli was added to Flyers.
254,1,[2012-11-08 19:27:46] - Kyle Clifford was added to Ducks.
255,1,[2012-11-08 19:27:47] - TRADE : From Ducks to Flyers : Chris Campoli (63)- Matt Pelech (P)- Patrick Holland (P)- Mitch Wahl (P).
256,22,[2012-11-08 19:27:47] - TRADE : From Ducks to Flyers : Chris Campoli (63)- Matt Pelech (P)- Patrick Holland (P)- Mitch Wahl (P).
257,22,[2012-11-08 19:27:47] - TRADE : From Flyers to Ducks : Kyle Clifford (59)- Y:2014-RND:6-PHL.
258,1,[2012-11-08 19:27:47] - TRADE : From Flyers to Ducks : Kyle Clifford (59)- Y:2014-RND:6-PHL.
259,7,[2012-11-08 19:28:07] - Matthew Lombardi was added to Blackhawks.
260,7,[2012-11-08 19:28:08] - TRADE : From Blackhawks to Rangers : Y:2013-RND:3-PIT.
261,20,[2012-11-08 19:28:08] - TRADE : From Blackhawks to Rangers : Y:2013-RND:3-PIT.
262,20,[2012-11-08 19:28:08] - TRADE : From Rangers to Blackhawks : Matthew Lombardi (62).
263,7,[2012-11-08 19:28:08] - TRADE : From Rangers to Blackhawks : Matthew Lombardi (62).
264,17,[2012-11-08 19:28:34] - Roman Hamrlik was added to Predators.
265,25,[2012-11-08 19:28:34] - Marc-Andre Bourdon was added to Blues.
266,25,[2012-11-08 19:28:35] - TRADE : From Blues to Predators : Roman Hamrlik (68).
267,17,[2012-11-08 19:28:35] - TRADE : From Blues to Predators : Roman Hamrlik (68).
268,17,[2012-11-08 19:28:35] - TRADE : From Predators to Blues : Marc-Andre Bourdon (59).
269,25,[2012-11-08 19:28:35] - TRADE : From Predators to Blues : Marc-Andre Bourdon (59).
270,21,[2012-11-08 19:28:55] - Josh Tordjman was added to Senators.
271,12,[2012-11-08 19:28:56] - TRADE : From Oilers to Senators : Josh Tordjman (63).
272,21,[2012-11-08 19:28:56] - TRADE : From Oilers to Senators : Josh Tordjman (63).
273,21,[2012-11-08 19:28:56] - TRADE : From Senators to Oilers : 250.000 kr.
274,12,[2012-11-08 19:28:56] - TRADE : From Senators to Oilers : 250.000 kr.
275,20,[2012-11-08 19:30:56] - Mike Richards was added to Rangers.
276,20,[2012-11-08 19:30:56] - Mike Richards signed with Rangers for 8.410.977 kr for 5 year(s) with 0 kr in bonus.
277,20,[2012-11-08 19:31:33] - TRADE : From Rangers to Maple Leafs : Y:2013-RND:1-NYR- Y:2014-RND:1-NYR- Y:2015-RND:1-NYR- Y:2016-RND:1-NYR.
278,28,[2012-11-08 19:31:33] - TRADE : From Rangers to Maple Leafs : Y:2013-RND:1-NYR- Y:2014-RND:1-NYR- Y:2015-RND:1-NYR- Y:2016-RND:1-NYR.
279,28,[2012-11-08 19:32:42] - David Clarkson was added to Maple Leafs.
280,28,[2012-11-08 19:32:42] - Jordan Staal was added to Maple Leafs.
281,15,[2012-11-08 19:32:42] - Kyle Brodziak was added to Wild.
282,15,[2012-11-08 19:32:42] - Michael Grabner was added to Wild.
283,15,[2012-11-08 19:32:42] - TRADE : From Wild to Maple Leafs : David Clarkson (69)- Jordan Staal (72)- Y:2013-RND:3-MIN.
284,28,[2012-11-08 19:32:42] - TRADE : From Wild to Maple Leafs : David Clarkson (69)- Jordan Staal (72)- Y:2013-RND:3-MIN.
285,28,[2012-11-08 19:32:42] - TRADE : From Maple Leafs to Wild : Kyle Brodziak (70)- Michael Grabner (66)- Nathan Beaulieu (P)- Tim Bozon (P)- Y:2013-RND:1-NYR- Y:2014-RND:1-NYR- Y:2015-RND:1-NYR.
286,15,[2012-11-08 19:32:42] - TRADE : From Maple Leafs to Wild : Kyle Brodziak (70)- Michael Grabner (66)- Nathan Beaulieu (P)- Tim Bozon (P)- Y:2013-RND:1-NYR- Y:2014-RND:1-NYR- Y:2015-RND:1-NYR.
