Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,0,87000,6692,119,8,50,False,16,0,,W2,5,3,0,0,0,0,0,8,5,3,0,0,0,0,0,10,40,43,4,3,1,0,0,0,0,0,21,19,9,1,8,3,0,402,422,119,115,115,172,0,23,12,5,0,13240,9871,5689,3158,7113,2599,0,40,77,117,16,152,137,246,121,211,83,151,0,
12,Condors,BKR,Bakersfield,Northwest Division,Western Conference,0,0,0,0,848333,65256,70,8,50,False,4,0,,W6,7,1,0,0,0,0,0,8,7,1,0,0,0,0,0,14,49,14,4,4,0,0,0,0,0,0,24,4,5,1,20,2,0,389,233,63,126,125,138,0,22,12,15,0,8195,15184,5421,2464,11757,3113,1,49,82,131,42,189,166,236,194,289,93,138,0,
13,Pirates,POR,Portland,Southeast Division,Eastern Conference,0,0,0,0,235000,18077,29,8,50,False,25,0,,L3,2,6,0,0,0,0,0,8,2,6,0,0,0,0,0,4,26,62,4,1,3,0,0,0,0,0,9,33,17,1,4,1,0,345,488,127,138,105,102,0,15,7,4,0,15256,8318,5226,3051,5884,2339,0,26,48,74,6,162,64,233,98,247,50,152,0,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,0,883250,67942,124,8,50,False,19,0,,L2,2,5,0,1,0,0,0,8,2,5,0,1,0,0,0,6,31,47,4,1,2,0,1,0,0,0,18,23,20,0,10,2,0,306,390,124,74,101,127,4,12,11,7,1,14175,9371,5347,3212,6620,2466,0,31,47,78,30,198,83,229,96,242,46,132,0,
15,Wild,IOA,Iowa,Northwest Division,Western Conference,0,0,0,0,462500,35577,12,8,50,False,14,0,,W1,4,2,0,0,0,1,1,8,4,2,0,0,0,1,1,11,25,24,4,1,1,0,0,0,1,1,13,13,14,3,7,0,0,391,318,83,134,105,145,13,10,9,5,1,11190,12682,5528,3089,9727,2745,0,25,39,64,16,231,113,296,108,278,44,121,0,
16,Icecaps,STJ,St. John's,Northeast Division,Eastern Conference,0,0,0,0,1106583,85122,73,8,50,False,28,0,,L1,1,6,0,1,0,0,0,8,1,6,0,1,0,0,0,4,22,67,4,0,3,0,1,0,0,0,11,35,8,2,6,3,0,305,572,160,92,100,107,6,9,9,3,1,16665,6893,5414,3388,4610,2173,0,22,43,65,12,167,119,320,102,237,52,154,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,0,455000,35000,8,8,50,False,17,0,,L2,4,4,0,0,0,0,0,8,4,4,0,0,0,0,0,8,35,47,4,3,1,0,0,0,0,0,22,23,9,3,4,1,0,343,488,123,107,110,126,0,21,8,6,0,13860,9126,5814,3265,6359,2647,0,35,60,95,6,224,101,262,100,226,80,162,0,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,0,821000,63154,79,8,50,False,6,0,,W6,7,0,0,0,0,0,1,8,7,0,0,0,0,0,1,15,43,12,4,4,0,0,0,0,0,0,20,4,15,4,21,1,1,357,181,51,114,141,101,4,15,19,9,0,6109,17768,5223,2121,14261,3205,3,43,78,121,42,176,131,161,217,277,96,123,0,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,0,1405500,108115,69,8,50,False,27,0,,L8,0,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,14,51,4,0,4,0,0,0,0,0,8,25,10,0,2,0,0,321,448,125,111,101,109,0,5,5,4,0,15814,7637,5349,3416,5280,2193,0,14,28,42,4,182,128,274,80,237,53,135,0,
20,Wolf Pack,HFD,Hartford,Orr Division,Eastern Conference,0,0,0,0,1297250,99788,28,8,50,False,13,0,,W1,5,3,0,0,0,0,0,8,5,3,0,0,0,0,0,10,35,27,4,3,1,0,0,0,0,0,20,12,13,1,11,1,0,413,371,95,129,138,146,0,20,9,6,0,12902,10411,5487,3118,7584,2563,0,35,62,97,24,212,141,323,116,281,49,129,0,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,0,1372088,105545,48,8,50,False,10,0,,W2,6,2,0,0,0,0,0,8,6,2,0,0,0,0,0,12,44,23,4,3,1,0,0,0,0,0,21,12,14,4,8,3,0,494,288,96,156,169,169,0,25,14,5,0,9807,13986,5007,2635,11144,2512,1,44,73,117,16,161,111,279,159,328,61,130,0,
22,Phantoms,LVP,Lehigh Valley,Orr Division,Eastern Conference,2094,0,3140,0,789417,60724,60,8,50,False,11,0,,W5,5,2,0,0,0,1,0,8,5,2,0,0,0,1,0,12,31,12,4,3,0,0,0,0,1,0,20,3,10,1,18,3,0,272,194,55,83,104,85,2,12,14,4,1,7567,16189,5344,2439,12769,3211,4,31,55,86,46,187,109,202,115,215,64,109,0,
23,Falcons,SPG,Springfield,Pacific Division,Western Conference,0,0,0,0,1178917,90686,95,8,50,False,5,0,,W1,6,1,0,1,0,0,0,8,6,1,0,1,0,0,0,14,52,17,4,3,1,0,0,0,0,0,25,9,13,2,25,3,1,425,154,34,140,145,134,6,28,13,10,1,7118,16474,5341,2475,13009,3206,1,52,85,137,59,178,125,171,225,293,95,129,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Orr Division,Eastern Conference,0,0,0,0,1172750,90212,37,8,50,False,22,0,,L3,2,6,0,0,0,0,0,8,2,6,0,0,0,0,0,4,26,47,4,1,3,0,0,0,0,0,12,25,7,0,3,1,0,312,481,158,113,104,95,0,11,9,6,0,16574,6961,5265,3321,4657,2101,0,26,50,76,11,200,111,269,81,219,56,140,0,
25,Wolves,CHI,Chicago,Central Division,Western Conference,0,0,0,0,371528,28579,92,8,50,False,18,0,,OTW1,1,6,0,1,0,0,0,8,1,6,0,1,0,0,0,4,36,42,4,1,3,0,0,0,0,0,21,22,8,0,8,4,0,412,374,98,123,132,150,7,17,13,5,1,11320,11975,5777,3150,9012,2877,0,36,61,97,16,230,101,210,127,259,54,145,1,
26,Barracuda,SJB,San Jose,Pacific Division,Western Conference,0,0,0,0,948667,72974,6,8,50,False,30,0,,L8,0,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,23,67,4,0,4,0,0,0,0,0,12,36,10,0,5,2,0,248,507,145,92,84,72,0,13,5,5,0,18022,5709,5069,3436,3839,1815,0,23,44,67,10,122,83,248,59,172,59,157,0,
27,Crunch,SYR,Syracuse,Southeast Division,Eastern Conference,0,0,0,0,2084417,160340,7,8,50,False,1,0,,W5,7,1,0,0,0,0,0,8,7,1,0,0,0,0,0,14,64,11,4,3,1,0,0,0,0,0,30,9,9,4,37,7,1,411,155,39,134,140,137,0,32,21,11,0,6209,17585,5006,2201,14064,3087,3,64,110,174,77,217,115,187,188,254,98,149,0,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,0,1061000,81615,74,8,50,False,3,0,,W1,6,1,0,1,0,0,0,8,6,1,0,1,0,0,0,14,52,12,4,4,0,0,0,0,0,0,30,5,10,0,18,4,1,463,166,37,151,153,155,4,26,16,9,1,6268,17463,5310,2241,13986,3315,1,52,86,138,36,206,120,176,243,319,101,124,0,
29,Comets,UTI,Utica,Northwest Division,Western Conference,0,0,0,0,490500,37731,31,8,50,False,26,0,,L6,1,7,0,0,0,0,0,8,1,7,0,0,0,0,0,2,20,54,4,1,3,0,0,0,0,0,13,24,10,0,4,0,0,283,543,120,114,85,84,0,6,7,7,0,15554,7734,5512,3304,5159,2361,0,20,39,59,8,166,112,291,102,247,57,150,0,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,0,1266222,97402,88,8,50,False,20,0,,L4,3,5,0,0,0,0,0,8,3,5,0,0,0,0,0,6,27,45,4,0,4,0,0,0,0,0,8,31,15,5,13,3,2,353,432,127,116,103,134,0,18,3,6,0,14162,9125,5513,3227,6500,2376,0,27,50,77,24,180,107,255,118,228,60,145,0,
