Name,Number,Team,Country,Age,Weight,Height,Contract,Rookie,Protected,Available for Trade,No Apply Rerate,No Trade,Salary,Injury,Number Of Injury,Condition,Suspension,Status,SK,DU,ST,SZ,AG,RB,SC,HS,RT,EX,LD,MO,PO,OV,Pro GP,Pro Minutes Played,Pro W,Pro L,Pro OTL,Pro Shutouts,Pro GA,Pro SA,Pro PIM,Pro A,Pro PenalityShots Shots, Pro PenalityShots Goals,Pro Empty Net Goal,Farm GP,Farm Minutes Played,Farm W,Farm L,Farm OTL,Farm Shutouts,Farm GA,Farm SA,Farm PIM,Farm A,Farm PenalityShots Shots, Farm PenalityShots Goals,Farm Empty Net Goal
Peter Budaj,27,Blackhawks,SVK,27,200,73,1,False,False,False,False,False,1500000,,2,100,0,2,70,87,75,80,70,70,70,70,70,71,70,26,69,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Curry,28,Coyotes,USA,26,185,71,1,False,False,False,False,False,775000,,0,100,0,0,69,70,65,76,69,69,69,71,69,54,54,40,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Raycroft,29,Panthers,CAN,30,185,72,3,False,False,False,False,False,720000,,0,100,0,2,84,74,69,80,84,85,83,84,84,72,76,76,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Munce,30,Kings,CAN,25,185,74,1,False,False,False,False,False,500000,,0,100,0,0,53,51,65,82,53,53,53,56,53,65,66,51,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Dekanich,31,Wild,CAN,24,192,72,3,False,False,False,False,False,900000,,0,100,0,0,66,63,71,78,66,66,66,65,66,34,34,55,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,8,0,0,0,0,0
Patrick Lalime,32,Kings,CAN,36,189,75,1,False,False,False,False,False,2300000,,0,100,0,0,78,70,69,84,78,80,77,82,80,78,77,42,76,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Smith,33,Hurricanes,CAN,28,218,76,5,False,False,False,False,False,2500000,,0,100,0,2,87,82,83,85,87,91,90,88,88,68,71,67,66,73,13,699,7,5,0,0,34,343,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Backstrom,34,Stars,FIN,32,189,73,4,False,False,False,False,False,6200000,,0,100,0,2,91,95,69,80,93,93,93,93,92,73,78,71,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Carrozzi,35,Red Wings,USA,20,185,74,3,False,False,False,False,False,650000,,1,100,0,0,58,56,62,64,59,54,58,56,59,40,40,26,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Pogge,36,Blue Jackets,CAN,24,204,75,1,True,False,False,False,False,850000,,4,100,0,0,80,72,74,82,78,78,77,77,79,53,53,34,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,6,391,2,3,1,0,26,325,0,1,0,0,0
Cory Schneider,37,Ducks,USA,24,195,74,1,True,False,False,False,False,850000,,1,100,0,2,87,76,75,82,86,85,86,86,87,58,58,30,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Sanford,38,Maple Leafs,CAN,31,187,70,1,False,False,False,False,False,863155,,1,100,0,1,73,63,67,74,73,73,73,73,73,72,69,25,15,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Legace,39,Coyotes,CAN,37,200,70,2,False,False,False,False,False,1000000,,1,100,0,2,81,64,75,74,81,86,83,81,80,90,89,24,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu Garon,40,Canadiens,CAN,32,192,74,1,False,False,False,False,False,2300000,,0,100,0,2,81,73,71,82,81,84,84,83,82,78,80,74,25,69,6,365,2,3,1,0,24,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Danis,41, ,CAN,29,181,72,0,False,False,False,False,False,600000,,0,100,0,1,78,72,61,78,80,81,78,82,79,67,71,50,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marek Schwarz,42, ,CZE,24,180,72,0,True,False,False,False,False,750000,,0,100,0,0,64,57,60,78,64,64,64,57,64,69,61,50,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Clark,43,Red Wings,USA,20,162,72,3,True,False,False,False,False,650000,,2,100,0,0,59,56,52,58,59,57,60,52,58,40,40,25,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Luongo,44,Panthers,CAN,32,205,75,5,False,False,False,False,False,7250000,,0,100,0,2,94,97,77,84,94,92,93,95,94,81,81,52,74,78,5,298,1,4,0,1,14,149,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Andersson,45,Red Wings,USA,29,180,74,2,False,False,False,False,False,6525000,,0,100,0,2,91,83,67,82,92,90,91,93,92,62,62,76,74,73,21,1271,13,6,2,2,59,611,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johan Hedberg,46,Avalanche,SWE,37,190,72,2,False,False,False,False,False,1100000,,0,100,0,2,86,72,70,78,86,86,86,87,87,86,75,79,1,71,3,62,1,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus Kotyk,47,Sharks,CAN,30,180,71,1,False,False,False,False,False,475000,,0,100,0,0,55,79,55,55,55,55,55,55,55,32,32,27,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,11,438,4,2,0,0,45,298,0,1,0,0,0
Tobias Stephan,48,Panthers,CHE,26,180,74,1,True,False,False,False,False,550000,,4,100,0,0,66,59,60,82,66,66,66,63,66,70,65,34,68,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,117,2,0,0,0,8,68,0,0,0,0,0
Antti Niemi,49,Coyotes,FIN,27,204,74,2,True,False,False,False,False,750000,,0,100,0,2,89,80,77,82,90,86,89,92,93,49,49,10,41,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Sébastien Giguère,50,Kings,CAN,33,201,73,3,False,False,False,False,False,7600000,,0,100,0,2,84,83,75,80,84,90,87,86,85,82,81,50,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carey Price,51,Predators,CAN,23,219,75,1,False,False,False,False,False,850000,,0,100,0,2,92,90,84,84,93,90,91,92,92,68,72,46,80,75,5,306,1,3,1,0,14,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristobal Huet,52, ,FRA,35,205,73,0,False,False,False,False,False,5500000,,0,100,0,1,84,78,77,80,84,86,86,89,86,83,77,50,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaroslav Halak,53,Kings,SVK,25,182,71,1,False,False,False,False,False,3750000,,0,100,0,2,92,85,72,68,92,91,94,93,95,70,61,30,51,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Conklin,54,Devils,USA,34,184,72,1,False,False,False,False,True,3350000,,0,100,0,2,86,77,64,78,83,85,86,86,84,77,75,40,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Osgood,55,Flames,CAN,38,178,70,1,False,False,False,False,False,1600000,,0,100,0,2,83,73,58,74,79,84,84,83,83,90,85,80,1,69,1,59,0,1,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Finley,56, ,CAN,29,205,75,0,False,False,False,False,False,525000,,0,100,0,0,62,72,68,68,65,69,73,62,68,49,49,50,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vesa Toskala,57,Avalanche,FIN,32,195,70,3,False,False,False,False,False,4750000,,4,100,0,0,82,82,72,74,81,79,81,82,83,83,79,73,82,69,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1187,15,4,0,1,65,779,4,3,0,0,0
Sergei Bobrovsky,58,Wild,RUS,22,190,74,3,True,False,False,False,False,900000,,0,100,0,0,80,70,75,82,77,74,80,81,82,45,40,32,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,5,293,1,2,2,0,18,199,2,0,0,0,0
Scott Clemmensen,59,Blue Jackets,USA,33,205,75,1,False,False,False,False,False,1500000,,0,100,0,2,83,71,77,84,79,82,83,82,83,71,74,53,66,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Brodeur,60,Devils,CAN,38,215,74,3,False,False,False,False,True,7000000,,0,100,0,2,95,97,82,82,93,97,94,94,95,99,99,31,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Vokoun,61,Lightning,CZE,33,195,72,4,False,False,False,False,False,7000000,,0,100,0,2,93,94,72,78,92,93,91,92,93,82,82,80,80,76,15,909,9,4,2,1,36,403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Leclaire,62,Ducks,CAN,28,200,74,2,False,False,False,False,False,2000000,,0,100,0,0,82,87,75,82,81,82,81,79,82,70,73,54,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,6,304,0,3,2,0,17,171,0,0,0,0,0
Henrik Karlsson,63,Red Wings,SWE,27,205,76,3,False,False,False,False,False,500000,,0,100,0,2,78,76,84,89,76,77,74,81,81,55,50,92,50,64,3,26,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Kerserich,64,Avalanche,USA,24,200,74,2,True,False,False,False,False,525000,,1,100,0,0,55,75,55,55,55,55,55,55,55,29,29,84,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,1,1,0,0,2,47,0,0,0,0,0
Martin Gerber,65,Islanders,SWI,36,200,72,1,False,False,False,False,False,500000,,0,100,0,2,88,73,72,79,87,87,85,85,85,85,76,85,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Valiquette,66, ,CAN,33,210,78,0,False,False,False,False,False,650000,,0,100,0,0,73,63,80,90,74,80,79,76,77,76,75,50,74,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Tordjman,67,Oilers,CAN,26,155,73,3,False,False,False,False,False,600000,,2,100,0,0,67,70,35,80,67,67,67,68,67,49,49,34,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Auld,68,Flyers,CAN,29,223,76,3,False,False,False,False,False,1200000,,0,100,0,2,83,79,85,85,84,86,85,84,86,74,72,99,40,71,1,21,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Elliott,69,Flames,CAN,25,202,74,1,True,False,False,False,False,1250000,,0,100,0,2,86,83,76,82,86,87,89,91,90,49,49,89,45,69,7,426,4,3,0,1,18,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Harding,70,Penguins,CAN,26,197,73,2,False,False,False,False,False,2500000,,1,100,0,0,80,52,73,80,79,83,83,85,83,70,71,61,60,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dany Sabourin,71,Sabres,CAN,30,200,76,2,False,False,False,False,False,850000,,6,100,0,2,73,57,75,86,72,75,72,74,73,73,72,51,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Mason,72,Canucks,CAN,34,195,72,2,False,False,False,False,False,3000000,,0,100,0,2,91,87,72,78,91,90,91,93,90,76,76,62,1,74,2,126,0,1,1,0,8,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Théodore,73,Senators,CAN,34,182,71,2,False,False,False,False,False,2000000,,0,100,0,2,87,84,62,76,87,85,87,91,92,80,86,35,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Fernandez,74, ,CAN,36,207,72,0,False,False,False,False,False,1500000,,0,100,0,1,74,74,78,78,72,75,75,73,75,84,82,50,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Boucher,75,Capitals,USA,33,200,74,1,False,False,False,False,False,2225000,,1,100,0,2,82,67,75,82,85,84,85,83,85,80,73,73,25,70,1,60,0,1,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey MacDonald,76,Oilers,CAN,30,197,72,1,False,False,False,False,False,1250000,,0,100,0,2,79,86,73,78,80,81,79,81,80,70,65,98,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timo Pielmeier,77,Penguins,GER,21,165,72,4,True,False,False,False,False,650000,,0,100,0,2,50,50,50,50,50,50,50,50,50,50,50,50,50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Ward,78,Thrashers,CAN,26,200,73,3,False,False,False,False,False,6000000,,0,100,0,2,92,95,75,80,92,92,92,93,93,75,85,31,60,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Sauer,79,Blues,USA,22,180,74,4,False,False,False,False,False,550000,,1,100,0,0,47,66,55,55,51,65,70,49,61,29,29,73,99,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,204,2,1,0,0,12,96,0,0,0,0,0
Rick Dipietro,80,Bruins,USA,28,210,73,1,False,False,False,False,False,5000000,,0,100,0,2,89,72,80,80,83,83,82,83,83,76,78,74,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antero Niittymaki,81,Blues,FIN,30,195,73,2,False,False,False,False,False,2200000,,0,100,0,2,86,79,72,80,87,86,86,89,86,78,73,99,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilja Bryzgalov,82,Oilers,RUS,30,199,75,2,False,False,False,False,False,4000000,,0,100,0,2,93,91,75,84,92,94,94,93,93,75,75,80,40,76,5,301,1,3,1,0,18,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Climie,83,Sabres,CAN,28,185,75,1,True,False,False,False,False,875000,,3,100,0,0,60,50,65,84,60,60,60,57,60,49,49,35,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evgeni Nabokov,84, ,KAZ,35,200,72,0,False,False,False,False,False,6150000,,0,100,0,2,93,94,75,78,93,94,94,93,94,97,81,50,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen York,85,Flyers,CAN,21,185,76,1,True,False,False,False,False,863155,,0,100,0,0,70,65,70,80,70,70,70,70,70,29,29,50,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Howard,86,Lightning,USA,26,205,72,1,True,False,True,False,False,800000,,0,100,0,2,91,86,80,77,91,91,92,92,92,60,55,81,41,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Garnett,87, ,CAN,28,205,73,0,False,False,False,False,False,550000,,0,100,0,0,47,66,65,65,56,66,70,49,62,50,50,50,63,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anders Lindback,88,Islanders,SWE,22,200,76,4,True,False,False,False,False,637500,,0,100,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pekka Rinne,89,Blackhawks,FIN,27,206,77,1,False,False,False,False,False,500000,,0,100,0,2,91,85,78,88,89,91,93,92,91,67,71,24,64,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Berkhoel,90, ,USA,29,185,71,0,False,False,False,False,False,600000,,0,100,0,0,61,63,65,76,61,61,61,61,61,70,73,50,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc-André Fleury,92,Maple Leafs,CAN,26,180,74,1,False,False,False,False,False,3850000,,0,100,0,2,92,96,60,82,91,89,92,93,92,73,71,26,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Lundqvist,93,Blue Jackets,SWE,28,195,73,2,False,False,False,False,False,7800000,,0,100,0,2,96,96,72,80,93,97,96,95,97,81,78,30,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Denis,94, ,CAN,33,190,75,0,False,False,False,False,False,750000,,0,100,0,0,68,67,70,84,68,68,68,73,68,80,75,50,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Hiller,95,Islanders,CHE,28,193,74,5,False,False,False,False,False,3850000,,0,100,0,2,92,87,71,82,93,91,92,92,93,70,67,98,25,74,6,363,2,3,1,0,21,191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason LaBarbera,97,Hurricanes,CAN,30,225,75,2,False,False,False,False,False,1000000,,0,100,0,2,79,71,87,84,83,80,84,83,83,74,80,94,30,69,4,83,0,1,0,0,2,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Courchaine,98, ,CAN,21,185,75,0,False,False,False,False,False,600000,,0,100,0,0,53,50,65,84,53,53,53,56,53,58,63,50,60,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marty Turco,99,Rangers,CAN,35,185,71,2,False,False,False,False,False,2000000,,0,100,0,2,90,89,65,76,90,92,90,91,91,78,88,72,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Dennis,100, ,CAN,25,190,72,0,False,False,False,False,False,600000,,0,100,0,0,54,57,70,78,54,54,54,57,54,64,68,50,45,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Munro,101, ,CAN,28,199,73,0,False,False,False,False,False,600000,,0,100,0,0,62,62,74,80,62,62,62,60,62,72,70,50,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Montoya,102,Islanders,USA,25,193,73,2,True,False,False,False,False,700000,,1,100,0,0,69,66,71,80,69,69,69,60,69,66,70,56,70,59,0,0,0,0,0,0,0,0,0,0,0,0,0,15,855,9,4,1,0,49,416,4,0,0,0,0
Barry Brust,103, ,CAN,27,216,74,0,True,False,False,False,False,600000,,0,100,0,0,60,62,83,82,60,60,60,61,60,72,65,50,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Goepfert,104, ,USA,27,170,70,0,True,False,False,False,False,600000,,0,100,0,0,54,51,50,74,54,54,54,57,54,67,68,50,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
