Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,ShootOut,Farm Play,Farm Visitor Team,Farm Visitor Score,Farm Home Team,Farm Home Score,Farm Overtime,Farm ShootOut
57,6,True,Wild,1,Oilers,2,True,False,True,Houston,6,Springfield,7,False,False
58,6,True,Ducks,2,Stars,4,False,False,True,Iowa,2,Texas,4,False,False
59,6,True,Predators,5,Blues,4,False,False,True,Milwaukee,3,Peoria,6,False,False
60,6,True,Flyers,2,Red Wings,3,False,False,True,Philly,2,GrandRapid,4,False,False
61,6,True,Capitals,6,Lightning,3,False,False,True,Hershey,3,Norfolk,2,False,False
62,6,True,Senators,4,Sabres,7,False,False,True,Binghamton,5,Portland,4,False,False
63,6,True,Flames,5,Coyotes,4,True,True,True,Quad City,7,San Ant.,3,False,False
64,6,True,Hurricanes,1,Maple Leafs,3,False,False,True,Albany,4,Toronto,5,False,False
65,7,True,Canucks,3,Wild,1,False,False,True,Manitoba,5,Houston,7,False,False
66,7,True,Blues,4,Predators,5,True,False,True,Peoria,6,Milwaukee,2,False,False
67,7,True,Thrashers,0,Capitals,4,False,False,True,Chicago,4,Hershey,6,False,False
68,7,True,Flyers,5,Rangers,2,False,False,True,Philly,3,Hartford,2,False,False
69,7,True,Oilers,7,Flames,1,False,False,True,Springfield,5,Quad City,3,False,False
70,7,True,Devils,3,Penguins,5,False,False,True,Lowell,7,WB/Scrant.,5,False,False
71,7,True,Kings,2,Islanders,4,False,False,True,Manchester,3,Bridgeport,4,False,False
72,8,True,Hurricanes,0,Panthers,2,False,False,True,Albany,3,Rochester,6,False,False
73,8,True,Stars,2,Ducks,1,False,False,True,Texas,4,Iowa,5,True,True
74,8,True,Bruins,2,Canadiens,5,False,False,True,Providence,2,Hamilton,7,False,False
75,8,True,Blackhawks,5,Blue Jackets,2,False,False,True,Rockford,2,Syracuse,5,False,False
76,8,True,Maple Leafs,1,Senators,5,False,False,True,Toronto,5,Binghamton,4,False,False
77,8,True,Predators,6,Red Wings,4,False,False,True,Milwaukee,6,GrandRapid,4,False,False
78,8,True,Coyotes,3,Sharks,4,True,False,True,San Ant.,2,Worcester,4,False,False
79,8,True,Wild,2,Avalanche,3,False,False,True,Houston,6,Lake Erie,5,False,False
80,8,True,Lightning,5,Sabres,4,False,False,True,Norfolk,4,Portland,2,False,False
81,9,True,Red Wings,5,Blackhawks,0,False,False,True,GrandRapid,3,Rockford,6,False,False
82,9,True,Islanders,2,Flyers,6,False,False,True,Bridgeport,5,Philly,3,False,False
83,9,True,Avalanche,0,Canucks,3,False,False,True,Lake Erie,7,Manitoba,3,False,False
84,9,True,Panthers,3,Thrashers,2,False,False,True,Rochester,7,Chicago,3,False,False
85,9,True,Penguins,2,Devils,4,False,False,True,WB/Scrant.,6,Lowell,5,True,True
86,9,True,Lightning,1,Hurricanes,2,True,True,True,Norfolk,4,Albany,3,False,False
87,9,True,Ducks,6,Kings,3,False,False,True,Iowa,5,Manchester,4,False,False
88,9,True,Canadiens,4,Bruins,2,False,False,True,Hamilton,10,Providence,1,False,False
89,9,True,Sharks,1,Stars,3,False,False,True,Worcester,1,Texas,8,False,False
90,9,True,Flames,4,Oilers,3,True,False,True,Quad City,2,Springfield,3,True,True
91,9,True,Blue Jackets,4,Blues,1,False,False,True,Syracuse,1,Peoria,6,False,False
92,9,True,Rangers,3,Coyotes,2,True,False,True,Hartford,5,San Ant.,7,False,False
93,10,True,Hurricanes,7,Capitals,2,False,False,True,Albany,4,Hershey,5,False,False
94,10,True,Oilers,5,Wild,1,False,False,True,Springfield,3,Houston,4,False,False
95,10,True,Blues,2,Predators,4,False,False,True,Peoria,9,Milwaukee,1,False,False
96,10,True,Canadiens,2,Senators,3,False,False,True,Hamilton,8,Binghamton,4,False,False
97,10,True,Panthers,3,Lightning,4,False,False,True,Rochester,5,Norfolk,2,False,False
98,10,True,Devils,2,Islanders,3,True,True,True,Lowell,5,Bridgeport,3,False,False
99,10,True,Flyers,3,Penguins,2,False,False,True,Philly,1,WB/Scrant.,4,False,False
100,10,True,Sabres,3,Thrashers,2,False,False,True,Portland,5,Chicago,3,False,False
101,10,True,Avalanche,1,Canucks,2,False,False,True,Lake Erie,7,Manitoba,5,False,False
102,11,True,Canucks,5,Flames,1,False,False,True,Manitoba,2,Quad City,5,False,False
103,11,True,Blue Jackets,4,Blackhawks,3,False,False,True,Syracuse,5,Rockford,7,False,False
104,11,True,Devils,2,Rangers,8,False,False,True,Lowell,8,Hartford,5,False,False
105,11,True,Senators,3,Maple Leafs,8,False,False,True,Binghamton,7,Toronto,6,False,False
106,11,True,Coyotes,5,Ducks,3,False,False,True,San Ant.,2,Iowa,3,True,True
107,11,True,Sharks,4,Kings,1,False,False,True,Worcester,4,Manchester,5,False,False
108,11,True,Islanders,2,Flyers,3,False,False,True,Bridgeport,7,Philly,3,False,False
109,11,True,Sabres,4,Bruins,5,True,False,True,Portland,4,Providence,6,False,False
110,11,True,Predators,0,Red Wings,3,False,False,True,Milwaukee,4,GrandRapid,5,True,False
111,11,True,Capitals,3,Stars,5,False,False,True,Hershey,4,Texas,1,False,False
112,11,True,Wild,0,Blues,4,False,False,True,Houston,3,Peoria,6,False,False
113,11,True,Thrashers,2,Oilers,1,False,False,True,Chicago,3,Springfield,8,False,False
114,12,True,Thrashers,1,Panthers,3,False,False,True,Chicago,2,Rochester,4,False,False
115,12,True,Predators,0,Blue Jackets,1,False,False,True,Milwaukee,1,Syracuse,3,False,False
116,12,True,Bruins,6,Canadiens,5,False,False,True,Providence,4,Hamilton,10,False,False
117,12,True,Coyotes,3,Sharks,6,False,False,True,San Ant.,2,Worcester,5,False,False
118,13,True,Oilers,3,Avalanche,2,False,False,True,Springfield,6,Lake Erie,5,True,True
119,13,True,Islanders,5,Devils,3,False,False,True,Bridgeport,5,Lowell,7,False,False
120,13,True,Lightning,1,Hurricanes,2,False,False,True,Norfolk,3,Albany,4,False,False
121,13,True,Flyers,5,Rangers,2,False,False,True,Philly,4,Hartford,5,True,True
122,13,True,Panthers,5,Capitals,3,False,False,True,Rochester,4,Hershey,3,True,False
123,14,True,Sabres,5,Senators,1,False,False,True,Portland,7,Binghamton,6,False,False
124,14,True,Devils,0,Penguins,1,False,False,True,Lowell,7,WB/Scrant.,5,False,False
125,14,True,Stars,3,Ducks,4,False,False,True,Texas,2,Iowa,4,False,False
126,14,True,Blues,3,Blackhawks,0,False,False,True,Peoria,7,Rockford,6,False,False
127,14,True,Avalanche,8,Wild,2,False,False,True,Lake Erie,5,Houston,7,False,False
128,14,True,Canadiens,5,Maple Leafs,1,False,False,True,Hamilton,5,Toronto,4,True,False
129,14,True,Canucks,2,Flames,1,False,False,True,Manitoba,2,Quad City,8,False,False
130,15,True,Stars,1,Kings,7,False,False,True,Texas,6,Manchester,3,False,False
131,15,True,Ducks,3,Coyotes,4,False,False,True,Iowa,6,San Ant.,5,True,True
132,15,True,Bruins,1,Sabres,4,False,False,True,Providence,3,Portland,7,False,False
133,15,True,Blackhawks,2,Red Wings,3,True,True,True,Rockford,4,GrandRapid,7,False,False
134,15,True,Blues,4,Predators,0,False,False,True,Peoria,6,Milwaukee,2,False,False
135,16,True,Blues,3,Blue Jackets,4,True,True,True,Peoria,5,Syracuse,3,False,False
136,16,True,Panthers,5,Lightning,4,False,False,True,Rochester,3,Norfolk,4,True,False
137,16,True,Capitals,5,Hurricanes,3,False,False,True,Hershey,6,Albany,2,False,False
138,16,True,Maple Leafs,1,Canadiens,3,False,False,True,Toronto,2,Hamilton,6,False,False
139,16,True,Devils,3,Thrashers,4,False,False,True,Lowell,11,Chicago,4,False,False
140,16,True,Flyers,3,Islanders,2,False,False,True,Philly,3,Bridgeport,4,False,False
141,16,True,Stars,2,Sharks,7,False,False,True,Texas,6,Worcester,7,False,False
142,16,True,Oilers,2,Canucks,3,True,True,True,Springfield,6,Manitoba,5,True,False
143,17,True,Sabres,2,Bruins,4,False,False,True,Portland,5,Providence,4,False,False
144,17,True,Flames,4,Avalanche,2,False,False,True,Quad City,9,Lake Erie,2,False,False
145,17,True,Islanders,0,Flyers,2,False,False,True,Bridgeport,5,Philly,3,False,False
146,17,True,Lightning,5,Panthers,3,False,False,True,Norfolk,2,Rochester,4,False,False
147,17,True,Wild,1,Oilers,6,False,False,True,Houston,4,Springfield,1,False,False
148,17,True,Rangers,7,Devils,2,False,False,True,Hartford,3,Lowell,5,False,False
149,17,True,Sharks,0,Senators,1,False,False,True,Worcester,6,Binghamton,10,False,False
150,17,True,Predators,3,Penguins,4,True,True,True,Milwaukee,3,WB/Scrant.,4,False,False
151,17,True,Kings,1,Ducks,3,False,False,True,Manchester,5,Iowa,2,False,False
152,17,True,Blackhawks,0,Blue Jackets,5,False,False,True,Rockford,2,Syracuse,8,False,False
153,17,True,Hurricanes,3,Capitals,1,False,False,True,Albany,2,Hershey,3,False,False
154,17,True,Maple Leafs,1,Coyotes,4,False,False,True,Toronto,7,San Ant.,5,False,False
155,17,True,Canadiens,5,Red Wings,4,True,True,True,Hamilton,3,GrandRapid,2,False,False
156,17,True,Thrashers,5,Canucks,2,False,False,True,Chicago,3,Manitoba,5,False,False
157,18,True,Ducks,1,Stars,6,False,False,True,Iowa,3,Texas,5,False,False
158,18,True,Blackhawks,1,Blues,6,False,False,True,Rockford,3,Peoria,8,False,False
159,18,True,Oilers,2,Flames,4,False,False,True,Springfield,7,Quad City,5,False,False
160,18,True,Avalanche,3,Wild,1,False,False,True,Lake Erie,2,Houston,3,False,False
161,18,True,Devils,5,Rangers,4,False,False,True,Lowell,4,Hartford,2,False,False
162,19,True,Hurricanes,5,Lightning,1,False,False,True,Albany,3,Norfolk,7,False,False
163,19,True,Bruins,2,Maple Leafs,3,False,False,True,Providence,3,Toronto,5,False,False
164,19,True,Canadiens,4,Sabres,3,True,False,True,Hamilton,6,Portland,4,False,False
165,19,True,Red Wings,1,Predators,2,False,False,True,GrandRapid,6,Milwaukee,4,False,False
166,20,True,Ducks,5,Kings,1,False,False,True,Iowa,3,Manchester,5,False,False
167,20,True,Panthers,3,Thrashers,4,True,True,True,Rochester,5,Chicago,6,False,False
168,20,True,Blue Jackets,1,Blackhawks,3,False,False,True,Syracuse,9,Rockford,4,False,False
169,20,True,Coyotes,4,Sharks,3,False,False,True,San Ant.,3,Worcester,2,True,False
170,20,True,Rangers,3,Flyers,7,False,False,True,Hartford,6,Philly,5,False,False
171,20,True,Penguins,4,Islanders,3,False,False,True,WB/Scrant.,2,Bridgeport,5,False,False
172,20,True,Senators,3,Bruins,5,False,False,True,Binghamton,7,Providence,5,False,False
173,20,True,Maple Leafs,3,Canadiens,6,False,False,True,Toronto,0,Hamilton,3,False,False
174,20,True,Capitals,1,Hurricanes,4,False,False,True,Hershey,7,Albany,2,False,False
175,20,True,Predators,2,Stars,3,False,False,True,Milwaukee,3,Texas,5,False,False
176,20,True,Canucks,3,Avalanche,1,False,False,True,Manitoba,2,Lake Erie,3,True,True
177,20,True,Red Wings,1,Blues,5,False,False,True,GrandRapid,1,Peoria,5,False,False
178,20,True,Wild,5,Devils,1,False,False,True,Houston,5,Lowell,2,False,False
179,21,True,Capitals,3,Panthers,4,True,False,True,Hershey,8,Rochester,2,False,False
180,21,True,Flames,4,Oilers,3,False,False,True,Quad City,6,Springfield,4,False,False
181,21,True,Maple Leafs,3,Senators,4,True,False,True,Toronto,4,Binghamton,6,False,False
182,21,True,Devils,1,Penguins,7,False,False,True,Lowell,9,WB/Scrant.,1,False,False
183,21,True,Canucks,2,Wild,3,True,False,True,Manitoba,4,Houston,2,False,False
184,22,True,Canadiens,4,Sabres,0,False,False,True,Hamilton,6,Portland,1,False,False
185,22,True,Blackhawks,3,Blue Jackets,1,False,False,True,Rockford,7,Syracuse,9,False,False
186,22,True,Sharks,3,Kings,1,False,False,True,Worcester,6,Manchester,5,False,False
187,22,True,Ducks,2,Coyotes,3,False,False,True,Iowa,6,San Ant.,1,False,False
188,22,True,Penguins,4,Rangers,5,True,True,True,WB/Scrant.,2,Hartford,3,False,False
189,22,True,Avalanche,2,Flames,5,False,False,True,Lake Erie,4,Quad City,5,False,False
190,22,True,Thrashers,3,Lightning,4,False,False,True,Chicago,0,Norfolk,5,False,False
191,22,True,Hurricanes,4,Capitals,2,False,False,True,Albany,1,Hershey,7,False,False
192,22,True,Devils,0,Islanders,3,False,False,True,Lowell,6,Bridgeport,5,False,False
193,22,True,Wild,2,Predators,3,True,False,True,Houston,6,Milwaukee,2,False,False
194,22,True,Blues,3,Flyers,6,False,False,True,Peoria,5,Philly,3,False,False
195,22,True,Senators,5,Red Wings,3,False,False,True,Binghamton,7,GrandRapid,2,False,False
196,22,True,Stars,3,Bruins,6,False,False,True,Texas,7,Providence,2,False,False
197,23,True,Stars,1,Sharks,5,False,False,True,Texas,5,Worcester,6,False,False
198,23,True,Flames,1,Canucks,2,True,True,True,Quad City,5,Manitoba,0,False,False
199,23,True,Predators,3,Blackhawks,2,False,False,True,Milwaukee,5,Rockford,1,False,False
200,23,True,Canadiens,3,Maple Leafs,4,True,False,True,Hamilton,8,Toronto,3,False,False
201,23,True,Lightning,4,Thrashers,6,False,False,True,Norfolk,4,Chicago,1,False,False
202,23,True,Bruins,1,Panthers,2,False,False,True,Providence,3,Rochester,2,False,False
203,23,True,Coyotes,5,Ducks,1,False,False,True,San Ant.,7,Iowa,6,True,True
204,23,True,Flyers,1,Hurricanes,2,True,True,True,Philly,2,Albany,3,False,False
205,23,True,Oilers,2,Avalanche,0,False,False,True,Springfield,4,Lake Erie,6,False,False
206,23,True,Red Wings,2,Blues,3,True,True,True,GrandRapid,3,Peoria,9,False,False
207,23,True,Kings,0,Sabres,4,False,False,True,Manchester,6,Portland,5,True,False
208,23,True,Rangers,3,Blue Jackets,2,False,False,True,Hartford,2,Syracuse,7,False,False
209,24,True,Sharks,4,Stars,3,False,False,True,Worcester,3,Texas,4,True,True
210,24,True,Maple Leafs,7,Canadiens,3,False,False,True,Toronto,3,Hamilton,4,False,False
211,24,True,Flames,0,Oilers,4,False,False,True,Quad City,4,Springfield,5,True,False
212,24,True,Flyers,4,Devils,0,False,False,True,Philly,4,Lowell,6,False,False
213,24,True,Sabres,1,Senators,2,False,False,True,Portland,3,Binghamton,12,False,False
214,24,True,Rangers,1,Penguins,2,True,True,True,Hartford,5,WB/Scrant.,4,True,False
215,24,True,Kings,3,Coyotes,4,False,False,True,Manchester,8,San Ant.,2,False,False
216,24,True,Hurricanes,2,Lightning,3,False,False,True,Albany,4,Norfolk,5,True,True
217,24,True,Panthers,2,Capitals,1,False,False,True,Rochester,3,Hershey,6,False,False
218,24,True,Islanders,4,Wild,1,False,False,True,Bridgeport,5,Houston,2,False,False
219,24,True,Red Wings,2,Blackhawks,4,False,False,True,GrandRapid,3,Rockford,2,False,False
220,24,True,Canucks,4,Thrashers,2,False,False,True,Manitoba,4,Chicago,2,False,False
221,25,True,Coyotes,7,Kings,4,False,False,True,San Ant.,1,Manchester,6,False,False
222,25,True,Rangers,1,Islanders,2,False,False,True,Hartford,5,Bridgeport,6,False,False
223,25,True,Blackhawks,5,Predators,4,False,False,True,Rockford,6,Milwaukee,4,False,False
224,25,True,Senators,8,Ducks,4,False,False,True,Binghamton,5,Iowa,4,False,False
225,26,True,Oilers,5,Flames,4,True,False,True,Springfield,3,Quad City,5,False,False
226,26,True,Bruins,3,Maple Leafs,1,False,False,True,Providence,3,Toronto,6,False,False
227,26,True,Thrashers,6,Panthers,7,True,False,True,Chicago,4,Rochester,5,True,True
228,26,True,Avalanche,3,Canucks,1,False,False,True,Lake Erie,5,Manitoba,7,False,False
229,26,True,Stars,1,Sharks,2,False,False,True,Texas,4,Worcester,6,False,False
230,26,True,Devils,3,Flyers,5,False,False,True,Lowell,7,Philly,4,False,False
231,26,True,Blue Jackets,1,Red Wings,4,False,False,True,Syracuse,7,GrandRapid,3,False,False
232,26,True,Ducks,2,Hurricanes,3,True,True,True,Iowa,7,Albany,6,False,False
233,26,True,Predators,2,Blues,4,False,False,True,Milwaukee,3,Peoria,8,False,False
234,26,True,Senators,3,Canadiens,1,False,False,True,Binghamton,6,Hamilton,5,True,True
235,26,True,Islanders,2,Penguins,5,False,False,True,Bridgeport,6,WB/Scrant.,1,False,False
236,26,True,Lightning,3,Capitals,4,False,False,True,Norfolk,5,Hershey,3,False,False
237,26,True,Wild,1,Sabres,4,False,False,True,Houston,1,Portland,3,False,False
238,27,True,Penguins,2,Rangers,5,False,False,True,WB/Scrant.,5,Hartford,1,False,False
239,27,True,Wild,3,Avalanche,5,False,False,True,Houston,3,Lake Erie,4,True,True
240,27,True,Canadiens,1,Bruins,2,True,False,True,Hamilton,7,Providence,6,False,False
241,27,True,Canucks,1,Oilers,2,False,False,True,Manitoba,4,Springfield,2,False,False
242,27,True,Kings,5,Stars,6,True,True,True,Manchester,2,Texas,5,False,False
243,27,True,Flyers,2,Devils,3,False,False,True,Philly,4,Lowell,5,True,True
244,27,True,Blues,2,Blue Jackets,0,False,False,True,Peoria,3,Syracuse,2,False,False
245,27,True,Ducks,3,Coyotes,1,False,False,True,Iowa,7,San Ant.,5,False,False
246,27,True,Red Wings,4,Flames,3,False,False,True,GrandRapid,3,Quad City,8,False,False
247,27,True,Hurricanes,2,Lightning,0,False,False,True,Albany,3,Norfolk,6,False,False
248,27,True,Capitals,2,Panthers,3,False,False,True,Hershey,4,Rochester,2,False,False
249,27,True,Sabres,3,Maple Leafs,1,False,False,True,Portland,3,Toronto,7,False,False
250,27,True,Blackhawks,1,Predators,5,False,False,True,Rockford,1,Milwaukee,4,False,False
251,27,True,Thrashers,2,Sharks,3,False,False,True,Chicago,4,Worcester,5,True,True
252,28,True,Canadiens,5,Senators,4,False,False,True,Hamilton,1,Binghamton,6,False,False
253,28,True,Flyers,1,Islanders,5,False,False,True,Philly,4,Bridgeport,5,False,False
254,28,True,Oilers,4,Wild,7,False,False,True,Springfield,1,Houston,5,False,False
255,28,True,Sabres,5,Rangers,2,False,False,True,Portland,3,Hartford,5,False,False
256,28,True,Coyotes,2,Kings,1,False,False,True,San Ant.,3,Manchester,4,False,False
257,28,True,Maple Leafs,3,Bruins,5,False,False,True,Toronto,2,Providence,3,True,False
258,28,True,Penguins,3,Blackhawks,1,False,False,True,WB/Scrant.,4,Rockford,6,False,False
259,28,True,Blue Jackets,3,Red Wings,5,False,False,True,Syracuse,2,GrandRapid,7,False,False
260,28,True,Flames,2,Canucks,3,False,False,True,Quad City,6,Manitoba,2,False,False
261,28,True,Stars,3,Avalanche,1,False,False,True,Texas,4,Lake Erie,3,False,False
262,28,True,Capitals,4,Thrashers,2,False,False,True,Hershey,3,Chicago,4,False,False
263,28,True,Panthers,4,Hurricanes,6,False,False,True,Rochester,6,Albany,3,False,False
264,28,True,Devils,2,Blues,3,False,False,True,Lowell,7,Peoria,4,False,False
265,28,True,Sharks,2,Lightning,3,False,False,True,Worcester,4,Norfolk,3,True,False
266,29,True,Coyotes,1,Ducks,6,False,False,True,San Ant.,3,Iowa,4,False,False
267,29,True,Predators,4,Senators,3,True,True,True,Milwaukee,2,Binghamton,8,False,False
268,29,True,Rangers,0,Islanders,3,False,False,True,Hartford,3,Bridgeport,5,False,False
269,29,True,Blackhawks,3,Kings,4,True,True,True,Rockford,3,Manchester,6,False,False
270,30,True,Penguins,2,Flyers,1,True,True,True,WB/Scrant.,3,Philly,5,False,False
271,30,True,Sabres,4,Canadiens,3,False,False,True,Portland,2,Hamilton,6,False,False
272,30,True,Hurricanes,3,Stars,4,False,False,True,Albany,4,Texas,5,False,False
273,30,True,Wild,3,Oilers,4,True,True,True,Houston,1,Springfield,2,False,False
274,30,True,Blue Jackets,6,Devils,3,False,False,True,Syracuse,4,Lowell,2,False,False
275,30,True,Panthers,1,Capitals,2,False,False,True,Rochester,0,Hershey,5,False,False
276,31,True,Red Wings,4,Blue Jackets,1,False,False,True,GrandRapid,5,Syracuse,7,False,False
277,31,True,Flyers,1,Penguins,3,False,False,True,Philly,5,WB/Scrant.,3,False,False
278,31,True,Canucks,2,Flames,3,False,False,True,Manitoba,3,Quad City,5,False,False
279,31,True,Lightning,2,Thrashers,5,False,False,True,Norfolk,5,Chicago,3,False,False
280,31,True,Rangers,2,Wild,6,False,False,True,Hartford,3,Houston,2,True,True
281,31,True,Blues,6,Bruins,4,False,False,True,Peoria,6,Providence,1,False,False
282,31,True,Islanders,3,Predators,1,False,False,True,Bridgeport,4,Milwaukee,5,False,False
283,32,True,Bruins,3,Maple Leafs,0,False,False,True,Providence,4,Toronto,5,False,False
284,32,True,Kings,4,Ducks,2,False,False,True,Manchester,2,Iowa,4,False,False
285,32,True,Red Wings,1,Sharks,4,False,False,True,GrandRapid,6,Worcester,8,False,False
286,32,True,Stars,3,Coyotes,1,False,False,True,Texas,5,San Ant.,3,False,False
287,32,True,Flames,2,Avalanche,3,False,False,True,Quad City,8,Lake Erie,4,False,False
288,32,True,Senators,5,Sabres,2,False,False,True,Binghamton,8,Portland,6,False,False
289,32,True,Predators,4,Blackhawks,2,False,False,True,Milwaukee,6,Rockford,5,False,False
290,32,True,Capitals,1,Panthers,2,False,False,True,Hershey,4,Rochester,5,False,False
291,32,True,Penguins,1,Rangers,5,False,False,True,WB/Scrant.,3,Hartford,6,False,False
292,32,True,Wild,3,Canucks,4,True,False,True,Houston,4,Manitoba,6,False,False
293,32,True,Thrashers,2,Flyers,1,False,False,True,Chicago,5,Philly,2,False,False
294,32,True,Blue Jackets,4,Oilers,2,False,False,True,Syracuse,7,Springfield,5,False,False
295,32,True,Hurricanes,3,Canadiens,2,False,False,True,Albany,5,Hamilton,8,False,False
296,33,True,Blackhawks,4,Blues,2,False,False,True,Rockford,2,Peoria,6,False,False
297,33,True,Predators,4,Red Wings,2,False,False,True,Milwaukee,2,GrandRapid,5,False,False
298,33,True,Coyotes,4,Stars,8,False,False,True,San Ant.,1,Texas,9,False,False
299,33,True,Panthers,3,Hurricanes,2,True,False,True,Rochester,5,Albany,0,False,False
300,33,True,Canadiens,4,Devils,2,False,False,True,Hamilton,4,Lowell,6,False,False
301,33,True,Thrashers,5,Lightning,6,False,False,True,Chicago,3,Norfolk,5,False,False
302,33,True,Sabres,3,Senators,4,False,False,True,Portland,2,Binghamton,9,False,False
303,33,True,Ducks,3,Sharks,2,False,False,True,Iowa,5,Worcester,6,False,False
304,33,True,Rangers,5,Islanders,4,True,True,True,Hartford,6,Bridgeport,5,True,False
