Name,Number,Team,Country,Age,Weight,Height,Contract,Rookie,Protected,Available for Trade,No Apply Rerate,No Trade,Salary,Injury,Number Of Injury,Condition,Suspension,Status,SK,DU,ST,SZ,AG,RB,SC,HS,RT,EX,LD,MO,PO,OV,Pro GP,Pro Minutes Played,Pro W,Pro L,Pro OTL,Pro Shutouts,Pro GA,Pro SA,Pro PIM,Pro A,Pro PenalityShots Shots, Pro PenalityShots Goals,Pro Empty Net Goal,Farm GP,Farm Minutes Played,Farm W,Farm L,Farm OTL,Farm Shutouts,Farm GA,Farm SA,Farm PIM,Farm A,Farm PenalityShots Shots, Farm PenalityShots Goals,Farm Empty Net Goal
Peter Mannino,20,Hurricanes,USA,25,195,72,2,True,False,False,False,False,550000,,1,100,0,0,58,55,72,78,58,58,58,63,58,68,63,31,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Thomas,21,Hurricanes,USA,35,201,71,3,False,False,False,False,False,5250000,,0,100,0,2,93,94,75,76,95,95,95,98,96,82,81,62,80,77,6,275,2,3,0,0,20,150,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Crawford,22,Stars,CAN,25,188,74,4,False,False,False,False,False,900000,,3,100,0,0,70,69,68,82,70,70,70,65,70,65,62,28,55,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,156,0,4,0,0,17,135,0,0,0,0,0
Johan Backlund,23,Islanders,SWE,28,198,74,3,False,False,False,False,False,805000,,0,100,0,0,66,61,68,81,64,65,64,66,67,66,46,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simeon Varlamov,24,Rangers,CAN,21,183,71,2,False,False,False,False,False,850000,,0,100,0,2,84,66,63,76,82,84,84,71,82,56,62,38,47,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Leighton,25,Sharks,CAN,28,186,75,2,False,False,False,False,False,800000,,1,100,0,0,71,46,66,84,71,71,71,40,71,68,64,55,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,14,773,8,4,0,0,48,444,2,1,0,0,0
Peter Budaj,27,Ducks,SVK,26,200,73,2,False,False,False,False,False,1500000,,0,100,0,2,81,87,75,80,82,82,81,85,83,69,68,73,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Curry,28,Blackhawks,USA,25,185,71,2,False,False,False,False,False,775000,,0,100,0,0,69,70,65,76,69,69,69,71,69,52,52,20,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Raycroft,29,Red Wings,CAN,29,185,72,1,False,False,False,False,False,2300500,,0,100,0,2,71,72,65,78,71,71,71,77,71,70,74,38,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Munce,30,Kings,CAN,24,185,74,1,False,False,False,False,False,1100000,,0,100,0,0,53,51,65,82,53,53,53,56,53,63,64,60,42,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Dekanich,31,Avalanche,CAN,23,192,72,1,False,False,False,False,False,850000,,5,100,0,0,66,63,71,78,66,66,66,65,66,32,32,27,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,6,280,2,4,0,0,22,154,0,0,0,0,0
Patrick Lalime,32,Rangers,CAN,35,189,75,2,False,False,False,False,False,2300000,,0,100,0,1,73,70,69,84,73,73,73,78,73,76,75,30,76,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Smith,33,Senators,CAN,27,218,76,1,False,False,False,False,False,1950000,,0,100,0,2,90,96,84,86,91,90,90,88,91,66,69,36,66,73,11,620,5,3,2,0,30,272,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Backstrom,34,Stars,FIN,31,189,73,1,False,False,False,False,False,3800000,,0,100,0,2,94,95,69,80,94,95,94,97,94,71,76,36,69,75,5,281,1,3,1,0,15,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Pogge,36,Blue Jackets,CAN,23,204,75,2,True,False,False,False,False,850000,,1,100,0,2,77,72,74,82,77,77,77,77,77,47,47,80,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Schneider,37,Ducks,USA,23,195,74,2,True,False,False,False,False,850000,,0,99,0,0,67,58,72,82,67,67,67,72,67,47,47,75,70,56,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1192,15,3,1,2,65,595,0,1,0,0,0
Curtis Sanford,38,Maple Leafs,CAN,30,187,70,2,False,False,False,False,False,863155,,0,100,0,2,68,60,67,74,68,68,68,78,68,70,67,70,15,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Legace,39,Flyers,CAN,36,200,70,3,False,False,False,False,True,4250000,,0,100,0,0,80,64,75,74,82,84,82,84,80,88,87,49,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu Garon,40,Canadiens,CAN,31,192,74,2,False,False,False,False,False,2300000,,0,100,0,2,78,64,71,82,77,82,82,81,80,76,78,32,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Danis,41,Penguins,CAN,28,181,72,1,False,False,False,False,False,600000,,1,100,0,2,76,72,61,78,76,76,76,87,76,65,69,87,67,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marek Schwarz,42,Coyotes,CZE,23,180,72,2,True,False,False,False,False,750000,,1,100,0,0,64,57,60,78,64,64,64,57,64,67,59,37,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Luongo,44,Panthers,CAN,31,205,75,1,False,False,False,False,False,4526400,,0,100,0,2,97,97,77,84,94,96,96,97,97,79,79,70,74,78,5,299,1,4,0,0,18,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Andersson,45,Red Wings,USA,28,180,74,1,False,False,False,False,False,800000,,0,100,0,2,91,83,67,82,92,91,91,93,93,60,60,61,74,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johan Hedberg,46,Sharks,SWE,36,190,72,1,False,False,False,False,False,850000,,0,100,0,2,77,72,70,78,78,80,81,76,79,84,73,99,1,66,3,63,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus Kotyk,47,Sharks,CAN,29,180,71,2,False,False,False,False,False,475000,,1,100,0,0,55,79,55,55,55,55,55,55,55,30,30,72,50,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,1,1,0,0,7,38,0,0,0,0,0
Tobias Stephan,48,Stars,CHE,25,180,74,2,True,False,False,False,False,550000,,0,100,0,0,66,59,60,82,66,66,66,63,66,68,63,34,68,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,0,0,0,6,69,0,0,0,0,0
Antti Niemi,49,Blackhawks,FIN,26,204,74,3,True,False,False,False,False,750000,,0,100,0,0,86,80,77,82,84,87,87,84,85,47,47,46,41,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Sébastien Giguère,50,Flames,CAN,32,201,73,4,False,False,False,False,False,7600000,,0,100,0,2,84,77,75,80,82,86,85,89,87,80,79,30,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carey Price,51,Wild,CAN,22,219,75,1,False,False,False,False,False,850000,,0,100,0,2,88,87,84,84,86,86,87,86,88,66,70,36,80,71,4,109,0,1,0,0,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristobal Huet,52,Blues,FRA,34,205,73,2,False,False,False,False,False,5500000,,1,100,0,2,85,78,77,80,83,87,87,90,87,81,75,36,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaroslav Halak,53,Canadiens,SVK,24,182,71,1,False,False,False,False,False,750000,,0,100,0,2,88,80,72,68,89,90,90,91,92,68,59,27,51,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Conklin,54,Blackhawks,USA,33,184,72,2,False,False,False,False,True,3350000,,0,100,0,2,88,77,64,78,82,87,88,89,87,75,73,26,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Osgood,55,Canucks,CAN,37,178,70,2,False,False,False,False,False,1600000,,0,100,0,2,85,80,58,74,79,88,85,83,86,88,83,60,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Finley,56,Predators,CAN,28,205,75,2,False,False,False,False,False,500000,,2,100,0,0,62,72,68,68,65,69,73,62,68,47,47,24,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vesa Toskala,57,Predators,FIN,31,195,70,4,False,False,False,False,False,4750000,,0,100,0,2,85,92,72,74,87,83,85,85,87,81,77,29,82,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Weekes,58,Devils,CAN,34,215,74,1,False,False,False,False,False,1150000,,0,100,0,2,78,63,82,82,78,78,78,78,78,73,70,30,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Clemmensen,59,Blackhawks,USA,32,205,75,2,False,False,False,False,False,1500000,,0,100,0,0,84,74,77,84,79,84,85,82,83,69,72,21,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Brodeur,60,Devils,CAN,37,215,74,4,False,False,False,False,True,7000000,,0,100,0,2,91,97,82,82,92,95,92,92,92,97,99,30,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Vokoun,61,Lightning,CZE,32,195,72,5,False,False,False,False,False,7000000,,0,100,0,2,91,88,72,78,90,90,90,99,92,80,80,48,80,75,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Leclaire,62,Kings,CAN,27,200,74,3,False,False,False,False,False,2000000,,0,100,0,2,81,87,75,82,80,82,82,77,82,68,71,81,69,67,1,7,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Kerserich,64,Wild,USA,23,200,74,2,True,False,False,False,False,500000,,2,100,0,0,55,75,55,55,55,55,55,55,55,27,27,34,50,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Valiquette,66,Blue Jackets,CAN,32,210,78,3,False,False,False,False,False,650000,,0,100,0,0,75,63,80,90,74,82,82,77,78,74,73,69,74,66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,359,2,4,0,0,24,212,0,0,0,0,0
Josh Tordjman,67,Oilers,CAN,25,155,73,1,False,False,False,False,False,976000,,0,100,0,0,67,70,35,80,67,67,67,68,67,47,47,70,40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,1,0,0,4,33,0,0,0,0,0
Alex Auld,68,Senators,CAN,28,223,76,1,False,False,False,False,False,1600000,,0,100,0,2,85,79,86,86,84,87,86,85,86,72,70,57,40,70,2,54,0,1,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Elliott,69,Flames,CAN,24,202,74,1,True,False,False,False,False,800000,,0,100,0,2,81,71,76,82,80,82,82,80,81,47,47,44,45,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Harding,70,Stars,CAN,25,197,73,3,False,False,False,False,False,2500000,,0,100,0,2,79,52,73,80,79,84,84,87,83,68,69,57,60,67,1,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dany Sabourin,71,Oilers,CAN,29,200,76,1,False,False,False,False,False,700000,,1,100,0,0,63,57,75,86,63,63,63,74,63,71,70,78,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,6,360,4,2,0,0,20,280,0,2,0,0,0
Chris Mason,72,Thrashers,CAN,33,195,72,3,False,False,False,False,False,3000000,,1,100,0,2,89,87,72,78,89,89,89,94,89,74,74,78,1,72,20,1203,10,10,0,0,66,609,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Théodore,73,Rangers,CAN,33,182,71,1,False,False,False,False,False,2000000,,0,100,0,2,86,88,62,76,84,85,85,89,87,78,84,30,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Fernandez,74,Blackhawks,CAN,35,207,72,1,False,False,False,False,False,1500000,,0,100,0,2,84,74,78,78,82,85,85,83,85,82,80,22,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Boucher,75,Bruins,USA,32,200,74,2,False,False,False,False,False,2225000,,0,100,0,2,82,67,75,82,81,84,85,83,85,78,71,30,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey MacDonald,76,Oilers,CAN,29,197,72,2,False,False,False,False,False,1250000,,0,100,0,2,83,86,73,78,82,84,84,84,84,68,63,73,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Ward,78,Penguins,CAN,25,200,73,4,False,False,False,False,False,6000000,,0,100,0,2,90,94,75,80,91,91,91,94,92,68,83,94,60,74,7,419,3,4,0,0,25,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Sauer,79,Blues,USA,21,180,74,1,False,False,False,False,False,500000,,0,100,0,0,47,66,55,55,51,65,70,49,61,27,27,56,99,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,1,0,0,3,42,0,0,0,0,0
Rick Dipietro,80,Bruins,USA,27,210,73,2,False,False,False,False,False,5000000,,0,100,0,2,89,91,80,80,85,84,88,79,86,74,76,1,75,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antero Niittymaki,81,Blues,FIN,29,195,73,3,False,False,False,False,False,2200000,,0,100,0,2,83,73,72,80,83,83,83,87,83,76,71,21,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilja Bryzgalov,82,Oilers,RUS,29,199,75,3,False,False,False,False,False,4000000,,0,100,0,2,92,91,75,84,91,93,93,94,93,73,73,97,40,74,11,668,7,2,2,2,28,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Climie,83,Sabres,CAN,27,185,75,2,True,False,False,False,False,875000,,0,100,0,0,60,50,65,84,60,60,60,57,60,47,47,69,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,14,837,10,4,0,0,43,433,0,1,0,0,0
Evgeni Nabokov,84,Flyers,KAZ,34,200,72,3,False,False,False,False,False,6150000,,0,100,0,2,93,94,75,78,92,94,92,93,92,95,79,99,1,76,20,1180,16,3,1,1,50,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen York,85,Thrashers,CAN,20,185,76,2,True,False,False,False,False,863155,,1,100,0,0,70,65,70,80,70,70,70,70,70,27,27,46,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Howard,86,Lightning,USA,25,205,72,2,True,False,True,False,False,800000,,0,100,0,2,87,80,80,77,87,89,88,90,89,88,80,42,41,73,7,417,3,4,0,0,20,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Garnett,87,Lightning,CAN,27,205,73,3,False,False,False,False,False,550000,,1,100,0,0,47,66,65,65,56,66,70,49,62,48,48,74,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1187,13,7,0,1,73,571,2,2,0,0,0
Curtis Joseph,88,Maple Leafs,CAN,42,193,71,1,False,False,False,False,False,550000,,0,100,0,0,63,63,71,76,63,63,63,67,63,94,81,28,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pekka Rinne,89,Coyotes,FIN,26,206,77,2,False,False,False,False,False,500000,,0,100,0,2,88,83,78,88,88,88,88,89,91,65,69,41,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Berkhoel,90, ,USA,28,185,71,1,False,False,False,False,False,600000,,0,100,0,0,61,63,65,76,61,61,61,61,61,68,71,50,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc-André Fleury,92,Maple Leafs,CAN,25,180,74,2,False,False,False,False,False,3850000,,0,100,0,2,91,96,60,82,90,91,91,94,92,71,69,44,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Lundqvist,93,Blue Jackets,SWE,27,195,73,3,False,False,False,False,False,7800000,,0,100,0,2,93,96,72,80,92,95,94,95,93,79,76,60,30,75,14,845,7,6,1,0,38,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Denis,94,Penguins,CAN,32,190,75,1,False,False,False,False,False,750000,,4,100,0,0,68,67,70,84,68,68,68,73,68,78,73,43,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,10,591,4,3,2,0,45,420,0,1,0,0,0
Jonas Hiller,95,Islanders,CHE,27,193,74,1,False,False,False,False,False,500000,,0,100,0,2,87,79,71,82,85,88,86,85,88,66,63,34,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason LaBarbera,97,Capitals,CAN,29,225,75,2,False,False,False,False,False,1000000,,0,100,0,2,74,69,87,84,74,74,74,79,74,72,78,72,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Courchaine,98, ,CAN,20,185,75,1,False,False,False,False,False,600000,,0,100,0,0,53,50,65,84,53,53,53,56,53,56,61,50,60,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marty Turco,99,Capitals,CAN,34,185,71,1,False,False,False,False,True,6250000,,0,100,0,2,91,95,65,76,89,89,88,89,89,76,86,30,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Dennis,100, ,CAN,24,190,72,1,False,False,False,False,False,600000,,0,100,0,0,54,57,70,78,54,54,54,57,54,62,66,50,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Munro,101, ,CAN,27,199,73,1,False,False,False,False,False,600000,,0,100,0,0,62,62,74,80,62,62,62,60,62,70,68,50,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Montoya,102,Islanders,USA,24,193,73,3,True,False,False,False,False,700000,,1,100,0,0,69,66,71,80,69,69,69,60,69,64,68,50,70,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Brust,103, ,CAN,26,216,74,1,True,False,False,False,False,600000,,0,100,0,0,60,62,83,82,60,60,60,61,60,70,63,50,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Goepfert,104, ,USA,26,170,70,1,True,False,False,False,False,600000,,0,100,0,0,54,51,50,74,54,54,54,57,54,65,66,50,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Krahn,105, ,CAN,27,220,77,1,False,False,False,False,False,600000,,0,100,0,0,61,57,85,88,61,61,61,55,61,68,69,50,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedrick Desjardins,106, ,CAN,24,183,72,1,False,False,False,False,False,600000,,0,100,0,0,63,65,63,78,63,63,63,65,63,70,61,50,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Beckford-Tseu,107, ,CAN,25,201,74,1,False,False,False,False,False,600000,,0,100,0,0,53,60,75,82,53,53,53,55,53,67,64,50,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Holt,108, ,CAN,24,221,75,1,False,False,False,False,False,600000,,0,100,0,0,69,60,85,84,69,69,69,64,69,64,64,50,45,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Kowalski,109, ,USA,28,190,68,1,False,False,False,False,False,600000,,0,100,0,0,55,56,70,70,55,55,55,59,55,67,72,50,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan LaCosta,110,Senators,CAN,23,186,73,3,True,False,False,False,False,600000,,5,100,0,0,63,67,66,80,63,63,63,65,63,61,60,72,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,184,0,2,1,0,18,130,0,0,0,0,0
