Name,Number,Team,Country,Age,Weight,Height,Position,Contract,Rookie,Protected,Available for Trade,No Apply Rerate,No Trade,Salary,Injury,Number Of Injury,Condition,Suspension,Status,CK,FG,DI,SK,ST,DU,PH,FO,PA,SC,DF,EX,LD,MO,PO,OV,Pro GP,Pro Shots,Pro G,Pro A,Pro Point,Pro PlusMinus,Pro Pim,Pro Shots Block,Pro Hits,Pro Hit Took,Pro PP,Pro SH,Pro GW,Pro GT,Pro Face Off Won,Pro Face Off Total,Pro Penalty Shots Score,Pro Penalty ShotsTotal,Pro Empty Net Goal,Pro Minutes Played,Pro Hat Trick,Farm GP,Farm Shots,Farm G,Farm A,Farm Point,Farm PlusMinus,Farm Pim,Farm Shots Block,Farm Hits, Farm Hit Took,Farm PP,Farm SH,Farm GW,Farm GT,Farm Face Off Won,Farm Face Off Total,Farm Penalty Shots Score,Farm Penalty ShotsTotal,Farm Empty Net Goal,Farm Minutes Played,Farm Hat Trick,Game in Row with a Goal,Game in Row with a Point,Game in Row without a Goal,Game in Row without a Point
Gilbert Brule,11,Thrashers,CAN,22,189,70,1,3,False,False,False,False,False,900000,,0,100,0,2,86,45,82,78,67,85,70,55,70,70,59,63,64,75,43,66,20,28,3,4,7,-10,20,6,44,18,1,0,1,0,148,410,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
Nate Thompson,12,Flames,USA,25,207,72,1,2,True,False,False,False,False,850000,,0,100,0,0,89,71,61,72,78,69,60,75,61,61,73,54,57,30,55,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Bernier,13,Devils,CAN,24,225,74,3,4,False,False,False,False,False,2000000,,0,100,0,2,87,46,78,78,87,80,72,41,70,69,62,69,65,32,45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niclas Wallin,14,Stars,SWE,35,220,75,4,2,False,False,False,False,False,1500000,,0,100,0,2,90,40,76,66,85,74,61,40,65,61,76,77,67,70,55,68,5,3,0,0,0,-3,10,5,13,1,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Alex Pietrangelo,15,Blue Jackets,CAN,19,206,75,4,2,True,False,False,False,False,850000,,0,100,0,0,54,40,84,76,78,76,65,40,65,59,56,44,46,69,95,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,1,5,6,-3,2,9,6,10,1,0,0,0,0,0,0,0,0,118,0,0,3,2,0
Dan Fritsche,16,Ducks,USA,24,204,73,1,3,False,False,False,False,False,1100000,,0,100,0,0,71,42,79,69,77,75,66,61,66,65,60,64,63,96,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,12,12,24,1,2,3,11,52,7,0,3,1,244,445,0,0,0,387,0,0,0,2,2
Darren McCarty,17,Panthers,CAN,37,210,73,3,3,False,False,False,False,False,600000,,3,100,0,0,53,70,40,65,80,61,60,41,58,62,50,88,88,42,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,1,6,7,1,0,2,0,8,1,0,1,0,4,7,0,0,0,61,0,0,0,2,1
Trevor Daley,18,Thrashers,CAN,25,207,71,4,1,False,False,False,False,False,1250000,,0,100,0,2,54,44,74,71,78,84,74,40,75,69,80,71,61,99,50,69,20,22,1,7,8,5,10,33,15,13,1,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
Dion Phaneuf,19,Ducks,CAN,24,214,75,4,4,False,False,False,False,False,6750000,,0,100,0,2,90,60,73,85,82,97,84,40,83,73,78,70,81,62,70,78,7,10,0,1,1,-4,14,5,12,11,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
Brooks Laich,20,Rangers,CAN,26,210,74,1,4,False,False,False,False,False,2200000,,0,100,0,2,74,43,82,80,80,87,75,74,75,74,74,67,62,35,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Moss,21,Red Wings,USA,28,200,75,2,2,False,False,False,False,False,1400000,,0,100,0,2,74,40,79,75,75,79,72,43,71,71,62,63,60,57,35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Getzlaf,22,Ducks,CAN,23,221,76,1,3,False,False,False,False,False,5000000,,0,100,0,2,84,48,63,89,85,91,92,78,93,81,68,72,66,75,35,78,7,22,1,5,6,-2,12,1,20,14,0,0,0,0,78,145,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Paul Stastny,23,Islanders,CAN,23,205,72,1,4,False,False,False,False,False,6250000,,0,100,0,2,55,40,84,88,77,91,82,83,83,74,72,60,62,69,45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milan Jurcina,24,Canucks,SVK,25,233,76,4,1,False,False,False,False,False,850000,,0,100,0,1,90,40,72,66,91,78,60,40,65,61,72,74,62,48,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randy Jones,25,Capitals,CAN,27,200,74,4,2,False,False,False,False,False,1500000,,0,100,0,2,55,41,80,79,75,85,60,40,62,62,79,63,64,72,80,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mika Pyorala,26,Coyotes,FIN,28,190,72,1,2,False,False,False,False,False,1050000,,1,100,0,0,61,40,79,70,61,75,65,67,63,60,60,56,58,55,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Helm,27,Oilers,CAN,22,172,71,2,2,True,False,False,False,False,630000,,0,100,0,2,88,40,85,80,59,85,67,84,67,67,77,62,63,99,78,67,11,17,5,4,9,5,4,9,15,19,0,0,1,0,12,20,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Patrick Kaleta,28,Sabres,USA,22,195,71,3,2,False,False,False,False,False,625000,,0,100,0,2,96,70,43,68,72,66,64,41,64,63,63,61,57,99,45,62,14,7,1,0,1,1,13,3,22,3,0,0,0,0,2,4,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Alexandre Picard,29,Blues,CAN,24,210,74,2,3,False,False,False,False,False,825000,,0,100,0,2,71,57,86,66,80,76,68,40,70,68,58,64,64,42,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Sopel,30,Blackhawks,CAN,32,211,73,4,1,False,False,False,False,False,3100000,,0,100,0,2,58,40,77,63,80,68,60,40,62,62,73,78,77,30,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Hillen,31,Ducks,USA,24,200,71,4,2,True,False,False,False,False,850000,,0,100,0,0,59,40,81,65,75,76,60,40,65,61,57,57,57,96,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,5,8,13,-1,6,12,9,10,4,0,1,0,0,0,0,0,0,409,0,0,0,1,1
Keith Yandle,32,Lightning,USA,23,195,74,4,2,False,False,False,False,False,1300000,,0,100,0,2,59,42,78,80,72,76,78,40,78,69,56,57,62,75,60,66,7,7,1,1,2,-1,4,7,5,4,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Andrew Ladd,33,Canucks,CAN,24,198,74,2,1,False,False,False,False,False,1500000,,0,100,0,2,79,42,77,79,74,81,80,42,79,71,70,63,65,69,60,70,4,5,0,0,0,-3,0,3,10,5,0,0,0,0,2,6,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Eric Fehr,34,Ducks,CAN,24,212,76,3,2,False,False,False,False,False,900000,,0,100,0,0,54,40,77,70,81,75,68,40,68,68,63,65,62,96,35,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67,9,10,19,1,0,8,2,37,4,0,1,0,71,167,0,0,0,407,0,0,4,2,0
Mike Green,35,Rangers,CAN,23,208,74,4,4,False,False,False,False,False,5750000,,0,100,0,2,76,40,77,90,79,91,89,40,90,84,77,67,65,40,70,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Lee,36,Blackhawks,USA,22,202,74,4,2,True,False,False,False,False,850000,,0,100,0,0,72,43,77,67,76,82,67,40,70,63,70,61,57,34,80,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Fraser,37,Panthers,CAN,24,188,73,1,2,True,False,False,False,False,500000,,0,100,0,2,59,70,70,71,68,76,64,72,65,63,75,66,64,77,55,64,5,0,0,1,1,-4,15,0,2,4,0,0,0,0,27,68,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
Dany Heatley,38,Thrashers,DEU,28,221,76,3,4,False,False,False,False,False,8500000,,0,100,0,2,71,40,72,85,85,93,86,42,81,88,64,79,94,99,85,77,20,44,10,10,20,5,4,0,2,19,7,0,1,0,14,39,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Henrik Zetterberg,39,Thrashers,SWE,29,195,71,1,4,False,False,False,False,False,7750000,,0,100,0,2,60,40,80,90,72,88,89,87,86,85,76,81,82,99,65,78,20,58,9,19,28,7,0,5,0,46,2,1,1,0,316,580,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
Jared Ross,40,Blues,USA,27,165,69,1,2,True,False,False,False,False,750000,,1,100,0,0,53,40,75,67,45,70,60,51,64,64,58,60,57,67,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,4,2,6,2,0,7,0,26,2,0,0,1,56,123,0,0,0,93,0,3,3,0,0
Ilya Kovalchuk,41,Maple Leafs,RUS,26,230,73,2,1,False,False,False,False,False,7800000,,0,100,0,2,57,45,81,93,90,94,92,42,89,92,56,74,86,77,45,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Gionta,42,Stars,USA,30,175,67,3,2,False,False,False,False,False,4000000,,0,100,0,2,57,40,81,88,55,84,82,49,81,74,65,77,80,68,35,71,5,13,2,0,2,-2,2,1,4,6,1,0,0,0,1,6,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Dave Bolland,43,Sharks,CAN,23,181,72,1,2,False,False,False,False,False,750000,,0,100,0,2,64,40,76,84,61,83,80,73,75,72,77,66,68,99,45,70,20,15,2,3,5,-2,0,7,7,26,0,0,0,0,130,259,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Matt Gilroy,44,Avalanche,USA,25,205,74,4,3,False,False,False,False,False,2995000,,0,100,0,2,68,43,82,78,75,86,67,40,66,68,72,45,50,33,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Pahlsson,45,Maple Leafs,SWE,31,204,72,1,3,False,False,False,False,False,2650000,,0,100,0,2,88,40,79,77,77,83,62,88,65,64,77,84,79,77,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Cooke,46,Flames,CAN,32,205,71,2,2,False,False,False,False,False,1750000,,0,100,0,2,99,44,57,79,77,79,72,42,71,69,73,76,65,55,45,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evander Kane,47,Coyotes,CAN,18,176,73,1,3,True,False,False,False,False,900000,,0,100,0,0,69,45,74,68,75,76,63,62,64,63,60,45,45,67,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Parker,48,Canadiens,USA,31,240,77,2,1,False,False,False,False,False,500000,,0,100,0,1,59,82,34,45,95,56,48,25,50,45,51,72,71,30,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenden Morrow,49,Thrashers,CAN,30,205,71,2,2,False,False,False,False,False,3000000,,0,100,0,2,97,52,49,88,77,93,82,42,82,76,66,82,83,98,50,75,20,39,5,8,13,6,52,2,69,8,2,0,1,0,6,25,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
David Jones,50,Avalanche,CAN,24,210,74,3,2,False,False,False,False,False,725000,,1,100,0,1,77,40,80,70,80,76,65,41,65,66,66,62,59,40,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Boynton,51,Devils,CAN,30,225,77,4,2,False,False,False,False,False,2800000,,0,100,0,2,61,64,61,71,87,74,70,40,72,67,76,77,78,31,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Strudwick,52,Senators,CAN,34,225,76,2,2,False,False,False,False,False,800000,,0,100,0,2,71,71,67,62,87,70,60,40,64,61,63,77,68,79,5,62,11,4,0,0,0,-2,7,2,6,0,0,0,0,0,4,6,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
Derek MacKenzie,53,Thrashers,CAN,28,180,71,1,2,False,False,False,False,False,863155,,0,100,0,0,67,40,85,75,60,75,63,49,63,62,56,70,63,30,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Jancevski,54,Penguins,CAN,27,212,75,4,1,False,False,False,False,False,500000,,0,100,0,0,72,44,69,56,81,68,55,40,59,50,63,71,64,70,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,3,2,20,24,31,2,0,0,0,0,0,1,0,0,0,163,0,0,0,10,6
Benn Ferriero,55,Coyotes,USA,22,191,70,3,3,True,False,False,False,False,725000,,0,100,0,0,56,45,76,72,61,71,63,66,61,60,58,45,45,58,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Bozak,56,Islanders,CAN,23,180,73,1,4,True,False,False,False,False,1850000,,0,100,0,0,60,40,80,60,69,64,57,51,60,56,56,45,45,46,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Jesse Boulerice,57,Flyers,USA,31,215,74,2,2,False,False,False,False,False,550000,,1,100,0,0,50,69,79,63,82,62,60,40,58,59,54,71,65,45,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean McAmmond,58,Thrashers,CAN,36,193,71,2,2,False,False,False,False,False,1375000,,0,100,0,2,56,40,76,72,71,73,62,67,65,63,74,83,72,99,50,65,20,18,0,2,2,-3,0,2,1,10,0,0,0,0,9,16,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6
Colin White,59,Canadiens,CAN,32,220,76,4,3,False,False,False,False,False,4500000,,0,100,0,2,86,40,76,71,85,77,68,40,72,62,83,78,70,69,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrice Bergeron,60,Blues,CAN,23,194,74,1,1,False,False,False,False,False,1955000,,0,100,0,2,65,40,84,84,72,85,77,92,79,71,78,66,74,71,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Setoguchi,61,Ducks,CAN,22,200,72,3,2,False,False,False,False,False,850000,,0,100,0,2,79,42,83,84,75,85,81,42,79,81,65,62,57,75,50,71,7,19,2,2,4,0,0,1,4,11,0,0,1,1,2,6,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Rob Blake,62,Maple Leafs,CAN,39,225,76,4,1,False,False,False,False,False,6000000,,0,100,0,2,67,44,63,73,87,81,86,40,85,74,82,95,99,85,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Fistric,63,Ducks,CAN,22,232,74,4,2,False,False,False,False,False,650000,FracturedBoneinLeftHandinjury,2,84,0,0,82,40,80,50,91,72,53,40,55,51,72,65,59,85,70,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,5,4,9,0,12,22,41,15,3,0,0,2,0,0,0,0,0,369,0,0,0,9,1
Tyler Arnason,64,Avalanche,USA,30,204,71,1,1,False,False,False,False,False,865000,,0,100,0,0,50,40,80,73,77,81,62,72,66,63,61,68,70,39,55,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,3,3,0,0,2,0,22,0,0,0,0,128,195,0,0,0,107,0,0,0,6,1
Nicklas Grossman,65,Maple Leafs,SWE,23,206,75,4,2,False,False,False,False,False,800000,,0,100,0,2,92,42,76,67,78,80,60,40,65,61,73,65,58,78,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Boyle,66,Avalanche,USA,24,252,79,1,2,True,False,False,False,False,750000,,1,100,0,0,93,52,53,70,99,75,60,67,61,64,53,60,61,59,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik Cole,67,Thrashers,USA,31,205,74,3,5,False,False,False,False,False,4150000,,0,100,0,2,92,43,71,84,77,87,72,43,72,70,71,72,71,99,50,70,20,7,3,0,3,-4,6,2,6,11,1,0,1,0,3,17,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Doug Weight,68,Kings,USA,38,196,71,2,1,False,False,False,False,False,2250000,,0,100,0,2,59,51,68,85,73,83,80,72,81,71,58,94,77,77,55,72,17,39,1,6,7,-3,4,0,8,19,1,0,1,0,73,152,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
Douglas Murray,69,Canadiens,SWE,29,240,75,4,3,False,False,False,False,False,1750000,,0,100,0,2,93,60,79,66,95,72,60,40,64,59,80,64,77,71,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Witt,70,Sabres,CAN,34,223,74,4,2,False,False,False,False,True,1600000,,0,100,0,2,91,53,64,75,86,81,60,40,65,59,78,81,83,99,15,71,14,7,1,7,8,5,17,15,29,5,0,0,1,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
Mathieu Dandenault,71,Predators,CAN,33,208,72,4,2,False,False,False,False,False,1500000,,0,100,0,2,71,46,76,76,79,76,63,41,66,64,72,82,75,33,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michal Handzus,72,Ducks,SVK,32,218,76,1,1,False,False,False,False,False,4299000,,0,100,0,2,67,41,81,78,84,90,70,83,71,69,76,83,70,64,60,71,7,17,1,2,3,1,4,1,0,9,0,0,0,0,79,144,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Aaron Ward,73,Devils,CAN,36,209,74,4,2,False,False,False,False,False,3250000,,0,100,0,2,93,40,75,69,79,71,62,40,65,63,83,82,77,37,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
