Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,ShootOut,Farm Play,Farm Visitor Team,Farm Visitor Score,Farm Home Team,Farm Home Score,Farm Overtime,Farm ShootOut
59,16,True,Oilers,4,Sharks,2,False,False,True,Manitoba,2,Iowa,3,False,False
60,16,True,Kings,3,Blue Jackets,5,False,False,True,Worcester,8,Springfield,5,False,False
61,17,True,Thrashers,4,Sabres,3,False,False,True,WB/Scrant.,4,Portland,5,True,False
62,17,True,Senators,1,Flyers,4,False,False,True,Hartford,3,Norfolk,7,False,False
63,18,True,Oilers,3,Sharks,6,False,False,True,Manitoba,3,Iowa,9,False,False
64,18,True,Kings,1,Blue Jackets,0,False,False,True,Worcester,6,Springfield,1,False,False
65,19,True,Sabres,6,Thrashers,7,False,False,True,Portland,5,WB/Scrant.,2,False,False
66,19,True,Flyers,5,Senators,4,True,False,True,Norfolk,8,Hartford,6,False,False
67,20,True,Sharks,3,Oilers,2,True,False,True,Iowa,3,Manitoba,4,False,False
68,20,True,Blue Jackets,1,Kings,2,False,False,True,Springfield,1,Worcester,5,False,False
69,21,True,Sabres,4,Thrashers,2,False,False,True,Portland,4,WB/Scrant.,1,False,False
70,21,True,Flyers,3,Senators,0,False,False,True,Norfolk,10,Hartford,7,False,False
71,22,True,Sharks,7,Oilers,6,True,False,True,Iowa,3,Manitoba,4,False,False
72,22,True,Blue Jackets,3,Kings,2,False,False,True,Springfield,2,Worcester,4,False,False
73,23,True,Thrashers,0,Sabres,3,False,False
74,23,True,Senators,3,Flyers,6,False,False,True,Hartford,4,Norfolk,7,False,False
75,24,True,Oilers,6,Sharks,0,False,False,True,Manitoba,0,Iowa,3,False,False
76,24,True,Kings,2,Blue Jackets,1,False,False
77,25,True,Sabres,6,Thrashers,1,False,False
79,26,True,Sharks,2,Oilers,4,False,False,True,Iowa,5,Manitoba,4,False,False
80,26,True,Blue Jackets,2,Kings,1,False,False
81,27,True,Thrashers,5,Sabres,4,False,False
83,28,True,Oilers,0,Sharks,3,False,False
84,28,True,Kings,3,Blue Jackets,2,False,False
85,29,True,Thrashers,4,Flyers,3,False,False,True,Norfolk,9,Portland,1,False,False
86,30,True,Kings,1,Sharks,6,False,False,True,Worcester,5,Iowa,8,False,False
87,31,True,Thrashers,2,Flyers,3,False,False,True,Norfolk,1,Portland,3,False,False
88,32,True,Kings,1,Sharks,4,False,False,True,Worcester,1,Iowa,4,False,False
89,33,True,Flyers,3,Thrashers,2,False,False,True,Portland,1,Norfolk,6,False,False
90,34,True,Sharks,2,Kings,6,False,False,True,Iowa,6,Worcester,0,False,False
91,35,True,Flyers,5,Thrashers,1,False,False,True,Portland,3,Norfolk,5,False,False
92,36,True,Sharks,4,Kings,1,False,False,True,Iowa,3,Worcester,4,True,False
93,37,True,Thrashers,3,Flyers,2,True,False,True,Norfolk,3,Portland,6,False,False
94,38,True,Kings,2,Sharks,3,False,False,True,Worcester,3,Iowa,5,False,False
95,39,True,Flyers,2,Thrashers,1,False,False,True,Portland,3,Norfolk,6,False,False
99,43,True,Flyers,4,Sharks,2,False,False,True,Norfolk,4,Iowa,6,False,False
100,44,True,Flyers,5,Sharks,4,False,False,True,Norfolk,6,Iowa,5,False,False
101,45,True,Sharks,2,Flyers,4,False,False,True,Iowa,3,Norfolk,5,False,False
102,46,True,Sharks,4,Flyers,6,False,False,True,Iowa,7,Norfolk,5,False,False
