Number,Transaction
20018,[2009-09-07 12:38] - Eric Perrin retired from Blues                                                                             
20019,[2009-09-07 12:38] - Eric Perrin was erased.                                                                                    
20020,[2009-09-07 12:39] - Jason Smith retired from Oilers                                                                            
20021,[2009-09-07 12:39] - Jason Smith was erased.                                                                                    
20022,[2009-09-07 12:40] - Philippe Boucher retired from Maple Leafs                                                                  
20023,[2009-09-07 12:40] - Philippe Boucher was erased.                                                                               
20024,[2009-09-07 12:41] - Mark Smith retired from Blue Jackets                                                                       
20025,[2009-09-07 12:41] - Mark Smith was erased.                                                                                     
20026,[2009-09-07 12:41] - Curtis Brown retired from Blue Jackets                                                                     
20027,[2009-09-07 12:41] - Curtis Brown was erased.                                                                                   
20028,[2009-09-07 12:42] - Rhett Warrener retired from Blue Jackets                                                                   
20029,[2009-09-07 12:42] - Rhett Warrener was erased.                                                                                 
20030,[2009-09-07 12:42] - Jeremy Reich retired from Red Wings                                                                        
20031,[2009-09-07 12:42] - Jeremy Reich was erased.                                                                                   
20032,[2009-09-07 12:42] - Wyatt Smith retired from Red Wings                                                                         
20033,[2009-09-07 12:42] - Wyatt Smith was erased.                                                                                    
20034,[2009-09-07 12:43] - Rod Pelley retired from Red Wings                                                                          
20035,[2009-09-07 12:43] - Rod Pelley was erased.                                                                                     
20036,[2009-09-07 12:43] - Drew Larman retired from Penguins                                                                          
20037,[2009-09-07 12:43] - Drew Larman was erased.                                                                                    
20038,[2009-09-07 12:43] - Matt Jones retired from Penguins                                                                           
20039,[2009-09-07 12:43] - Matt Jones was erased.                                                                                     
20040,[2009-09-07 12:43] - Mathieu Roy retired from Blues                                                                             
20041,[2009-09-07 12:43] - Mathieu Roy was erased.                                                                                    
20042,[2009-09-07 12:45] - Blue Jackets is under the minimum salary cap by $6-125-000.00!                                             
20043,[2009-09-07 12:45] - Blues is over the salary cap by $2-920-000.00!                                                             
20044,[2009-09-07 12:45] - Bruins is under the minimum salary cap by $3-940-000.00!                                                   
20045,[2009-09-07 12:45] - Canucks is under the minimum salary cap by $850-000.00!                                                    
20046,[2009-09-07 12:45] - Coyotes is under the minimum salary cap by $4-399-000.00!                                                  
20047,[2009-09-07 12:45] - Flames is over the salary cap by $1-350-000.00!                                                            
20048,[2009-09-07 12:45] - Oilers is over the salary cap by $2-768-000.00!                                                            
20049,[2009-09-07 12:45] - Predators is under the minimum salary cap by $7-550-000.00!                                                
20050,[2009-09-07 12:45] - Sabres is over the salary cap by $450-000.00!                                                              
20051,[2009-09-07 12:45] - Senators is over the salary cap by $203-300.00!                                                            
20052,[2009-09-07 12:45] - Sharks is over the salary cap by $1-425-000.00!                                                            
20053,[2009-09-07 12:45] - Wild is under the minimum salary cap by $7-724-500.00!                                                     
20054,[2009-09-07 17:35] - Islanders Email Address was change to league@othl.org.                                                     
20055,[2009-09-07 17:35] - Islanders Messenger Address was change to .                                                                
20056,[2009-09-07 17:36] - Georges Laraque signed with Coyotes for $2-000-000 for 1 year(s) with $500-000 in bonus.                   
20057,[2009-09-07 17:37] - Niclas Wallin signed with Penguins for $1-500-000 for 2 year(s) with $750-000 in bonus.                    
20058,[2009-09-07 17:37] - Chris Gratton signed with Ducks for $1-000-000 for 1 year(s) with $250-000 in bonus.                       
20059,[2009-09-07 17:40] - Sabres is over the salary cap by $450-000.00!                                                              
20060,[2009-09-07 17:40] - Sabres is over the salary cap by $450-000.00!                                                              
20061,[2009-09-07 17:40] - Sabres is over the salary cap by $450-000.00!                                                              
20062,[2009-09-07 17:40] - Sabres is over the salary cap by $450-000.00!                                                              
20063,[2009-09-07 17:40] - Sabres is over the salary cap by $450-000.00!                                                              
20064,[2009-09-07 17:40] - Mike Mottau of Sabres was sent to farm.                                                                    
20065,[2009-09-07 17:42] - Rostislav Olesz position was change to RW                                                                  
20066,[2009-09-07 17:43] - Shane Doan position was change to LW                                                                       
20067,[2009-09-07 17:43] - Boyd Devereaux position was change to RW                                                                   
20068,[2009-09-07 17:44] - Ryane Clowe position was change to RW                                                                      
20069,[2009-09-07 17:45] - From Maple Leafs to Penguins : Y:2010-RND:4-TOR.                                                           
20070,[2009-09-07 17:45] - From Penguins to Maple Leafs : Mike Grier.                                                                 
20071,[2009-09-07 17:46] - From Ducks to Capitals : Trevor Daley- Randy Jones- Y:2010-RND:4-NYI.                                      
20072,[2009-09-07 17:46] - From Capitals to Ducks : Tom Gilbert.                                                                      
20073,[2009-09-07 17:46] - From Ducks to Blues : Alexandre Picard.                                                                    
20074,[2009-09-07 17:46] - From Blues to Ducks : Eric Nystrom- Y:2010-RND:6-MIN- Y:2010-RND:6-STL.                                    
20075,[2009-09-07 17:47] - From Ducks to Blues : Steve Bernier.                                                                       
20076,[2009-09-07 17:47] - From Blues to Ducks : Rostislav Olesz.                                                                     
20077,[2009-09-07 17:51] - Blue Jackets is under the minimum salary cap by $6-125-000.00!                                             
20078,[2009-09-07 17:51] - Blues is over the salary cap by $3-120-000.00!                                                             
20079,[2009-09-07 17:51] - Bruins is under the minimum salary cap by $3-940-000.00!                                                   
20080,[2009-09-07 17:51] - Canucks is under the minimum salary cap by $850-000.00!                                                    
20081,[2009-09-07 17:51] - Coyotes is under the minimum salary cap by $2-399-000.00!                                                  
20082,[2009-09-07 17:51] - Flames is over the salary cap by $1-350-000.00!                                                            
20083,[2009-09-07 17:51] - Oilers is over the salary cap by $2-768-000.00!                                                            
20084,[2009-09-07 17:51] - Predators is under the minimum salary cap by $7-550-000.00!                                                
20085,[2009-09-07 17:51] - Senators is over the salary cap by $203-300.00!                                                            
20086,[2009-09-07 17:51] - Sharks is over the salary cap by $1-425-000.00!                                                            
20087,[2009-09-07 17:51] - Wild is under the minimum salary cap by $7-724-500.00!                                                     
20088,[2009-09-07 18:14] - Schedule has been created.                                                                                 
20089,[2009-09-10 13:58] - Oilers is over the salary cap by $2-768-000.00!                                                            
20090,[2009-09-10 13:58] - Marc-Antoine Pouliot of Oilers was sent to farm.                                                           
20091,[2009-09-10 13:58] - Martin St. Pierre of Oilers was sent to farm.                                                              
20092,[2009-09-10 13:58] - Kevin Klein of Oilers was sent to farm.                                                                    
20093,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20094,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20095,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20096,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20097,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20098,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20099,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20100,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20101,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20102,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20103,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20104,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20105,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20106,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20107,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20108,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20109,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20110,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20111,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20112,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20113,[2009-09-10 13:58] - Oilers is over the salary cap by $793-000.00!                                                              
20114,[2009-09-10 14:07] - Tomas Kopecky signed with Devils for $1-300-000 for 5 year(s) with $0 in bonus.                            
20115,[2009-09-10 14:07] - Tom Preissing signed with Blues for $1-000-000 for 2 year(s) with $500-000 in bonus.                       
20116,[2009-09-10 14:08] - Mathieu Dandenault signed with Predators for $1-500-000 for 2 year(s) with $750-000 in bonus.              
20117,[2009-09-10 14:08] - Krys Barch signed with Panthers for $550-000 for 4 year(s) with $50-000 in bonus.                          
20118,[2009-09-10 14:09] - Jaroslav Spacek signed with Predators for $6-500-000 for 3 year(s) with $4-000-000 in bonus.               
20119,[2009-09-10 14:09] - Jochen Hecht signed with Blue Jackets for $2-500-000 for 1 year(s) with $625-000 in bonus.                 
20120,[2009-09-10 14:10] - Anders Eriksson signed with Kings for $550-000 for 2 year(s) with $200-000 in bonus.                       
20121,[2009-09-10 14:10] - Brad May signed with Flames for $1-000-000 for 2 year(s) with $100-000 in bonus.                           
20122,[2009-09-10 14:11] - Craig Conroy signed with Coyotes for $6-000-000 for 2 year(s) with $3-000-000 in bonus.                    
20123,[2009-09-10 14:11] - Petteri Nokelainen was added to Lightning.                                                                 
20124,[2009-09-10 14:12] - Brian Campbell signed with Blue Jackets for $7-100-000 for 5 year(s) with $0 in bonus.                     
20125,[2009-09-10 14:12] - Eric Belanger signed with Blues for $2-400-000 for 4 year(s) with $2-400-000 in bonus.                     
20126,[2009-09-10 14:13] - Manny Fernandez signed with Blackhawks for $1-500-000 for 1 year(s) with $375-000 in bonus.                
20127,[2009-09-10 14:13] - Wayne Primeau signed with Thrashers for $600-000 for 1 year(s) with $75-000 in bonus.                      
20128,[2009-09-10 14:13] - Jody Shelley signed with Panthers for $600-000 for 3 year(s) with $0 in bonus.                             
20129,[2009-09-10 14:14] - Olaf Kolzig signed with Sabres for $750-000 for 2 year(s) with $375-000 in bonus.                          
20130,[2009-09-10 14:15] - Sabres is over the salary cap by $700-000.00!                                                              
20131,[2009-09-10 14:15] - Sabres is over the salary cap by $700-000.00!                                                              
20132,[2009-09-10 14:15] - Sabres is over the salary cap by $700-000.00!                                                              
20133,[2009-09-10 14:15] - Sabres is over the salary cap by $700-000.00!                                                              
20134,[2009-09-10 14:15] - Sabres is over the salary cap by $700-000.00!                                                              
20135,[2009-09-10 14:15] - Sabres is over the salary cap by $700-000.00!                                                              
20136,[2009-09-10 14:16] - Ondrej Pavelec of Sabres was sent to farm.                                                                 
20137,[2009-09-10 16:27] - From Flames to Flyers : Patrik Elias.                                                                      
20138,[2009-09-10 16:27] - From Flyers to Flames : Bryan Allen- Ruslan Fedotenko- Kenny Ryan (P).                                     
20139,[2009-09-10 16:27] - From Flames to Canucks : Chad Rau (P).                                                                     
20140,[2009-09-10 16:27] - From Canucks to Flames : Dwight King (P).                                                                  
20141,[2009-09-10 16:29] - From Hurricanes to Sharks : Benoit Pouliot- Richard Park- Robyn Regehr- Y:2010-RND:1-CAR.                  
20142,[2009-09-10 16:29] - From Sharks to Hurricanes : Marc-Andre Bergeron- Ryan Kesler- Ryan Jones- Y:2010-RND:3-NJD.                
20143,[2009-09-10 16:31] - From Flyers to Blackhawks : Garnet Exelby- Mikkel Boedker- Lars Eller (P).                                 
20144,[2009-09-10 16:31] - From Blackhawks to Flyers : Chris Porter- Duncan Keith- Jay Beagle.                                        
20145,[2009-09-10 16:32] - From Lightning to Canucks : Jamal Mayers.                                                                  
20146,[2009-09-10 16:32] - From Canucks to Lightning : Y:2010-RND:4-SJS.                                                              
20147,Bearson (P)- Michal Barinka (P)- Lennart Petrell (P).                                                                           
20148,ov (P)- Alexei Ivanov (P)- Alexander Golovin (P)- Christofer Lofberg (P)- Johan Andersson (P)- Zach                             
20149,P)- Matt Connors (P)- Mark Tobin (P)- Jean-Francois Brault (P)- Fred Wikner (P)- Alexander Kozhevnik                            
20150,zi (P)- Tyson Kellerman (P)- Petr Puncochar (P)- Oleg Minakov (P)- Mike Grensy (P)- Michal Korenko (                            
20151,[2009-09-10 16:34] - From Blackhawks to Sabres : Olli Malmivaara (P)- Teemu Jääskeläinen (P)- Tommi Jäminki (P)- Tony Riz       
20152,[2009-09-10 16:34] - From Sabres to Blackhawks : $31-500.                                                                       
20153,[2009-09-10 16:35] - Chris Drury position was change to C                                                                       
20154,[2009-09-10 16:35] - Jim Slater position was change to C                                                                        
20155,[2009-09-10 16:35] - Rob Niedermayer position was change to RW                                                                  
20156,[2009-09-10 16:40] - Colin Fraser has been deleted from Blackhawks.                                                             
20157,[2009-09-13 11:48] - From Stars to Senators : Kris Newbury- $872-000.                                                           
20158,[2009-09-13 11:48] - From Senators to Stars : Brad Richardson.                                                                  
20159,[2009-09-13 11:52] - From Penguins to Canucks : Jonathan Quick.                                                                 
20160,[2009-09-13 11:52] - From Canucks to Penguins : Jonas Hiller.                                                                   
20161,[2009-09-13 11:52] - From Wild to Blues : Matt Carle- John Mitchell (P).                                                        
20162,[2009-09-13 11:53] - From Blues to Wild : Roman Hamrlik.                                                                        
20163,[2009-09-13 11:53] - Brian Rolston position was change to RW                                                                    
20164,[2009-09-13 11:53] - Ian White position was change to D                                                                         
20165,[2009-09-13 11:54] - Steve Ott position was change to LW                                                                        
20166,[2009-09-13 11:54] - Fernando Pisani position was change to RW                                                                  
20167,[2009-09-13 11:57] - Brad Lukowich signed with Penguins for $1-500-000 for 4 year(s) with $1-500-000 in bonus.                  
20168,[2009-09-13 11:58] - Stephane Yelle signed with Canadiens for $2-050-000 for 4 year(s) with $1-000-000 in bonus.                
20169,[2009-09-13 11:59] - Mathieu Garon signed with Rangers for $2-300-000 for 2 year(s) with $1-000-000 in bonus.                   
20170,[2009-09-13 11:59] - Darren McCarty signed with Panthers for $600-000 for 3 year(s) with $0 in bonus.                           
20171,[2009-09-13 12:00] - Keith Tkachuk signed with Coyotes for $8-000-000 for 3 year(s) with $2-000-000 in bonus.                   
20172,[2009-09-13 12:00] - Michael Peca signed with Red Wings for $2-950-000 for 2 year(s) with $1-475-000 in bonus.                  
20173,[2009-09-13 12:01] - Michal Handzus signed with Rangers for $4-299-000 for 1 year(s) with $1-074-750 in bonus.                  
20174,[2009-09-15 21:12] - Mathieu Schneider signed with Ducks for $4-500-000 for 1 year(s) with $1-100-000 in bonus.                 
20175,[2009-09-15 21:12] - Ducks is over the salary cap by $50-000.00!                                                                
20176,[2009-09-15 21:12] - Ducks is over the salary cap by $50-000.00!                                                                
20177,[2009-09-15 21:13] - Mike Zigomanis signed with Blue Jackets for $650-000 for 4 year(s) with $0 in bonus.                       
20178,[2009-09-15 21:14] - Jordan Staal signed with Wild for $3-900-000 for 4 year(s) with $0 in bonus.                               
20179,[2009-09-15 21:24] - Thomas Pock signed with Red Wings for $750-000 for 2 year(s) with $0 in bonus.                             
20180,[2009-09-15 21:25] - Troy Brouwer was added to Lightning.                                                                       
20181,[2009-09-15 21:31] - Brad Larsen signed with Avalanche for $550-000 for 2 year(s) with $50-000 in bonus.                        
20182,[2009-09-15 21:33] - Martin Lapointe signed with Panthers for $600-000 for 3 year(s) with $0 in bonus.                          
20183,[2009-09-15 21:36] - Boyd Kane signed with Flyers for $550-000 for 2 year(s) with $0 in bonus.                                  
20184,[2009-09-15 21:37] - Jesse Boulerice signed with Flyers for $550-000 for 2 year(s) with $0 in bonus.                            
20185,[2009-09-15 21:37] - Keith Aucoin signed with Kings for $550-000 for 2 year(s) with $200-000 in bonus.                          
20186,[2009-09-15 21:38] - Donald Brashear signed with Thrashers for $550-000 for 2 year(s) with $75-000 in bonus.                    
20187,[2009-09-15 21:38] - Frantisek Kaberle signed with Devils for $1-100-000 for 1 year(s) with $0 in bonus.                        
20188,[2009-09-15 21:39] - Aaron Downey signed with Panthers for $600-000 for 3 year(s) with $0 in bonus.                             
20189,[2009-09-15 21:39] - Brett Clark signed with Hurricanes for $2-750-000 for 2 year(s) with $687-500 in bonus.                    
20190,[2009-09-15 21:39] - Raitis Ivanans signed with Panthers for $600-000 for 3 year(s) with $100-000 in bonus.                     
20191,[2009-09-15 21:40] - Fredrik Modin signed with Avalanche for $3-000-000 for 3 year(s) with $1-500-000 in bonus.                 
20192,[2009-09-15 21:40] - Brendan Shanahan signed with Red Wings for $3-500-000 for 2 year(s) with $1-750-000 in bonus.              
20193,[2009-09-15 21:47] - Ilya Zubov position was change to LW                                                                       
20194,[2009-09-15 21:47] - Joel Perrault position was change to RW                                                                    
20195,[2009-09-15 21:47] - Sergei Kostitsyn position was change to LW                                                                 
20196,[2009-09-15 21:47] - Vaclav Prospal position was change to C                                                                    
20197,[2009-09-15 21:48] - Zach Boychuk position was change to C                                                                      
20198,[2009-09-15 21:48] - Joffrey Lupul position was change to LW                                                                    
20199,[2009-09-15 21:53] - From Penguins to Senators : Joni Pitkanen- Y:2010-RND:4-TOR.                                               
20200,[2009-09-15 21:53] - From Senators to Penguins : Cam Barker- Y:2010-RND:2-OTT.                                                  
20201,[2009-09-15 21:55] - Troy Brouwer position was change to LW                                                                     
20202,[2009-09-15 21:55] - Ducks is over the salary cap by $50-000.00!                                                                
20203,[2009-09-15 21:55] - Alexander Steen of Ducks was sent to farm.                                                                 
20204,[2009-09-15 21:55] - Jiri Novotny of Ducks was sent to farm.                                                                    
20205,[2009-09-15 21:55] - Auto Roster Function has been run for Ducks.                                                               
20206,[2009-09-15 21:55] - Auto Lines Function has been run for Ducks.                                                                
20207,[2009-09-15 21:55] - Auto Lines Function has been run for Iowa.                                                                 
20208,[2009-09-15 21:55] - Thrashers is over the salary cap by $1-054-000.00!                                                         
20209,[2009-09-15 21:55] - Donald Brashear of Thrashers was sent to farm.                                                             
20210,[2009-09-15 21:55] - Thrashers is over the salary cap by $504-000.00!                                                           
20211,[2009-09-15 21:55] - Auto Lines Function has been run for Chicago.                                                              
20212,[2009-09-15 21:55] - Bruins is under the minimum salary cap by $3-940-000.00!                                                   
20213,[2009-09-15 21:55] - Nate Thompson of Bruins was sent to pro.                                                                   
20214,[2009-09-15 21:55] - Noah Welch of Bruins was sent to farm.                                                                     
20215,[2009-09-15 21:55] - Kyle Cumiskey of Bruins was sent to farm.                                                                  
20216,[2009-09-15 21:55] - Jonathan Bernier of Bruins was sent to farm.                                                               
20217,[2009-09-15 21:55] - Auto Roster Function has been run for Bruins.                                                              
20218,[2009-09-15 21:55] - Bruins is under the minimum salary cap by $5-665-000.00!                                                   
20219,[2009-09-15 21:55] - Auto Lines Function has been run for Bruins.                                                               
20220,[2009-09-15 21:55] - Auto Lines Function has been run for Providence.                                                           
20221,[2009-09-15 21:55] - Auto Lines Function has been run for Sabres.                                                               
20222,[2009-09-15 21:55] - Auto Lines Function has been run for Portland.                                                             
20223,[2009-09-15 21:55] - Flames is over the salary cap by $1-150-000.00!                                                            
20224,[2009-09-15 21:55] - Brad May of Flames was sent to farm.                                                                       
20225,[2009-09-15 21:55] - Nate Guenin of Flames was sent to farm.                                                                    
20226,[2009-09-15 21:55] - Auto Roster Function has been run for Flames.                                                              
20227,[2009-09-15 21:55] - Auto Lines Function has been run for Flames.                                                               
20228,[2009-09-15 21:55] - Auto Lines Function has been run for Quad City.                                                            
20229,[2009-09-15 21:55] - Marc Methot of Hurricanes was sent to pro.                                                                 
20230,[2009-09-15 21:55] - Tomas Plihal of Hurricanes was sent to farm.                                                               
20231,[2009-09-15 21:55] - Zenon Konopka of Hurricanes was sent to farm.                                                              
20232,[2009-09-15 21:55] - John Curry of Hurricanes was sent to pro.                                                                  
20233,[2009-09-15 21:55] - Peter Mannino of Hurricanes was sent to farm.                                                              
20234,[2009-09-15 21:55] - Auto Roster Function has been run for Hurricanes.                                                          
20235,[2009-09-15 21:55] - Auto Lines Function has been run for Hurricanes.                                                           
20236,[2009-09-15 21:55] - Auto Lines Function has been run for Albany.                                                               
20237,[2009-09-15 21:55] - Franz Nielsen of Blackhawks was sent to pro.                                                               
20238,[2009-09-15 21:55] - Jack Johnson of Blackhawks was sent to pro.                                                                
20239,[2009-09-15 21:55] - Brian Lee of Blackhawks was sent to pro.                                                                   
20240,[2009-09-15 21:55] - Tim Conboy of Blackhawks was sent to pro.                                                                  
20241,[2009-09-15 21:55] - Todd Fedoruk of Blackhawks was sent to pro.                                                                
20242,[2009-09-15 21:55] - Evgeny Artyukhin of Blackhawks was sent to farm.                                                           
20243,[2009-09-15 21:55] - Zach Stortini of Blackhawks was sent to farm.                                                              
20244,[2009-09-15 21:55] - Joshua Bailey of Blackhawks was sent to farm.                                                              
20245,[2009-09-15 21:55] - Enver Lisin of Blackhawks was sent to farm.                                                                
20246,[2009-09-15 21:55] - Corey Crawford of Blackhawks was sent to farm.                                                             
20247,[2009-09-15 21:55] - Michael Leighton of Blackhawks was sent to farm.                                                           
20248,[2009-09-15 21:55] - Auto Roster Function has been run for Blackhawks.                                                          
20249,[2009-09-15 21:55] - Auto Lines Function has been run for Blackhawks.                                                           
20250,[2009-09-15 21:55] - Auto Lines Function has been run for Rockford.                                                             
20251,[2009-09-15 21:55] - David Jones of Avalanche was sent to pro.                                                                  
20252,[2009-09-15 21:55] - Brian Boyle of Avalanche was sent to pro.                                                                  
20253,[2009-09-15 21:55] - Brad Larsen of Avalanche was sent to farm.                                                                 
20254,[2009-09-15 21:55] - Auto Roster Function has been run for Avalanche.                                                           
20255,[2009-09-15 21:55] - Auto Lines Function has been run for Avalanche.                                                            
20256,[2009-09-15 21:55] - Auto Lines Function has been run for Lake Erie.                                                            
20257,[2009-09-15 21:55] - Kris Russell of Blue Jackets was sent to pro.                                                              
20258,[2009-09-15 21:55] - Alex Pietrangelo of Blue Jackets was sent to pro.                                                          
20259,[2009-09-15 21:55] - Liam Reddox of Blue Jackets was sent to pro.                                                               
20260,[2009-09-15 21:55] - Justin Pogge of Blue Jackets was sent to farm.                                                             
20261,[2009-09-15 21:55] - Auto Roster Function has been run for Blue Jackets.                                                        
20262,[2009-09-15 21:55] - Auto Lines Function has been run for Blue Jackets.                                                         
20263,[2009-09-15 21:55] - Auto Lines Function has been run for Syracuse.                                                             
20264,[2009-09-15 21:55] - Fabian Brunnstrom of Stars was sent to pro.                                                                
20265,[2009-09-15 21:55] - Aaron Johnson of Stars was sent to pro.                                                                    
20266,[2009-09-15 21:55] - Brent Sopel of Stars was sent to farm.                                                                     
20267,[2009-09-15 21:55] - Craig Adams of Stars was sent to farm.                                                                     
20268,[2009-09-15 21:55] - Auto Roster Function has been run for Stars.                                                               
20269,[2009-09-15 21:55] - Auto Lines Function has been run for Stars.                                                                
20270,[2009-09-15 21:55] - Auto Lines Function has been run for Texas.                                                                
20271,[2009-09-15 21:55] - Aaron Voros of Red Wings was sent to pro.                                                                  
20272,[2009-09-15 21:55] - Jared Boll of Red Wings was sent to pro.                                                                   
20273,[2009-09-15 21:55] - George Parros of Red Wings was sent to farm.                                                               
20274,[2009-09-15 21:55] - Steve Downie of Red Wings was sent to farm.                                                                
20275,[2009-09-15 21:55] - Erik Johnson of Red Wings was sent to farm.                                                                
20276,[2009-09-15 21:55] - Auto Roster Function has been run for Red Wings.                                                           
20277,[2009-09-15 21:55] - Auto Lines Function has been run for Red Wings.                                                            
20278,[2009-09-15 21:55] - Auto Lines Function has been run for GrandRapid.                                                           
20279,[2009-09-15 21:55] - Oilers is over the salary cap by $793-000.00!                                                              
20280,[2009-09-15 21:55] - Ville Leino of Oilers was sent to farm.                                                                    
20281,[2009-09-15 21:55] - Auto Roster Function has been run for Oilers.                                                              
20282,[2009-09-15 21:55] - Auto Lines Function has been run for Oilers.                                                               
20283,[2009-09-15 21:55] - Auto Lines Function has been run for Springfield.                                                          
20284,[2009-09-15 21:55] - Panthers is over the salary cap by $201-400.00!                                                            
20285,[2009-09-15 21:55] - Jody Shelley of Panthers was sent to farm.                                                                 
20286,[2009-09-15 21:55] - Martin Lapointe of Panthers was sent to farm.                                                              
20287,[2009-09-15 21:55] - Darren McCarty of Panthers was sent to farm.                                                               
20288,[2009-09-15 21:55] - Ryan Hollweg of Panthers was sent to farm.                                                                 
20289,[2009-09-15 21:55] - Cam Janssen of Panthers was sent to farm.                                                                  
20290,[2009-09-15 21:55] - Auto Roster Function has been run for Panthers.                                                            
20291,[2009-09-15 21:55] - Auto Lines Function has been run for Panthers.                                                             
20292,[2009-09-15 21:55] - Auto Lines Function has been run for Rochester.                                                            
20293,[2009-09-15 21:55] - Kings is over the salary cap by $109-000.00!                                                               
20294,[2009-09-15 21:55] - Daniel Winnik of Kings was sent to farm.                                                                   
20295,[2009-09-15 21:55] - Jason Ward of Kings was sent to farm.                                                                      
20296,[2009-09-15 21:55] - Michel Ouellet of Kings was sent to farm.                                                                  
20297,[2009-09-15 21:55] - Cory Schneider of Kings was sent to pro.                                                                   
20298,[2009-09-15 21:55] - Auto Roster Function has been run for Kings.                                                               
20299,[2009-09-15 21:55] - Auto Lines Function has been run for Kings.                                                                
20300,[2009-09-15 21:55] - Auto Lines Function has been run for Manchester.                                                           
20301,[2009-09-15 21:55] - Wild is under the minimum salary cap by $1-224-500.00!                                                     
20302,[2009-09-15 21:55] - Luke Schenn of Wild was sent to pro.                                                                       
20303,[2009-09-15 21:55] - Matt Smaby of Wild was sent to pro.                                                                        
20304,[2009-09-15 21:55] - David Hale of Wild was sent to pro.                                                                        
20305,[2009-09-15 21:55] - Geoff Sanderson of Wild was sent to farm.                                                                  
20306,[2009-09-15 21:55] - Kyle Calder of Wild was sent to farm.                                                                      
20307,[2009-09-15 21:55] - Auto Roster Function has been run for Wild.                                                                
20308,[2009-09-15 21:55] - Wild is under the minimum salary cap by $1-574-500.00!                                                     
20309,[2009-09-15 21:55] - Auto Lines Function has been run for Wild.                                                                 
20310,[2009-09-15 21:55] - Auto Lines Function has been run for Houston.                                                              
20311,[2009-09-15 21:55] - Auto Lines Function has been run for Hamilton.                                                             
20312,[2009-09-15 21:55] - Auto Lines Function has been run for Milwaukee.                                                            
20313,[2009-09-15 21:55] - Auto Lines Function has been run for Lowell.                                                               
20314,[2009-09-15 21:55] - Auto Lines Function has been run for Bridgeport.                                                           
