Number,Transaction
22438,[3/9/2013 12:39:47 AM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
22439,[3/9/2013 12:39:47 AM] - Aeros lines for next game are empty. Current rosters/lines are not erased.
22440,[3/9/2013 12:39:47 AM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
22441,[3/9/2013 12:39:47 AM] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
22442,[3/9/2013 12:39:47 AM] - Devils lines for next game are empty. Current rosters/lines are not erased.
22443,[3/9/2013 12:39:47 AM] - Islanders lines for next game are empty. Current rosters/lines are not erased.
22444,[3/9/2013 12:39:47 AM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
22445,[3/9/2013 12:39:47 AM] - Whale lines for next game are empty. Current rosters/lines are not erased.
22446,[3/9/2013 12:39:47 AM] - Senators lines for next game are empty. Current rosters/lines are not erased.
22447,[3/9/2013 12:39:47 AM] - Senators lines for next game are empty. Current rosters/lines are not erased.
22448,[3/9/2013 12:39:47 AM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
22449,[3/9/2013 12:39:47 AM] - Pirates lines for next game are empty. Current rosters/lines are not erased.
22450,[3/9/2013 12:39:47 AM] - Blues lines for next game are empty. Current rosters/lines are not erased.
22451,[3/9/2013 12:39:47 AM] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
22452,[3/9/2013 12:39:47 AM] - Sharks lines for next game are empty. Current rosters/lines are not erased.
22453,[3/9/2013 12:39:47 AM] - Lightning lines for next game are empty. Current rosters/lines are not erased.
22454,[3/9/2013 12:39:47 AM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
22455,[3/9/2013 12:39:47 AM] - Marlies lines for next game are empty. Current rosters/lines are not erased.
22456,[3/9/2013 12:39:47 AM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
22457,[3/9/2013 12:39:47 AM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
22458,[3/9/2013 12:39:47 AM] - Bears lines for next game are empty. Current rosters/lines are not erased.
22459,<font color="Red">[3/9/2013 12:39:47 AM] - Shea Weber is back from Sprained Right Finger Injury.</font>
22460,[3/9/2013 12:39:48 AM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22461,[3/9/2013 12:39:49 AM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22462,[3/9/2013 12:39:50 AM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22463,[3/9/2013 12:39:50 AM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22464,[3/9/2013 12:39:50 AM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22465,[3/9/2013 12:39:50 AM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22466,[3/9/2013 12:39:51 AM] - Senators are expected to be over the salary cap by $571-664!
22467,[3/9/2013 12:39:51 AM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22468,[3/9/2013 12:39:52 AM] - Current fund for Rangers is under $0.
22469,[3/9/2013 12:39:52 AM] - Senators are expected to be over the salary cap by $571-664!
22470,[3/9/2013 12:39:53 AM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22471,[3/9/2013 12:39:53 AM] - Current fund for Canucks is under $0.
22472,<font color="#FF8000">[3/9/2013 12:41:34 AM] - Jamie McBain was added to Senators.</font>
22473,<font color="#FF8000">[3/9/2013 12:41:34 AM] - Jonas Hiller was added to Senators.</font>
22474,<font color="#FF8000">[3/9/2013 12:41:34 AM] - Artem Anisimov was added to Blues.</font>
22475,<font color="#FF8000">[3/9/2013 12:41:34 AM] - Niklas Backstrom was added to Blues.</font>
22476,<font color="#FF8000">[3/9/2013 12:41:34 AM] - Radek Martinek was added to Blues.</font>
22477,<font color="#FF8000">[3/9/2013 12:41:35 AM] - TRADE : From Blues to Senators : Jamie McBain (65)- Jonas Hiller (83)- Reece Scarlett (P)- Y:2013-RND:5-STL- Y:2013-RND:6-STL- Y:2014-RND:5-PHX.</font>
22478,<font color="#FF8000">[3/9/2013 12:41:35 AM] - TRADE : From Senators to Blues : Artem Anisimov (68)- Niklas Backstrom (82)- Radek Martinek (64).</font>
22479,[3/9/2013 12:41:36 AM] - Blues are expected to be over the salary cap by $1-663-328!
22480,<font color="#FF8000">[3/9/2013 12:42:07 AM] - Eric Belanger was added to Wild.</font>
22481,<font color="#FF8000">[3/9/2013 12:42:08 AM] - TRADE : From Blues to Wild : Eric Belanger (65)- Dougie Hamilton (P)- Y:2013-RND:2-ANH.</font>
22482,<font color="#FF8000">[3/9/2013 12:42:08 AM] - TRADE : From Wild to Blues : Brendan Gallagher (P)- Simon Despres (P)- Y:2013-RND:4-PHL.</font>
22483,[3/9/2013 12:43:22 AM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22484,[3/9/2013 12:43:22 AM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22485,[3/9/2013 12:43:22 AM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22486,[3/9/2013 12:43:23 AM] - Current fund for Rangers is under $0.
22487,[3/9/2013 12:43:24 AM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22488,[3/9/2013 12:43:24 AM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22489,[3/9/2013 12:43:24 AM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22490,[3/9/2013 12:43:24 AM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22491,[3/9/2013 12:43:24 AM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22492,[3/9/2013 12:43:24 AM] - Current fund for Canucks is under $0.
22493,[3/9/2013 7:46:43 PM] - Penguins roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22494,<font color="Black">[3/9/2013 7:47:34 PM] - Successfully loaded Ducks lines done with STHS Client - 2.1.5.5</font>
22495,<font color="Black">[3/9/2013 7:47:35 PM] - Successfully loaded Wild lines done with STHS Client - 2.1.3.3</font>
22496,[3/9/2013 7:47:35 PM] - Devante Smith-Pelly of Flyers was sent to farm.
22497,<font color="Black">[3/9/2013 7:47:35 PM] - Successfully loaded Flyers lines done with STHS Client - 2.1.6.6</font>
22498,[3/9/2013 7:47:40 PM] - Current fund for Rangers is under $0.
22499,[3/9/2013 7:49:51 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22500,[3/9/2013 7:49:51 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22501,[3/9/2013 7:49:51 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22502,[3/9/2013 7:49:51 PM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22503,[3/9/2013 7:49:59 PM] - Last 7 Days Pro Star : 1 - Erik Cole (7-2-9) / 2 - Evgeni Malkin (7-3-10) / 3 - Jonathan Toews (6-4-10)
22504,[3/9/2013 7:49:59 PM] - Last 7 Days Farm Star : 1 - Andrew Murray (5-3-8) / 2 - Jonathan Bernier (0.969) / 3 - Cory Conacher (2-3-5)
22505,[3/9/2013 7:49:59 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
22506,[3/9/2013 7:49:59 PM] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
22507,[3/9/2013 7:49:59 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
22508,[3/9/2013 7:49:59 PM] - Americans lines for next game are empty. Current rosters/lines are not erased.
22509,[3/9/2013 7:49:59 PM] - Heat lines for next game are empty. Current rosters/lines are not erased.
22510,[3/9/2013 7:49:59 PM] - Checkers lines for next game are empty. Current rosters/lines are not erased.
22511,[3/9/2013 7:49:59 PM] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
22512,[3/9/2013 7:49:59 PM] - Monsters lines for next game are empty. Current rosters/lines are not erased.
22513,[3/9/2013 7:49:59 PM] - Falcons lines for next game are empty. Current rosters/lines are not erased.
22514,[3/9/2013 7:49:59 PM] - Griffins lines for next game are empty. Current rosters/lines are not erased.
22515,[3/9/2013 7:49:59 PM] - City Barons lines for next game are empty. Current rosters/lines are not erased.
22516,[3/9/2013 7:49:59 PM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
22517,[3/9/2013 7:49:59 PM] - Aeros lines for next game are empty. Current rosters/lines are not erased.
22518,[3/9/2013 7:49:59 PM] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
22519,[3/9/2013 7:49:59 PM] - Devils lines for next game are empty. Current rosters/lines are not erased.
22520,[3/9/2013 7:49:59 PM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
22521,[3/9/2013 7:49:59 PM] - Whale lines for next game are empty. Current rosters/lines are not erased.
22522,[3/9/2013 7:49:59 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
22523,[3/9/2013 7:49:59 PM] - Pirates lines for next game are empty. Current rosters/lines are not erased.
22524,[3/9/2013 7:49:59 PM] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
22525,[3/9/2013 7:49:59 PM] - Sharks lines for next game are empty. Current rosters/lines are not erased.
22526,[3/9/2013 7:49:59 PM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
22527,[3/9/2013 7:49:59 PM] - Marlies lines for next game are empty. Current rosters/lines are not erased.
22528,[3/9/2013 7:49:59 PM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
22529,[3/9/2013 7:49:59 PM] - Bears lines for next game are empty. Current rosters/lines are not erased.
22530,<font color="Red">[3/9/2013 7:49:59 PM] - Sidney Crosby is back from Exhaustion.</font>
22531,[3/9/2013 7:50:02 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22532,[3/9/2013 7:50:02 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22533,[3/9/2013 7:50:02 PM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22534,[3/9/2013 7:50:02 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22535,[3/9/2013 7:50:03 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22536,[3/9/2013 7:50:04 PM] - Current fund for Rangers is under $0.
22537,[3/9/2013 7:50:05 PM] - Current fund for Senators is under $0.
22538,[3/9/2013 7:50:05 PM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22539,[3/9/2013 7:50:05 PM] - Current fund for Canucks is under $0.
22540,[3/9/2013 7:50:26 PM] - Sabres roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22541,<font color="Black">[3/9/2013 7:50:26 PM] - Auto Roster Partial Function has been run for Sabres.</font>
22542,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Lines Partial Function has been run for Sabres.</font>
22543,[3/9/2013 7:50:27 PM] - Sabres lines errors : Chris Kunitz is used twice in PP lines 1 and 2.
Thomas Vanek is used twice in PK lines 1 and 2.
Thomas Vanek is used twice in 4vs4 lines 1 and 2.
Jason Pominville is used twice in PK3 lines 1 and 2.

22544,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Lines Function has been run for Sabres.</font>
22545,[3/9/2013 7:50:27 PM] - Blue Jackets roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22546,[3/9/2013 7:50:27 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22547,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Roster Partial Function has been run for Blue Jackets.</font>
22548,[3/9/2013 7:50:27 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22549,[3/9/2013 7:50:27 PM] - Blue Jackets lines errors : Normal line # 3 Defense #3 is empty.
Extra Defense #2 is empty.
Extra Defense #5 is empty.

22550,[3/9/2013 7:50:27 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22551,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Lines Partial Function has been run for Blue Jackets.</font>
22552,[3/9/2013 7:50:27 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22553,[3/9/2013 7:50:27 PM] - Senators roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22554,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Roster Partial Function has been run for Senators.</font>
22555,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Lines Partial Function has been run for Senators.</font>
22556,[3/9/2013 7:50:27 PM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22557,[3/9/2013 7:50:27 PM] - Penguins roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22558,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Roster Partial Function has been run for Penguins.</font>
22559,[3/9/2013 7:50:27 PM] - Penguins lines errors : Normal line # 4 C is empty.
PK line 1 C is empty.

22560,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Lines Partial Function has been run for Penguins.</font>
22561,[3/9/2013 7:50:27 PM] - Blues roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22562,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Roster Partial Function has been run for Blues.</font>
22563,[3/9/2013 7:50:27 PM] - Blues lines errors : Normal line # 3 Defense #3 is empty.
Normal line # 4 C is empty.
Extra Defense #1 is empty.
Extra Forward #2 is empty.
Extra Defense #4 is empty.
Extra Forward #5 is empty.
Starting Goalie is empty.

22564,<font color="Black">[3/9/2013 7:50:27 PM] - Auto Lines Partial Function has been run for Blues.</font>
22565,[3/9/2013 7:50:33 PM] - Current fund for Rangers is under $0.
22566,[3/9/2013 7:50:44 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22567,[3/9/2013 7:50:44 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22568,[3/9/2013 7:50:44 PM] - Coyotes are expected to be under the minimum salary cap by $1-846-668!
22569,<font color="Red">[3/9/2013 7:50:47 PM] - Sidney Crosby from Sabres is injured from Exhaustion.</font>
22570,<font color="Maroon">[3/9/2013 7:50:47 PM] - Game 650 - Jannik Hansen from Ducks suspended for 1 game(s)</font>
22571,[3/9/2013 7:50:47 PM] - Jeff Carter from Lightning has scored a Hat Trick!
22572,<font color="Red">[3/9/2013 7:50:47 PM] - Game 652 - Brendan Morrison from Penguins is injured  (Bruised Right Shoulder) and is out for 1 days.</font>
22573,<font color="Red">[3/9/2013 7:50:48 PM] - Game 655 - Mike Green from Capitals is injured  (Left Leg) and is out for 1 week.</font>
22574,[3/9/2013 7:50:48 PM] - New Record for Team Most Shots Blocked (23) in 1 Game for Hurricanes!
22575,[3/9/2013 7:50:49 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
22576,[3/9/2013 7:50:49 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
22577,[3/9/2013 7:50:49 PM] - Jets lines for next game are empty. Current rosters/lines are not erased.
22578,[3/9/2013 7:50:49 PM] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
22579,[3/9/2013 7:50:49 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
22580,[3/9/2013 7:50:49 PM] - Sabres lines for next game are empty. Current rosters/lines are not erased.
22581,[3/9/2013 7:50:49 PM] - Flames lines for next game are empty. Current rosters/lines are not erased.
22582,[3/9/2013 7:50:49 PM] - Heat lines for next game are empty. Current rosters/lines are not erased.
22583,[3/9/2013 7:50:49 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
22584,[3/9/2013 7:50:49 PM] - Checkers lines for next game are empty. Current rosters/lines are not erased.
22585,[3/9/2013 7:50:49 PM] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
22586,[3/9/2013 7:50:49 PM] - Monsters lines for next game are empty. Current rosters/lines are not erased.
22587,[3/9/2013 7:50:49 PM] - Falcons lines for next game are empty. Current rosters/lines are not erased.
22588,[3/9/2013 7:50:49 PM] - Griffins lines for next game are empty. Current rosters/lines are not erased.
22589,[3/9/2013 7:50:49 PM] - City Barons lines for next game are empty. Current rosters/lines are not erased.
22590,[3/9/2013 7:50:49 PM] - Kings lines for next game are empty. Current rosters/lines are not erased.
22591,[3/9/2013 7:50:49 PM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
22592,[3/9/2013 7:50:49 PM] - Devils lines for next game are empty. Current rosters/lines are not erased.
22593,[3/9/2013 7:50:49 PM] - Islanders lines for next game are empty. Current rosters/lines are not erased.
22594,[3/9/2013 7:50:49 PM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
22595,[3/9/2013 7:50:49 PM] - Whale lines for next game are empty. Current rosters/lines are not erased.
22596,[3/9/2013 7:50:49 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
22597,[3/9/2013 7:50:49 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
22598,[3/9/2013 7:50:49 PM] - Pirates lines for next game are empty. Current rosters/lines are not erased.
22599,[3/9/2013 7:50:49 PM] - Blues lines for next game are empty. Current rosters/lines are not erased.
22600,[3/9/2013 7:50:49 PM] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
22601,[3/9/2013 7:50:49 PM] - Sharks lines for next game are empty. Current rosters/lines are not erased.
22602,[3/9/2013 7:50:49 PM] - Lightning lines for next game are empty. Current rosters/lines are not erased.
22603,[3/9/2013 7:50:49 PM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
22604,[3/9/2013 7:50:49 PM] - Marlies lines for next game are empty. Current rosters/lines are not erased.
22605,[3/9/2013 7:50:49 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
22606,[3/9/2013 7:50:49 PM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
22607,<font color="Red">[3/9/2013 7:50:49 PM] - Brendan Morrison is back from Bruised Right Shoulder Injury.</font>
22608,<font color="Red">[3/9/2013 7:50:49 PM] - Curtis Glencross is back from Strained Right Elbow Injury.</font>
22609,<font color="Red">[3/9/2013 7:50:49 PM] - Sean Couturier is back from Sprained Right Finger Injury.</font>
22610,[3/9/2013 7:50:50 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22611,[3/9/2013 7:50:51 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22612,[3/9/2013 7:50:51 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22613,[3/9/2013 7:50:51 PM] - Capitals are expected to be under the minimum salary cap by $1-900-000!
22614,[3/9/2013 7:50:51 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22615,[3/9/2013 7:50:51 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22616,[3/9/2013 7:50:52 PM] - Current fund for Stars is under $0.
22617,[3/9/2013 7:50:53 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22618,[3/9/2013 7:50:53 PM] - Current fund for Rangers is under $0.
22619,[3/9/2013 7:50:54 PM] - Maximum Pro Players Limit Reached for Coyotes!
22620,[3/9/2013 7:50:54 PM] - Current fund for Canucks is under $0.
22621,[3/9/2013 7:50:55 PM] - Capitals are expected to be under the minimum salary cap by $1-900-000!
22622,[3/9/2013 7:51:18 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22623,[3/9/2013 7:51:18 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22624,[3/9/2013 7:51:19 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22625,[3/9/2013 7:51:19 PM] - Capitals are expected to be under the minimum salary cap by $1-900-000!
22626,[3/9/2013 7:51:19 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22627,[3/9/2013 7:51:19 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22628,[3/9/2013 7:51:20 PM] - Current fund for Stars is under $0.
22629,[3/9/2013 7:51:20 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22630,[3/9/2013 7:51:20 PM] - Current fund for Rangers is under $0.
22631,[3/9/2013 7:51:21 PM] - Maximum Pro Players Limit Reached for Coyotes!
22632,[3/9/2013 7:51:21 PM] - Current fund for Canucks is under $0.
22633,[3/9/2013 7:51:21 PM] - Capitals are expected to be under the minimum salary cap by $1-900-000!
22634,<font color="Black">[3/11/2013 7:29:45 PM] - Successfully loaded Bruins lines done with STHS Client - 2.1.6.6</font>
22635,<font color="Black">[3/11/2013 7:29:45 PM] - Successfully loaded Hurricanes lines done with STHS Client - 2.1.5.5</font>
22636,<font color="Black">[3/11/2013 7:29:46 PM] - Successfully loaded Wild lines done with STHS Client - 2.1.3.3</font>
22637,<font color="Black">[3/11/2013 7:29:46 PM] - Successfully loaded Islanders lines done with STHS Client - 2.1.6.6</font>
22638,<font color="Black">[3/11/2013 7:29:47 PM] - Successfully loaded Senators lines done with STHS Client - 2.1.6.6</font>
22639,<font color="Black">[3/11/2013 7:29:47 PM] - Successfully loaded Flyers lines done with STHS Client - 2.1.6.6</font>
22640,<font color="#0080C0">[3/11/2013 7:29:49 PM] - Coyotes sent Francis Lessard to waiver.</font>
22641,[3/11/2013 7:29:50 PM] - Francis Lessard of Coyotes was sent to farm.
22642,<font color="Black">[3/11/2013 7:29:54 PM] - Successfully loaded Coyotes lines done with STHS Client - 2.1.8.8</font>
22643,<font color="Black">[3/11/2013 7:29:54 PM] - Jacob Josefson of Penguins was sent to pro.</font>
22644,<font color="#0080C0">[3/11/2013 7:29:56 PM] - Penguins sent Sean Collins to waiver.</font>
22645,[3/11/2013 7:29:56 PM] - Sean Collins of Penguins was sent to farm.
22646,<font color="Black">[3/11/2013 7:29:59 PM] - Successfully loaded Penguins lines done with STHS Client - 2.1.6.6</font>
22647,<font color="Black">[3/11/2013 7:29:59 PM] - Cory Conacher of Canucks was sent to pro.</font>
22648,<font color="Black">[3/11/2013 7:29:59 PM] - Successfully loaded Canucks lines done with STHS Client - 2.1.8.8</font>
22649,<font color="#0080C0">[3/11/2013 7:30:09 PM] - Sean Collins was removed from waiver.</font>
22650,[3/11/2013 7:31:04 PM] - Current fund for Rangers is under $0.
22651,[3/11/2013 7:33:02 PM] - Ducks roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22652,<font color="Black">[3/11/2013 7:33:02 PM] - Auto Roster Partial Function has been run for Ducks.</font>
22653,<font color="Black">[3/11/2013 7:33:03 PM] - Auto Lines Partial Function has been run for Ducks.</font>
22654,[3/11/2013 7:33:03 PM] - Sabres roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22655,[3/11/2013 7:33:03 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22656,<font color="Black">[3/11/2013 7:33:03 PM] - Auto Roster Partial Function has been run for Sabres.</font>
22657,[3/11/2013 7:33:03 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22658,[3/11/2013 7:33:03 PM] - Sabres lines errors : Normal line # 1 C is empty.
Normal line # 4 RW is empty.
PP line 1 C is empty.
PK line 1 C is empty.
4 vs 4 line 1 C is empty.
PK3 line 1 forward is empty.
LastMinOff line C is empty.
LastMinDef line C is empty.
Penalty Shot Player #1 is empty.

22659,[3/11/2013 7:33:03 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22660,<font color="Black">[3/11/2013 7:33:03 PM] - Auto Lines Partial Function has been run for Sabres.</font>
22661,[3/11/2013 7:33:03 PM] - Sabres lines errors : Chris Kunitz is used twice in PP lines 1 and 2.
Thomas Vanek is used twice in PK lines 1 and 2.
Thomas Vanek is used twice in 4vs4 lines 1 and 2.
Jason Pominville is used twice in PK3 lines 1 and 2.

22662,[3/11/2013 7:33:03 PM] - Sabres are expected to be under the minimum salary cap by $4-580-000!
22663,<font color="Black">[3/11/2013 7:33:03 PM] - Auto Lines Function has been run for Sabres.</font>
22664,[3/11/2013 7:33:03 PM] - Blue Jackets roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

22665,[3/11/2013 7:33:03 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22666,<font color="Black">[3/11/2013 7:33:03 PM] - Auto Roster Partial Function has been run for Blue Jackets.</font>
22667,[3/11/2013 7:33:03 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22668,[3/11/2013 7:33:03 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22669,<font color="Black">[3/11/2013 7:33:03 PM] - Auto Lines Partial Function has been run for Blue Jackets.</font>
22670,[3/11/2013 7:33:03 PM] - Capitals are expected to be under the minimum salary cap by $1-900-000!
22671,<font color="Red">[3/11/2013 7:33:14 PM] - Game 662 - Marek Zidlicky from Avalanche is injured  (Bruised Right Arm) and is out for 2 months.</font>
22672,<font color="Red">[3/11/2013 7:33:14 PM] - Kris Versteeg from Canadiens is injured from Exhaustion.</font>
22673,<font color="Maroon">[3/11/2013 7:33:14 PM] - Jannik Hansen from Ducks completes suspension</font>
22674,<font color="Red">[3/11/2013 7:33:15 PM] - Ilya Kovalchuk from Coyotes is injured from Exhaustion.</font>
22675,<font color="Red">[3/11/2013 7:33:15 PM] - Curtis Glencross from Coyotes is injured from Exhaustion.</font>
22676,<font color="Red">[3/11/2013 7:33:15 PM] - David Desharnais from Coyotes is injured from Exhaustion.</font>
22677,[3/11/2013 7:33:17 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
22678,[3/11/2013 7:33:17 PM] - Jets lines for next game are empty. Current rosters/lines are not erased.
22679,[3/11/2013 7:33:17 PM] - Sabres lines for next game are empty. Current rosters/lines are not erased.
22680,[3/11/2013 7:33:17 PM] - Americans lines for next game are empty. Current rosters/lines are not erased.
22681,[3/11/2013 7:33:17 PM] - Flames lines for next game are empty. Current rosters/lines are not erased.
22682,[3/11/2013 7:33:17 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
22683,[3/11/2013 7:33:17 PM] - Kings lines for next game are empty. Current rosters/lines are not erased.
22684,[3/11/2013 7:33:17 PM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
22685,[3/11/2013 7:33:17 PM] - Aeros lines for next game are empty. Current rosters/lines are not erased.
22686,[3/11/2013 7:33:17 PM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
22687,[3/11/2013 7:33:17 PM] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
22688,[3/11/2013 7:33:17 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
22689,[3/11/2013 7:33:17 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
22690,[3/11/2013 7:33:17 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
22691,[3/11/2013 7:33:17 PM] - Blues lines for next game are empty. Current rosters/lines are not erased.
22692,[3/11/2013 7:33:17 PM] - Lightning lines for next game are empty. Current rosters/lines are not erased.
22693,[3/11/2013 7:33:17 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
22694,[3/11/2013 7:33:17 PM] - Bears lines for next game are empty. Current rosters/lines are not erased.
22695,<font color="Red">[3/11/2013 7:33:17 PM] - Sidney Crosby is back from Exhaustion.</font>
22696,<font color="Red">[3/11/2013 7:33:17 PM] - Marc-Andre Bergeron is back from Bruised Right Shoulder Injury.</font>
22697,[3/11/2013 7:33:19 PM] - Avalanche are expected to be under the minimum salary cap by $1-910-000!
22698,[3/11/2013 7:33:20 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22699,[3/11/2013 7:33:20 PM] - Predators are expected to be under the minimum salary cap by $2-733-332!
22700,[3/11/2013 7:33:21 PM] - Avalanche are expected to be under the minimum salary cap by $1-910-000!
22701,[3/11/2013 7:33:21 PM] - Blue Jackets are expected to be under the minimum salary cap by $257-500!
22702,[3/11/2013 7:33:21 PM] - Capitals are expected to be under the minimum salary cap by $1-900-000!
