Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,263660,312500,2626,96,82,25,False,24,0,E,W2,3,5,0,0,1,1,0,82,17,55,0,0,2,2,6,46,119,216,41,8,27,0,0,1,1,4,60,108,147,11,150,26,0,1438,1780,480,475,487,459,99,47,41,29,9,146209,99221,52549,31474,72316,23768,2,119,212,331,390,1642,554,1580,567,1524,418,1036,1,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,815130,919000,7723,52,82,70,False,13,0,X,L1,4,3,0,0,0,3,0,82,40,22,0,2,2,10,6,112,125,82,41,15,11,0,0,1,9,5,56,42,186,11,188,13,1,1240,1156,313,398,435,387,90,37,34,42,19,120404,127498,52497,29387,97814,26038,33,125,189,314,465,1412,776,1609,869,1610,511,950,1,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,1547541,1530194,12859,61,82,99,False,1,0,Y,W4,7,1,0,0,0,2,0,82,55,9,0,1,1,11,5,140,161,48,41,29,7,0,0,1,3,1,75,24,183,22,312,14,3,1394,715,227,466,464,449,80,58,45,46,18,89832,157617,52771,27066,123468,29313,42,161,264,425,800,1668,807,1381,1160,1809,567,915,0,
20,Whale,CON,Connecticut,Orr Division,Eastern Conference,0,0,0,647299,489167,4111,115,82,47,False,25,0,E,L2,2,5,0,0,0,1,2,82,31,37,0,1,2,5,6,82,118,128,41,15,18,0,1,1,4,2,58,59,165,8,199,16,2,1302,1473,401,404,445,434,53,35,41,36,11,145684,101930,51221,31920,76054,22842,15,118,191,309,445,1567,724,1898,681,1525,352,948,0,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,1005610,912500,7668,18,82,74,False,3,0,Y,W1,7,3,0,0,0,0,0,82,42,21,0,2,1,9,7,114,124,60,41,22,8,0,1,1,4,5,71,30,184,20,222,7,0,1112,987,265,375,363,356,84,46,29,38,17,106224,138015,56245,29549,103681,30176,34,124,194,318,506,1510,819,1567,949,1640,476,939,0,
22,Phantoms,ADP,Adirondack,Orr Division,Eastern Conference,1213,1747,1469,971315,1027158,8632,60,82,70,False,8,0,,L1,6,2,0,1,0,1,0,82,35,28,0,1,1,13,4,103,124,85,41,15,17,0,1,0,7,1,62,42,201,15,171,15,0,1189,1006,286,400,391,375,84,39,41,30,26,107354,137652,55750,30023,104006,29497,26,124,189,313,428,1360,822,1492,1091,1717,574,944,0,
23,Pirates,POR,Portland,Pacific Division,Western Conference,0,0,0,1265306,1115583,9375,39,82,62,False,4,0,X,W4,8,0,0,0,0,0,2,82,43,25,0,1,2,4,7,105,145,104,41,23,13,0,1,0,2,2,74,44,203,17,221,18,2,1129,930,275,354,382,381,51,52,47,41,12,100790,142343,55997,28982,108222,30096,26,145,247,392,568,1526,735,1367,987,1628,571,1018,0,
24,Penguins,WBS,Wilkes-Barre Scranton,Orr Division,Eastern Conference,0,0,0,1047710,1106750,9300,75,82,51,False,5,0,E,W2,7,1,0,0,0,1,1,82,29,30,0,1,3,11,8,93,116,97,41,14,13,0,0,2,7,5,59,49,222,18,125,7,0,1081,1025,262,352,330,374,89,41,31,32,21,111218,134361,55936,30350,100477,29386,23,116,178,294,310,1183,843,1578,987,1648,577,971,0,
25,Rivermen,PEO,Peoria,Central Division,Western Conference,0,0,0,993061,1017000,8546,5,82,52,False,14,0,X,L1,5,3,0,0,1,0,1,82,36,23,0,1,4,7,11,103,119,84,41,18,10,0,1,2,5,5,65,39,180,18,141,8,2,1264,1229,324,408,418,422,85,33,44,34,14,119991,128723,52858,29664,98431,26707,29,119,180,299,382,1487,747,1786,808,1547,401,937,0,
26,Sharks,WOR,Worcester,Pacific Division,Western Conference,0,0,0,1307188,1303083,10950,59,82,96,False,16,0,X,W1,5,4,0,0,0,0,1,82,52,15,0,0,1,10,4,129,150,52,41,32,3,0,0,0,5,1,87,18,199,18,245,16,2,1143,724,222,385,377,370,58,52,44,44,18,83695,160818,55053,26269,123638,32258,40,150,251,401,591,1520,810,1280,1138,1691,601,910,0,
27,Admirals,NOR,Norfolk,Southeast Division,Eastern Conference,0,0,0,1703601,1558167,13094,16,82,95,False,17,0,X,W1,5,4,0,0,0,0,1,82,51,14,0,0,0,9,8,128,173,64,41,25,8,0,0,0,3,5,87,31,221,14,215,18,5,1351,696,202,415,450,473,81,56,50,58,17,80386,165599,54315,25835,129516,32046,39,173,292,465,522,1281,885,1268,1392,1894,693,982,0,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,483579,576167,4842,124,82,60,False,9,0,X,L3,6,3,0,0,0,1,0,82,32,22,0,4,1,12,11,108,111,90,41,19,12,0,1,0,5,4,55,38,167,17,133,5,0,1212,1295,383,393,430,360,123,37,37,21,24,138820,110016,54091,32121,81624,25395,27,111,173,284,328,1340,746,1860,690,1511,445,943,1,
29,Wolves,CHI,Chicago,Northwest Division,Western Conference,0,0,0,364980,583083,4900,103,82,61,False,10,0,X,OTL1,5,2,0,0,1,1,1,82,40,20,0,4,4,6,8,112,151,103,41,23,7,0,2,3,3,3,82,43,154,18,160,12,1,1495,1337,406,467,504,490,99,51,46,44,15,133480,114783,51921,31167,88050,24153,22,151,255,406,393,1392,917,1839,854,1516,507,927,2,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,384273,220000,1849,109,82,45,False,21,0,E,L1,3,4,0,0,1,0,2,82,25,32,0,3,3,8,11,86,112,120,41,14,13,0,2,2,3,7,58,59,171,15,144,14,0,1315,1410,401,386,427,462,117,43,37,21,17,140977,108611,52590,31456,81529,24518,21,112,173,285,338,1385,782,1839,692,1499,384,983,1,
