Team Number,Prospect Name,Year,Overall Pick
27,Adam Polasek,2010,106
24,Johan Fransson,0,0
20,Noah Hanifin,2015,6
1,Mark Jankowski,2012,21
26,David Musil,2011,37
12,John Gibson,2011,38
12,Ryan Sproul,2011,40
1,Ryan Pulock,2013,18
2,Zach Werenski,2015,7
9,Vincent Dunn,2013,91
19,Austin Levi,2010,107
22,Ben Harpur,2013,92
30,Slater Koekkoek,2012,22
3,Julian Melchiori,2010,108
9,Joonas Donskoi,2010,111
16,Kevin Gravel,2010,112
13,Mike Hoeffel,0,0
14,Joshua Ho-Sang,2014,24
29,Mikko Rantanen,2015,8
3,Peter Cehlarik,2013,94
3,Gustav Forsling,2014,104
19,Julius Honka,2014,25
4,Igor Shesterkin,2014,105
13,Paul Carey,0,0
22,Mario Lucia,2011,45
26,Scott Mayfield,2011,46
3,Nathan Walker,2014,106
13,Stefan Legein,0,0
19,Pavel Zacha,2015,9
13,Carson McMillan,0,0
10,Christopher Gibson,2011,48
6,Anton Cederholm,2013,95
18,Johan Sundstrom,2011,49
11,Ivan Barbashev,2014,26
14,Travis Sanheim,2014,27
13,Colby Cohen,0,0
13,Michael Caruso,0,0
13,Michael Downing,2013,96
9,Oscar Dansk,2012,23
2,Matthew Finn,2012,24
26,Adam Clendening,2011,51
28,Joel Edmundson,2011,52
4,Sebastien Collberg,2012,25
3,Justin Auger,2013,97
23,Matt Barzal,2015,10
5,Adam Erne,2013,20
19,Keaton Thompson,2013,98
15,Bogdan Yakimov,2013,99
17,Adrian Kempe,2014,28
12,Mattias Janmark,2013,100
19,Scott Laughton,2012,28
30,Connor Crisp,2013,101
20,Pontus Aberg,2012,29
16,Eric Roy,2013,102
11,Jan Kostalek,2013,103
4,Thatcher Demko,2014,29
3,Nicolas Kerdiles,2012,31
16,Juuse Saros,2013,104
4,Anthony Florentino,2013,105
19,Ryan Graves,2013,106
16,Mitchell Moroz,2012,32
9,Jake Guentzel,2013,107
17,Stefan Matteau,2012,33
28,Mitch Wheaton,2013,108
21,Martin Reway,2013,109
28,Dalton Thrower,2012,34
8,William Karlsson,2011,55
19,Nikolay Goldobin,2014,30
19,Rasmus Bengtsson,2011,56
27,Samu Perhonen,2011,57
1,Joshua Morrissey,2013,21
19,Ryan Hartman,2013,22
23,Timo Meier,2015,11
9,Kyle Connor,2015,12
24,Alexander Ruuttu,2011,59
19,Scott Harrington,2011,60
28,Phillip di Giuseppe,2012,35
30,Lawson Crouse,2015,13
23,Linus Soderstrom,2014,107
8,Evgeny Svechnikov,2015,14
22,Joel Eriksson Ek,2015,15
3,Jonathan Matsumoto,0,0
10,Michael McCarron,2013,23
12,Emile Poirier,2013,24
28,Seth Ambroz,2011,64
21,Daniel Audette,2014,108
1,Morgan Klimchuk,2013,25
4,Ilya Samsonov,2015,16
11,John Quenneville,2014,32
23,Brendan Lemieux,2014,33
8,Joseph Cramarossa,2011,66
23,Andrei Pedan,2011,67
14,Daniel Catenacci,2011,68
28,Zachary Fucale,2013,26
2,Frederik Gauthier,2013,27
19,Ludwig Bystrom,2012,36
18,Justin Sefton,2011,69
16,Madison Bowey,2013,29
15,Denis Guryanov,2015,17
26,Robbie Russo,2011,70
28,Jack Campbell,2010,9
23,Klas Dahlbeck,2011,71
22,William Carrier,2013,30
15,Jordan Binnington,2011,72
19,Michael Paliotta,2011,73
16,Jayce Hawryluk,2014,34
26,Oskar Lindblom,2014,109
8,Carson Soucy,2013,164
16,Nick Merkley,2015,18
1,Mason McDonald,2014,35
3,Joachim Nermark,2011,74
26,Marek Tvrdon,2011,75
26,Travis Konecny,2015,19
5,Nick Cousins,2011,77
1,Marcus Pettersson,2014,36
30,Roland McKeown,2014,37
11,Jack Dougherty,2014,38
8,Keegan Lowe,2011,78
30,Derek Forbort,2010,15
5,Thomas Tynan,2011,79
3,Mike Reilly,2011,81
28,Lukas Sutter,2012,38
1,Brady Skjei,2012,39
22,Valentin Zykov,2013,33
12,Michael Matheson,2012,40
30,Jordan Schmaltz,2012,41
20,Alex Nedeljkovic,2014,39
20,Ville Pokka,2012,42
26,Josh Leivo,2011,82
4,Brandon Gormley,2010,16
1,Patrick Sieloff,2012,43
11,Taylor Matson,0,0
5,Brennan Serville,2011,83
30,Vladislav Kamenev,2014,40
29,Steven Fogarty,2011,84
26,Joseph Labate,2011,85
30,Jakub Zboril,2015,20
1,Austin Watson,2010,18
24,Gregory Hofmann,2011,87
23,Scott Kosmachuk,2012,44
15,Blake Coleman,2011,88
28,Alexis Vanier,2014,110
10,Travis Ewanyk,2011,89
11,Martin Frk,2012,45
4,Zach Senyshyn,2015,21
17,Scott Glennie,2009,13
11,Jake McCabe,2012,46
8,Andreas Englund,2014,42
21,Shea Theodore,2013,31
27,Alexandre Grenier,2011,90
19,Louis Belpedio,2014,111
16,Henri Kiviaho,2012,182
27,Esa Lindell,2012,48
1,Jason Dickinson,2013,34
18,Joe Wegwerth,2014,112
18,Tom Nilsson,2011,92
4,J.T. Compher,2013,35
19,Brock McGinn,2012,50
19,Reid Boucher,2011,93
13,Logan Shaw,2011,94
17,Shea Guthrie,0,0
21,Robert Hagg,2013,37
23,Ian McCoshen,2013,38
9,Felix Girard,2013,110
15,Dillon Simpson,2011,95
16,Andy Welinski,2011,96
23,Harrison Ruopp,2011,97
17,Julius Bergman,2014,43
11,John Draeger,2012,100
20,Anthony Camara,2011,98
1,Bud Holloway,0,0
10,Olivier Archambault,2011,100
23,Oskar Sundqvist,2012,101
4,Eric Cornel,2014,44
3,Alan Quine,2011,101
1,Ryan MacInnis,2014,45
19,Jack Roslovic,2015,22
10,Jonathan Racine,2011,103
23,Thomas Chabot,2015,23
5,Kyle Rau,2011,105
13,Jake DeBrusk,2015,24
9,Joonas Korpisalo,2012,61
23,Dominik Masin,2014,46
14,Brock Boeser,2015,25
8,Brian Hart,2012,52
4,Cristoval Nieves,2012,53
30,Gemel Smith,2012,54
30,Nicolas Aube-Kubel,2014,47
16,Chris Bigras,2013,40
8,Mattias Backman,2011,106
16,Josiah Didier,2011,107
16,Adam Tambellini,2013,62
15,Tim Bozon,2012,55
3,Carl Dahlstrom,2013,41
28,Josh Shalla,2011,108
16,Taylor Doherty,2009,30
22,Zach Budish,2009,31
17,Nicolas Petan,2013,42
26,Connor Hurley,2013,43
14,Adam Pelech,2012,56
22,Nikolay Prokhorkin,2012,78
24,Yannick Veilleux,2011,109
30,Laurent Dauphin,2013,44
2,Charles Olivier Roussel,2009,32
12,Brandon Montour,2014,48
26,Steven Santini,2013,45
4,Jonas Johansson,2014,49
4,Justin Bailey,2013,46
5,Jarrod Maidens,2012,57
4,Dylan McIlrath,2010,21
16,Dylan Blujus,2012,58
30,Fredrik Pettersson,0,0
26,Dillon Fournier,2012,59
6,Philipe Hudon,2011,112
28,Brendan Leipsic,2012,60
16,Dakota Joshua,2014,154
9,Joel Lowry,2011,114
16,Samuel Kurker,2012,62
30,Colin White,2015,26
2,Brett Pollock,2014,50
17,Jordan Martinook,2012,63
13,Dominic Turgeon,2014,51
9,Jujhar Khaira,2012,64
10,Nick Sorensen,2013,47
9,Troy Bourke,2012,65
16,Austen Brassard,2011,115
27,Anton Rodin,2009,37
29,Emil Molin,2011,116
17,Philippe Paradis,2009,39
27,Kirill Kabanov,2010,24
15,Nicholas Drazenovic,0,0
27,Marcel Noebels,2011,117
26,Eric Comrie,2013,48
18,Zach Nastasiuk,2013,49
23,Chris Tierney,2012,68
9,Chase Perry,2014,113
13,Vladimir Ruzicka,0,0
21,Mackenzie MacEachern,2012,79
2,Brady Vail,2012,70
8,Marco Roy,2013,50
11,Theodor Blueger,2012,71
2,Remi Elie,2013,51
11,Brayden Point,2014,52
4,Paul Bittner,2015,27
1,Hunter Smith,2014,53
17,Gabryel Paquin-Boudreau,2013,52
8,Raphael Bussieres,2012,72
15,Matia Marcantuoni,2012,73
26,Ryan Donato,2014,54
30,Chandler Stephenson,2012,80
23,Justin Kea,2012,74
4,Artturi Lehkonen,2013,53
19,Brandon Halverson,2014,55
15,Chris Brown,2009,46
7,John McFarland,2010,29
20,Kent Patterson,0,0
8,Garrett Noonan,2011,119
1,Tristan Jarry,2013,54
9,Fredrik Claesson,2011,120
20,Vaclav Karabacek,2014,56
9,Jedd Soleway,2013,165
1,Tyler Bertuzzi,2013,55
4,Jack Glover,2014,57
14,Alexander Avtsin,2009,50
19,Daniel Sprong,2015,28
26,Mitchell Heard,2012,75
16,Gustav Olofsson,2013,56
14,Joonas Lehtivuori,0,0
1,Oliver Kylington,2015,29
16,Morgan Ellis,2010,144
8,Chris Calnan,2012,76
19,Alexandre Mallet,2012,77
22,Matthew Murray,2012,81
29,Maxim Shalunov,2011,122
6,Simon Karlsson,2011,123
4,Calvin Pickard,2010,32
11,James Lodge,2013,64
20,Bradley Ross,2010,33
21,Matthew Mistele,2014,114
10,Ryan Hillier,0,0
26,Brett Kulak,2012,82
11,Oliver Bjorkstrand,2013,57
20,Dillon Heatherington,2013,58
17,Jonathan-Ismael Diaby,2013,59
26,Jared Knight,2010,34
2,Michael Mersch,2011,124
26,Anthony Duclair,2013,60
16,Keegan Kanzig,2013,65
1,Brandon Hickey,2014,58
8,Joshua Jacobs,2014,59
16,Tomas Hyka,2012,83
27,Noah Rod,2014,60
14,Ryan Kujawinski,2013,66
12,John Hayden,2013,67
23,Philippe Desrosiers,2013,68
8,Brett Pesce,2013,69
21,Nicholas Baptiste,2013,70
4,Pavel Buchnevich,2013,71
1,Linus Arnesson,2013,72
27,Nick Ebert,2012,84
17,Andreas Athanasiou,2012,85
22,Toni Rajala,2009,54
5,Taylor Cammarata,2013,73
3,Mark Visentin,2010,36
4,Mackenzie Blackwood,2015,30
11,Mikko Vainonen,2012,86
19,Jimmy Vesey,2012,87
8,Jesse Blacker,2009,55
9,Justin Kirkland,2014,61
15,Zachery Yuen,2011,126
27,Nikita Tryamkin,2014,62
19,Yan Pavel Laplante,2013,74
1,Ethan Werek,2009,56
23,Kale Kessy,2011,127
18,Ben Johnson,2012,88
6,Kevin Lynch,2009,57
8,Niklas Lundstrom,2011,128
13,Ilya Sorokin,2014,63
9,Lars Volden,2011,129
15,Tony Cameranesi,2011,130
9,Noah Juulsen,2015,31
3,Sean Kuraly,2011,131
9,Jacob Larsson,2015,32
15,Alexei Marchenko,2011,132
10,Magnus Nygren,2011,133
23,Jeremy Roy,2015,33
16,Ryan Collins,2014,64
18,Ludwig Blomstrand,2011,134
19,Brian Ferlin,2011,135
16,Chase Balisy,2011,136
2,Martin Gernat,2011,137
5,Trent Vogelhuber,0,0
8,Blake Pietila,2011,138
16,Thomas Novak,2015,34
13,Garrett Meurs,2011,139
28,Steven Hodges,2012,89
4,Anton Karlsson,2014,65
24,Stephen Michalek,2011,142
23,Yaroslav Kosov,2011,143
14,John Persson,2011,144
21,Kevin Roy,2012,90
28,Anthony Beauvillier,2015,35
5,Brenden Kichton,2011,145
25,Nick Seeler,2011,147
2,Troy Vance,2011,148
2,Jansen Harkins,2015,36
10,Alex Lepkowski,2011,149
25,Darren Dietz,2011,150
28,Darian Dziurzynski,2011,151
1,Warren Foegele,2014,66
8,Sean Collins,0,0
30,Spencer Martin,2013,75
25,Dominik Uher,2011,152
6,Patrick Koudys,2011,153
10,Anton Zlobin,2012,91
14,Adam Gilmour,2012,92
14,Carter Verhaeghe,2013,76
13,Alexander Delnov,2012,93
1,Johnathan MacLeod,2014,67
9,Mason Geertsen,2013,77
14,Kenny Ryan,2009,58
8,Maxim Letunov,2014,68
12,Jon Gillies,2012,94
28,Keegan Iverson,2014,69
26,Christophe Lalancette,2012,95
30,Christian Dvorak,2014,70
27,James Melindy,2012,96
23,Alex Lintuniemi,2014,71
8,Connor Chatham,2014,72
23,Ben Hanowski,2009,62
29,Igor Bobkov,2009,63
27,Austin Poganski,2014,73
19,Ludvig Rensfeldt,2010,42
28,Dalton Smith,2010,43
6,Trevor Ludwig,0,0
15,Petr Straka,2010,44
22,Ryan Mantha,2014,115
8,Daniel Altshuller,2012,102
14,Rinat Valiev,2014,74
21,Taylor Leier,2012,103
17,Mark Friedman,2014,75
20,Colten Parayko,2012,104
29,Travis Dermott,2015,37
10,Olivier Roy,2009,65
9,Gabriel Carlsson,2015,38
15,Stephen Johns,2010,45
15,Brycen Martin,2014,76
23,William Wrenn,2009,68
8,Lucas Wallmark,2014,116
20,Greg McKegg,2010,46
21,Jeremy Bracco,2015,39
2,Simon Bertilsson,2009,71
24,Keith Seabrook,0,0
27,Scott Wedgewood,2010,47
21,Chase De Leo,2014,77
11,Erik Karlsson,2012,106
19,Josh Anderson,2012,107
12,Elvis Merzlikins,2014,78
30,Ville Husso,2014,79
23,Kaapo Kahkonen,2014,80
18,Zachary Stepan,2012,108
30,Nikita Gusev,2012,109
18,Ben Thomson,2012,110
15,Branden Troock,2012,111
3,Alex Hutchings,2009,74
3,Ryan Button,2009,75
11,Gustav Possler,2013,111
16,Felix Sandstrom,2015,40
10,Jason Gregoire,0,0
21,Adam Wilcox,2011,156
13,Dylan Sadowy,2014,81
15,Seth Griffith,2012,115
2,Juho Lammikko,2014,82
10,Stefan Chaput,0,0
18,Timothy Boyle,2012,117
21,Jordan Subban,2013,78
12,Rob OGara,2011,157
10,Charles Hudon,2012,118
4,Linus Ullmark,2012,119
26,Joey LaLeggia,2012,120
7,Peter Leblanc,0,0
13,Teemu Pulkkinen,2010,48
10,Tony Romano,0,0
21,Trevor Carrick,2012,121
11,Jake Paterson,2012,122
5,Ryan Culkin,2012,123
28,Coda Gordon,2012,124
21,Connor Brown,2012,125
10,David Kuchejda,0,0
27,Ryan Rupert,2012,126
28,Jackson Houck,2013,79
28,Logan Nelson,2012,127
21,Nick Moutrey,2013,80
19,Austin Wuthrich,2012,128
16,Samuel Montembeault,2015,41
3,Fredrik Olofsson,2014,117
15,Jake Walman,2014,83
8,Chris Driedger,2012,130
26,Joakim Ryan,2012,131
12,Dominic Toninato,2012,132
9,Artur Gavrus,2012,133
23,Daniel Gunnarsson,2012,134
9,Robert Baillargeon,2012,135
15,Thomas di Pauli,2012,136
5,Fredrik Larsson,2012,137
30,Niklas Hansson,2013,82
13,Mitchell Stephens,2015,42
20,Joshua Brown,2013,167
23,Eamon McAdam,2013,83
27,Francois Brassard,2012,139
26,Alexander Peters,2014,84
21,Nicholas Magyar,2014,85
21,Michael Bunting,2014,86
11,Marcus Hogberg,2013,84
15,Anton Slepyshev,2013,85
19,Patrik Nemeth,2010,52
27,Axel Holmström,2014,87
9,Rourke Chartier,2014,118
11,Michael Clarke,2012,141
22,Alexis Pepin,2014,88
5,Brett Lernout,2014,89
27,William Lagesson,2014,90
14,Gabriel Beaupre,2011,158
6,Christoph Bertschy,2012,143
15,Dale Mitchell,0,0
5,Edward Wittchow,2011,159
15,Hudson Fasching,2013,86
11,Danny Hobbs,0,0
3,Niklas Tikkinen,2012,144
19,Evan Cowley,2013,112
9,Michael Prapavessis,2014,119
8,Brendan Woods,2012,145
15,Kyle Wood,2014,91
12,Miles Gendron,2014,92
21,Blake Siebenaler,2014,93
19,Daniel Zaar,2012,147
4,Ryan Fitzgerald,2013,87
21,Dylan Labbe,2013,88
17,Mark Mitera,0,0
11,Juraj Mikus,0,0
5,Graham Black,2012,148
16,Loic Leduc,2012,149
7,Michael Lee,2009,82
16,Alex Schoenborn,2014,94
30,Jordan Weal,2010,57
12,Daniel O'Regan,2012,150
10,Matt Mahalak,2011,160
8,Daniel Pribyl,2011,161
15,Ryan Olsen,2012,151
24,Avery Peterson,2013,168
20,Sondre Olden,2010,59
15,Riley Barber,2012,152
6,Sean Maguire,2012,153
21,Matthew Grzelcyk,2012,154
21,Jaedon Descheneau,2014,96
1,Cole Cassels,2013,89
15,Ben Ryan,0,0
11,Vince Dunn,2015,43
9,Brian Cooper,2012,155
9,Alexander Kerfoot,2012,156
4,Oscar Lindberg,2010,60
10,Mac Bennett,2009,84
12,Matheson Iacopelli,2014,97
21,Ben Thomas,2014,98
8,Brandon Carlo,2015,44
16,Cody Payne,2012,157
20,Travis Boyd,2011,162
16,Petr Placek,2011,163
2,Andrew Fritsch,2011,164
29,Jeremy Smith,0,0
8,Kurtis Gabriel,2013,90
10,Jase Weslosky,0,0
21,Dysin Mayo,2014,99
22,Jeremy Duchesne,0,0
28,Doyle Somerby,2012,159
17,Jason Kasdorf,2011,166
13,Lukas Sedlak,2011,167
10,Brent Pedersen,2013,113
21,Filip Chlapik,2015,45
15,Matt Buckles,2013,114
24,Andrew Bodnarchuk,0,0
9,Vincent Hinostroza,2012,160
21,Rasmus Andersson,2015,46
13,Christopher Clapperton,2013,115
5,Tyrell Goulbourne,2013,116
21,Jaccob Slavin,2012,161
15,Beau Starrett,2014,100
24,Erik Nystrom,2012,162
9,Justin Hache,2012,163
8,Matej Stransky,2011,168
15,Ryan Martindale,2010,62
19,Max McCormick,2011,169
26,Patrik Westerholm,2011,170
16,Laurent Brossoit,2011,171
27,Richard Nejezchleb,2014,120
10,Brad Navin,2011,172
23,Travis Brown,2012,164
8,Andrew O'Brien,2012,165
15,Steven Zalewski,0,0
21,Reece Scarlett,2011,173
27,Jakub Culek,2010,64
11,Reece Willcox,2012,166
14,Tyler Bird,2014,121
15,Spencer Machacek,0,0
27,Matt Tomkins,2012,168
20,Garret Ross,2012,169
9,Henrik Tommernes,2011,174
29,Max Gortz,2012,170
4,Samuel Fejes,2012,171
4,Ryan Bourque,2009,88
11,Viktor Crus Rydberg,2013,117
18,Michael McKee,2012,172
12,Connor Hellebuyck,2012,173
26,Luc Snuggerud,2014,122
5,Shane Eiserman,2014,123
6,Alexander Kadeikin,2014,124
21,Grant Besse,2013,118
29,C.J. Franklin,2014,155
1,Curtis Hamilton,2010,66
6,Richard Nedomlel,2011,176
15,Jonas Ahnelov,0,0
17,Kevin Montgomery,0,0
23,Joseph Blandisi,2012,175
6,Wesley Myron,2012,176
5,Ben Hutton,2012,177
16,Matthew DeBlouw,2012,178
29,John McCarron,2012,180
27,Ryan Tesink,2011,177
24,Colin Sullivan,2011,178
6,Matthew Peca,2011,179
3,Sam Jardine,2011,180
19,Colin Smith,2012,181
12,Petteri Lindbohm,2012,183
15,Mikael Wikstrand,2012,184
11,Nelson Nogier,2014,125
6,Julius Vähätalo,2014,126
2,Jesse Graham,2012,185
30,Mattias Lindstrom,2009,91
9,Aaron Irving,2014,127
29,Santeri Saari,2013,169
3,Markus Soberg,2013,170
29,Brady Austin,2012,186
28,Viktor Loov,2012,187
27,Joel Vermin,2013,171
18,Garrett Sparks,2011,182
29,Pavel Kraskovsky,2014,128
16,Jaynen Rissling,2012,189
14,David Fischer,0,0
29,Anton Blidh,2013,172
28,Colin Miller,2012,190
10,Gleason Fournier,2009,92
3,Robin Press,2013,173
17,Sergei Andronov,2009,94
19,J.J. Piccinich,2014,129
2,Clark Bishop,2014,130
13,Miguel Fidler,2014,156
15,Frans Tuohimaa,2011,183
21,Henri Ikonen,2013,120
26,Adam Ollas Mattsson,2014,157
14,Peter Ceresnak,2011,184
8,Merrick Madsen,2013,174
21,Francis Perron,2014,131
16,Saku Maenalanen,2013,123
5,Jake Dotchin,2012,191
17,Dennis Robertson,2011,185
3,James de Haas,2012,192
8,Jonatan Nielsen,2012,193
23,Dmitry Sinitsyn,2012,194
8,Julien Pelletier,2014,132
8,Josh Archibald,2011,186
19,Dylan Demelo,2011,187
15,Kenton Helgesen,2012,195
13,David Pope,2013,121
5,Christoffer Ehn,2014,133
5,Devon Toews,2014,134
11,Jake Bischoff,2012,196
23,Christian Fischer,2015,47
12,Paul Ladue,2012,197
3,Jyrki Jokipakka,2011,191
29,Collin Olson,2012,198
16,Tyler Graovac,2011,192
6,Marek Langhamer,2012,199
10,Teemu Eronen,2011,193
6,Christian Djoos,2012,200
5,Colin Blackwell,2011,195
17,Zac Larraza,2011,196
16,Zach Nagelvoort,2014,135
8,Tommy Cross,0,0
12,Alexander Broadhurst,2011,197
24,Alex Velischek,2009,96
19,Connor Brickley,2010,68
26,Edgars Kulda,2014,136
29,Sam Lafferty,2014,137
1,Brendan Guhle,2015,48
14,Fabrice Herzog,2013,122
24,Colton Hargrove,2012,202
29,Clifford Watson,2012,203
15,Jordan Fransoo,2011,199
2,Judd Peterson,2012,204
5,Brent Moran,2014,138
12,Maxwell Willman,2014,139
11,Myles Bell,2013,124
10,Jamie Phillips,2012,205
1,Joonas Lyytinen,2014,140
29,Matthew Benning,2012,206
5,Valeri Vasiliev,2012,207
10,Louis Nanne,2012,208
8,Adam Morrison,2009,99
13,Steven Johnson,2014,141
5,Sergei Kostenko,2012,209
27,Tom Kuehnhackl,2010,70
3,Reid Duke,2014,142
6,Jaycob Megna,2012,210
8,Danton Heinen,2014,143
6,Johan Mattsson,2011,201
16,Jonny Brodzinski,2013,125
14,Antoine Bibeau,2013,126
28,Philip Lane,2010,71
21,Cole Ully,2013,127
22,Mark Alt,2010,72
3,Tyler Motte,2013,128
27,Matthew Berkovitz,2014,144
30,Nicolas Meloche,2015,49
7,Andrei Popov,0,0
8,Nicholas Paul,2013,129
14,Tucker Poolman,2013,130
15,Kyle Platzer,2013,131
17,Zachary Pochiro,2013,132
18,Anders Bjork,2014,158
1,Tim Harrison,2013,133
21,Calvin Petersen,2013,134
15,Teemu Kivihalme,2013,135
21,Jeremy Gregoire,2013,136
15,Gage Ausmus,2013,137
11,Justin Holl,2010,75
19,Nikolas Koberstein,2014,145
17,Sebastian Aho,2015,50
14,Marc McNulty,2013,138
11,Robin Kovacs,2015,51
19,Tyler Ganly,2013,139
14,Nolan Vesey,2014,146
9,Matej Paulovic,2013,140
1,Aaron Haydon,2014,147
15,Shane Gersich,2014,148
27,Michael Brodzinski,2013,141
28,Aidan Muir,2013,142
8,Tobias Lindberg,2013,143
6,Taylor Aronson,2010,77
28,Kent Simpson,2010,78
16,Fredrik Bergvik,2013,144
1,Rushan Rafikov,2013,145
3,Ryan Rehill,2014,149
15,Quentin Shore,2013,146
14,Tomas Zaborsky,0,0
10,Cameron Abney,2009,102
17,Ryan Dzingel,2011,203
16,Max Gardiner,2010,79
3,Ivan Nalimov,2014,150
5,Derek Mathers,2011,205
11,Wilhelm Westlund,2013,147
19,Jordan Greenway,2015,52
27,Maxim Kitsyn,2010,81
15,Miro Aaltonen,2013,148
3,Gregory Chase,2013,149
5,Patrik Bartosak,2013,150
14,Pierre Engvall,2014,151
25,Dillon Donnelly,2011,207
7,Ryan Segalla,2013,153
27,Matt MacKenzie,2010,82
24,Ben Storm,2013,151
29,Marc Cheverie,0,0
17,Aaron Harstad,2011,209
26,Ondrej Kase,2014,152
20,Robin Norell,2013,152
29,Kristers Gudlevskis,2013,154
3,Bryan Rust,2010,83
9,Dane Birks,2013,155
20,Louis-Marc Aubry,2010,84
27,Patrick McNally,2010,85
4,Sean Malone,2013,156
13,Ryan Gropp,2015,53
9,Kelly Summers,2014,153
15,Stephon Williams,2013,157
14,Miles Wood,2013,158
17,Terrance Amorosa,2013,159
24,Gabriel Gagne,2015,54
5,Liam Coughlin,2014,159
5,Will Butcher,2013,161
13,Luke Johnson,2013,175
17,Kieran Millan,2009,105
6,Emil Pettersson,2013,177
16,Tyler Shattock,2009,107
6,Hampus Melen,2013,178
7,Wiley Sherman,2013,179
10,Danny Biega,2010,86
6,Marcus Karlstrom,2013,180
6,Saku Salminen,2013,183
29,Brian Pinho,2013,181
14,Andreas Johnson,2013,182
4,Tyler Lewington,2013,184
27,Patrick Cehlin,2010,88
17,Blake Heinrich,2013,185
6,Nolan De Jong,2013,186
11,Connor Clifton,2013,187
20,MacKenzie Weegar,2013,188
17,Dominik Kubalik,2013,189
29,Zachary Leslie,2013,190
12,Peter Quenneville,2013,191
17,David Drake,2013,192
20,Anthony Brodeur,2013,193
24,Janne Juvonen,2013,194
28,Ben Betker,2013,195
6,Blaine Byron,2013,196
24,Jacob Jackson,2013,197
22,John Gilmour,2013,198
24,Chris Leblanc,2013,199
19,Anthony Louis,2013,200
28,Alec Dillon,2014,160
27,Tommy Veilleux,2013,201
24,Mitchell Dempsey,2013,202
11,Wade Murphy,2013,203
29,Emil Galimov,2013,204
30,Alexander Dergachyov,2015,55
13,Mike Williamson,2013,205
21,Yakov Trenin,2015,56
22,Bobby Hughes,0,0
22,Kirill Starkov,0,0
7,Aleksi Makela,2013,206
10,Kyle Burroughs,2013,207
6,Alexandre Belanger,2013,208
29,Troy Josephs,2013,209
15,Victor Olofsson,2014,161
28,Erik Cernak,2015,57
1,Andreas Soderberg,2014,162
21,Matt Spencer,2015,58
5,Miro Karjalainen,2014,163
14,John Nyberg,2014,164
22,Joseph Palmer,0,0
9,Brandon Baddock,2014,165
22,Alex Kangas,0,0
22,Niko Hovinen,0,0
15,Julien Nantel,2014,166
28,Emil Johansson,2014,167
22,Joey Dudek,2014,168
12,Christopher Brown,2014,169
10,Logan Pyett,0,0
3,Jacob Middleton,2014,170
22,Patrik Hersley,0,0
24,Pavel Jenys,2014,171
11,Anton Lindholm,2014,172
8,Alexander Fallstrom,2009,118
10,Kristopher Foucault,2009,119
15,Eric Knodel,2009,120
3,Anthony Angello,2014,173
17,Hayden Hawkey,2014,174
9,Radel Fazleev,2014,175
13,Jake Evans,2014,176
28,Jake Marchment,2014,177
17,Tyler Vesel,2014,178
12,Cameron Darcy,2014,179
