Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,0,527667,0,88,0,50,True,16,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,Devils,BNG,Binghamton,North,Eastern Conference,0,0,0,0,795917,0,255,0,50,True,17,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,Sound Tigers,BPT,Bridgeport,Atlantic,Eastern Conference,0,0,0,0,1104088,0,69,0,50,True,6,0,,L1,2,2,0,1,2,0,0,7,3,4,0,0,0,0,0,6,21,17,3,1,2,0,0,0,0,0,9,7,25,3,28,6,0,160,174,62,43,56,47,14,6,9,5,1,10645,11661,5205,2703,8542,2758,0,21,37,58,71,151,53,182,74,189,40,113,0,
20,Wolf Pack,HFD,Hartford,Atlantic,Eastern Conference,0,0,0,0,811625,0,238,0,50,True,18,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,Senators,BEL,Belleville,North,Eastern Conference,0,0,0,0,636416,0,48,0,50,True,19,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,Phantoms,LVP,Lehigh Valley,Atlantic,Eastern Conference,1992,0,0,0,452500,0,260,0,50,True,20,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,0,1768799,0,18,0,50,True,21,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Atlantic,Eastern Conference,0,0,0,0,668500,0,35,0,50,True,22,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,Rampage ,SAR,Rampage,Central Division,Western Conference,0,0,0,0,1179583,0,133,0,50,True,23,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,Barracuda,SJB,San Jose,Pacific Division,Western Conference,0,0,0,0,1080734,0,93,0,50,True,3,0,,L3,5,4,0,0,1,0,0,12,6,6,0,0,0,0,0,12,35,31,6,4,2,0,0,0,0,0,21,12,63,11,55,11,0,294,283,69,96,81,108,9,11,11,13,0,17670,17691,8645,5188,12725,4265,2,35,60,95,133,178,169,343,174,354,96,186,1,
27,Crunch,SYR,Syracuse,North,Eastern Conference,0,0,0,0,682500,0,16,0,50,True,24,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,Marlies,TOR,Toronto,North,Eastern Conference,0,0,0,0,583300,0,74,0,50,True,30,0,,L1,0,4,0,1,0,0,0,5,1,4,0,0,0,0,0,2,9,22,2,1,1,0,0,0,0,0,5,5,25,3,12,3,0,78,155,56,20,28,25,5,3,3,2,1,10075,4716,3622,2424,3009,1496,0,9,15,24,30,64,40,130,38,93,23,76,0,
29,Comets,UTI,Utica,North,Eastern Conference,0,0,0,0,1462250,0,201,0,50,True,2,0,,L1,5,4,0,0,1,0,0,11,6,5,0,0,0,0,0,12,41,29,6,5,1,0,0,0,0,0,31,15,42,6,54,6,0,297,175,48,100,95,101,1,17,10,14,0,12132,19675,8206,4310,14367,4576,0,41,72,113,131,195,128,223,189,299,114,180,1,
30,Bears,HER,Hershey,Atlantic,Eastern Conference,0,0,0,0,860317,0,52,0,50,True,25,0,,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,Wolves,CHI,Chicago,Central Division,Western Conference,0,2818,0,0,1121083,0,59,0,50,True,26,0,,L1,1,4,0,0,0,0,0,5,1,4,0,0,0,0,0,2,17,21,2,1,1,0,0,0,0,0,9,6,20,3,20,6,0,101,132,35,32,31,38,0,5,3,9,0,7000,7481,3519,1922,5494,1755,0,17,27,44,54,80,65,137,59,120,39,83,0,
