Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
11,Griffins,GRP,Grand Rapids,North,Eastern Conference,0,0,0,506717,442167,2279,256,76,50,False,26,0,E,L5,0,8,0,1,0,1,0,67,9,52,0,2,1,2,1,28,158,463,34,5,26,0,1,0,1,1,82,223,115,11,93,17,0,1851,3607,1004,629,571,637,26,66,46,42,5,138113,61224,43164,26485,41461,17907,0,158,308,466,234,1210,674,2035,513,1452,404,1227,0,
12,Condors,BKR,Bakersfield,Pacific Division,Western Conference,0,0,0,1521310,1420250,7321,70,68,50,False,9,0,,W3,6,4,0,0,0,0,0,60,42,12,0,3,1,1,1,94,283,93,31,20,7,0,2,1,1,0,150,54,197,33,263,29,7,1814,946,259,611,588,601,20,115,83,81,4,57264,120317,39805,18924,93711,23611,14,283,511,794,596,1148,786,1250,1151,1694,601,896,0,
13,Thunderbirds,SPR,Springfield,Atlantic,Eastern Conference,0,0,0,909573,1260517,6498,235,76,50,False,12,0,X,W1,6,1,0,0,0,1,2,68,46,11,0,1,0,6,4,110,328,149,35,25,5,0,0,0,2,3,181,70,199,36,246,31,8,2596,1528,513,859,844,874,54,154,89,78,13,81681,122457,43961,22950,95687,23646,10,328,556,884,634,1298,995,1656,1308,1965,682,1083,0,
14,Reign,ONT,Ontario,Pacific Division,Western Conference,0,0,0,658598,688833,3551,124,68,50,False,31,0,E,L21,0,10,0,0,0,0,0,60,3,54,0,1,1,0,1,10,108,451,30,0,28,0,1,1,0,0,57,223,124,11,115,24,0,1421,3119,922,476,473,463,12,52,29,26,2,133677,45840,37099,24584,30310,13615,0,108,208,316,291,943,481,1826,420,1152,306,1071,0,
15,Wild,IOA,Iowa,Central Division,Western Conference,0,0,0,782849,327584,1689,193,76,50,False,17,0,,W1,6,4,0,0,0,0,0,68,41,22,0,1,2,0,2,88,343,200,32,19,11,0,0,1,0,1,162,87,203,33,171,32,7,2625,2188,605,871,840,902,20,154,106,82,2,99571,104961,41378,23734,82442,20419,3,343,485,828,363,1215,856,2084,887,1884,515,1086,1,
16,Rocket,LAV,Laval,North,Eastern Conference,0,0,0,631252,739417,3811,129,76,50,False,14,0,X,W1,5,1,0,1,0,1,2,68,35,21,0,5,0,4,3,91,267,205,35,17,10,0,3,0,3,2,141,99,229,38,227,37,7,2205,1983,605,707,716,763,43,108,90,60,14,105835,95922,45462,27143,71135,21671,2,267,463,730,541,1232,1049,2041,954,1810,590,1089,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,455903,527667,2720,88,76,50,False,29,0,E,L3,0,8,0,0,1,0,1,68,9,51,0,0,1,2,5,28,180,458,33,4,24,0,0,1,1,3,90,207,124,16,126,31,0,2030,3554,1007,685,638,675,57,75,48,55,4,136910,66370,43847,27068,45852,18412,0,180,347,527,271,1314,639,2040,584,1574,393,1253,1,
18,Devils,BNG,Binghamton,North,Eastern Conference,0,0,0,601999,795917,4103,255,76,50,False,28,0,E,L4,1,9,0,0,0,0,0,68,9,57,0,2,0,0,0,22,154,481,34,4,28,0,2,0,0,0,83,227,168,20,117,35,1,1694,3509,954,574,555,556,9,69,49,34,2,144558,58016,42616,27722,39501,16535,0,154,298,452,261,1017,608,2038,469,1347,376,1204,0,
19,Sound Tigers,BPT,Bridgeport,Atlantic,Eastern Conference,0,0,0,1253702,1031588,5317,69,76,50,False,11,0,X,L1,7,1,0,0,0,0,2,68,36,23,0,1,1,1,6,83,268,228,33,16,12,0,1,0,0,4,132,116,201,37,208,22,2,2097,1869,512,693,707,687,34,113,80,73,6,91856,110205,45225,24587,83600,23559,7,268,474,742,468,1357,741,1741,923,1826,508,1096,0,
20,Wolf Pack,HFD,Hartford,Atlantic,Eastern Conference,0,0,0,911986,705042,3634,238,76,50,False,27,0,E,L5,1,9,0,0,0,0,0,68,15,48,0,0,2,1,2,36,200,372,33,9,21,0,0,0,1,2,106,167,190,25,128,24,3,1860,2835,830,652,604,598,21,79,66,54,2,129927,72426,43737,27113,51716,18705,3,200,365,565,318,1125,702,1905,688,1533,486,1174,0,
21,Senators,BEL,Belleville,North,Eastern Conference,0,0,0,574467,636416,3280,48,76,50,False,24,0,,L6,2,8,0,0,0,0,0,69,26,38,0,1,1,1,2,59,221,259,33,13,18,0,1,1,0,0,117,118,210,53,254,44,1,1774,2090,603,572,615,579,22,73,89,57,6,99242,104409,46180,25604,77473,23601,3,221,375,596,616,1318,861,1813,859,1716,563,1088,2,
22,Phantoms,LVP,Lehigh Valley,Atlantic,Eastern Conference,1992,0,0,663874,352500,1817,260,76,50,False,20,0,,L1,4,6,0,0,0,0,0,67,30,33,0,1,0,2,1,67,327,324,35,16,17,0,0,0,1,1,179,158,172,35,219,43,6,2514,2155,598,822,851,834,15,145,110,69,5,91726,106829,43770,23203,81910,22168,0,327,530,857,554,1354,764,1438,1091,1778,743,1254,1,
23,Roadrunners,TUC,Tucson,Pacific Division,Western Conference,0,0,0,1589389,1768799,9118,18,68,50,False,23,0,E,L6,3,6,0,0,0,1,0,60,19,37,0,1,1,2,0,45,211,327,30,10,19,0,0,1,0,0,106,156,190,38,151,30,1,1811,1974,545,612,566,618,21,98,60,50,4,92841,84431,39571,22164,62854,19228,0,211,377,588,350,1124,521,1345,658,1475,484,1099,0,
24,Penguins,WBS,Wilkes-Barre/Scranton,Atlantic,Eastern Conference,0,0,0,462260,318500,1642,35,76,50,False,18,0,E,L4,3,7,0,0,0,0,0,68,10,52,0,3,1,0,2,29,201,400,34,5,25,0,3,0,0,1,113,198,146,17,129,46,1,2096,3227,914,697,712,671,21,80,69,49,4,126952,74159,44783,27296,52477,19534,0,201,370,571,343,1418,730,1985,669,1550,461,1208,0,
25,Rampage ,SAR,Rampage,Central Division,Western Conference,0,0,0,957585,1179583,6080,133,76,50,False,13,0,E,L1,6,2,0,2,0,0,0,68,22,37,0,4,1,3,1,60,240,346,34,12,17,0,3,1,0,1,128,160,141,20,180,32,3,2328,2913,823,771,767,770,31,91,84,58,8,114352,89446,42527,24939,67075,19764,2,240,394,634,416,1387,749,2026,674,1685,413,1188,1,
26,Barracuda,SJB,San Jose,Pacific Division,Western Conference,0,0,0,930446,1080734,5571,93,68,50,False,8,0,,L1,7,3,0,0,0,0,0,60,34,18,0,1,3,3,1,80,272,138,30,19,8,0,0,1,2,0,138,58,224,42,216,25,6,1981,1408,392,630,706,635,27,112,89,67,5,78535,99592,39478,21590,76578,20638,12,272,448,720,569,1116,807,1569,1043,1679,578,957,0,
27,Crunch,SYR,Syracuse,North,Eastern Conference,0,0,0,338817,432500,2229,16,76,50,False,19,0,E,W1,3,4,0,0,1,2,0,68,15,46,0,1,3,3,0,41,247,407,33,8,23,0,1,1,0,0,125,189,210,29,152,50,1,2177,2824,791,686,796,687,21,101,78,64,7,128659,75193,42387,26422,54887,18123,0,247,366,613,359,1082,715,1827,792,1673,532,1241,1,
28,Marlies,TOR,Toronto,North,Eastern Conference,0,0,0,696360,583300,3007,74,76,50,False,21,0,,L3,3,7,0,0,0,0,0,68,27,32,0,2,2,1,4,66,211,233,34,16,14,0,1,0,1,2,119,106,213,46,215,32,2,1884,2175,630,632,602,632,35,90,64,54,5,106554,94071,46536,26925,68039,22755,2,211,364,575,486,1386,934,2109,776,1713,487,1055,0,
29,Comets,UTI,Utica,North,Eastern Conference,0,0,0,1301264,1462250,7537,201,76,50,False,4,0,X,W5,8,1,0,0,0,1,0,68,54,8,0,0,1,3,2,117,379,138,34,29,4,0,0,0,0,1,203,63,273,62,317,42,11,2335,1075,318,752,783,793,23,154,126,96,9,65358,136372,44685,21793,105901,26293,6,379,675,1054,722,1335,847,1324,1425,2066,735,1103,0,
30,Bears,HER,Hershey,Atlantic,Eastern Conference,0,0,0,799160,860317,4435,52,76,50,False,30,0,E,L11,0,10,0,0,0,0,0,67,8,53,0,1,4,1,0,24,170,451,34,5,27,0,1,1,0,0,86,218,127,14,93,26,0,1867,3428,958,602,612,638,23,73,44,51,2,139265,60195,42759,27472,41336,17315,0,170,330,500,238,1191,710,1992,569,1325,428,1200,1,
31,Wolves,CHI,Chicago,Central Division,Western Conference,2292,2818,0,774950,1049666,5411,59,76,50,False,15,0,,W1,5,3,0,0,2,0,0,67,39,21,0,0,3,4,0,89,341,200,33,19,10,0,0,1,3,0,181,91,209,37,166,23,4,2649,1582,430,887,829,925,20,139,117,81,6,73045,128124,41504,20413,102591,23161,9,341,509,850,411,1059,1041,1469,1385,1975,821,1133,0,
