Number,Name,Abbre,City,Division,Conference,Captain,Assistant #1,Assistant #2,Payroll,TotalPlayersSalaries,ExpensePerDay,CoachID,ScheduleGameInAYear,Morale,PlayOffEliminated,PowerRanking,PlayOffWinRound,StandingPlayoffTitle,Streak,Last10W,Last10L,Last10T,Last10OTW,Last10OTL,Last10SOW,Last10SOL,GP,W,L,T,OTW,OTL,SOW,SOL,Points,GF,GA,HomeGP,HomeW,HomeL,HomeT,HomeOTW,HomeOTL,HomeSOW,HomeSOL,HomeGF,HomeGA,PPAttemp,PPGoal,PKAttemp,PKGoalGA,PKGoalGF,ShotsFor,ShotsAga,ShotsBlock,ShotsPerPeriod #1,ShotsPerPeriod #2,ShotsPerPeriod #3,ShotsPerPeriod #4,GoalsPerPeriod #1,GoalsPerPeriod #2,GoalsPerPeriod #3,GoalsPerPeriod #4,PuckTimeInZone DF,PuckTimeInZone OF,PuckTimeInZone NT,PuckTimeControlinZone DF,PuckTimeControlinZone OF,PuckTimeControlinZone NT,Shutouts,TotalGoal,TotalAssist,TotalPoint,Pim,Hits,Face Off Won Defensif Zone, Face Off Total Defensif Zone,Face Off Won Offensif Zone,Face Off Total Offensif Zone,Face Off Won Neutral Zone,Face Off Total Neutral Zone,EmptyNetGoal
11,Griffins,GRP,Grand Rapids,Central Division,Western Conference,0,0,0,344061,406250,2433,82,82,35,False,26,0,E,L2,2,8,0,0,0,0,0,82,22,54,0,2,2,0,2,52,212,357,41,13,25,0,1,2,0,0,113,171,272,95,311,166,10,1322,1905,648,258,497,556,20,19,82,109,3,114939,96828,84557,48568,55567,37801,3,212,399,611,961,1198,417,1172,416,1020,601,1543,3,
12,City Barons,OCB,Oklahoma,Northwest Division,Western Conference,0,0,0,856827,875750,5244,37,82,61,False,17,0,X,L1,4,5,0,1,0,0,0,82,40,30,0,3,1,4,4,99,339,265,41,20,15,0,1,1,1,3,171,131,376,167,309,140,15,2073,2110,668,529,770,749,53,56,130,146,9,101266,106095,90834,41337,55606,51964,3,339,531,870,1119,1793,878,1497,855,1465,875,1382,3,
13,Rampage,SAR,San Antonio,Southeast Division,Eastern Conference,0,0,0,341797,669587,4010,66,82,24,False,28,0,E,L4,1,8,0,0,0,0,1,82,9,66,0,4,2,0,1,29,188,405,41,4,33,0,1,2,0,1,89,193,297,85,365,225,8,1555,2161,678,366,504,668,23,27,57,100,4,117797,94897,83475,49966,56990,34109,0,188,356,544,1421,1124,416,1263,385,1159,530,1563,0,
14,Monarchs,MAN,Manchester,Pacific Division,Western Conference,0,0,0,361419,482000,2886,55,82,68,False,6,0,Y,W2,7,3,0,0,0,0,0,82,48,24,0,7,0,0,3,113,307,216,41,23,11,0,6,0,0,1,154,101,319,143,348,145,12,1775,1810,635,449,657,658,21,41,113,146,7,108703,104841,83321,47903,63978,36392,7,307,556,863,1043,1160,615,1454,483,1147,582,1396,0,
15,Aeros,HOU,Houston,Northwest Division,Western Conference,0,0,0,654084,813750,4873,48,82,20,False,25,0,E,L2,1,6,0,0,2,0,1,82,9,58,0,2,9,0,4,35,177,365,41,5,28,0,0,5,0,3,83,176,278,66,350,199,11,1453,2108,700,305,548,581,32,24,63,88,2,118114,96215,83010,48588,56530,36350,1,177,330,507,1046,1203,471,1242,391,1065,559,1514,0,
16,Bulldogs,HAM,Hamilton,Northeast Division,Eastern Conference,0,0,0,862203,782250,4684,114,82,32,False,15,0,E,L1,5,4,0,1,0,0,0,82,29,44,0,1,1,2,5,70,372,403,41,14,23,0,1,1,0,2,179,193,413,235,298,164,7,2283,2092,705,649,812,805,43,60,148,161,12,97407,113312,86592,38544,64649,49940,2,372,574,946,1557,1777,621,1109,918,1579,894,1557,0,
17,Admirals,MIL,Milwaukee,Central Division,Western Conference,0,0,0,13294,0,0,96,82,39,False,23,0,E,L1,2,5,0,1,1,0,1,82,18,50,0,6,4,3,1,59,239,334,41,10,22,0,2,3,3,1,131,160,290,108,326,173,7,1403,1840,626,284,518,571,44,28,85,117,10,111744,101758,83855,48087,61023,37391,1,239,452,691,999,1211,435,1118,445,1091,642,1524,1,
18,Devils,ALB,Albany,Orr Division,Eastern Conference,0,0,0,444532,638500,3823,76,82,54,False,7,0,E,W1,6,3,0,0,0,1,0,82,31,37,0,4,2,6,2,86,312,345,41,14,21,0,3,2,1,0,144,173,301,137,369,191,9,1920,2027,695,506,666,730,44,38,124,140,14,107440,104254,86628,46882,61236,41075,2,312,521,833,1622,1170,630,1395,594,1245,740,1600,3,
19,Sound Tigers,BPT,Bridgeport,Orr Division,Eastern Conference,0,0,0,1462425,1657250,9924,61,82,93,False,16,0,Y,W2,6,3,0,0,0,0,1,82,53,18,0,1,2,5,3,123,344,222,41,28,8,0,0,1,3,1,184,103,387,165,375,145,10,2276,1956,624,629,838,798,32,58,153,127,11,95867,113945,88078,40462,61749,50350,10,344,546,890,3137,2237,1056,1634,969,1525,951,1414,0,
20,Whale,CON,Connecticut,Orr Division,Eastern Conference,0,0,0,633139,437500,2620,115,82,51,False,20,0,X,L4,4,6,0,0,0,0,0,82,39,35,0,2,3,1,2,89,384,386,41,19,18,0,1,1,1,1,188,196,387,221,334,182,7,2542,2020,684,776,823,929,21,74,148,159,4,102231,112656,81866,43143,70987,40087,0,384,632,1016,1310,1107,557,1121,800,1556,872,1642,0,
21,Senators,BNG,Binghamton,Northeast Division,Eastern Conference,0,0,0,295834,315500,1889,17,82,52,False,13,0,E,W1,6,4,0,0,0,0,0,82,39,37,0,1,2,3,0,88,288,268,41,20,16,0,1,2,2,0,153,135,312,127,392,176,9,2006,2011,674,525,659,811,25,40,95,149,5,110007,104282,82151,47283,63185,36490,5,288,515,803,1452,1200,618,1578,471,1267,569,1458,2,
22,Phantoms,ADP,Adirondack,Orr Division,Eastern Conference,0,0,0,556986,550825,3298,60,82,28,False,27,0,E,W1,1,7,0,1,1,0,0,82,16,55,0,2,9,0,0,45,221,426,41,9,27,0,0,5,0,0,109,213,294,100,371,225,3,1448,2075,651,330,533,575,10,42,74,103,2,115625,96487,83903,49229,56990,35701,0,221,407,628,1780,1138,412,1222,374,1056,553,1595,0,
23,Pirates,POR,Portland,Pacific Division,Western Conference,0,0,0,484873,398167,2384,39,82,21,False,24,0,E,SOL1,2,6,0,0,1,0,1,82,14,61,0,0,6,0,1,35,211,415,41,5,32,0,0,3,0,1,98,214,307,87,394,225,6,1684,2021,716,495,549,638,6,37,70,104,1,112051,102029,81897,48171,63431,35193,1,211,391,602,1516,1106,396,1221,399,1152,546,1532,1,
24,Penguins,WBS,Wilkes-Barre Scranton,Orr Division,Eastern Conference,0,0,0,766939,555000,3323,75,82,73,False,11,0,X,L1,5,3,0,0,0,1,1,82,48,25,0,1,0,5,3,111,363,244,41,24,12,0,0,0,3,2,190,123,368,198,281,118,8,2213,1984,688,631,797,776,34,72,146,139,9,100874,105541,91274,41641,56137,50634,7,363,581,944,1270,1919,710,1328,827,1459,794,1380,1,
25,Rivermen,PEO,Peoria,Central Division,Western Conference,0,0,0,656441,490000,2934,5,82,58,False,4,0,X,L1,6,2,0,1,0,0,1,82,40,30,0,4,4,1,3,97,327,301,41,23,12,0,1,2,1,2,166,144,329,190,371,163,10,2007,1843,660,480,761,738,41,29,144,149,8,109178,105509,82696,46069,63414,38398,4,327,576,903,1380,1213,552,1396,570,1291,673,1557,1,
26,Sharks,WOR,Worcester,Pacific Division,Western Conference,0,0,0,1071102,1211250,7253,59,82,74,False,12,0,X,W1,6,4,0,0,0,0,0,82,42,27,0,7,2,2,2,106,326,233,41,23,14,0,2,1,1,0,176,113,390,184,313,127,11,2003,2066,569,512,709,754,42,58,121,138,10,97264,107812,92531,41214,55926,52630,5,326,536,862,1416,2068,1011,1590,928,1469,823,1310,0,
27,Admirals,NOR,Norfolk,Southeast Division,Eastern Conference,0,0,0,1950273,2031250,12163,16,82,97,False,18,0,Z,OTW1,3,3,0,2,2,0,0,82,55,11,0,6,5,1,4,133,311,189,41,28,5,0,2,3,0,3,149,91,380,152,319,101,12,2366,1993,655,589,828,934,33,46,124,134,9,94646,115043,88337,40806,64111,49665,5,311,512,823,1743,2125,1077,1613,1079,1641,881,1287,1,
28,Marlies,TOR,Toronto,Northeast Division,Eastern Conference,0,0,0,313507,182500,1093,124,82,40,False,30,0,E,L2,0,9,0,0,0,1,0,82,22,47,0,4,3,3,3,64,265,367,41,13,20,0,2,2,1,3,144,170,335,125,360,199,4,1592,2020,672,362,616,602,51,32,101,125,10,113504,100635,83785,48344,60382,36452,2,265,474,739,1090,1197,573,1277,517,1159,712,1568,2,
29,Wolves,CHI,Chicago,Northwest Division,Western Conference,0,0,0,285088,293750,1759,103,82,45,False,14,0,E,L2,3,4,0,3,0,0,0,82,28,39,0,7,6,1,1,79,310,378,41,12,23,0,3,3,0,0,149,195,319,162,394,193,11,2201,2150,693,543,815,820,31,38,126,138,9,111598,104753,80866,44941,64340,36963,0,310,544,854,1375,1210,516,1272,588,1411,637,1612,0,
30,Bears,HER,Hershey,Southeast Division,Eastern Conference,0,0,0,652608,452500,2710,8,82,78,False,3,0,X,W2,7,2,0,0,0,1,0,82,53,19,0,2,2,3,3,121,335,220,41,30,6,0,1,2,2,0,187,101,371,220,330,116,6,2276,2048,659,624,793,842,51,47,131,152,8,101359,109551,86556,42787,62654,45679,4,335,531,866,1523,1581,854,1560,861,1516,767,1375,1,
