Number,Transaction
20033,[4/5/2013 11:27:35 PM] - Jets lines for next game are empty. Current rosters/lines are not erased.
20034,[4/5/2013 11:27:35 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
20035,[4/5/2013 11:27:35 PM] - Sabres lines for next game are empty. Current rosters/lines are not erased.
20036,[4/5/2013 11:27:35 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20037,[4/5/2013 11:27:35 PM] - Blue Jackets lines for next game are empty. Current rosters/lines are not erased.
20038,[4/5/2013 11:27:35 PM] - Stars lines for next game are empty. Current rosters/lines are not erased.
20039,[4/5/2013 11:27:35 PM] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20040,[4/5/2013 11:27:35 PM] - Kings lines for next game are empty. Current rosters/lines are not erased.
20041,[4/5/2013 11:27:35 PM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
20042,[4/5/2013 11:27:35 PM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20043,[4/5/2013 11:27:35 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
20044,[4/5/2013 11:27:35 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
20045,[4/5/2013 11:27:35 PM] - Blues lines for next game are empty. Current rosters/lines are not erased.
20046,[4/5/2013 11:27:35 PM] - Lightning lines for next game are empty. Current rosters/lines are not erased.
20047,[4/5/2013 11:27:35 PM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20048,[4/5/2013 11:27:35 PM] - Marlies lines for next game are empty. Current rosters/lines are not erased.
20049,[4/5/2013 11:27:35 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
20050,[4/5/2013 11:27:35 PM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
20051,[4/5/2013 11:27:35 PM] - Capitals lines for next game are empty. Current rosters/lines are not erased.
20052,[4/5/2013 11:27:35 PM] - Bears lines for next game are empty. Current rosters/lines are not erased.
20053,<font color="Red">[4/5/2013 11:27:35 PM] - Ryan Nugent-Hopkins is back from Broken Bone (Left Arm) Injury.</font>
20054,<font color="Red">[4/5/2013 11:27:35 PM] - Travis Hamonic is back from Lower Body Injury.</font>
20055,<font color="Red">[4/5/2013 11:27:35 PM] - Jordan Caron is back from Strained Left Knee Injury.</font>
20056,<font color="Red">[4/5/2013 11:27:35 PM] - Adam Henrique is back from Bruised Left Arm Injury.</font>
20057,[4/5/2013 11:27:37 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20058,[4/5/2013 11:27:37 PM] - Avalanche are expected to be under the minimum salary cap by $4-272-500!
20059,[4/5/2013 11:27:38 PM] - Current fund for Stars is under $0.
20060,[4/5/2013 11:27:38 PM] - Avalanche are expected to be under the minimum salary cap by $4-272-500!
20061,[4/5/2013 11:27:38 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20062,[4/5/2013 11:27:38 PM] - Coyotes are expected to be under the minimum salary cap by $2-471-668!
20063,[4/5/2013 11:27:39 PM] - Penguins are expected to be under the minimum salary cap by $6-050-832!
20064,[4/5/2013 11:27:39 PM] - Predators are expected to be under the minimum salary cap by $4-383-332!
20065,[4/5/2013 11:27:39 PM] - Red Wings are expected to be under the minimum salary cap by $2-141-664!
20066,[4/5/2013 11:27:39 PM] - Senators are expected to be over the salary cap by $150-000!
20067,[4/5/2013 11:27:39 PM] - Red Wings are expected to be under the minimum salary cap by $2-141-664!
20068,[4/5/2013 11:27:39 PM] - Predators are expected to be under the minimum salary cap by $4-383-332!
20069,[4/5/2013 11:27:40 PM] - Current fund for Rangers is under $0.
20070,[4/5/2013 11:27:40 PM] - Senators are expected to be over the salary cap by $150-000!
20071,[4/5/2013 11:27:41 PM] - Coyotes are expected to be under the minimum salary cap by $2-471-668!
20072,[4/5/2013 11:27:41 PM] - Penguins are expected to be under the minimum salary cap by $6-050-832!
20073,[4/5/2013 11:27:41 PM] - Current fund for Canucks is under $0.
20074,<font color="Red">[4/5/2013 11:28:03 PM] - Curtis Glencross is back from Torso Injury.</font>
20075,<font color="Red">[4/5/2013 11:28:03 PM] - Cam Fowler is back from Strained Right Elbow Injury.</font>
20076,<font color="Red">[4/5/2013 11:28:03 PM] - Rostislav Klesla is back from Right Foot Injury.</font>
20077,[4/5/2013 11:28:04 PM] - Manual rest day was been done.
20078,<font color="Black">[4/5/2013 11:28:28 PM] - Mark Parrish of Panthers was sent to pro.</font>
20079,<font color="#0080C0">[4/5/2013 11:28:30 PM] - Panthers sent Mark Parrish to waiver.</font>
20080,[4/5/2013 11:28:31 PM] - Mark Parrish of Panthers was sent to farm.
20081,<font color="Black">[4/5/2013 11:28:45 PM] - Aaron Rome of Sharks was sent to pro.</font>
20082,<font color="#0080C0">[4/5/2013 11:28:47 PM] - Sharks sent Aaron Rome to waiver.</font>
20083,[4/5/2013 11:28:48 PM] - Aaron Rome of Sharks was sent to farm.
20084,<font color="#0080C0">[4/5/2013 11:29:15 PM] - Flames show interest in Mark Parrish from waiver.</font>
20085,<font color="#0080C0">[4/5/2013 11:29:22 PM] - Flames claimed Mark Parrish from waiver from Panthers for $100-000.00.</font>
20086,<font color="#FF8000">[4/5/2013 11:29:22 PM] - Mark Parrish was added to Flames.</font>
20087,<font color="#0080C0">[4/5/2013 11:29:22 PM] - Mark Parrish was removed from waiver.</font>
20088,<font color="#0080C0">[4/5/2013 11:29:53 PM] - Blue Jackets show interest in Aaron Rome from waiver.</font>
20089,<font color="#0080C0">[4/5/2013 11:29:59 PM] - Blue Jackets claimed Aaron Rome from waiver from Sharks for $100-000.00.</font>
20090,<font color="#FF8000">[4/5/2013 11:29:59 PM] - Aaron Rome was added to Blue Jackets.</font>
20091,<font color="#0080C0">[4/5/2013 11:29:59 PM] - Aaron Rome was removed from waiver.</font>
20092,<font color="#FF8000">[4/5/2013 11:31:45 PM] - Ron Hainsey was added to Blue Jackets.</font>
20093,<font color="#FF8000">[4/5/2013 11:31:45 PM] - Tomas Holmstrom was added to Blue Jackets.</font>
20094,<font color="#FF8000">[4/5/2013 11:31:45 PM] - Mikael Samuelsson was added to Senators.</font>
20095,<font color="#FF8000">[4/5/2013 11:31:45 PM] - Bruno Gervais was added to Senators.</font>
20096,<font color="#FF8000">[4/5/2013 11:31:47 PM] - TRADE : From Senators to Blue Jackets : Ron Hainsey (66)- Tomas Holmstrom (64)- Nicholas Shore (P)- Y:2013-RND:7-WSH.</font>
20097,<font color="#FF8000">[4/5/2013 11:31:47 PM] - TRADE : From Blue Jackets to Senators : Mikael Samuelsson (67)- Bruno Gervais (59)- Y:2013-RND:5-OTT- Y:2013-RND:6-PHL.</font>
20098,[4/5/2013 11:31:48 PM] - Maximum Pro Players Limit Reached for Blue Jackets!
20099,<font color="#FF8000">[4/5/2013 11:32:07 PM] - Brad Lukowich was added to Penguins.</font>
20100,<font color="#FF8000">[4/5/2013 11:32:07 PM] - Andreas Lilja was added to Stars.</font>
20101,<font color="#FF8000">[4/5/2013 11:32:08 PM] - TRADE : From Stars to Penguins : Brad Lukowich (59).</font>
20102,<font color="#FF8000">[4/5/2013 11:32:08 PM] - TRADE : From Penguins to Stars : Andreas Lilja (60).</font>
20103,[4/5/2013 11:32:09 PM] - Current fund for Stars is under $0.
20104,[4/5/2013 11:32:10 PM] - Penguins are expected to be under the minimum salary cap by $5-300-832!
20105,<font color="#FF8000">[4/5/2013 11:32:38 PM] - Devan Dubnyk was added to Flyers.</font>
20106,<font color="#FF8000">[4/5/2013 11:32:38 PM] - Scott Clemmensen was added to Sharks.</font>
20107,<font color="#FF8000">[4/5/2013 11:32:38 PM] - Devante Smith-Pelly was added to Sharks.</font>
20108,<font color="#FF8000">[4/5/2013 11:32:40 PM] - TRADE : From Sharks to Flyers : Devan Dubnyk (80).</font>
20109,<font color="#FF8000">[4/5/2013 11:32:40 PM] - TRADE : From Flyers to Sharks : Scott Clemmensen (77)- Devante Smith-Pelly (57)- Brock Nelson (P).</font>
20110,[4/5/2013 11:32:59 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20111,[4/5/2013 11:32:59 PM] - Avalanche are expected to be under the minimum salary cap by $4-272-500!
20112,[4/5/2013 11:33:00 PM] - Maximum Pro Players Limit Reached for Blue Jackets!
20113,[4/5/2013 11:33:00 PM] - Current fund for Stars is under $0.
20114,[4/5/2013 11:33:01 PM] - Red Wings are expected to be under the minimum salary cap by $2-141-664!
20115,[4/5/2013 11:33:01 PM] - Avalanche are expected to be under the minimum salary cap by $4-272-500!
20116,[4/5/2013 11:33:01 PM] - Predators are expected to be under the minimum salary cap by $4-383-332!
20117,[4/5/2013 11:33:02 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20118,[4/5/2013 11:33:02 PM] - Penguins are expected to be under the minimum salary cap by $5-300-832!
20119,[4/5/2013 11:33:02 PM] - Predators are expected to be under the minimum salary cap by $4-383-332!
20120,[4/5/2013 11:33:02 PM] - Red Wings are expected to be under the minimum salary cap by $2-141-664!
20121,[4/5/2013 11:33:02 PM] - Current fund for Rangers is under $0.
20122,[4/5/2013 11:33:03 PM] - Penguins are expected to be under the minimum salary cap by $5-300-832!
20123,[4/5/2013 11:33:03 PM] - Maximum Pro Players Limit Reached for Maple Leafs!
20124,[4/5/2013 11:33:04 PM] - Maximum Pro Players Limit Reached for Canucks!Current fund for Canucks is under $0.
20125,[4/6/2013 10:05:31 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20126,<font color="Black">[4/6/2013 10:05:34 PM] - Successfully loaded Bruins lines done with STHS Client - 2.1.6.6</font>
20127,<font color="Black">[4/6/2013 10:05:34 PM] - Successfully loaded Flames lines done with STHS Client - 2.1.2.2</font>
20128,[4/6/2013 10:05:34 PM] - Stephane Da Costa of Blackhawks was sent to farm.
20129,<font color="Black">[4/6/2013 10:05:34 PM] - Successfully loaded Blackhawks lines done with STHS Client - 2.1.6.6</font>
20130,[4/6/2013 10:05:35 PM] - Joakim Andersson of Blue Jackets was sent to farm.
20131,[4/6/2013 10:05:35 PM] - J.T. Brown of Blue Jackets was sent to farm.
20132,<font color="Black">[4/6/2013 10:05:35 PM] - Successfully loaded Blue Jackets lines done with STHS Client - 2.1.8.8</font>
20133,<font color="Black">[4/6/2013 10:05:35 PM] - Successfully loaded Stars lines done with STHS Client - 2.1.2.2</font>
20134,[4/6/2013 10:05:35 PM] - Matt Calvert of Red Wings was sent to farm.
20135,<font color="Black">[4/6/2013 10:05:35 PM] - Brian Fahey of Red Wings was sent to pro.</font>
20136,[4/6/2013 10:05:35 PM] - Red Wings are expected to be under the minimum salary cap by $2-483-336!
20137,<font color="Black">[4/6/2013 10:05:35 PM] - Successfully loaded Red Wings lines done with STHS Client - 2.1.6.6</font>
20138,<font color="Black">[4/6/2013 10:05:35 PM] - Successfully loaded Wild lines done with STHS Client - 2.1.3.3</font>
20139,<font color="Black">[4/6/2013 10:05:35 PM] - Successfully loaded Flyers lines done with STHS Client - 2.1.6.6</font>
20140,<font color="Black">[4/6/2013 10:05:36 PM] - Successfully loaded Coyotes lines done with STHS Client - 2.1.8.8</font>
20141,<font color="Black">[4/6/2013 10:05:36 PM] - Marc-Andre Bourdon of Blues was sent to pro.</font>
20142,<font color="Black">[4/6/2013 10:05:36 PM] - Successfully loaded Blues lines done with STHS Client - 2.1.7.7</font>
20143,<font color="Black">[4/6/2013 10:05:36 PM] - Successfully loaded Sharks lines done with STHS Client - 2.1.6.6</font>
20144,<font color="#0080C0">[4/6/2013 10:05:38 PM] - Maple Leafs sent John Scott to waiver.</font>
20145,[4/6/2013 10:05:39 PM] - John Scott of Maple Leafs was sent to farm.
20146,<font color="Black">[4/6/2013 10:05:45 PM] - Successfully loaded Maple Leafs lines done with STHS Client - 2.1.6.6</font>
20147,[4/6/2013 10:05:45 PM] - Zach Boychuk of Canucks was sent to farm.
20148,<font color="Black">[4/6/2013 10:05:45 PM] - Successfully loaded Canucks lines done with STHS Client - 2.1.8.8</font>
20149,<font color="Black">[4/6/2013 10:05:45 PM] - Dmitri Orlov of Capitals was sent to pro.</font>
20150,<font color="Black">[4/6/2013 10:05:45 PM] - Successfully loaded Capitals lines done with STHS Client - 2.1.6.6</font>
20151,[4/6/2013 10:07:25 PM] - Current fund for Rangers is under $0.
20152,<font color="Black">[4/6/2013 10:07:45 PM] - Auto Lines Function has been run for Rangers.</font>
20153,[4/6/2013 10:08:06 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20154,[4/6/2013 10:08:06 PM] - Sabres roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20155,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Roster Partial Function has been run for Sabres.</font>
20156,[4/6/2013 10:08:07 PM] - Sabres lines errors : Normal line # 1 Defense #1 is empty.
Normal line # 4 Defense #4 is empty.
PP line 1 Defense #1 is empty.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
LastMinOff line Defense #3 is empty.
LastMinDef line Defense #3 is empty.

20157,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Lines Partial Function has been run for Sabres.</font>
20158,[4/6/2013 10:08:07 PM] - Sabres lines errors : Anton Volchenkov is used twice in PP lines 1 and 2.
Anton Volchenkov is used twice in PK lines 1 and 2.
Tyler Myers is used twice in 4vs4 lines 1 and 2.
Anton Volchenkov is used twice in PK3 lines 1 and 2.

20159,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Lines Function has been run for Sabres.</font>
20160,[4/6/2013 10:08:07 PM] - Avalanche are expected to be under the minimum salary cap by $4-272-500!
20161,[4/6/2013 10:08:07 PM] - Red Wings are expected to be under the minimum salary cap by $2-483-336!
20162,[4/6/2013 10:08:07 PM] - Predators are expected to be under the minimum salary cap by $4-383-332!
20163,[4/6/2013 10:08:07 PM] - Senators roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20164,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Roster Partial Function has been run for Senators.</font>
20165,[4/6/2013 10:08:07 PM] - Senators lines errors : Normal line # 3 Defense #3 is empty.
Normal line # 4 LW is empty.
Extra Defense #1 is empty.
Extra Defense #4 is empty.

20166,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Lines Partial Function has been run for Senators.</font>
20167,[4/6/2013 10:08:07 PM] - Penguins roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 14 Dressed. 18 Required.
Some errors will be automatically fixed.

20168,[4/6/2013 10:08:07 PM] - Penguins are expected to be under the minimum salary cap by $5-300-832!
20169,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Roster Partial Function has been run for Penguins.</font>
20170,[4/6/2013 10:08:07 PM] - Penguins are expected to be under the minimum salary cap by $5-300-832!
20171,[4/6/2013 10:08:07 PM] - Penguins lines errors : Normal line # 1 C is empty.
Normal line # 2 C is empty.
Normal line # 2 Defense #2 is empty.
Unknown Player is used twice in Normal line #2
Normal line # 3 Defense #3 is empty.
Normal line # 4 LW is empty.
Unknown Player is used twice in normal lines 1 and 2.
PP line 1 C is empty.
4 vs 4 line 1 C is empty.
PK line 1 LW is empty.
PP line 2 C is empty.
PP line 2 Defense #2 is empty.
PK line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
Unknown Player is used twice in PP line#2
Unknown Player is used twice in PP lines 1 and 2.
Unknown Player is used twice in PK lines 1 and 2.
Unknown Player is used twice in 4vs4 lines 1 and 2.
LastMinOff line C is empty.
LastMinDef line C is empty.
LastMinDef line LW is empty.
Unknown Player is used twice in LastMinDef line
Extra Defense #1 is empty.
Penalty Shot Player #2 is empty.
Extra Defense #4 is empty.
Penalty Shot Player #5 is empty.
Unknown Player is used twice in Extra Penalty Shot

20172,[4/6/2013 10:08:07 PM] - Penguins are expected to be under the minimum salary cap by $5-300-832!
20173,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Lines Partial Function has been run for Penguins.</font>
20174,[4/6/2013 10:08:07 PM] - Penguins lines errors : Tomas Fleischmann is used twice in PP lines 1 and 2.
Karl Alzner is used twice in PP lines 1 and 2.
Troy Brouwer is used twice in PK lines 1 and 2.
Pavel Kubina is used twice in PK lines 1 and 2.
Troy Brouwer is used twice in 4vs4 lines 1 and 2.
Karl Alzner is used twice in 4vs4 lines 1 and 2.
Pavel Kubina is used twice in PK3 lines 1 and 2.

20175,[4/6/2013 10:08:07 PM] - Penguins are expected to be under the minimum salary cap by $5-300-832!
20176,<font color="Black">[4/6/2013 10:08:07 PM] - Auto Lines Function has been run for Penguins.</font>
20177,<font color="Red">[4/6/2013 10:08:21 PM] - Game 896 - Maxim Lapierre from Panthers is injured  (Broken Nose) and is out for 1 month.</font>
20178,<font color="Red">[4/6/2013 10:08:24 PM] - Game 899 - Sidney Crosby from Sabres is injured  (Groin) and is out for 2 days.</font>
20179,<font color="Red">[4/6/2013 10:08:24 PM] - Game 899 - Ryan Malone from Sabres is injured  (Left Foot) and is out for 6 days.</font>
20180,[4/6/2013 10:08:24 PM] - Shane Doan from Avalanche has scored a Hat Trick!
20181,<font color="Red">[4/6/2013 10:08:24 PM] - Game 902 - Zbynek Michalek from Sharks is injured  (Sprained Right Finger) and is out for 1 week.</font>
20182,<font color="Red">[4/6/2013 10:08:24 PM] - Curtis Glencross from Coyotes is injured from Exhaustion.</font>
20183,<font color="Red">[4/6/2013 10:08:25 PM] - Game 905 - Adrian Aucoin from Flames is injured  (Right Hand) and is out for 1 week.</font>
20184,<font color="Maroon">[4/6/2013 10:08:25 PM] - Game 906 - Alexandre Burrows from Lightning suspended for 2 game(s)</font>
20185,<font color="Red">[4/6/2013 10:08:25 PM] - Game 906 - Manny Malhotra from Lightning is injured  (Groin) and is out for 1 week.</font>
20186,<font color="Red">[4/6/2013 10:08:25 PM] - Game 907 - Derek MacKenzie from Jets is injured  (Broken Bone (Left Ankle)) and is out for 3 weeks.</font>
20187,<font color="Red">[4/6/2013 10:08:25 PM] - Game 907 - Trent Hunter from Ducks is injured  (Groin) and is out for 2 weeks.</font>
20188,<font color="Red">[4/6/2013 10:08:25 PM] - Game 907 - Matt Stajan from Ducks is injured  (Strained Right Knee) and is out for 5 days.</font>
20189,[4/6/2013 10:08:25 PM] - Mike Cammalleri from Blues has scored a Hat Trick!
20190,<font color="Red">[4/6/2013 10:08:25 PM] - Game 909 - Cody Franson from Penguins is injured  (Strained Left Knee) and is out for 4 days.</font>
20191,<font color="Red">[4/6/2013 10:08:25 PM] - Game 909 - Nikita Nikitin from Penguins is injured  (Back) and is out for 2 days.</font>
20192,<font color="Red">[4/6/2013 10:08:25 PM] - Game 909 - Brad Lukowich from Penguins is injured  (Upper Body) and is out for 3 weeks.</font>
20193,[4/6/2013 10:08:25 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
20194,[4/6/2013 10:08:25 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
20195,[4/6/2013 10:08:25 PM] - Jets lines for next game are empty. Current rosters/lines are not erased.
20196,[4/6/2013 10:08:25 PM] - IceCaps lines for next game are empty. Current rosters/lines are not erased.
20197,[4/6/2013 10:08:25 PM] - Sabres lines for next game are empty. Current rosters/lines are not erased.
20198,[4/6/2013 10:08:25 PM] - Americans lines for next game are empty. Current rosters/lines are not erased.
20199,[4/6/2013 10:08:25 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20200,[4/6/2013 10:08:25 PM] - Checkers lines for next game are empty. Current rosters/lines are not erased.
20201,[4/6/2013 10:08:25 PM] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
20202,[4/6/2013 10:08:25 PM] - Monsters lines for next game are empty. Current rosters/lines are not erased.
20203,[4/6/2013 10:08:25 PM] - Falcons lines for next game are empty. Current rosters/lines are not erased.
20204,[4/6/2013 10:08:25 PM] - Kings lines for next game are empty. Current rosters/lines are not erased.
20205,[4/6/2013 10:08:25 PM] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
20206,[4/6/2013 10:08:25 PM] - Aeros lines for next game are empty. Current rosters/lines are not erased.
20207,[4/6/2013 10:08:25 PM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20208,[4/6/2013 10:08:25 PM] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20209,[4/6/2013 10:08:25 PM] - Devils lines for next game are empty. Current rosters/lines are not erased.
20210,[4/6/2013 10:08:25 PM] - Whale lines for next game are empty. Current rosters/lines are not erased.
20211,[4/6/2013 10:08:25 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
20212,[4/6/2013 10:08:25 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
20213,[4/6/2013 10:08:25 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
20214,[4/6/2013 10:08:25 PM] - Pirates lines for next game are empty. Current rosters/lines are not erased.
20215,[4/6/2013 10:08:25 PM] - Penguins lines for next game are empty. Current rosters/lines are not erased.
20216,[4/6/2013 10:08:25 PM] - Lightning lines for next game are empty. Current rosters/lines are not erased.
20217,[4/6/2013 10:08:25 PM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20218,[4/6/2013 10:08:25 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
20219,[4/6/2013 10:08:25 PM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
20220,[4/6/2013 10:08:25 PM] - Bears lines for next game are empty. Current rosters/lines are not erased.
20221,<font color="Red">[4/6/2013 10:08:25 PM] - Colin Fraser is back from Left Knee Injury.</font>
20222,<font color="Red">[4/6/2013 10:08:25 PM] - Sidney Crosby is back from Groin Injury.</font>
20223,<font color="Red">[4/6/2013 10:08:25 PM] - James Wisniewski is back from Torn Right Knee Ligaments Injury.</font>
20224,<font color="Red">[4/6/2013 10:08:25 PM] - Matt Stajan is back from Strained Right Knee Injury.</font>
20225,<font color="Red">[4/6/2013 10:08:25 PM] - Nikita Nikitin is back from Back Injury.</font>
20226,<font color="Red">[4/6/2013 10:08:25 PM] - Michal Rozsival is back from Strained Left Knee Injury.</font>
20227,<font color="Red">[4/6/2013 10:08:25 PM] - Ryan Malone is back from Left Foot Injury.</font>
20228,<font color="Red">[4/6/2013 10:08:25 PM] - Cody Franson is back from Strained Left Knee Injury.</font>
20229,<font color="Red">[4/6/2013 10:08:25 PM] - Jason Demers is back from Sore Left Knee Injury.</font>
20230,[4/6/2013 10:08:27 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20231,[4/6/2013 10:08:28 PM] - Avalanche are expected to be under the minimum salary cap by $4-272-500!
20232,[4/6/2013 10:08:29 PM] - Current fund for Stars is under $0.
20233,[4/6/2013 10:08:30 PM] - Avalanche are expected to be under the minimum salary cap by $4-272-500!
20234,[4/6/2013 10:08:30 PM] - Bruins are expected to be under the minimum salary cap by $2-300-000!
20235,[4/6/2013 10:08:30 PM] - Coyotes are expected to be under the minimum salary cap by $2-471-668!
20236,[4/6/2013 10:08:30 PM] - Predators are expected to be under the minimum salary cap by $3-133-332!
20237,[4/6/2013 10:08:30 PM] - Penguins are expected to be under the minimum salary cap by $6-800-832!
20238,[4/6/2013 10:08:30 PM] - Predators are expected to be under the minimum salary cap by $3-133-332!
20239,[4/6/2013 10:08:30 PM] - Current fund for Rangers is under $0.
20240,[4/6/2013 10:08:31 PM] - Coyotes are expected to be under the minimum salary cap by $2-471-668!
20241,[4/6/2013 10:08:32 PM] - Penguins are expected to be under the minimum salary cap by $6-800-832!
