Own by Team,From Team,Year,Round
17,17,10,7
18,11,6,4
18,18,10,1
18,18,10,2
18,18,6,6
18,18,7,2
18,20,7,6
18,18,7,3
18,18,8,1
18,18,7,5
18,18,7,6
18,18,8,2
18,18,8,3
18,18,8,4
18,18,8,5
18,18,7,7
18,18,8,6
18,18,8,7
18,18,10,3
18,18,9,1
18,18,10,4
18,18,9,2
18,18,9,3
18,18,9,4
18,18,9,5
18,18,9,6
18,18,9,7
18,18,10,5
18,18,10,6
18,18,10,7
19,19,6,1
19,19,7,1
19,19,10,1
19,27,6,1
19,19,6,5
19,19,9,1
19,19,7,2
19,19,7,3
19,19,7,4
19,19,9,2
19,19,7,5
19,19,7,6
19,19,8,1
19,19,9,3
19,19,8,2
19,19,8,3
19,19,8,4
19,19,8,5
19,19,7,7
19,19,8,6
19,19,9,4
19,19,8,7
19,19,9,5
19,19,9,6
19,19,9,7
19,19,10,2
19,19,10,3
19,24,6,4
19,20,6,5
19,13,6,4
19,19,10,4
19,19,10,5
19,19,10,6
19,19,10,7
19,20,8,5
20,20,10,1
20,20,6,2
20,20,10,2
20,20,10,3
20,20,10,4
20,4,8,7
20,1,6,7
20,6,7,6
20,20,10,5
20,20,9,1
20,20,10,6
20,20,6,7
20,20,8,2
20,20,8,3
20,20,8,4
20,20,7,1
20,20,8,6
20,20,9,2
20,20,9,3
20,20,9,4
20,20,9,5
20,20,9,6
20,20,9,7
21,21,10,1
21,21,8,1
21,21,10,2
21,21,10,3
21,21,10,4
21,21,10,5
21,21,10,6
21,21,10,7
21,18,6,5
21,21,9,1
21,8,6,7
21,21,7,5
21,21,7,6
21,21,7,7
21,3,6,4
21,21,8,3
21,21,8,4
21,29,6,4
21,21,8,6
21,21,8,7
21,21,9,2
21,21,9,3
21,21,9,4
21,21,9,5
21,21,9,6
21,21,9,7
21,21,7,3
21,18,6,4
21,22,6,5
21,5,7,3
21,29,7,5
22,22,10,1
22,17,6,3
22,22,10,2
22,22,10,3
22,22,10,4
22,22,10,5
22,22,10,6
22,22,7,1
22,22,7,2
22,22,7,3
22,22,7,4
22,22,7,5
22,22,8,1
22,22,7,6
22,22,9,1
22,22,7,7
22,22,8,2
22,22,9,2
22,22,8,3
22,22,9,3
22,22,9,4
22,22,8,4
22,22,9,5
22,22,9,6
22,22,10,7
22,22,9,7
22,19,6,4
22,22,8,5
22,22,8,6
22,22,8,7
23,23,6,2
23,23,10,1
23,11,6,3
23,17,7,1
23,23,7,1
23,2,6,7
23,23,7,2
23,7,6,4
23,1,7,6
23,23,7,6
23,23,7,7
23,23,8,1
23,23,8,2
23,23,8,3
23,21,8,2
23,23,8,5
23,23,8,6
23,23,8,7
23,23,9,1
23,23,9,2
23,23,9,3
23,23,9,4
23,23,9,5
23,23,9,6
23,23,9,7
23,26,7,5
23,23,10,2
23,2,6,3
23,23,10,3
23,15,7,2
23,7,7,2
23,23,10,4
23,18,7,4
23,23,10,5
23,23,10,6
23,23,10,7
23,9,7,6
23,18,7,1
23,15,6,2
24,24,7,1
24,24,10,1
24,24,10,2
24,24,10,3
24,24,10,4
24,24,9,1
24,24,8,1
24,24,10,5
24,24,10,6
24,24,7,6
24,24,9,2
24,24,8,2
24,24,8,3
24,24,8,5
24,24,8,6
24,24,8,7
24,24,9,3
24,24,10,7
24,24,9,4
24,24,9,5
24,24,9,6
24,24,9,7
24,19,6,7
24,12,6,7
25,13,6,1
25,7,6,3
25,25,6,5
25,25,6,6
25,25,8,1
25,25,8,2
25,25,8,3
25,25,7,1
25,25,6,7
25,25,7,2
25,25,7,3
25,25,7,4
25,25,7,5
25,25,7,6
25,25,7,7
25,25,8,4
25,25,8,5
25,25,8,6
25,25,10,1
25,25,10,2
25,25,9,1
25,25,9,2
25,25,8,7
25,25,9,3
25,25,9,4
25,25,10,3
25,25,10,4
25,25,10,5
25,25,10,6
25,25,10,7
25,25,9,5
25,25,9,6
25,25,9,7
26,6,6,4
26,26,6,2
26,26,6,3
26,26,7,1
26,24,6,5
26,24,6,6
26,26,8,1
26,26,7,2
26,26,8,2
26,26,7,3
26,26,7,4
26,26,9,1
26,26,9,2
26,20,7,3
26,26,8,3
26,26,8,4
26,26,8,5
26,26,9,3
26,26,8,7
26,20,7,4
26,26,9,4
26,20,7,7
26,26,9,5
26,26,9,6
26,26,9,7
26,26,6,5
26,9,6,2
26,15,6,5
26,26,10,1
26,26,10,2
26,26,10,3
26,26,10,4
26,26,10,5
26,26,10,6
26,26,10,7
27,27,6,2
27,27,6,3
27,27,6,4
27,27,6,6
27,27,6,7
27,27,7,1
27,27,7,2
27,27,7,3
27,27,7,4
27,27,7,5
27,27,7,6
27,27,7,7
27,27,8,1
27,27,8,2
27,27,8,3
27,27,8,4
27,27,8,5
27,27,8,6
27,27,8,7
27,27,9,1
27,27,9,2
27,27,9,3
27,27,9,4
27,27,9,5
27,27,9,6
27,27,9,7
27,27,10,1
27,9,6,6
27,27,10,2
27,27,10,3
27,27,10,4
27,27,10,5
27,27,10,6
27,27,10,7
27,5,6,3
27,28,6,3
28,30,7,2
28,28,10,1
28,28,7,1
28,28,7,2
28,26,6,4
28,7,7,1
28,11,7,5
28,2,6,5
28,28,7,4
28,28,7,5
28,28,7,6
28,28,8,1
28,9,7,4
28,28,8,2
28,28,8,3
28,28,8,4
28,28,8,5
28,28,8,6
28,28,8,7
28,28,9,1
28,28,10,2
28,28,10,3
28,20,6,3
28,21,6,3
28,28,9,2
28,28,9,3
28,28,9,4
28,28,10,4
28,23,6,4
28,28,10,5
28,28,10,6
28,28,10,7
28,28,9,5
28,9,6,3
28,20,7,5
28,28,9,6
28,28,9,7
28,28,6,6
28,20,8,1
28,7,6,6
28,21,6,2
28,14,6,7
28,23,6,7
28,24,7,3
29,29,10,1
29,29,6,2
29,3,7,4
29,29,7,1
29,29,6,5
29,29,6,6
29,29,9,1
29,29,8,1
29,29,8,2
29,29,7,2
29,29,10,2
29,29,7,4
29,29,8,3
29,29,8,4
29,29,10,3
29,29,8,5
29,29,8,6
29,7,6,5
29,29,8,7
29,29,9,2
29,29,9,3
29,29,10,4
29,29,10,5
29,3,6,7
29,24,6,7
29,29,9,4
29,29,9,5
29,29,9,6
29,29,10,6
29,29,10,7
29,29,9,7
29,29,6,7
29,29,7,6
29,29,7,7
30,30,6,2
30,30,6,3
30,30,10,1
30,30,10,2
30,7,7,7
30,30,9,1
30,30,7,1
30,30,7,3
30,30,7,4
30,30,7,5
30,30,7,6
30,6,6,3
30,30,9,2
30,30,10,3
30,30,8,1
30,30,8,2
30,30,8,3
30,30,8,4
30,30,8,5
30,30,8,6
30,30,8,7
30,30,9,3
30,30,9,4
30,30,9,5
30,30,9,6
30,30,9,7
30,30,10,4
30,30,10,5
30,30,10,6
30,30,10,7
30,6,7,3
30,6,7,4
30,2,6,4
30,7,6,2
30,7,6,7
